NAME,P_201101,P_201201,P_201301,P_201401,P_201501,P_201601,P_201701,P_201801,EPS_2012,EPS_2013,EPS_2014,EPS_2015,EPS_2016,EPS_2017,GPM_2012,GPM_2013,GPM_2014,GPM_2015,GPM_2016,GPM_2017,Ops_2012,Ops_2013,Ops_2014,Ops_2015,Ops_2016,Ops_2017,EBIT_2012,EBIT_2013,EBIT_2014,EBIT_2015,EBIT_2016,EBIT_2017,NPM_2012,NPM_2013,NPM_2014,NPM_2015,NPM_2016,NPM_2017,IBD_2012,IBD_2013,IBD_2014,IBD_2015,IBD_2016,IBD_2017,ROE_2012,ROE_2013,ROE_2014,ROE_2015,ROE_2016,ROE_2017,ROA_2012,ROA_2013,ROA_2014,ROA_2015,ROA_2016,ROA_2017,DPS_2012,DPS_2013,DPS_2014,DPS_2015,DPS_2016,DPS_2017,BV_2012,BV_2013,BV_2014,BV_2015,BV_2016,BV_2017,Payout_2012,Payout_2013,Payout_2014,Payout_2015,Payout_2016,Payout_2017,CAGR_P,CAGR_EPS,CAGR_GPM,CAGR_Ops,CAGR_EBIT,CAGR_NPM,CAGR_IRD,CAGR_ROE,CAGR_ROA,CAGR_DPS,CAGR_BV,CAGR_Payout,sector,sector_code,business_group
CPALL,40,52.25,45.75,40,42.5,39,65,78.5,1.23,1.17,1.14,1.52,1.85,2.14,25.76,22.63,21.33,21.77,21.86,22.3,26.3,25.04,25.14,24.44,21.91,23.18,0.04,0,0,0,0,0,5.86,3.86,2.85,3.49,3.84,4.23,,6.44,6.95,5.07,3.43,2.22,45.48,37.61,34.27,40.16,36.04,29.46,17.33,5.58,3.24,4.17,4.9,5.59,0.9,0.9,0.8,0.9,1,1.1,3.02,3.2,3.43,4.16,6.14,8.39,73.17,76.92,70.18,59.21,54.05,51.4,4.463702002,11.71249008,-2.840643478,-2.49396,-43.84366929,-6.31262074,,-8.317037191,-20.25850992,4.095039697,22.68765344,-6.818799204,บริการ,5,พาณิชย์
GLOBAL,10.6,9.05,18.1,14.6,10.4,8.95,17.9,17.8,0.16,0.22,0.18,0.22,0.4,0.4,14.99,15.3,15.14,16.72,20.56,20.58,,,9.52,6.09,5.86,6.25,0.24,0.09,0.26,0.12,0.08,0.08,5.82,6.19,4.51,5.22,8.89,7.72,0.03,0.34,0.3,0.32,0.48,0.84,9.42,9.22,5.76,6.07,12.3,12.53,6.18,6.31,3.77,3.98,7.27,6.28,0.01,0.01,0.01,0.04,0.15,0.18,2.32,2.57,3.52,3.73,3.08,3.34,6.41,5.39,6.9,18.05,37.95,44.08,14.61485,19.88959874,6.541702949,,-20.00440435,5.808173602,96.11948653,5.858625362,0.330696328,76.31370662,7.563698842,47.06338871,บริการ,5,พาณิชย์
HMPRO,8.85,11.1,12.8,8.55,8.05,6.9,10.1,13.1,0.15,0.18,0.25,0.27,0.31,0.37,30.86,31.31,30.73,30.66,30.65,31.42,21.73,21.73,21.83,21.78,21.61,21.89,0.04,0.06,0.1,0.11,0.09,0.07,7.22,7.18,6.47,6.22,6.75,7.61,0.56,0.77,0.88,0.85,0.96,0.81,29.71,27.18,23.32,21.46,23.99,27.05,11.49,9.94,8.26,7.66,8.36,9.52,0.02,0.03,0.08,0.25,0.27,0.31,0.75,0.97,1.19,1.29,1.33,1.42,14.6,13.82,32.32,92.59,87.1,83.78,-1.870478984,19.79042149,0.360477864,0.14683,11.51664434,1.03770391,7.611562285,-1.854321023,-3.703451234,69.89614152,13.56647266,41.82781846,บริการ,5,พาณิชย์
IT,8.55,10.3,4.98,2.62,2.72,2.28,3.08,4.7,0.25,-0.03,-0.03,0.06,0.04,0.2,11.1,10.19,9.96,9.86,10.3,11.14,9.4,9.75,9.57,9,7.92,9.17,0.02,-0.01,-0.01,-0.6,0.03,,1.51,-0.17,-0.23,0.45,0.31,1.28,,,,,,,8.5,-0.85,-1.1,2.16,1.47,6.74,5.37,-0.56,-0.74,1.4,0.88,3.81,0.21,,,,0.04,0.18,2.99,2.96,2.93,2.99,2.98,2.93,82.68,,,,90.91,88.24,-21.45063141,-4.289564983,0.065850846,-0.49422,,-3.242971066,,-4.539122724,-6.643711633,-3.03597339,-0.384600833,1.309775253,บริการ,5,พาณิชย์
KAMART,0.41,4.36,7,4.7,6,6.6,12.8,7.25,0.19,0.2,0.11,0.24,0.3,0.32,50.42,49.77,41.76,54.78,56.1,55.51,32.27,23.71,45.78,47.57,25.86,23.32,0.08,0.06,0.09,0.04,0.02,0.02,22.33,18.62,9.24,17.67,18.39,18.6,0.2,0.23,0.26,0.2,0.34,0.31,30.16,27.07,14.65,31.04,34.82,33.83,19.95,19.5,10.05,21.85,23.59,21.81,0.16,0.18,0.18,0.19,0.21,0.28,0.7,0.75,0.72,0.82,0.91,0.99,84,88.89,169.01,78.62,70,87.5,24.03512712,11.28323478,1.940224613,-6.29,-25.48890765,-3.593031971,8.952063961,2.321246468,1.797385987,12.19551454,6.953663223,0.81978185,บริการ,5,พาณิชย์
LOXLEY,2.72,3.2,5.2,3.3,4.2,2.34,3.16,2.48,0.25,0.28,0.16,0.09,0.08,0.02,14.44,14.9,15.75,17.96,14.94,14.41,16.29,16.94,15.47,17.01,13.77,14.15,5.93,-3.01,-1.3,-1.14,-0.5,-0.51,3.72,3.95,2.44,1.8,1.25,0.32,0.82,0.42,0.26,0.33,0.49,0.65,11.96,12.2,6.31,3.42,2.77,0.81,4.11,4.43,2.6,1.5,1.15,0.32,0.1,0.1,0.1,0.05,0.07,0.07,2.19,2.42,2.69,2.72,2.78,2.74,38.45,33.93,62.5,55.56,87.5,350,-0.251259458,-39.54170838,-0.045318746,-2.77744,-161.2217764,-38.82378107,-4.421011573,-41.65936056,-40.12825878,-5.964417673,4.55154116,55.53794163,บริการ,5,พาณิชย์
MAKRO,168,246,446,28.75,36.5,35.5,35,38.25,0.74,0.9,1.03,1.12,1.13,1.29,10.12,10.39,10.62,11.13,10.67,11.55,6.57,6.13,6.13,6.4,6.13,6.49,0.02,0.02,0.03,0.03,0.04,0.04,3.09,3.33,3.47,3.47,3.15,3.33,0.21,0.3,0.44,0.49,0.51,0.48,34.4,39.29,41.35,39.85,36.17,37.13,11.29,12.57,12.34,11.75,10.74,11.05,0.63,0.8,0.77,0.85,0.85,0.4,2.26,2.3,2.66,2.96,3.28,3.66,84.9,88.89,74.76,75.89,75.22,31.01,-32.29408877,11.87132437,2.667080045,-0.24473,16.21891346,1.472783053,18.50160868,1.539965259,-0.427635672,-8.538989615,10.07424267,-18.24445549,บริการ,5,พาณิชย์
MIDA,0.72,0.7,1.44,1.35,1.4,0.9,0.81,0.61,-0.16,0.09,0.03,0.03,0.03,0.02,59.55,55.12,56.73,58.49,58.68,64.05,59.51,57.88,65.89,55.04,51.5,42.15,0.56,0.87,0.4,0.34,0.46,0.4,-19.05,10.34,3.76,3.2,3.21,1.92,0.54,0.52,0.74,0.95,1.23,1.23,-12.29,7.06,2.37,2.07,2.1,1.27,-5.85,3.4,1.14,0.89,0.82,0.47,,,0.01,,,,1.23,1.4,3.16,1.48,1.52,1.53,,,16.5,,,,2.962100943,16.19695169,1.467488445,-6.66565,-6.342530385,16.00217957,17.86695188,16.03436299,15.77934863,,4.527879702,,บริการ,5,พาณิชย์
ROBINS,24.5,42.25,67,45,44.5,42.25,65,76,1.49,1.79,1.74,1.94,2.53,2.47,24.56,24.34,24.45,24.47,24.94,24.85,23.57,22.32,22.28,21.17,21.28,22.12,,,,-0.07,0.98,-0.19,7.67,8.17,8.07,8.55,10.8,10.55,,,0.22,0.27,0.22,0.11,17.39,18.32,16.33,16.74,19.67,17.33,10.55,11.03,9.19,8.76,10.61,10.05,0.9,0.9,0.9,1,1.25,1.25,9.31,10.21,11.04,12.12,13.65,14.84,60.4,50.28,51.72,51.55,49.41,50.61,8.997698705,10.63744477,0.238051811,-1.26182,,6.583298685,,-0.065890249,-0.970438426,6.790716585,9.783714137,-3.476877287,บริการ,5,พาณิชย์
SINGER,3.54,5.8,18.2,17.3,12.6,8.65,11,13.4,0.84,1.19,0.89,0.53,0.44,-0.04,42.39,38.19,40.37,36.79,36.34,57.28,68.97,52.51,56.49,50.45,59.45,43.35,-0.15,-0.16,-0.12,-0.11,-0.08,-0.06,9.72,11.23,8.89,5.43,6.34,-0.41,0.64,0.8,0.67,0.65,0.47,0.82,20.81,24.42,16.04,9.07,7.48,-0.61,9.16,10.75,7.3,4.28,3.69,-0.29,0.3,0.45,0.53,0.3,0.25,0.25,4.42,5.3,5.84,5.84,6.02,5.84,35.71,37.82,59.27,56.6,56.82,-625,13.6561494,-154.3946443,6.209494094,-8.86908,9.495864404,-153.1610121,4.913378291,-149.3472385,-150.2545005,-3.5807496,5.753883652,-277.2587203,บริการ,5,พาณิชย์
BCH,6.4,7.1,9,5.9,8.05,9,14.8,16.2,0.29,0.23,0.21,0.21,0.3,0.37,39.17,32.12,30.76,30.82,31.32,32.78,10.78,10.58,10.15,10.67,10.22,10.36,0,0.12,0.16,0.16,0.13,0.09,20.34,12.44,9.84,9.15,11.57,12.64,0.57,1.07,1.02,1.04,0.86,1.06,26.47,15.38,12.88,12.41,16.52,18.42,14.34,6.82,5.21,5.12,7.12,7.89,0.12,0.16,0.12,0.12,0.17,0.25,1.46,1.59,1.66,1.75,1.91,2.08,40,69.57,57.14,57.14,56.67,67.57,15.82456381,5.138517084,-3.503294134,-0.79166,78.94086118,-9.077794029,13.06153743,-6.991066303,-11.25560741,16.76091936,7.370098598,11.05437151,บริการ,6,การแพทย์
BDMS,45.75,82.5,113,109,18,22,23.3,21,0.51,0.41,0.48,0.52,0.54,0.66,35.71,34.85,35.68,35.54,33.32,33.31,22.77,22.33,20.56,20.2,20.51,19.72,0.08,0.1,0.09,0.11,0.09,0.12,17.26,12.37,13.04,12.56,12.35,14.2,0.53,0.56,0.67,0.56,0.57,0.62,22.8,16.15,16.91,16.16,15.5,17.2,12.34,8.64,8.71,8.2,8.01,8.9,0.18,0.2,0.23,0.26,0.29,0.36,2.38,2.63,3.02,3.39,3.6,4.07,35.43,49.38,47.92,50,53.7,54.55,-22.34303838,5.37462562,-1.383674264,-2.83524,7.682040559,-3.82459077,3.118073163,-5.482577099,-6.327522713,14.8698355,11.2929822,9.010907345,บริการ,6,การแพทย์
BH,31.75,47.5,74.25,83.5,138.5,206,185,192,3.51,3.46,3.75,4.72,4.98,5.41,35.89,37.99,37.9,40.02,41.68,42.78,16.26,16.18,16.82,16.94,16.87,17.93,0.03,0.04,0.04,0.03,0.03,0.02,19.9,17.69,17.86,19.82,20.31,21.58,0.59,0.54,0.47,0.41,0.25,0.23,33.57,27.85,26.67,29.1,26.66,25.55,17.37,15.17,15,16.99,17.01,17.6,1.8,1.9,1.95,2.35,2.5,2.7,11.68,13.17,14.94,17.48,19.86,22.51,51.28,54.91,52,49.79,50.2,49.91,31.24888534,9.038038353,3.573168996,1.974586,-7.147261486,1.63480165,-17.55955466,-5.314101581,0.267935749,8.44717712,14.01588732,-0.541885421,บริการ,6,การแพทย์
NTV,134,128,25.75,23.5,30.25,39.75,50.25,53.5,1.55,1.51,1.66,1.86,1.98,2.21,31.76,30.67,30.96,32.19,32.63,33.53,13.83,13.29,14.02,13.59,14.72,13.94,,0,0.01,,,,14.39,13.54,14.09,15.68,16.03,17.12,,0.12,,,,,22.33,19.55,19.8,20.27,19.67,20.06,18.31,15.32,15.84,17.19,16.91,17.36,0.93,0.91,1,1.12,1.19,1.19,7.42,8,8.75,9.64,10.52,11.54,60,60.26,60.24,60.22,60.1,53.85,-17.05595344,7.35248825,1.090991038,0.158571,,3.538269943,,-2.124927299,-1.060590783,5.054050668,9.237794764,-2.141019383,บริการ,6,การแพทย์
SKR,14,13.9,26,37,69,69,52.5,49.75,0.08,0.1,0.12,0.07,0.12,0.08,30.62,31.49,29,29.14,27.58,26.98,20.9,19.33,19.63,20.56,20.43,20.33,0.13,0.12,0.08,0.09,0.28,0.26,7.72,8.82,8.49,5.71,7.79,5.16,0.36,0.29,0.42,0.57,0.37,0.36,11.03,12.09,10.29,6.35,7.13,4.72,7.12,7.81,6.57,3.7,4.34,3.06,0.05,0.05,0.06,,0.04,0.04,0.71,0.87,1.07,1.19,1.72,1.76,59.07,53.32,54.85,,35.99,50.97,30.44543959,0.195313989,-2.498535617,-0.5515,15.41665077,-7.728930948,-0.070069244,-15.62315908,-15.53760812,-2.716216978,19.79277699,-2.905855425,บริการ,6,การแพทย์
VIBHA,3.92,5.5,8.3,9,14,1.85,2.94,2.56,0.03,0.05,0.05,0.06,0.05,0.07,30.61,32.15,31.38,33.68,33.23,33.14,17.12,18.35,15.74,15.39,17.24,14.72,0.1,0.1,0.11,0.09,0.09,0.13,9.86,12.1,12.21,13.63,11.79,14,0.38,0.38,0.45,0.46,0.42,0.5,11.56,13.8,13.04,14.5,11.23,12.58,5.75,6.5,6.06,6.7,5.25,5.8,0.02,0.03,0.03,0.03,0.04,0.04,0.29,0.34,0.39,0.42,0.52,0.53,57.05,52.08,63.83,54.7,65.67,53.03,-11.77393121,16.16568784,1.598253453,-2.97563,5.227963104,7.263236254,5.627263611,1.690483098,0.194819728,14.47999675,12.67548747,-1.451109294,บริการ,6,การแพทย์
BWG,1.65,1.49,1.68,2.2,5.6,1.18,2,1.46,0.03,0.06,0.07,0.1,0.1,0.07,28.49,32.78,34.72,40.48,43.44,37.14,18.43,26.91,20.85,20.7,17.7,16.27,0.14,0.11,0.13,0.08,0.08,0.08,7.17,12.24,13.49,18.83,19.34,12.49,0.25,0.37,0.41,0.35,0.47,0.55,6.07,11.94,12.9,15.58,13.17,8.16,4.07,7.52,7.65,9.34,7.62,4.44,0.01,0.03,0.01,0.04,,,0.44,0.51,0.53,0.66,0.8,0.82,45.45,48.25,11.14,41.24,,,6.064181646,19.13578982,5.44529362,-2.46232,-10.2676753,11.71868013,16.65451235,6.078330936,1.7479236,,13.08754732,,บริการ,7,บริการเฉพาะกิจ
GENCO,0.57,0.66,0.82,0.77,3.18,1.3,1.46,1.02,0.03,0.01,0,0,-0.02,0,33.2,32.06,30.6,31.65,34.95,33.87,18.04,16.95,50.05,20.23,29.7,25.17,0.08,0,0.34,1.19,0.67,0.45,9.09,2.6,0.02,0.19,-6.29,1.28,0,,0.21,0.16,0.22,0.12,2.54,1.04,0.01,0.06,-1.89,0.34,2.34,0.97,0.01,0.04,-1.47,0.27,,,,,,,1.17,1.21,1.25,1.22,1.21,1.19,,,,,,,17.20922222,-32.896908,0.400103127,6.888095,42.04256834,-32.44504607,158.2693302,-33.22565763,-35.2338803,,0.388588571,,บริการ,7,บริการเฉพาะกิจ
CENTEL,4.98,10.1,26.5,26.25,30.75,42.75,39,58.5,1.18,1,0.88,1.23,1.37,1.48,40.16,40.21,39.81,41.21,41.1,42.14,27.84,47.25,50.86,51.62,46.54,30.66,0.21,0.22,0.21,0.14,0.11,0.08,11,7.88,6.66,8.84,9.51,9.99,1.28,1.1,0.93,0.93,0.74,0.6,21.62,13.9,12.84,19.21,18.85,18.15,6.4,4.69,4.4,6.76,7.57,8.06,0.15,0.4,0.4,0.5,0.55,0.55,6.64,7.71,6,6.83,7.71,8.55,12.71,40,45.45,40.65,40.15,37.16,31.02333413,4.634750148,0.966032184,1.94844,-17.45119709,-1.907347997,-13.94615869,-3.441432961,4.69703736,29.67441161,5.181866951,23.93054069,บริการ,8,การท่องเที่ยวและสันทนาการ
ERW,2.46,2.38,4.54,3.08,4.68,4.2,4.46,8.6,0.03,0.42,-0.05,0.08,0.15,0.2,54.31,52.9,47.96,52.18,54.21,56.04,25.77,28.06,29.14,27.58,28.27,26.36,0.67,0.71,2.02,0.57,0.42,0.31,1.34,19.92,-2.6,3.72,6.52,8.43,2.24,1.4,1.85,1.83,1.71,1.73,1.63,21.97,-2.33,4.24,7.65,9.96,0.46,7.06,-0.79,1.33,2.47,3.27,0.02,0.15,0.04,0.04,0.06,0.06,1.56,2.03,1.84,1.87,1.97,2.09,63,36.07,-88.69,50.83,40.84,29.67,13.38394941,46.46436711,0.630000198,0.45376,-14.14156042,44.42162743,-5.045670227,43.60375927,47.96533053,25.99052605,6.116024682,-13.97871815,บริการ,8,การท่องเที่ยวและสันทนาการ
GRAND,3.3,1.22,1.38,1.03,1.91,0.8,0.82,1.2,-0.13,-0.01,0.2,-0.04,0,0.23,62.19,62.25,39.82,61.22,65.45,52.94,54.78,43.14,71,62.19,61.65,73.11,-0.62,-13.64,0.18,-4.04,0.72,0.08,-40.27,-1,12.32,-8.85,0.42,31.37,1.06,1.24,0.41,0.72,1.3,1.15,-15.33,-0.56,22.04,-4.06,0.2,22.16,-5.53,-0.18,8.97,-2.11,0.09,8.52,,,0.05,,,,0.81,0.81,1,0.96,0.96,1.2,,,25.27,,,,-7.638536821,30.65897441,-3.16838865,5.942679,16.38588197,22.68072202,1.69937786,28.06912075,28.77917063,,8.193300523,,บริการ,8,การท่องเที่ยวและสันทนาการ
AOT,38.75,47,96.5,146.5,273,343,398,70.5,0.46,1.14,0.86,1.31,1.35,1.45,,,,,,,92.28,84.12,,0.28,47.37,,0.19,0.11,0.12,0.07,0.06,0.05,21.38,44.41,32.51,42.6,37.91,37.67,0.73,0.46,0.36,0.3,0.26,0.18,8.68,19.32,12.96,18.22,16.9,16.45,4.34,10.82,7.97,11.95,11.64,11.8,0.18,0.46,0.34,0.65,0.68,0.86,5.44,6.41,6.79,7.6,8.4,9.2,39.56,40.21,39.77,49.89,50.59,59.31,53.30525534,26.08729308,,,-23.33362921,12.00042919,-24.31393546,13.6447663,22.15141394,36.72413651,11.09198232,8.436094684,บริการ,9,ขนส่งและโลจิสติกส์
ASIMAR,0.71,1.57,2.24,1.59,1.8,3.5,2.82,2.96,0.22,0.25,0.16,0.35,0.19,0.32,27.73,26.76,27.23,35.34,29.69,35.74,15.08,10.92,30.2,19.54,20.4,19.28,0.06,0.02,0.12,0.04,0.14,0.08,10.33,9.34,6.86,11.91,8.07,11.8,0.02,0.18,0.19,0,0.27,0.25,20.93,19.1,10.75,22.01,11.05,17.79,7.93,10.49,7.06,16.16,7.86,11.37,0.01,0.15,0.12,0.2,0.12,,1.21,1.45,1.47,1.7,1.69,1.86,4.22,60,75,57.14,63.16,,12.42681078,7.959048047,5.200950247,5.036717,6.361697852,2.689774926,64.59631674,-3.199743392,7.464792748,,9.073300405,,บริการ,9,ขนส่งและโลจิสติกส์
BTS,0.87,0.7,7.2,8.2,9.55,8.8,8.7,8.3,0.17,1.08,0.25,0.35,0.17,0.37,48.39,42.52,50.34,53.85,43.93,33.57,46.81,29.04,33.87,32.69,21.11,17.42,0.37,0.04,0.15,0.06,0.31,0.27,30.77,154.55,47.97,77.24,29.42,36.28,0.76,0.13,0.08,0.1,0.15,0.91,4.1,23.71,5.43,8.6,4.57,10.67,2.56,17.5,4.1,6.26,2.52,4.42,0.58,0.41,0.6,0.68,0.34,0.35,4.38,4.84,4.29,3.84,3.56,3.43,334.3,38.03,241.94,194.62,200.95,93.88,65.5328691,16.73188305,-7.048540432,-17.938,-6.263614046,3.348124714,3.706721246,21.10056929,11.54067527,-9.451754444,-4.762129167,-22.43057921,บริการ,9,ขนส่งและโลจิสติกส์
PSL,18.4,16.2,14.2,20.3,13.6,5.5,8.15,10.8,0.11,0.39,-0.06,-1.82,-1.71,-0.08,41.41,38.2,40.5,27.43,32.48,53.96,5.23,5.96,7.28,10.11,9.24,7.6,1.67,38.82,1.49,-0.68,-1.29,1.09,4.03,13.64,-1.75,-56.99,-72.22,-2.99,0.63,0.6,0.78,0.9,1.27,1.28,0.95,3.51,-0.52,-15.27,-17.69,-1,0.6,2.13,-0.3,-8.04,-8.23,-0.42,0.31,0.31,0.23,,,,10.64,11.48,11.23,10.57,8.74,7.91,285.61,78.44,-375.12,,,,-12.83773268,-194.349856,5.437794482,7.761191,-8.10687908,-194.1910191,15.37898479,-201.0533432,-193.2355071,,-5.762518368,,บริการ,9,ขนส่งและโลจิสติกส์
RCL,15.3,6.5,7.05,6.2,8.75,5.1,5.2,8.9,-2.33,-1.99,0.44,0.53,-1.66,0.64,1.5,1.88,10.37,7.9,-2.09,9.55,6.36,6.86,8.8,8.63,9.41,8.69,-0.23,-0.17,0.59,3.17,-0.14,0.27,-14.24,-12.61,2.72,3.72,-13.17,4.74,0.6,0.67,0.54,0.48,0.59,0.57,-16.39,-16.53,3.81,4.32,-13.77,5.88,-8.12,-8.03,1.87,2.31,-7.28,3,,,0.1,0.05,,,12.93,11.2,11.72,12.96,11.14,10.77,,,22.73,9.43,,,-4.364750021,17.86476366,44.86542818,6.441879,25.88202051,18.46114407,-1.086662975,18.71991746,18.83233371,,-3.596207171,,บริการ,9,ขนส่งและโลจิสติกส์
THAI,48.5,19.8,22.3,13.3,14.5,8.95,23,17.5,2.85,-5.52,-7.15,-5.99,0.01,-0.97,48.73,47.53,43.36,51.28,59.9,58.83,52.58,105.82,3.89,3.42,3.08,3.27,0.8,-1.4,-0.26,-0.48,1.48,1.39,2.98,-5.84,-8.29,-7.15,0.01,-1.11,2.3,3.1,4.41,5.53,4.84,4.86,9.47,-19.16,-31.85,-35.28,0.05,-6.44,2.16,-3.94,-5.08,-4.29,0.01,-0.75,0.5,,,,,,31.57,26.04,18.88,15.05,15.35,14.62,17.54,,,,,,3.041584693,-180.6093418,3.835575372,-42.622,11.63376543,-182.0846893,16.1165026,-192.5941998,-180.9120311,,-14.2726878,,บริการ,9,ขนส่งและโลจิสติกส์
TTA,20.7,20.2,16.8,16.4,16.9,7.65,9.15,8.9,-5.35,-5.39,-5.39,-6.61,-0.23,0.32,15.6,15,15,8.42,13.24,18.25,16.97,11.53,10.42,13.8,15.39,13.84,2.15,0.89,0.89,-0.04,-4,0.93,-27.49,-27.3,-27.3,-52.9,-3.06,4.39,0.69,0.72,0.6,0.65,0.58,0.41,-20.36,-27.82,-27.82,-27.82,-1.97,2.9,-10.12,-12.17,-12.17,-12.17,-0.96,1.52,,,,0.05,,,20.12,16.66,16.66,11.86,11.45,10.83,,,,-0.76,,,-14.64795228,15.54824368,3.191153055,-3.99566,-15.36861047,16.64934426,-9.891406384,16.4598746,16.55006523,,-11.64871638,,บริการ,9,ขนส่งและโลจิสติกส์
WIN,0.26,0.35,0.83,0.7,0.96,0.62,0.7,0.5,0.07,-0.01,-0.01,-0.02,0.02,-0.01,71.28,68.2,68.54,62.87,60.79,46.94,60.23,44.13,65.54,216.64,90.56,,0.75,-1.99,3.67,3.51,0.19,-32.4,64.74,-15.32,-8.51,-15.15,10.34,-8.1,,0.8,0.74,0.37,0.37,0.18,18.93,-3.5,-2.56,-4.7,3.79,-2.75,9.14,-1.73,-1.06,-1.86,1.51,-1.24,,,,,,,0.46,0.33,0.33,0.41,0.39,0.54,,,,,,,14.8698355,-171.9658541,-8.014949807,,-312.4998233,-165.9960503,,-168.0032349,-167.0207534,,3.277654237,,บริการ,9,ขนส่งและโลจิสติกส์
AMARIN,12.3,12.3,19.7,19.3,10.4,8.85,7.15,5.75,1.26,1.03,-0.33,-1.49,-2.26,-0.3,34.39,31.97,14.16,0.79,3.92,17.51,14.61,13.36,15.28,14.6,15.69,14.52,0,0,-0.57,-0.24,-0.46,-5.22,16.31,13.81,-4.74,-21.19,-33.07,-7.46,0.01,0,1.58,2.3,4.51,0.3,18.25,14,-4.46,-24.83,-58.04,-7.02,14.59,11.36,-2.27,-7.97,-12.77,-3.18,0.86,0.01,0.55,,,,7.23,7.4,7.06,5.01,2.77,3.91,68.58,0.78,-166.08,,,,-10.28187556,-175.0821098,-12.62593837,-0.12351,-617.6091699,-185.5258851,122.5817381,-182.6076516,-173.7186907,,-11.58735833,,บริการ,10,สื่อและสิ่งพิมพ์
AQUA,0.48,0.4,0.7,0.95,1.15,0.7,0.86,0.67,0.01,0.16,0.08,0.06,0.05,0.11,47.18,49.2,72.07,66.49,67.8,53.92,66.79,44.11,40.8,34.81,48.87,45.43,1.36,0.15,0.44,0.17,0.26,0.18,5.93,73.32,43.84,46.8,39.9,53.72,0.15,0.12,0.07,0.57,0.53,0.61,2.68,27.13,13.21,9.05,7.34,14.07,2.23,21.79,10.12,5.89,4.28,8.03,,0.03,0.02,0.03,0.03,0.01,0.51,0.68,0.67,0.7,0.72,0.82,,16.68,23.05,48.31,57.92,9.26,16.54340217,52.9561026,2.706276761,-7.41806,-33.01916239,55.39348678,32.57145754,39.34268594,29.21800651,,9.822279514,,บริการ,10,สื่อและสิ่งพิมพ์
AS,10.3,12.2,14.6,8.35,3.78,3.98,2.92,1.78,0.83,0.15,-1.08,-1.34,-0.7,0.03,42.98,31.36,22.44,25.93,32.92,42.94,,26.62,25.51,25.06,25.58,25.36,0,0.02,0.02,0.11,-0.02,0.09,14.91,3.08,-30.92,-55.22,-22.4,1.51,0,0,0.08,0.1,0.26,0.18,22.57,4.32,-42.32,-102.98,-128.86,10.44,15.02,2.74,-25.3,-45.54,-31.48,2.55,0.65,,,,,,3.61,3.12,1.96,0.63,0.27,0.32,79.17,,,,,,-24.87151968,-48.48749772,-0.018526071,,164.58733,-36.72097526,109.454153,-14.28688138,-29.85817297,,-38.55517277,,บริการ,10,สื่อและสิ่งพิมพ์
BEC,32.5,44.5,70.5,46,51.25,30.5,17.2,13,2.39,2.79,2.17,1.49,0.61,0.03,53.78,54.08,45.83,37.45,28.29,16.84,17.55,16.45,17.32,12.97,12.88,12.17,0,0,0.02,0.05,0.1,0.95,32.09,34.02,27.09,18.82,9.93,0.55,0,0.02,0.6,0.49,0.74,0.85,62.26,66.11,49.87,36.11,16.41,0.92,46.33,48.67,29.97,18.82,8.15,0.42,1,1.2,1,1.26,0.54,0.2,4.04,4.41,4.28,3.98,3.45,3.2,41.84,43.01,46.08,84.56,88.52,666.67,-17.31367556,-58.33756292,-20.72348894,-7.06,728.2785862,-55.61367903,357.8728311,-56.96841219,-61.01894166,-27.52203363,-4.583824959,73.96477847,บริการ,10,สื่อและสิ่งพิมพ์
EFORL,0.09,0.08,0.3,0.55,1.47,0.75,0.27,0.08,-0.01,0,0.03,0.02,-0.06,-0.06,1.71,34.54,35,28.67,18.88,18.88,,,41.92,65.13,38.43,97.13,-0.02,0,0.07,0.34,-4.38,-4.38,-84.41,16.72,16.6,4.67,-16.73,-16.73,0.02,0,3.68,1.84,2.67,14.04,-102.18,7.26,29.42,18.75,-54.19,-54.19,-59.14,5.86,5.86,2.88,-8.78,-8.78,,,0.01,0.02,,,0.01,0.08,0.1,0.14,0.07,0.07,,,38.17,87.34,,,27.54245006,-215.0300451,61.73611855,,-408.0369119,12.49707883,257.3821646,8.00544267,13.11194615,,54.22439922,,บริการ,10,-
EPCO,2,1.76,2.82,3.64,6.55,5.45,6.7,5.45,0.11,0.22,0.31,0.3,0.15,0.26,17.35,21.52,23.3,23.4,25.13,28.18,5.02,6.83,7.06,6.92,7.48,11.89,0.1,0.24,0.2,0.2,0.44,0.71,10.45,21.16,33.88,39.69,18.96,29.17,1.28,1.45,0.86,0.21,2.37,2.63,9.61,17.64,20.31,17.87,7.24,10.35,5.07,6.62,9.14,9.4,2.5,2.69,0.1,0.08,0.28,0.16,0.11,0.11,1.18,1.31,1.66,1.65,2.27,2.52,91.04,37.99,91.43,52.94,75.02,42.31,30.65090639,17.94782175,10.18828539,18.82166,48.4607771,22.7940828,15.40219716,1.481521054,-11.9069035,1.186549314,16.37544226,-14.210752,บริการ,10,สื่อและสิ่งพิมพ์
