Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2012,,,,104.84
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2012,,,,473.8
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2017,,,,450.11
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2014,,,,527.91
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2016,,,,522.93
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2013,,,,538.82
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",A,Annual,A,Annual,USM,Million US dollar,2015,,,,495.57
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,501.369
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2014,,,,480.305
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2015,,,,462.25
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2016,,,,481.332
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,453.405
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI1,Telecommunications services,A,Annual,A,Annual,USM,Million US dollar,2017,,,,404.746
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,7995.71
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,A,Annual,A,Annual,USM,Million US dollar,2015,,,,8919.77
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,A,Annual,A,Annual,USM,Million US dollar,2014,,,,9163.48
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,A,Annual,A,Annual,USM,Million US dollar,2016,,,,11078.53
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,A,Annual,A,Annual,USM,Million US dollar,2017,,,,9605
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,7517.11
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ3,"Technical, trade-related, and other business services",A,Annual,A,Annual,USM,Million US dollar,2017,,,,9605
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ3,"Technical, trade-related, and other business services",A,Annual,A,Annual,USM,Million US dollar,2016,,,,11078.53
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ3,"Technical, trade-related, and other business services",A,Annual,A,Annual,USM,Million US dollar,2015,,,,8919.77
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ3,"Technical, trade-related, and other business services",A,Annual,A,Annual,USM,Million US dollar,2013,,,,7995.71
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ3,"Technical, trade-related, and other business services",A,Annual,A,Annual,USM,Million US dollar,2014,,,,9163.48
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ3,"Technical, trade-related, and other business services",A,Annual,A,Annual,USM,Million US dollar,2012,,,,7517.11
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2015,,,,58.05
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2014,,,,61.14
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2017,,,,68.35
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2016,,,,60.06
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2013,,,,76.91
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2012,,,,82.6
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK2,"Other personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2016,,,,60.064
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK2,"Other personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2017,,,,68.339
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK2,"Other personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2012,,,,82.596
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK2,"Other personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2014,,,,61.137
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK2,"Other personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2013,,,,76.911
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK2,"Other personal, cultural, and recreational services",A,Annual,A,Annual,USM,Million US dollar,2015,,,,58.063
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2013,,,,390.68
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2012,,,,336.77
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2014,,,,353.33
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2015,,,,363.83
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2017,,,,297.55
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2016,,,,290.89
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,A,Annual,A,Annual,USM,Million US dollar,2017,,,,75228.201
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,A,Annual,A,Annual,USM,Million US dollar,2016,,,,67501.998
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,A,Annual,A,Annual,USM,Million US dollar,2015,,,,61394.965
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,A,Annual,A,Annual,USM,Million US dollar,2014,,,,55182.356
Trade in commercial services,ITS_CS_AX6,Commercial services exports by sector and partner – annual (2005-onwards),764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,58385.719
