<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190925,10.55,10.59,10.55,10.58,8100
BMSCG,20190925,8,8,7.98,7.99,199100
BMSCITH,20190925,11.9,11.92,11.87,11.91,271000
BSET100,20190925,10.51,10.55,10.51,10.55,60100
CHINA,20190925,5.37,5.42,5.36,5.38,3200
EBANK,20190925,5.16,5.16,5.15,5.15,10100
EFOOD,20190925,5.84,5.84,5.84,5.84,400
ENGY,20190925,6.33,6.33,6.33,6.33,600
ESET50,20190925,5.9,5.9,5.76,5.76,3900
GLD,20190925,1.96,1.99,1.96,1.98,558400
TDEX,20190925,10.84,10.84,10.72,10.73,454800
TGOLDETF,20190925,4.3,4.32,4.3,4.31,135200
TH100,20190925,4.73,4.73,4.73,4.73,100
2S,20190925,2.24,2.34,2.24,2.34,360300
7UP,20190925,0.57,0.58,0.57,0.57,1830400
A,20190925,6.2,6.25,6.2,6.25,13100
AAV,20190925,3.08,3.08,3.06,3.06,3609200
ABICO,20190925,4.22,4.28,4.2,4.24,118300
ABM,20190925,0.84,0.85,0.84,0.84,248900
ABPIF,20190925,4.86,4.86,4.84,4.84,264900
ACAP,20190925,1.76,1.84,1.71,1.71,10132200
ACC,20190925,0.64,0.7,0.63,0.68,5000
ACG,20190925,1.38,1.38,1.37,1.38,180700
ADB,20190925,0.6,0.6,0.6,0.6,93000
ADVANC,20190925,219,219,215,215,5794200
AEC,20190925,0.28,0.29,0.27,0.27,333800
AEONTS,20190925,205,206,202,205,194200
AF,20190925,0.67,0.67,0.66,0.66,26000
AFC,20190925,7.1,7.3,6.95,6.95,900
AGE,20190925,0.95,0.96,0.95,0.96,77600
AH,20190925,17.7,17.8,17.7,17.8,23800
AHC,20190925,15.6,15.6,15.6,15.6,2000
AI,20190925,1.23,1.23,1.21,1.21,636700
AIE,20190925,0.42,0.43,0.41,0.42,3667400
AIMCG,20190925,10,10.1,9.95,10,1375900
AIMIRT,20190925,15,15.1,15,15.1,909200
AIRA,20190925,1.3,1.31,1.3,1.31,40000
AIT,20190925,21,21.1,21,21.1,24000
AJ,20190925,8.1,8.1,8.1,8.1,2500
AJA,20190925,0.18,0.18,0.17,0.17,12371900
AKP,20190925,1.38,1.39,1.37,1.37,1562800
AKR,20190925,0.74,0.75,0.73,0.74,345100
ALL,20190925,4.12,4.12,4.08,4.1,255900
ALLA,20190925,1.15,1.15,1.15,1.15,140300
ALT,20190925,2.56,2.56,2.54,2.56,8500
ALUCON,20190925,168,168,166,166,300
AMA,20190925,6.55,6.55,6.3,6.35,350300
AMANAH,20190925,3.12,3.54,3.1,3.46,53196600
AMARIN,20190925,4.82,4.82,4.82,4.82,1000
AMATA,20190925,24.7,25.25,24.5,25,11777300
AMATAR,20190925,12.8,12.8,12.7,12.8,29400
AMATAV,20190925,4.88,4.88,4.84,4.88,28500
AMC,20190925,1.82,1.82,1.81,1.81,47200
ANAN,20190925,3.16,3.24,3.16,3.22,2654800
AOT,20190925,72.75,74.25,72.75,73.75,20912000
AP,20190925,6.55,6.85,6.55,6.8,9737400
APCO,20190925,3.26,3.4,3.26,3.4,67900
APCS,20190925,4.02,4.02,4.02,4.02,1600
APEX,20190925,0.16,0.16,0.16,0.16,962600
APURE,20190925,0.84,0.87,0.83,0.87,442900
AQ,20190925,0.02,0.03,0.01,0.02,14601500
AQUA,20190925,0.51,0.51,0.49,0.5,10780700
ARIN,20190925,0.59,0.69,0.59,0.67,21650900
ARIP,20190925,0.44,0.44,0.42,0.43,302300
ARROW,20190925,9.05,9.05,9,9.05,6500
AS,20190925,0.83,0.84,0.76,0.84,94300
ASAP,20190925,2.74,2.78,2.62,2.68,921900
ASEFA,20190925,4.64,4.66,4.6,4.64,38200
ASIA,20190925,6.35,6.4,6.35,6.4,5000
ASIAN,20190925,5.7,5.8,5.65,5.7,113500
ASIMAR,20190925,1.45,1.47,1.45,1.46,119600
ASK,20190925,26,26.5,26,26.5,225000
ASN,20190925,5.8,5.8,5.55,5.55,1000
ASP,20190925,2.02,2.02,2,2,1166400
ATP30,20190925,1.38,1.39,1.38,1.38,133600
AU,20190925,12.4,12.5,11.9,12.1,10401000
AUCT,20190925,8.85,9.2,8.75,9.2,2337200
AYUD,20190925,40.75,41,40.75,40.75,18200
B,20190925,0.27,0.28,0.27,0.28,1210800
B-WORK,20190925,12.8,12.9,12.7,12.9,5800
B52,20190925,0.23,0.23,0.22,0.23,170300
BA,20190925,8.75,8.85,8.7,8.75,837500
BAFS,20190925,32.75,33,32.5,32.5,201100
BANPU,20190925,12,12,11.8,11.9,11868700
BAY,20190925,33.75,33.75,33.25,33.5,378500
BBL,20190925,177.5,180,177,180,3041600
BCH,20190925,15.1,15.2,15,15.1,7406800
BCP,20190925,26.5,27,26.5,27,984400
BCPG,20190925,18.7,18.7,18.2,18.2,5590500
BCT,20190925,42.75,42.75,42,42.5,11700
BDMS,20190925,23.6,23.9,23.5,23.7,27553400
BEAUTY,20190925,2.36,2.4,2.34,2.36,22482500
BEC,20190925,7.75,7.85,7.7,7.7,3223900
BEM,20190925,10.9,11,10.8,10.9,28600700
BFIT,20190925,15.9,18.1,15.9,17.7,1181200
BGC,20190925,14.3,14.7,14.3,14.6,915900
BGRIM,20190925,41.5,41.75,41,41.5,5450500
BGT,20190925,1,1,1,1,15300
BH,20190925,126.5,127,125.5,126,911700
BIG,20190925,0.79,0.79,0.78,0.79,1098700
BIZ,20190925,2.74,2.76,2.72,2.76,204400
BJC,20190925,52.5,52.75,51.5,52,2501500
BJCHI,20190925,2.42,2.52,2.42,2.5,662600
BKD,20190925,2.72,2.72,2.72,2.72,300
BKI,20190925,320,321,320,320,2000
BKKCP,20190925,13.8,13.9,13.8,13.9,10200
BLA,20190925,19.6,20,19.6,20,1113900
BLAND,20190925,1.47,1.48,1.46,1.47,6532100
BM,20190925,2.12,2.18,2.12,2.16,363800
BOFFICE,20190925,17.3,17.3,17.1,17.3,30200
BOL,20190925,2.96,3,2.94,2.98,104300
BPP,20190925,19.1,19.2,18.7,18.9,6377000
BR,20190925,2.84,2.86,2.82,2.82,208400
BROCK,20190925,1.95,1.95,1.88,1.91,450500
BROOK,20190925,0.48,0.48,0.47,0.47,645200
BRR,20190925,4.9,4.94,4.86,4.92,84300
BRRGIF,20190925,9.25,9.25,9.15,9.2,46000
BSBM,20190925,0.89,0.89,0.89,0.89,6900
BSM,20190925,0.39,0.39,0.38,0.38,69300
BTS,20190925,13.3,13.4,13.2,13.4,34632200
BTSGIF,20190925,11,11.1,11,11,3922400
BTW,20190925,1.1,1.11,1.09,1.09,145800
BWG,20190925,0.71,0.73,0.71,0.71,10109800
CAZ,20190925,2.24,2.26,2.22,2.24,215500
CBG,20190925,78.75,79.75,77.75,79.5,2668400
CCET,20190925,1.74,1.74,1.67,1.68,4152300
CCP,20190925,0.33,0.34,0.33,0.34,317100
CEN,20190925,0.82,0.84,0.8,0.84,225900
CENTEL,20190925,31.5,31.75,31,31.5,3386500
CFRESH,20190925,2.08,2.08,2.04,2.04,290500
CGD,20190925,0.98,0.99,0.97,0.99,3934500
CGH,20190925,0.87,0.88,0.86,0.87,442000
CHARAN,20190925,22,22.2,22,22.2,600
CHAYO,20190925,4.94,5.05,4.94,5,726900
CHEWA,20190925,0.66,0.67,0.65,0.65,781200
CHG,20190925,2.32,2.32,2.3,2.3,23733600
