<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191011,10.44,10.44,10.41,10.44,5100
BMSCG,20191011,7.91,7.95,7.91,7.92,5900
BMSCITH,20191011,11.75,11.85,11.74,11.84,343500
BSET100,20191011,10.48,10.58,10.48,10.58,63900
CHINA,20191011,5.17,5.37,5.17,5.37,11500
EBANK,20191011,4.92,4.92,4.91,4.91,2100
EFOOD,20191011,5.67,5.67,5.67,5.67,400
ENY,20191011,7.29,7.37,7.29,7.37,5600
ESET50,20191011,5.71,5.71,5.71,5.71,1300
GLD,20191011,1.94,1.94,1.92,1.94,43600
TDEX,20191011,10.71,10.76,10.71,10.76,244900
TGOLDETF,20191011,4.18,4.2,4.18,4.2,187600
2S,20191011,2.32,2.34,2.26,2.3,416000
7UP,20191011,0.53,0.54,0.51,0.53,5329600
A,20191011,6.25,6.25,6.25,6.25,10000
AAV,20191011,3,3.02,2.94,2.96,10842800
ABICO,20191011,4.18,4.18,4.02,4.14,44200
ABM,20191011,0.83,0.84,0.83,0.83,33400
ABPIF,20191011,4.88,4.9,4.86,4.88,51800
ACAP,20191011,1.66,1.67,1.65,1.65,810200
ACC,20191011,0.66,0.66,0.65,0.65,12900
ACG,20191011,1.17,1.18,1.16,1.17,176100
ADB,20191011,0.6,0.61,0.59,0.6,235400
ADVANC,20191011,228,230,226,229,4058800
AEC,20191011,0.29,0.29,0.27,0.28,895800
AEONTS,20191011,209,214,208,213,447200
AF,20191011,0.66,0.66,0.65,0.66,30400
AGE,20191011,0.91,0.92,0.91,0.91,528400
AH,20191011,15.1,15.1,14.7,15.1,352900
AHC,20191011,15.2,15.2,15.2,15.2,100
AI,20191011,1.19,1.19,1.17,1.17,640600
AIE,20191011,0.4,0.4,0.39,0.39,4855500
AIMCG,20191011,9.95,10,9.95,9.95,395100
AIMIRT,20191011,15,15,14.9,15,549300
AIRA,20191011,1.3,1.3,1.29,1.29,216400
AIT,20191011,20.1,20.8,20.1,20.4,79200
AJ,20191011,7.9,8.1,7.9,8.1,40400
AJA,20191011,0.19,0.2,0.18,0.19,3457200
AKP,20191011,1.3,1.3,1.28,1.29,1127200
AKR,20191011,0.74,0.74,0.73,0.74,1079800
ALL,20191011,4.3,4.42,4.28,4.42,3048200
ALLA,20191011,1.19,1.21,1.15,1.18,1386800
ALT,20191011,2.3,2.32,2.28,2.32,34400
ALUCON,20191011,164,164,164,164,200
AMA,20191011,6.55,6.75,6.55,6.6,488900
AMANAH,20191011,3,3.02,2.9,3.02,31366500
AMARIN,20191011,4.8,4.84,4.8,4.82,13300
