<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190304,11.11,11.13,11.08,11.09,349600
BMSCG,20190304,8.14,8.14,8.1,8.14,5300
BMSCITH,20190304,12.41,12.42,12.35,12.37,495400
BSET100,20190304,10.46,10.47,10.41,10.43,929500
CHINA,20190304,5.69,5.81,5.68,5.75,368700
EBANK,20190304,5.67,5.67,5.67,5.67,100
ENGY,20190304,6.21,6.21,6.2,6.2,200
ENY,20190304,7.25,7.26,7.24,7.24,551400
GLD,20190304,1.75,1.75,1.73,1.73,200700
TDEX,20190304,10.72,10.72,10.62,10.65,87700
TGOLDETF,20190304,3.82,3.82,3.81,3.81,7700
2S,20190304,2.2,2.22,2.18,2.22,31100
7UP,20190304,0.37,0.37,0.34,0.35,15628900
A,20190304,6.4,6.4,6.35,6.4,13200
AAV,20190304,4.54,4.54,4.3,4.36,23389800
ABICO,20190304,4.5,4.5,4.4,4.44,59900
ABM,20190304,0.95,0.95,0.92,0.92,207200
ABPIF,20190304,6.5,6.55,6.5,6.5,338700
ACAP,20190304,3.82,3.82,3.72,3.72,502600
ACC,20190304,0.5,0.54,0.5,0.53,4635600
ADB,20190304,0.9,0.9,0.88,0.9,139800
ADVANC,20190304,183,183,179,181,6022500
AEC,20190304,0.49,0.5,0.48,0.48,157200
AEONTS,20190304,181.5,184.5,180,183.5,397100
AF,20190304,0.69,0.69,0.69,0.69,400
AFC,20190304,9.4,9.4,9.4,9.4,100
AGE,20190304,0.99,1.11,0.99,1.08,13121000
AH,20190304,23,23,22.4,22.4,1688100
AHC,20190304,17.8,17.8,17.7,17.7,10000
AIMIRT,20190304,10.6,10.6,10.6,10.6,82700
AIRA,20190304,1.5,1.51,1.5,1.51,700
AIT,20190304,20.8,21.5,20.8,21.4,652800
AJ,20190304,7.95,7.95,7.75,7.9,37700
AJA,20190304,0.22,0.23,0.21,0.21,3481400
AKP,20190304,1.94,1.94,1.92,1.92,37100
AKR,20190304,0.79,0.82,0.79,0.8,831100
ALLA,20190304,1.56,1.59,1.52,1.52,1434200
ALT,20190304,3.08,3.3,3.08,3.22,100400
ALUCON,20190304,178.5,178.5,178,178.5,3900
AMA,20190304,4.5,4.5,4.4,4.42,90800
AMANAH,20190304,1.7,1.72,1.69,1.69,2204400
AMARIN,20190304,5.1,5.1,4.96,5,48200
AMATA,20190304,20.9,21,20.5,20.6,13028400
AMATAR,20190304,10.9,11.1,10.8,10.8,140000
AMATAV,20190304,4.96,4.98,4.84,4.88,201800
AMC,20190304,1.8,1.81,1.79,1.81,75700
ANAN,20190304,3.56,3.62,3.5,3.5,6982300
AOT,20190304,67.5,67.75,66.5,66.75,25415200
AP,20190304,6.9,7,6.85,6.95,4513400
APCO,20190304,4.1,4.2,4.08,4.16,207400
APCS,20190304,4.74,4.74,4.68,4.7,10200
APEX,20190304,0.19,0.2,0.19,0.19,238000
APURE,20190304,1.27,1.29,1.26,1.26,142300
AQ,20190304,0.03,0.03,0.02,0.03,1633600
AQUA,20190304,0.44,0.45,0.44,0.45,21950300
ARIP,20190304,0.52,0.54,0.51,0.51,1666800
ARROW,20190304,8.25,8.3,8.2,8.3,13200
AS,20190304,0.84,0.84,0.8,0.83,21800
ASAP,20190304,3.1,3.18,3.1,3.14,875700
ASEFA,20190304,5.5,5.5,5.35,5.35,579100
ASIA,20190304,7.3,7.3,7,7.15,20100
ASIAN,20190304,7.8,8.15,7.75,8,12336100
ASIMAR,20190304,2.1,2.18,2.1,2.18,318100
ASK,20190304,24.2,24.2,24,24.1,827400
ASN,20190304,3.58,3.58,3.58,3.58,3300
ASP,20190304,3.3,3.32,3.26,3.28,2128200
ATP30,20190304,1.55,1.55,1.53,1.53,199300
AU,20190304,8.3,8.3,8,8,1275700
AUCT,20190304,6.2,6.35,6.2,6.2,415200
AYUD,20190304,43,44,43,43.75,4100
B,20190304,0.48,0.48,0.45,0.45,416700
B-WORK,20190304,10.9,11,10.9,10.9,45100
BA,20190304,12.2,12.3,12,12.3,1050800
BAFS,20190304,35.25,35.25,34.75,34.75,124300
BANPU,20190304,16.2,16.3,16,16.1,17368600
BAY,20190304,38.5,38.5,38.25,38.25,42700
BBL,20190304,209,210,206,206,3321400
BCH,20190304,16.1,16.2,15.4,15.6,29383700
BCP,20190304,32.75,33,32.5,32.75,1570800
BCPG,20190304,16.3,16.4,16,16.1,3951400
BCT,20190304,45,45.25,44.75,45,81600
BDMS,20190304,23.7,23.9,23.5,23.6,54762100
BEAUTY,20190304,6.6,6.75,6.6,6.65,40576800
BEC,20190304,6.15,6.5,6.05,6.45,10717200
BEM,20190304,10.4,10.5,10.1,10.3,72908800
BFIT,20190304,17.7,17.8,17.6,17.6,158500
BGC,20190304,12.3,12.7,12.3,12.5,9235500
BGRIM,20190304,28.75,29,28.25,28.75,7347100
BGT,20190304,0.98,0.98,0.97,0.98,168800
BH,20190304,186,187,182.5,183,1417000
BIG,20190304,1.31,1.32,1.28,1.28,7497800
BIZ,20190304,2.74,2.74,2.72,2.74,56800
BJC,20190304,49.75,50.5,49.25,49.5,8383300
BJCHI,20190304,1.99,2.02,1.99,2,394300
BKD,20190304,3,3.02,2.98,3,225000
BKI,20190304,329,330,329,329,14300
BKKCP,20190304,12.3,12.3,12.3,12.3,9400
BLA,20190304,28.75,29,28.25,28.75,895700
BLAND,20190304,1.65,1.65,1.61,1.62,9137000
BM,20190304,2.96,3,2.96,2.98,1400
BOFFICE,20190304,13.7,13.7,13.6,13.6,37900
BOL,20190304,2.02,2.04,1.99,2.02,199800
BPP,20190304,22.7,22.7,22.2,22.3,2407000
BR,20190304,4,4.04,3.98,4,1076100
BROCK,20190304,2.1,2.24,2.06,2.08,29600
BROOK,20190304,0.52,0.52,0.51,0.52,483800
BRR,20190304,6.35,6.35,6.3,6.35,73800
BRRGIF,20190304,10.1,10.1,10,10.1,1000
BSBM,20190304,0.95,0.96,0.94,0.95,176500
BSM,20190304,0.64,0.64,0.63,0.64,180900
BTS,20190304,10.3,10.5,10.3,10.3,21004200
BTSGIF,20190304,11.9,11.9,11.8,11.8,1316400
BTW,20190304,1.52,1.53,1.5,1.52,70200
BWG,20190304,1.09,1.11,1.08,1.11,14463100
CAZ,20190304,4.62,4.66,4.58,4.6,679700
CBG,20190304,55.5,56.75,54.5,54.75,5030900
CCET,20190304,1.78,1.85,1.76,1.85,4517600
CCP,20190304,0.35,0.36,0.35,0.36,375800
CEN,20190304,1.1,1.11,1.06,1.07,1703100
CENTEL,20190304,44.25,45.5,44.25,44.75,1641700
CFRESH,20190304,4.02,4.02,4,4,20000
CGD,20190304,1.21,1.22,1.2,1.21,1078400
CGH,20190304,0.96,0.96,0.92,0.92,524500
CHARAN,20190304,33,33,32.5,32.5,200
CHAYO,20190304,3.86,3.9,3.82,3.82,586600
CHEWA,20190304,1.12,1.12,1.1,1.1,1949200
CHG,20190304,1.84,1.85,1.83,1.83,28760900
CHO,20190304,1.29,1.29,1.23,1.24,3768500
CHOTI,20190304,130,130,130,130,100
CHOW,20190304,2.7,2.88,2.7,2.74,1619700
CI,20190304,1.28,1.29,1.27,1.28,34900
CIG,20190304,0.32,0.32,0.31,0.32,1072600
CIMBT,20190304,0.77,0.78,0.77,0.77,425900
CITY,20190304,2.3,2.3,2.26,2.26,66100
CK,20190304,25.25,25.5,25,25,3297600
CKP,20190304,4.88,4.9,4.8,4.82,23609600
CM,20190304,4.1,4.18,4.1,4.1,14900
CMAN,20190304,3,3.04,2.86,2.86,5104500
CMC,20190304,1.79,1.82,1.76,1.78,13471100
CMO,20190304,1.33,1.34,1.31,1.34,196200
CMR,20190304,2.34,2.36,2.32,2.32,37200
CNS,20190304,2.18,2.18,2.16,2.18,207500
CNT,20190304,1.97,1.98,1.96,1.96,35300
COL,20190304,24.2,24.2,23.6,23.9,32400
COM7,20190304,18.2,18.2,17.8,18,3503200
COMAN,20190304,3.86,3.88,3.86,3.86,68000
COTTO,20190304,2.12,2.14,2.08,2.08,182100
CPALL,20190304,78.25,78.25,77.25,77.25,11184600
CPF,20190304,26.25,26.5,25.75,26.25,15974500
CPI,20190304,1.4,1.41,1.36,1.39,31000
CPL,20190304,2.46,2.46,2.3,2.3,154500
CPN,20190304,75,75.5,73.75,74.25,6349000
CPNCG,20190304,14.9,14.9,14.8,14.9,76400
CPNREIT,20190304,27.25,27.25,27,27.25,328800
CPR,20190304,5.05,5.05,4.92,4.92,627600
CPT,20190304,1.14,1.16,1.06,1.09,73370100
CPTGF,20190304,12.9,13,12.9,12.9,24700
CRANE,20190304,1.83,1.84,1.71,1.74,352600
CRD,20190304,1.03,1.03,1.02,1.02,90600
CRYSTAL,20190304,9.35,9.35,9.3,9.35,82800
CSC,20190304,44.75,45,44.75,45,3100
CSP,20190304,1.18,1.19,1.18,1.18,8500
CSS,20190304,1.98,1.99,1.97,1.98,1052600
CTARAF,20190304,4.74,4.74,4.72,4.74,1800
CTW,20190304,8.1,8.1,8.05,8.1,9200
CWT,20190304,3.06,3.06,3.02,3.02,149000
D,20190304,7.45,7.5,7.3,7.4,307400
DCC,20190304,2.14,2.14,2.08,2.12,7026900
DCON,20190304,0.52,0.52,0.5,0.5,1321900
DCORP,20190304,0.82,0.87,0.81,0.84,5130900
DDD,20190304,27,29.5,27,29.25,2983100
DELTA,20190304,70.25,70.5,70.25,70.25,2779100
DEMCO,20190304,3,3.04,2.96,3,431300
DIF,20190304,14.9,15,14.9,14.9,16238600
DIGI,20190304,0.38,0.39,0.37,0.38,440800
DIMET,20190304,0.9,0.9,0.89,0.89,265600
DOD,20190304,11.7,11.8,11.4,11.4,2372600
DREIT,20190304,5.1,5.15,5.1,5.1,31200
DRT,20190304,5.7,5.7,5.65,5.65,390700
DTAC,20190304,51,52.25,51,51.5,9968400
DTC,20190304,10.3,10.4,10.3,10.4,5200
DTCI,20190304,29.5,29.5,29.5,29.5,100
EA,20190304,47.25,47.5,46.5,46.75,14172900
EASON,20190304,2.32,2.32,2.26,2.26,82700
EASTW,20190304,10.9,11,10.8,10.9,797100
ECF,20190304,2.52,2.56,2.44,2.46,1539800
ECL,20190304,1.69,1.73,1.69,1.72,1132300
EE,20190304,0.59,0.61,0.59,0.61,1094400
EGATIF,20190304,11.8,11.8,11.6,11.8,2150700
EGCO,20190304,266,267,264,267,702900
EIC,20190304,0.05,0.05,0.05,0.05,2344800
EKH,20190304,5.4,5.45,5.3,5.3,582000
EMC,20190304,0.38,0.39,0.35,0.37,85659600
EPCO,20190304,3.14,3.24,3.14,3.2,6988100
EPG,20190304,7.3,7.3,6.9,7,4733500
ERW,20190304,7.3,7.3,7.25,7.25,1934100
ERWPF,20190304,5.1,5.1,5.05,5.1,14600
ESSO,20190304,10.6,11.1,10.5,11,19347200
ESTAR,20190304,0.55,0.55,0.53,0.55,2003900
ETE,20190304,1.38,1.38,1.34,1.34,1392700
EVER,20190304,0.5,0.5,0.49,0.5,4936700
F&D,20190304,17.6,18.8,17.4,18.8,10400
FANCY,20190304,0.73,0.75,0.73,0.74,406000
FC,20190304,0.37,0.37,0.37,0.37,691500
FE,20190304,223,223,223,223,500
FLOYD,20190304,2.08,2.08,2,2.02,911900
FMT,20190304,26,26.25,26,26.25,3200
FN,20190304,1.75,1.96,1.73,1.9,85824300
FNS,20190304,3.68,3.68,3.68,3.68,100
FOCUS,20190304,2.16,2.32,2.14,2.24,29325400
FORTH,20190304,6.6,6.6,6.45,6.6,120600
FPI,20190304,2.4,2.42,2.38,2.38,618000
FPT,20190304,16.7,17.4,16.6,17.4,379500
FSMART,20190304,7.3,7.35,7.05,7.25,837900
FSS,20190304,1.86,1.86,1.85,1.85,700
FTE,20190304,2.3,2.3,2.26,2.28,319700
FTREIT,20190304,12,12,11.9,11.9,630800
FUTUREPF,20190304,23.4,23.4,23.2,23.4,26500
FVC,20190304,0.83,0.83,0.81,0.82,360200
GAHREIT,20190304,9.4,9.4,9.4,9.4,3600
GBX,20190304,0.63,0.64,0.62,0.62,2299500
GC,20190304,5.2,5.25,5.2,5.2,184600
GCAP,20190304,2.48,2.52,2.46,2.46,1154400
GEL,20190304,0.28,0.28,0.27,0.28,703000
GENCO,20190304,0.8,0.81,0.79,0.8,1867900
GFPT,20190304,14.4,14.4,13.9,14.2,3055700
GGC,20190304,10.2,10.3,10.2,10.2,122100
GIFT,20190304,3.8,3.82,3.7,3.82,121400
GJS,20190304,0.13,0.13,0.13,0.13,5134500
GL,20190304,6.9,6.9,6.6,6.6,2072800
GLAND,20190304,2.66,2.66,2.6,2.62,186000
GLOBAL,20190304,18.7,18.8,18.2,18.2,9582300
GLOW,20190304,90,91.25,90,90.75,778800
GOLD,20190304,8.35,8.35,8.3,8.35,1494100
GPI,20190304,2.14,2.14,2.12,2.14,293100
GPSC,20190304,62.25,62.5,61.5,62,1239900
GRAMMY,20190304,6.8,6.85,6.8,6.8,9900
GRAND,20190304,0.97,0.99,0.96,0.97,1395100
GREEN,20190304,1.1,1.11,1.1,1.1,54000
GTB,20190304,0.59,0.6,0.59,0.6,58600
GULF,20190304,89.5,90.5,88.5,88.5,7580900
GUNKUL,20190304,3.18,3.2,3.1,3.1,16997100
GVREIT,20190304,14.7,14.7,14.6,14.7,224200
GYT,20190304,361,365,361,363,600
HANA,20190304,35.5,36.5,35.5,35.75,1713500
HARN,20190304,2.64,2.64,2.58,2.58,256100
HFT,20190304,2.98,3.02,2.98,3,332500
HMPRO,20190304,15,15.4,15,15.3,24261900
HPF,20190304,5.15,5.2,5.15,5.2,2100
HPT,20190304,1,1,0.94,0.97,649100
HREIT,20190304,7.3,7.3,7.25,7.3,271000
HTC,20190304,13.9,14,13.9,13.9,27500
HTECH,20190304,5.35,5.45,5.25,5.35,892200
HUMAN,20190304,9.7,9.9,9.7,9.9,614500
HYDRO,20190304,1.03,1.08,0.99,1.02,912400
ICC,20190304,40,40,40,40,200
ICHI,20190304,3.34,3.34,3.24,3.28,468400
ICN,20190304,2.06,2.06,2.02,2.02,210800
IFS,20190304,3.12,3.18,3.1,3.18,911400
IHL,20190304,8.15,8.15,7.85,7.85,289800
III,20190304,6.55,6.55,6.3,6.55,4830800
ILINK,20190304,4.88,4.88,4.78,4.8,406300
IMPACT,20190304,20.6,20.6,20.5,20.5,86200
INET,20190304,3.36,3.36,3.34,3.34,136700
INGRS,20190304,0.68,0.68,0.67,0.67,361900
INOX,20190304,0.93,0.93,0.92,0.92,2273400
INTUCH,20190304,55.25,55.75,55.25,55.25,5949800
IRC,20190304,19.4,19.5,19.1,19.2,26000
IRCP,20190304,0.79,0.79,0.77,0.77,357800
IRPC,20190304,5.7,5.8,5.7,5.75,67996700
IT,20190304,2.74,2.8,2.7,2.78,333100
ITD,20190304,2.32,2.34,2.26,2.28,7808400
ITEL,20190304,3.3,3.3,3.24,3.28,123900
IVL,20190304,50.25,52,49.5,50,22380100
J,20190304,1.33,1.36,1.32,1.36,48300
JAS,20190304,5.65,5.75,5.6,5.6,44025500
JASIF,20190304,10.1,10.2,10.1,10.1,4651100
JCK,20190304,1.68,1.69,1.66,1.67,201600
JCKH,20190304,0.88,0.91,0.88,0.89,116800
JKN,20190304,8.15,8.3,8.05,8.3,6732800
JMART,20190304,7.05,7.35,7,7.1,13482200
JMT,20190304,13.6,14.1,13.4,14,9681500
JSP,20190304,0.47,0.48,0.47,0.47,3280600
JTS,20190304,1.47,1.47,1.45,1.45,123900
JUBILE,20190304,14.5,14.7,14.5,14.6,75800
JUTHA,20190304,0.69,0.69,0.69,0.69,6900
JWD,20190304,8.25,8.35,8.15,8.35,4886400
