<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190412,11.29,11.3,11.26,11.3,12000
BMSCG,20190412,8.21,8.25,8.21,8.25,3800
BMSCITH,20190412,12.56,12.59,12.53,12.59,186900
BSET100,20190412,10.66,10.68,10.64,10.68,33400
CHINA,20190412,6.07,6.1,6,6.06,171400
ECOMM,20190412,8.05,8.2,8.05,8.2,200
EICT,20190412,4.71,4.71,4.71,4.71,200
ENGY,20190412,6.39,6.39,6.39,6.39,2200
ENY,20190412,7.53,7.53,7.53,7.53,3100
ESET50,20190412,5.8,5.8,5.8,5.8,100
GLD,20190412,1.75,1.75,1.73,1.74,17600
TDEX,20190412,10.81,10.84,10.81,10.84,10900
TGOLDETF,20190412,3.82,3.83,3.82,3.83,23900
2S,20190412,2.28,2.32,2.28,2.3,126900
7UP,20190412,0.28,0.29,0.27,0.28,1974400
A,20190412,6.3,6.35,6.3,6.35,14000
AAV,20190412,4.1,4.14,4.1,4.14,4885200
ABICO,20190412,4.4,4.4,4.3,4.4,22700
ABM,20190412,0.93,0.96,0.93,0.95,58700
ABPIF,20190412,5.85,5.9,5.85,5.85,215800
ACAP,20190412,3.78,3.88,3.78,3.8,410500
ACC,20190412,0.74,0.74,0.72,0.74,381400
ADB,20190412,0.91,0.91,0.91,0.91,58200
ADVANC,20190412,190,191.5,189.5,191,2734300
AEC,20190412,0.48,0.5,0.48,0.49,51100
AEONTS,20190412,180,181,179.5,180.5,132900
AF,20190412,0.7,0.7,0.65,0.68,38500
AFC,20190412,8.8,8.8,8.8,8.8,10300
AGE,20190412,0.9,0.9,0.88,0.88,163600
AH,20190412,19.8,19.8,19.6,19.8,274800
AHC,20190412,17.3,17.5,17.3,17.5,8200
AIMIRT,20190412,12,12.1,12,12,407400
AIRA,20190412,1.46,1.46,1.45,1.46,40700
AIT,20190412,21.9,22,21.9,22,68100
AJ,20190412,9.8,10.3,9.8,10.2,636700
AJA,20190412,0.21,0.22,0.21,0.21,885700
AKP,20190412,1.9,1.91,1.89,1.89,552600
AKR,20190412,0.81,0.81,0.8,0.8,349100
ALLA,20190412,1.71,1.73,1.69,1.7,1174300
ALT,20190412,2.92,2.98,2.92,2.98,67900
ALUCON,20190412,178.5,178.5,178.5,178.5,11400
AMA,20190412,4.4,4.52,4.38,4.46,2756400
AMANAH,20190412,1.69,1.7,1.69,1.7,414100
AMARIN,20190412,5.1,5.25,5.05,5.05,799400
AMATA,20190412,22,22.2,21.9,22,4513700
AMATAR,20190412,11.7,11.7,11.6,11.6,46300
AMATAV,20190412,5.35,5.35,5.3,5.3,28700
AMC,20190412,1.8,1.81,1.8,1.81,10700
ANAN,20190412,3.84,3.9,3.82,3.86,9656100
AOT,20190412,68.25,68.5,67.75,68.25,13816300
AP,20190412,7.75,7.9,7.55,7.85,10076500
APCO,20190412,4.08,4.12,4.08,4.1,75300
APCS,20190412,4.88,4.9,4.88,4.88,38700
APEX,20190412,0.19,0.2,0.19,0.2,786100
APURE,20190412,1.3,1.31,1.29,1.29,82100
AQ,20190412,0.03,0.03,0.02,0.03,8032300
AQUA,20190412,0.54,0.54,0.53,0.54,21061000
ARIP,20190412,0.48,0.48,0.47,0.47,52000
ARROW,20190412,9,9.2,8.95,9.15,309200
AS,20190412,0.85,0.85,0.82,0.85,25600
ASAP,20190412,2.9,2.9,2.86,2.9,279500
ASEFA,20190412,5.55,5.55,5.5,5.55,113600
ASIA,20190412,7.85,7.85,7.8,7.8,9600
ASIAN,20190412,7.7,7.75,7.6,7.65,486100
ASIMAR,20190412,1.95,1.97,1.95,1.95,197400
ASK,20190412,23,23,22.9,22.9,129200
ASN,20190412,3.44,3.5,3.44,3.5,1300
ASP,20190412,3.1,3.1,3.08,3.08,542300
ATP30,20190412,1.46,1.47,1.46,1.46,256400
AU,20190412,8.15,8.5,8.15,8.35,913300
AUCT,20190412,5.9,6,5.9,6,131200
AYUD,20190412,49,49.25,48.75,48.75,33900
B,20190412,0.49,0.49,0.47,0.47,116800
B-WORK,20190412,11.1,11.1,11,11.1,400
BA,20190412,11.9,12,11.8,11.9,261200
BAFS,20190412,37.5,37.5,37.25,37.25,240700
BANPU,20190412,16,16.1,15.9,16,8163300
