<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190919,10.77,10.77,10.72,10.72,14400
BMSCG,20190919,8.17,8.2,8.09,8.14,263200
BMSCITH,20190919,12.14,12.16,11.99,12,380900
BSET100,20190919,10.75,10.75,10.61,10.62,240600
CHINA,20190919,5.49,5.49,5.47,5.47,600
EBANK,20190919,5.25,5.25,5.17,5.17,28100
ENGY,20190919,6.41,6.41,6.38,6.38,6900
ENY,20190919,7.26,7.26,7.26,7.26,900
GLD,20190919,1.95,1.95,1.94,1.94,301200
TDEX,20190919,10.9,10.91,10.85,10.85,248500
TGOLDETF,20190919,4.19,4.21,4.19,4.2,62000
2S,20190919,2.28,2.3,2.28,2.3,99600
7UP,20190919,0.61,0.62,0.59,0.61,18523700
A,20190919,6.2,6.25,6.2,6.25,11300
AAV,20190919,3.12,3.14,3.08,3.08,3455200
ABICO,20190919,4.2,4.26,4.2,4.24,39300
ABM,20190919,0.83,0.84,0.83,0.83,151100
ABPIF,20190919,4.84,4.86,4.84,4.86,199900
ACAP,20190919,1.92,1.92,1.82,1.82,3916900
ACC,20190919,0.67,0.67,0.64,0.64,114700
ACG,20190919,1.39,1.44,1.38,1.38,321100
ADB,20190919,0.59,0.6,0.59,0.59,267100
ADVANC,20190919,230,233,223,224,10696900
AEC,20190919,0.31,0.32,0.3,0.31,367700
AEONTS,20190919,215,215,211,211,106100
AF,20190919,0.67,0.67,0.66,0.66,162900
AGE,20190919,0.99,0.99,0.96,0.96,1065100
AH,20190919,18,18,17.6,17.7,348600
AHC,20190919,15.7,15.7,15.3,15.4,9200
AI,20190919,1.21,1.22,1.2,1.21,3386200
AIE,20190919,0.45,0.45,0.41,0.41,26128500
AIMCG,20190919,10,10,9.95,10,275500
AIMIRT,20190919,15,15.1,15,15.1,1156400
AIRA,20190919,1.3,1.3,1.28,1.28,56000
AIT,20190919,21.5,21.6,21.3,21.4,184900
AJ,20190919,8.2,8.4,8.1,8.3,8700
AJA,20190919,0.18,0.19,0.18,0.18,5310900
AKP,20190919,1.38,1.38,1.36,1.36,230500
AKR,20190919,0.76,0.76,0.75,0.75,1038000
ALL,20190919,4.14,4.16,4.14,4.14,136900
ALLA,20190919,1.2,1.2,1.16,1.17,196300
ALT,20190919,2.44,2.5,2.44,2.48,67800
ALUCON,20190919,162.5,168.5,162.5,164.5,700
AMA,20190919,7.2,7.25,6.9,6.9,1288000
AMANAH,20190919,3.18,3.34,3.18,3.24,32197100
AMARIN,20190919,4.84,4.88,4.84,4.88,500
AMATA,20190919,26,26,25,25.25,10313500
AMATAR,20190919,12.6,12.7,12.6,12.7,15400
AMATAV,20190919,4.84,4.9,4.84,4.84,73000
AMC,20190919,1.86,1.87,1.85,1.87,182500
ANAN,20190919,3.18,3.24,3.14,3.14,4503300
AOT,20190919,74.25,74.75,73.75,74,19309700
AP,20190919,6.8,6.85,6.7,6.7,3881100
APCO,20190919,3.3,3.32,3.2,3.3,88900
APCS,20190919,4.02,4.08,4,4.06,27800
APEX,20190919,0.17,0.17,0.16,0.16,3671000
APURE,20190919,0.9,0.9,0.87,0.87,382900
AQ,20190919,0.02,0.03,0.02,0.02,2863800
AQUA,20190919,0.52,0.52,0.51,0.51,5568300
ARIN,20190919,0.63,0.63,0.59,0.59,4953900
ARIP,20190919,0.43,0.44,0.43,0.43,154800
ARROW,20190919,9.15,9.3,9.15,9.25,20800
AS,20190919,0.82,0.83,0.77,0.83,1200
ASAP,20190919,2.9,2.9,2.84,2.86,283300
ASEFA,20190919,4.7,4.7,4.64,4.7,9700
ASIA,20190919,6.5,6.5,6.4,6.4,79800
ASIAN,20190919,5.95,6,5.9,5.9,129100
ASIMAR,20190919,1.49,1.5,1.47,1.49,25900
ASK,20190919,26.5,27,26.25,26.25,309700
ASN,20190919,5.55,5.7,5.25,5.45,61600
ASP,20190919,2.02,2.02,1.99,2,4687200
ATP30,20190919,1.43,1.43,1.39,1.4,140500
AU,20190919,15.2,15.4,14.4,14.4,5690800
AUCT,20190919,9.95,9.95,9.05,9.15,11024500
AYUD,20190919,41,41,41,41,19500
B,20190919,0.3,0.3,0.27,0.28,22722200
B-WORK,20190919,12.6,12.8,12.6,12.8,204100
