<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190618,11.16,11.2,11.11,11.19,22800
BMSCG,20190618,8.32,8.38,8.32,8.37,6700
BMSCITH,20190618,12.61,12.72,12.58,12.72,633400
BSET100,20190618,10.77,10.87,10.75,10.87,474100
CHINA,20190618,5.21,5.29,5.21,5.29,8300
EFOOD,20190618,5.98,5.98,5.98,5.98,100
ENGY,20190618,6.21,6.34,6.21,6.34,1700
GLD,20190618,1.76,1.77,1.75,1.77,494900
TDEX,20190618,10.92,11.02,10.9,11.01,577400
TGOLDETF,20190618,3.88,3.89,3.88,3.88,34800
2S,20190618,2.18,2.22,2.18,2.22,45200
7UP,20190618,0.24,0.25,0.23,0.25,4433100
A,20190618,6.35,6.35,6.35,6.35,11200
AAV,20190618,4.04,4.04,4,4.02,9440100
ABICO,20190618,4.1,4.1,4.08,4.1,5100
ABM,20190618,0.86,0.87,0.86,0.86,154300
ABPIF,20190618,6.05,6.15,6.05,6.15,520900
ACAP,20190618,2.56,2.66,2.44,2.62,14830000
ACC,20190618,0.7,0.71,0.7,0.71,437200
ADB,20190618,0.85,0.85,0.83,0.83,574700
ADVANC,20190618,196,199.5,196,199,4482200
AEC,20190618,0.53,0.54,0.52,0.53,154100
AEONTS,20190618,228,229,225,227,514700
AF,20190618,0.72,0.73,0.69,0.69,32300
AFC,20190618,8.15,8.15,8.1,8.1,3300
AGE,20190618,0.98,1.04,0.97,1.04,27663500
AH,20190618,19.1,19.4,19,19.3,218900
AHC,20190618,16.5,16.5,16.4,16.5,15600
AI,20190618,1.47,1.61,1.46,1.6,245174900
AIE,20190618,0.76,0.8,0.74,0.8,154361000
AIMIRT,20190618,12.7,12.8,12.7,12.7,60100
AIRA,20190618,1.29,1.31,1.25,1.3,97300
AIT,20190618,23,23.1,22.8,23,193700
AJ,20190618,9.35,9.55,9.3,9.55,60300
AJA,20190618,0.21,0.22,0.21,0.21,2482800
AKP,20190618,1.38,1.38,1.36,1.37,531800
AKR,20190618,0.76,0.79,0.75,0.76,8870700
ALL,20190618,4.36,4.5,4.34,4.5,7176400
ALLA,20190618,1.38,1.38,1.35,1.36,247000
ALT,20190618,2.98,3.04,2.94,2.94,1125600
ALUCON,20190618,172,172.5,172,172.5,400
AMA,20190618,6.1,6.1,5.9,6,1496100
AMANAH,20190618,1.68,1.71,1.67,1.7,5769500
AMARIN,20190618,4.98,4.98,4.94,4.94,16400
AMATA,20190618,23.8,24.1,23.6,24.1,23419600
AMATAR,20190618,11.9,12,11.9,12,1537900
AMATAV,20190618,5,5.05,4.98,5,179600
AMC,20190618,1.74,1.74,1.74,1.74,10000
ANAN,20190618,3.78,3.78,3.64,3.7,13750600
AOT,20190618,66.25,68,66.25,68,46459400
AP,20190618,7.85,7.85,7.8,7.85,2731300
APCO,20190618,3.8,3.82,3.74,3.8,28300
APCS,20190618,4.7,4.72,4.7,4.72,11100
APEX,20190618,0.2,0.2,0.19,0.19,1870200
APURE,20190618,1.38,1.38,1.36,1.36,266900
AQ,20190618,0.02,0.03,0.02,0.03,5468700
AQUA,20190618,0.51,0.51,0.5,0.5,1292000
ARIP,20190618,0.45,0.45,0.43,0.44,150500
ARROW,20190618,8.4,8.4,8.35,8.4,7100
AS,20190618,0.81,0.81,0.79,0.8,36000
ASAP,20190618,2.92,2.92,2.86,2.88,2216100
ASEFA,20190618,4.8,4.86,4.8,4.84,126700
ASIA,20190618,7.25,7.3,7.25,7.3,20200
ASIAN,20190618,7.15,7.25,7.1,7.25,1031300
ASIMAR,20190618,1.72,1.74,1.71,1.72,354500
ASK,20190618,24.4,24.5,24.2,24.3,45000
ASN,20190618,4.08,4.08,4.08,4.08,500
ASP,20190618,2.72,2.72,2.68,2.7,3680400
ATP30,20190618,1.39,1.39,1.37,1.38,397700
AU,20190618,11.5,11.9,11.2,11.5,10522100
AUCT,20190618,6.7,6.75,6.55,6.55,1779400
AYUD,20190618,40.5,41,40,40.5,45000
B,20190618,0.56,0.58,0.56,0.56,593400
B52,20190618,0.29,0.29,0.28,0.29,157400
BA,20190618,11.2,11.3,11.1,11.3,231000
BAFS,20190618,35,35.75,34.75,35.75,389000
BANPU,20190618,14.4,14.6,14.3,14.5,35519100
BAY,20190618,37.75,38,37.75,37.75,402200
BBL,20190618,199,201,198.5,200,4786100
BCH,20190618,16.8,16.8,16.6,16.8,12393300
BCP,20190618,29.5,30.25,29.5,29.75,5716500
BCPG,20190618,19.1,19.4,18.9,19.2,16081000
BCT,20190618,47.5,47.75,47,47,5400
BDMS,20190618,25.75,26,25.5,26,40619000
BEAUTY,20190618,4.44,4.44,4.3,4.34,196080200
BEC,20190618,9.05,9.05,8.55,8.75,45514300
