<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190514,11.12,11.13,11.09,11.11,23500
BMSCG,20190514,8.02,8.04,7.96,8.04,42700
BMSCITH,20190514,12.38,12.45,12.38,12.42,292500
BSET100,20190514,10.55,10.58,10.55,10.56,58900
CHINA,20190514,5.41,5.42,5.37,5.39,51900
EBANK,20190514,5.56,5.56,5.56,5.56,1600
ENGY,20190514,6.21,6.26,6.21,6.22,400
ENY,20190514,7.39,7.39,7.39,7.39,1000
ESET50,20190514,5.78,5.78,5.73,5.73,9800
GLD,20190514,1.75,1.75,1.73,1.73,220600
TDEX,20190514,10.75,10.78,10.74,10.77,159200
TGOLDETF,20190514,3.8,3.8,3.79,3.8,36800
2S,20190514,2.14,2.2,2.14,2.16,648600
7UP,20190514,0.26,0.26,0.25,0.25,2441100
A,20190514,6.3,6.35,6.3,6.3,11000
AAV,20190514,4.02,4.08,3.92,4,29594500
ABICO,20190514,3.92,4,3.92,3.94,13000
ABM,20190514,0.94,0.94,0.89,0.9,396200
ABPIF,20190514,5.85,5.9,5.8,5.85,142200
ACAP,20190514,3.76,3.82,3.72,3.72,1898700
ACC,20190514,0.71,0.71,0.7,0.7,608200
ADB,20190514,0.88,0.89,0.88,0.88,137200
ADVANC,20190514,188.5,190,187.5,187.5,5502000
AEC,20190514,0.5,0.52,0.49,0.52,837700
AEONTS,20190514,195,196,190.5,192,786600
AF,20190514,0.67,0.67,0.66,0.66,53600
AFC,20190514,8.3,8.3,8.1,8.1,2500
AGE,20190514,0.88,0.9,0.87,0.88,1355200
AH,20190514,19.5,19.7,18.9,19.1,1530500
AIMIRT,20190514,12,12.1,12,12.1,113600
AIRA,20190514,1.39,1.42,1.39,1.4,5200
AIT,20190514,21.4,21.4,21.1,21.4,259100
AJ,20190514,9.85,9.95,9.85,9.95,1600
AJA,20190514,0.21,0.21,0.2,0.21,3455100
AKP,20190514,1.79,1.79,1.72,1.72,288800
AKR,20190514,0.78,0.78,0.75,0.75,4092300
ALL,20190514,4.78,4.82,4.72,4.72,4654300
ALLA,20190514,1.41,1.42,1.38,1.38,968100
ALT,20190514,2.88,2.88,2.86,2.88,37200
ALUCON,20190514,172.5,172.5,170,170.5,5800
AMA,20190514,4.12,4.16,4.12,4.16,149300
AMANAH,20190514,1.64,1.64,1.6,1.61,2216600
AMARIN,20190514,5.1,5.2,5.05,5.2,44100
AMATA,20190514,21.7,22,21.6,21.9,5192300
AMATAR,20190514,11.8,11.8,11.6,11.7,21100
AMATAV,20190514,5,5.05,4.98,5,112500
AMC,20190514,1.73,1.73,1.7,1.72,114400
ANAN,20190514,3.5,3.58,3.5,3.56,3442900
AOT,20190514,67.75,68,67.5,68,15978200
AP,20190514,7.25,7.35,7.2,7.3,8037100
APCO,20190514,3.88,3.88,3.72,3.82,312000
APCS,20190514,4.72,4.8,4.72,4.8,141400
APEX,20190514,0.19,0.2,0.18,0.2,6000000
APURE,20190514,1.32,1.32,1.31,1.31,538400
AQ,20190514,0.03,0.03,0.02,0.02,17672800
AQUA,20190514,0.53,0.54,0.52,0.53,9323300
ARIP,20190514,0.47,0.47,0.45,0.45,317200
ARROW,20190514,8.5,8.55,8.45,8.55,116700
AS,20190514,0.84,0.84,0.79,0.84,220100
ASAP,20190514,2.7,2.7,2.62,2.62,1100300
ASEFA,20190514,4.9,4.92,4.82,4.84,316900
ASIA,20190514,7.65,7.65,7.55,7.6,15400
ASIAN,20190514,6.8,7.15,6.7,6.75,15087600
ASIMAR,20190514,1.93,1.95,1.9,1.91,243000
ASK,20190514,23.5,23.7,23.5,23.6,124600
ASN,20190514,3.92,3.96,3.92,3.92,21000
ASP,20190514,2.68,2.68,2.6,2.62,6901800
ATP30,20190514,1.38,1.39,1.38,1.38,338200
AU,20190514,9.05,9.15,8.75,8.8,2893500
AUCT,20190514,6.95,7.05,6.9,7.05,1373000
AYUD,20190514,42.25,43,42.25,42.5,11300
B,20190514,0.59,0.6,0.57,0.59,1192900
B-WORK,20190514,11.2,11.2,11.2,11.2,5000
BA,20190514,11.5,11.5,11.2,11.2,953400
BAFS,20190514,34.25,34.5,34,34.25,416000
BANPU,20190514,15,15.1,14.6,14.6,55570900
BAY,20190514,37.5,37.75,37.25,37.25,87700
BBL,20190514,201,203,201,202,3128700
BCH,20190514,17.3,17.3,16.9,17.2,18175200
BCP,20190514,30,30,29.5,29.75,5815600
BCPG,20190514,17.2,17.3,17,17.2,4454900
BCT,20190514,45,45.5,44,44.75,33800
BDMS,20190514,24.3,24.8,24.3,24.7,53714000
BEAUTY,20190514,4.9,4.96,4.8,4.82,193895600
BEC,20190514,8.6,8.8,8.55,8.75,12328300
BEM,20190514,11.2,11.4,11,11.1,89437200
BFIT,20190514,17.6,17.8,17.4,17.6,165100
BGC,20190514,11.5,11.7,11.2,11.3,656200
BGRIM,20190514,32,32.5,31.75,32,6851700
BGT,20190514,1,1.02,1,1.01,47500
BH,20190514,164.5,166.5,164,164.5,1596200
BIG,20190514,1.04,1.04,1.01,1.01,4950700
BIZ,20190514,2.66,2.68,2.64,2.68,29500
BJC,20190514,51.25,51.5,51,51.25,6599000
BJCHI,20190514,2.06,2.08,2.02,2.04,370400
BKD,20190514,2.88,2.92,2.88,2.92,612900
BKI,20190514,324,327,323,326,6400
BKKCP,20190514,12.8,12.8,12.8,12.8,13500
BLA,20190514,27.25,27.75,27,27.25,874600
BLAND,20190514,1.55,1.55,1.53,1.55,8778800
BM,20190514,2.74,2.74,2.68,2.68,66200
BOFFICE,20190514,14.4,14.4,14.2,14.3,122700
BOL,20190514,2.46,2.46,2.4,2.42,345700
BPP,20190514,21,21.3,20.7,20.7,6535700
BR,20190514,3.68,3.68,3.6,3.6,1344000
BROCK,20190514,1.99,1.99,1.95,1.95,115500
BROOK,20190514,0.45,0.45,0.44,0.44,909100
BRR,20190514,6,6.15,6,6.15,95400
BRRGIF,20190514,10.2,10.3,10.2,10.2,215600
BSBM,20190514,0.89,0.9,0.88,0.9,172800
BSM,20190514,0.55,0.57,0.52,0.56,1291300
BTS,20190514,11.5,11.6,11.2,11.5,51910100
BTSGIF,20190514,12.4,12.5,12.4,12.4,3138300
BTW,20190514,1.47,1.47,1.46,1.46,2100
