<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190620,11.35,11.46,11.34,11.46,26700
BMSCG,20190620,8.5,8.53,8.5,8.53,34400
BMSCITH,20190620,12.94,13.03,12.92,13.02,807200
BSET100,20190620,11.1,11.16,11.07,11.14,430000
CHINA,20190620,5.39,5.53,5.39,5.5,131500
EBANK,20190620,5.73,5.76,5.73,5.76,5100
EFOOD,20190620,6.06,6.06,6.06,6.06,1700
ENGY,20190620,6.38,6.51,6.38,6.51,400
ENY,20190620,7.58,7.58,7.58,7.58,200
ESET50,20190620,6.07,6.07,6.04,6.05,5600
GLD,20190620,1.78,1.79,1.78,1.78,2543900
TDEX,20190620,11.26,11.31,11.22,11.29,1080200
TGOLDETF,20190620,3.95,3.96,3.94,3.94,182600
2S,20190620,2.22,2.22,2.2,2.22,33600
7UP,20190620,0.25,0.26,0.23,0.25,7224500
A,20190620,6.35,6.35,6.35,6.35,13800
AAV,20190620,4.06,4.2,4.06,4.16,55877100
ABICO,20190620,4.16,4.3,4.08,4.22,171700
ABM,20190620,0.87,0.88,0.86,0.86,574700
ABPIF,20190620,6.15,6.15,6.1,6.15,348300
ACAP,20190620,2.64,2.9,2.64,2.9,8790100
ACC,20190620,0.7,0.71,0.7,0.7,217100
ADB,20190620,0.84,0.84,0.82,0.84,367600
ADVANC,20190620,203,205,201,204,7584800
AEC,20190620,0.54,0.56,0.51,0.56,4203500
AEONTS,20190620,226,226,222,222,281800
AF,20190620,0.69,0.72,0.68,0.68,69200
AFC,20190620,8.05,8.05,8.05,8.05,200
AGE,20190620,1.05,1.05,1,1.02,7131900
AH,20190620,19.5,19.6,19.3,19.4,177700
AHC,20190620,16.3,16.4,16.1,16.1,37600
AI,20190620,1.65,1.66,1.59,1.59,76909600
AIE,20190620,0.82,0.82,0.74,0.74,138568400
AIMIRT,20190620,12.9,12.9,12.7,12.8,176100
AIRA,20190620,1.3,1.3,1.3,1.3,25700
AIT,20190620,23.2,23.2,23,23,200800
AJ,20190620,9.45,9.5,9.4,9.45,21700
AJA,20190620,0.21,0.22,0.21,0.21,3334800
AKP,20190620,1.39,1.39,1.37,1.39,327900
AKR,20190620,0.76,0.8,0.76,0.77,7232400
ALL,20190620,4.52,4.66,4.52,4.6,4095700
ALLA,20190620,1.39,1.39,1.37,1.37,563800
ALT,20190620,3,3.06,2.94,2.96,359900
ALUCON,20190620,173,173.5,172.5,172.5,600
AMA,20190620,6.15,6.2,6.05,6.1,1469200
AMANAH,20190620,1.8,1.87,1.78,1.82,20623700
AMARIN,20190620,4.98,4.98,4.96,4.96,1500
AMATA,20190620,24.3,24.5,24.2,24.3,7652900
AMATAR,20190620,12,12,12,12,71100
AMATAV,20190620,5.15,5.15,5.05,5.05,184000
AMC,20190620,1.72,1.72,1.71,1.71,8400
ANAN,20190620,3.76,3.86,3.76,3.84,22323700
AOT,20190620,74.25,75,73.5,74.25,76366100
