<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190206,11.35,11.44,11.35,11.44,30000
BMSCG,20190206,8.27,8.27,8.25,8.25,6400
BMSCITH,20190206,12.5,12.56,12.5,12.55,408300
BSET100,20190206,10.55,10.58,10.55,10.57,49300
CHINA,20190206,4.78,4.86,4.76,4.76,47400
EBANK,20190206,5.74,5.74,5.74,5.74,100
ECOMM,20190206,8.38,8.41,8.38,8.41,13700
EICT,20190206,5.2,5.2,4.42,4.42,500
ENY,20190206,7.38,7.38,7.37,7.37,27200
ESET50,20190206,5.79,5.79,5.76,5.79,5200
GLD,20190206,1.74,1.75,1.74,1.74,9800
TDEX,20190206,10.96,10.99,10.94,10.97,82800
TGOLDETF,20190206,3.81,3.82,3.81,3.82,30900
2S,20190206,2.5,2.58,2.44,2.48,935200
7UP,20190206,0.39,0.42,0.39,0.41,17698600
A,20190206,6.4,6.4,6.35,6.35,11100
AAV,20190206,4.36,4.44,4.36,4.4,9682200
ABICO,20190206,4.9,4.98,4.86,4.88,236100
ABM,20190206,0.99,0.99,0.95,0.95,288500
ABPIF,20190206,6.55,6.55,6.5,6.55,128600
ACAP,20190206,4.12,4.24,4.12,4.16,2525600
ACC,20190206,0.52,0.67,0.51,0.57,53993400
ADB,20190206,0.99,1.03,0.96,0.97,1369000
ADVANC,20190206,180,180,179,180,2945000
AEC,20190206,0.48,0.48,0.46,0.46,117700
AEONTS,20190206,180.5,181.5,179.5,181,95400
AF,20190206,0.68,0.68,0.65,0.65,11000
AFC,20190206,9.1,9.1,9.1,9.1,2500
AGE,20190206,1.02,1.06,1.01,1.03,1230200
AH,20190206,23.6,23.7,23.1,23.2,1068200
AHC,20190206,18,18.1,17.8,17.8,5100
AIMIRT,20190206,10.4,10.5,10.4,10.4,85600
AIRA,20190206,1.56,1.63,1.51,1.55,116800
AIT,20190206,21.1,21.2,21.1,21.1,81600
AJ,20190206,8.1,8.1,8.05,8.05,20500
AJA,20190206,0.27,0.28,0.27,0.27,4531000
AKP,20190206,1.94,2.04,1.92,2.02,1478000
AKR,20190206,0.96,0.96,0.91,0.92,10959600
ALLA,20190206,1.42,1.43,1.41,1.41,208600
ALT,20190206,3.6,3.6,3.5,3.54,32400
ALUCON,20190206,177.5,178.5,177,178.5,900
AMA,20190206,4.44,4.9,4.44,4.64,8339500
AMANAH,20190206,1.71,1.84,1.71,1.74,32720200
AMARIN,20190206,5,5,4.96,5,72600
AMATA,20190206,22.5,22.7,21.6,21.9,54544700
AMATAV,20190206,4.9,5.15,4.9,5.05,654700
AMC,20190206,2.04,2.08,2,2,356400
ANAN,20190206,3.74,3.74,3.66,3.66,9910000
AOT,20190206,70,70.5,69.5,69.5,17886800
AP,20190206,7.15,7.2,7.1,7.1,4916900
APCO,20190206,4.28,4.3,4.26,4.28,45000
APCS,20190206,4.9,4.9,4.86,4.88,28600
APEX,20190206,0.2,0.2,0.19,0.2,770400
APURE,20190206,1.33,1.37,1.33,1.35,409000
AQ,20190206,0.03,0.04,0.03,0.03,17267700
AQUA,20190206,0.44,0.45,0.44,0.44,1637100
ARIP,20190206,0.47,0.52,0.46,0.48,10287500
ARROW,20190206,8.05,8.25,8.05,8.25,82200
AS,20190206,0.72,0.75,0.72,0.75,200
ASAP,20190206,3.8,3.8,3.66,3.68,9917900
ASEFA,20190206,4.98,5,4.96,4.98,246100
ASIA,20190206,7.65,7.85,7.65,7.8,90100
ASIAN,20190206,8.85,9.05,8.65,8.65,13296100
ASIMAR,20190206,2.22,2.22,2.16,2.18,349400
ASK,20190206,24.4,24.4,24.3,24.4,81200
ASN,20190206,3.78,3.78,3.78,3.78,100
ASP,20190206,3.4,3.42,3.4,3.4,1047700
ATP30,20190206,1.56,1.56,1.55,1.56,215700
AU,20190206,8.15,8.2,8.15,8.15,1220800
AUCT,20190206,5.8,5.8,5.65,5.65,273400
AYUD,20190206,40,40,39.75,40,32100
B,20190206,0.53,0.55,0.51,0.53,6596900
B-WORK,20190206,10.8,10.8,10.7,10.8,169500
BA,20190206,12.2,12.2,12.1,12.2,598700
BAFS,20190206,34,34.25,33.75,34.25,229300
BANPU,20190206,17,17.1,16.8,16.9,19841200
BAY,20190206,38.75,38.75,38.25,38.5,143200
BBL,20190206,213,214,212,212,2089800
BCH,20190206,16.1,16.9,16.1,16.9,27102300
BCP,20190206,33.5,33.75,33.25,33.5,1719500
BCPG,20190206,16.8,17.1,16.8,16.9,4042800
BCT,20190206,48,48,47,47.25,34400
BDMS,20190206,23.8,23.8,23.4,23.6,58700500
BEAUTY,20190206,7.55,7.8,7.55,7.65,55063200
BEC,20190206,6.45,6.5,6.3,6.45,14098500
BEM,20190206,10.3,10.6,10.2,10.6,52373800
BFIT,20190206,20.7,21.3,20.5,20.5,185000
BGC,20190206,12,12.3,11.9,12.1,3221200
BGRIM,20190206,29,30.25,29,30.25,14100600
BGT,20190206,1.08,1.09,1.04,1.04,1632900
BH,20190206,186,187,184.5,186.5,565600
BIG,20190206,1.43,1.51,1.37,1.38,45652300
BIZ,20190206,2.5,2.52,2.5,2.5,21500
BJC,20190206,49,50,48.75,49.75,10508000
BJCHI,20190206,1.99,2.04,1.99,2,339500
BKD,20190206,3.1,3.12,3.08,3.1,178600
BKI,20190206,331,332,330,330,6800
BKKCP,20190206,12.3,12.3,12.3,12.3,51000
BLA,20190206,28.75,29,28.25,28.5,705800
BLAND,20190206,1.69,1.71,1.68,1.69,15854200
BM,20190206,3.06,3.08,3,3,158900
BOFFICE,20190206,13.6,13.8,13.5,13.6,584700
BOL,20190206,2.06,2.1,2.06,2.08,348700
BPP,20190206,22.8,23.1,22.8,22.9,1005300
BR,20190206,4.12,4.18,4.12,4.12,296900
BROCK,20190206,1.95,1.95,1.9,1.9,53100
BROOK,20190206,0.47,0.49,0.47,0.48,1777400
BRR,20190206,6.35,6.35,6.3,6.35,166600
BRRGIF,20190206,10,10.1,10,10.1,25200
BSBM,20190206,1.15,1.15,1.1,1.1,1071900
BSM,20190206,0.56,0.7,0.55,0.59,14570700
BTS,20190206,9.9,10.1,9.85,10,34868600
BTSGIF,20190206,11.9,12,11.8,12,2899500
BTW,20190206,1.5,1.54,1.48,1.49,1215700
BWG,20190206,1.33,1.34,1.28,1.28,49039000
CAZ,20190206,3.94,4.18,3.92,3.98,13258300
CBG,20190206,39.5,40,39.5,39.75,712400
CCET,20190206,1.78,1.79,1.76,1.79,917500
CCP,20190206,0.4,0.41,0.4,0.41,577100
CEN,20190206,1.08,1.12,1.08,1.09,5473200
CENTEL,20190206,45,46,44.5,46,3812700
CFRESH,20190206,4.02,4.04,4,4,106200
CGD,20190206,1.31,1.36,1.29,1.29,6476700
CGH,20190206,0.95,0.99,0.95,0.96,585100
CHAYO,20190206,4.1,4.1,4.04,4.06,307500
CHEWA,20190206,1.16,1.16,1.14,1.14,2170500
CHG,20190206,1.99,2.04,1.99,2,13446900
CHO,20190206,1.36,1.41,1.36,1.41,7215000
CHOTI,20190206,130,130,130,130,300
CHOW,20190206,3.28,3.28,3.1,3.14,4295100
CI,20190206,1.29,1.3,1.28,1.29,62500
CIG,20190206,0.37,0.37,0.35,0.35,8731800
CIMBT,20190206,0.8,0.81,0.79,0.79,711000
CITY,20190206,2.32,2.32,2.3,2.3,11300
CK,20190206,26.25,26.25,26,26,1936300
CKP,20190206,4.88,5,4.88,4.98,42906200
CM,20190206,4.18,4.2,4.16,4.16,21000
CMAN,20190206,2.76,2.92,2.76,2.88,1763400
CMC,20190206,1.72,1.81,1.72,1.74,39959200
CMO,20190206,1.36,1.36,1.35,1.35,204800
CMR,20190206,2.36,2.4,2.34,2.36,87500
CNS,20190206,2.22,2.24,2.22,2.24,24200
CNT,20190206,2.14,2.16,2.1,2.1,175900
COL,20190206,23.9,24.4,23.8,23.9,62400
COLOR,20190206,1.28,1.29,1.26,1.26,55000
COM7,20190206,15.3,15.6,15.2,15.2,7592000
COMAN,20190206,3.68,3.7,3.6,3.62,12700
COTTO,20190206,2.26,2.3,2.24,2.24,718700
CPALL,20190206,78,78.5,77.75,78.25,11430200
CPF,20190206,27.25,27.5,27,27.25,12424600
CPH,20190206,6.9,6.9,6.4,6.6,18400
CPI,20190206,1.5,1.53,1.49,1.49,386700
CPL,20190206,3,3,2.94,2.94,2300
CPN,20190206,79,79.5,78.75,79,4118700
CPNCG,20190206,15.5,15.5,15.4,15.4,331300
CPNREIT,20190206,26.75,27,26.75,26.75,419800
CPR,20190206,5.5,5.7,5.5,5.55,329000
CPT,20190206,1.3,1.42,1.04,1.13,365766400
CPTGF,20190206,13,13.1,13,13,29000
CRANE,20190206,1.88,2.04,1.86,1.94,1323300
CRD,20190206,0.99,1.01,0.98,0.98,262600
CRYSTAL,20190206,9.75,9.8,9.7,9.8,26500
