<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191104,10.33,10.44,10.33,10.44,12800
BMSCG,20191104,7.65,7.71,7.63,7.71,22200
BMSCITH,20191104,11.64,11.8,11.64,11.79,734500
BSET100,20191104,10.3,10.47,10.3,10.46,159200
CHINA,20191104,5.45,5.49,5.44,5.45,27800
ENGY,20191104,6.49,6.49,6.45,6.45,300
ESET50,20191104,5.72,5.79,5.72,5.78,1100
GLD,20191104,1.93,1.93,1.91,1.92,82700
TDEX,20191104,10.75,10.88,10.72,10.87,259600
TGOLDETF,20191104,4.2,4.2,4.19,4.19,20700
2S,20191104,2.28,2.28,2.24,2.24,195000
7UP,20191104,0.5,0.5,0.49,0.5,497000
A,20191104,6.15,6.2,6.15,6.2,15000
AAV,20191104,2.54,2.58,2.52,2.58,10847000
ABICO,20191104,3.88,3.98,3.88,3.96,55300
ABM,20191104,0.82,0.83,0.8,0.8,328800
ABPIF,20191104,4.68,4.68,4.66,4.66,110700
ACAP,20191104,1.51,1.52,1.47,1.48,880700
ACC,20191104,0.61,0.65,0.61,0.65,291800
ACG,20191104,1.03,1.03,0.94,0.97,639500
ADB,20191104,0.6,0.61,0.59,0.6,351000
ADVANC,20191104,227,232,225,231,6465300
AEC,20191104,0.34,0.34,0.33,0.34,337700
AEONTS,20191104,201,203,199.5,200,222400
AF,20191104,0.66,0.66,0.63,0.64,109600
AGE,20191104,0.94,0.94,0.93,0.93,311000
AH,20191104,14.8,14.9,14.4,14.8,425600
AHC,20191104,15.6,16.4,15.6,16.3,38500
AI,20191104,1.14,1.28,1.12,1.28,7684100
AIE,20191104,0.34,0.34,0.33,0.33,7014000
AIMCG,20191104,9.85,9.9,9.85,9.85,215300
AIMIRT,20191104,13.4,13.6,13.4,13.5,184100
AIRA,20191104,1.26,1.3,1.26,1.3,2400
AIT,20191104,19.2,19.3,19.1,19.1,66100
AJ,20191104,7.95,8,7.85,7.85,22500
AJA,20191104,0.17,0.18,0.16,0.17,1118100
AKP,20191104,1.23,1.28,1.16,1.17,1954000
AKR,20191104,0.67,0.7,0.67,0.69,320600
ALL,20191104,4.32,4.4,4.32,4.32,383000
ALLA,20191104,1.07,1.1,1.07,1.09,47200
ALT,20191104,2.04,2.08,1.98,2.04,252700
ALUCON,20191104,158.5,158.5,158,158,500
AMA,20191104,5.8,5.9,5.55,5.9,703600
AMANAH,20191104,2.96,3.06,2.9,3.06,19255100
AMARIN,20191104,4.72,4.82,4.72,4.74,4600
AMATA,20191104,24.5,25,24.5,24.9,4856300
AMATAR,20191104,12.6,12.7,12.6,12.7,1300
AMATAV,20191104,4.9,4.92,4.88,4.88,195100
AMC,20191104,1.75,1.76,1.72,1.75,121800
ANAN,20191104,2.78,2.86,2.74,2.86,4905500
AOT,20191104,78.25,80.25,78.25,80,31148500
AP,20191104,6.6,6.65,6.5,6.55,8197800
APCO,20191104,3.22,3.22,3.1,3.22,85200
APCS,20191104,3.82,3.9,3,3,47100
APEX,20191104,0.12,0.13,0.12,0.13,4628300
APURE,20191104,0.6,0.61,0.59,0.6,1130100
AQ,20191104,0.02,0.02,0.01,0.02,2671200
AQUA,20191104,0.43,0.44,0.41,0.41,11163200
ARIN,20191104,0.55,0.59,0.54,0.57,2731100
ARIP,20191104,0.44,0.44,0.41,0.42,541200
ARROW,20191104,8.5,8.5,8.4,8.45,27600
AS,20191104,0.82,0.83,0.82,0.83,59900
ASAP,20191104,2.2,2.2,2.14,2.18,627700
ASEFA,20191104,4.2,4.22,4.1,4.22,55700
ASIA,20191104,6,6,6,6,10500
ASIAN,20191104,4.94,5.05,4.88,4.94,153300
ASIMAR,20191104,1.29,1.3,1.29,1.3,76300
ASK,20191104,25.5,26,25.5,25.75,57400
ASN,20191104,6.6,6.7,6.5,6.7,19000
ASP,20191104,1.79,1.8,1.76,1.79,2393900
ATP30,20191104,1.3,1.31,1.28,1.31,906600
AU,20191104,11.4,12.1,11.4,12,3202800
AUCT,20191104,7.95,8.1,7.85,8.05,1285300
AWC,20191104,6.05,6.1,6,6.05,80311800
AYUD,20191104,39,39,38.75,39,3300
B,20191104,0.27,0.27,0.26,0.27,944800
B-WORK,20191104,12.7,12.8,12.7,12.8,60100
B52,20191104,0.22,0.23,0.21,0.23,518400
BA,20191104,7.55,7.6,7.45,7.55,454900
BAFS,20191104,32.5,32.5,32,32.25,174000
BANPU,20191104,12.5,12.5,11.4,11.7,142195900
BAY,20191104,31.5,32.25,31.5,31.75,153100
BBL,20191104,174.5,177.5,174,176.5,4867100
BCH,20191104,16.8,17.1,16.7,17,9318000
BCP,20191104,24.6,24.8,24.4,24.6,3697700
BCPG,20191104,18.1,18.3,18,18.2,3089600
BCT,20191104,42,42.25,41.25,41.75,3200
BDMS,20191104,24.1,24.1,23.7,23.9,12806300
BEAUTY,20191104,2.16,2.18,2.08,2.14,43790900
BEC,20191104,6.5,6.7,6.45,6.7,2318500
BEM,20191104,10.8,10.9,10.7,10.8,31922100
BFIT,20191104,34.5,35.5,34,35.5,1637600
BGC,20191104,15.9,16.1,15.6,15.9,1078500
BGRIM,20191104,50,52.5,50,52.5,35721300
BGT,20191104,1.03,1.03,1.01,1.01,1100
BH,20191104,120,126,120,126,2641900
BIG,20191104,0.53,0.54,0.52,0.53,3788400
BIZ,20191104,2.6,2.62,2.56,2.6,81200
BJC,20191104,49.25,49.75,48.5,49.5,4961000
BJCHI,20191104,2.02,2.06,1.95,1.97,1776200
BKD,20191104,2.7,2.78,2.7,2.78,37800
BKI,20191104,307,310,307,308,2900
BKKCP,20191104,13.9,13.9,13.7,13.7,53200
BLA,20191104,18.2,18.7,18.2,18.7,248600
BLAND,20191104,1.37,1.38,1.36,1.37,6199300
BM,20191104,2,2,2,2,100
BOFFICE,20191104,17,17.2,17,17.1,2800
BOL,20191104,2.9,3,2.88,2.98,177300
BPP,20191104,17.6,17.9,17.6,17.8,2815000
BR,20191104,2.48,2.5,2.44,2.46,583900
BROCK,20191104,1.86,1.87,1.86,1.87,1100
BROOK,20191104,0.43,0.45,0.42,0.43,1472300
BRR,20191104,4.08,4.1,4.06,4.1,227100
BRRGIF,20191104,8.8,8.8,8.8,8.8,24500
BSBM,20191104,0.86,0.87,0.86,0.87,3900
BSM,20191104,0.4,0.4,0.39,0.4,14900
BTS,20191104,13.4,13.5,13.3,13.5,41703400
BTSGIF,20191104,10.6,10.8,10.6,10.7,2019000
BTW,20191104,0.91,0.94,0.91,0.94,33900
BWG,20191104,0.51,0.52,0.51,0.51,2665600
CAZ,20191104,2.12,2.38,2.12,2.3,2357800
CBG,20191104,83,86.75,82.5,85.75,6051000
CCET,20191104,1.6,1.63,1.57,1.6,614400
CCP,20191104,0.3,0.3,0.29,0.3,1315700
CEN,20191104,0.67,0.69,0.67,0.69,138400
CENTEL,20191104,27.5,28.25,27.5,28,2507000
CFRESH,20191104,1.7,1.73,1.7,1.71,116000
