<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190215,11.12,11.17,11.08,11.09,25700
BMSCG,20190215,8.23,8.24,8.16,8.16,4700
BMSCITH,20190215,12.47,12.47,12.35,12.37,419700
BSET100,20190215,10.52,10.52,10.42,10.42,555200
CHINA,20190215,5,5,4.9,4.9,95100
EBANK,20190215,5.66,5.66,5.66,5.66,100
GLD,20190215,1.74,1.74,1.73,1.73,33300
TDEX,20190215,10.8,10.8,10.63,10.65,681500
TGOLDETF,20190215,3.81,3.82,3.81,3.82,11900
2S,20190215,2.42,2.44,2.4,2.44,164300
7UP,20190215,0.42,0.42,0.4,0.4,6197700
A,20190215,6.35,6.4,6.35,6.35,11000
AAV,20190215,4.38,4.4,4.26,4.28,20279400
ABICO,20190215,4.82,4.84,4.8,4.8,73600
ABM,20190215,0.94,0.99,0.94,0.94,863700
ABPIF,20190215,6.5,6.5,6.5,6.5,49700
ACAP,20190215,4.34,4.54,4.24,4.3,3747600
ACC,20190215,0.54,0.55,0.52,0.53,3524400
ADB,20190215,0.96,1.08,0.96,1,7871700
ADVANC,20190215,184,184,182.5,183.5,3517200
AEC,20190215,0.57,0.58,0.54,0.55,2842300
AEONTS,20190215,187,188,182,182,268500
AF,20190215,0.7,0.76,0.7,0.71,423800
AFC,20190215,9.4,9.65,9.4,9.65,1600
AGE,20190215,1.01,1.05,0.99,0.99,1337700
AH,20190215,24,24.4,23.6,23.7,1545300
AHC,20190215,18.2,18.6,17.8,18.6,8700
AIMIRT,20190215,10.4,10.5,10.4,10.4,420900
AIRA,20190215,1.47,1.49,1.47,1.49,4000
AIT,20190215,21,21.1,21,21,72700
AJ,20190215,8,8.05,8,8,68000
AJA,20190215,0.27,0.27,0.25,0.25,4054700
AKP,20190215,2.02,2.02,1.99,1.99,137500
AKR,20190215,0.89,0.89,0.87,0.87,999800
ALLA,20190215,1.41,1.42,1.38,1.4,181300
ALT,20190215,3.4,3.46,3.3,3.42,97000
ALUCON,20190215,178,178,177,177,900
AMA,20190215,4.44,4.46,4.42,4.42,85300
AMANAH,20190215,1.76,1.77,1.73,1.76,1932500
AMARIN,20190215,5,5,4.98,4.98,50700
AMATA,20190215,21.8,21.9,21.4,21.4,10431200
AMATAR,20190215,10.9,10.9,10.8,10.8,133100
AMATAV,20190215,5.2,5.2,5.05,5.05,379700
AMC,20190215,2.12,2.16,2.1,2.16,203400
ANAN,20190215,3.72,3.72,3.58,3.6,13473700
AOT,20190215,68.5,68.5,67,67.25,34020200
AP,20190215,7.2,7.2,7.05,7.1,8340100
APCO,20190215,4.18,4.18,4.18,4.18,8000
APCS,20190215,4.74,4.74,4.68,4.74,209300
APEX,20190215,0.2,0.2,0.2,0.2,4000
APURE,20190215,1.43,1.44,1.4,1.41,468600
AQ,20190215,0.03,0.03,0.02,0.03,5401400
AQUA,20190215,0.43,0.44,0.42,0.43,3754000
ARIP,20190215,0.61,0.62,0.58,0.59,14147200
ARROW,20190215,8.4,8.4,8.4,8.4,12400
AS,20190215,0.75,0.8,0.75,0.8,6800
ASAP,20190215,3.7,3.72,3.64,3.68,5038200
ASEFA,20190215,4.98,5,4.96,4.98,268300
ASIA,20190215,8.2,8.7,8.15,8.35,256200
ASIAN,20190215,8.25,8.25,7.95,7.95,2543200
ASIMAR,20190215,2.2,2.2,2.16,2.16,38600
ASK,20190215,24.3,24.4,24.2,24.4,71000
ASP,20190215,3.4,3.42,3.38,3.4,1528700
ATP30,20190215,1.56,1.57,1.55,1.55,474600
AU,20190215,8.65,8.7,8.3,8.45,1582600
AUCT,20190215,5.9,5.95,5.8,5.85,1151700
AYUD,20190215,41.25,42,41.25,41.5,10400
B,20190215,0.5,0.5,0.49,0.5,757400
B-WORK,20190215,10.8,10.8,10.7,10.8,110100
BA,20190215,12.4,12.5,12.3,12.4,217300
BAFS,20190215,33.75,34.25,33.75,34,98400
BANPU,20190215,16.6,16.7,16.4,16.4,21411400
BAY,20190215,38.25,38.25,37.75,38,91600
BBL,20190215,209,210,206,207,3660200
BCH,20190215,17.1,17.4,16.8,17.1,18488400
BCP,20190215,33.25,33.5,33,33.25,1217400
BCPG,20190215,16.7,16.8,16.4,16.4,4945300
BCT,20190215,46.25,49.25,45.5,46,40700
BDMS,20190215,23.7,24,23.7,23.8,49279300
BEAUTY,20190215,8.2,8.25,7.8,7.85,87769200
BEC,20190215,6.15,6.2,5.95,6,8236500
BEM,20190215,10.5,10.6,10.4,10.5,37218100
BFIT,20190215,20.1,20.1,19.5,19.5,83700
BGC,20190215,12.1,12.2,11.8,12,1449000
BGRIM,20190215,29.75,30,29.25,29.25,9755600
BGT,20190215,1.02,1.02,1,1,28100
BH,20190215,182,184,181.5,183.5,1026000
BIG,20190215,1.38,1.41,1.38,1.39,7833100
BIZ,20190215,2.66,2.76,2.62,2.62,743300
BJC,20190215,49.25,49.25,48.5,48.75,3094900
BJCHI,20190215,1.94,1.95,1.93,1.93,210200
