<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191009,10.49,10.49,10.41,10.42,13000
BMSCG,20191009,7.9,7.9,7.89,7.9,4900
BMSCITH,20191009,11.74,11.79,11.7,11.78,234100
BSET100,20191009,10.44,10.49,10.41,10.49,279300
CHINA,20191009,5.23,5.25,5.04,5.25,6100
EBANK,20191009,4.91,4.91,4.91,4.91,100
EICT,20191009,5.26,5.26,5.26,5.26,500
ENGY,20191009,6.33,6.33,6.33,6.33,500
ESET50,20191009,5.7,5.7,5.7,5.7,1000
GLD,20191009,1.93,1.94,1.93,1.93,113400
TDEX,20191009,10.68,10.72,10.64,10.72,53300
TGOLDETF,20191009,4.22,4.22,4.21,4.22,31700
TH100,20191009,4.7,4.7,4.7,4.7,100
2S,20191009,2.32,2.4,2.28,2.28,1012900
7UP,20191009,0.54,0.54,0.52,0.53,5355200
A,20191009,6.25,6.25,6.25,6.25,9500
AAV,20191009,3.04,3.04,3,3,2778700
ABICO,20191009,4.14,4.18,4.14,4.14,16700
ABM,20191009,0.85,0.85,0.82,0.85,209400
ABPIF,20191009,4.9,4.9,4.88,4.9,38900
ACAP,20191009,1.68,1.72,1.66,1.67,2226800
ACC,20191009,0.65,0.65,0.64,0.64,13100
ACG,20191009,1.24,1.24,1.21,1.22,94900
ADB,20191009,0.62,0.62,0.6,0.6,69500
ADVANC,20191009,225,228,224,228,3584600
AEC,20191009,0.32,0.33,0.3,0.31,560500
AEONTS,20191009,209,210,206,207,677700
AF,20191009,0.66,0.66,0.65,0.65,6200
AFC,20191009,6.9,6.9,6.9,6.9,300
AGE,20191009,0.87,0.92,0.87,0.92,1655600
AH,20191009,15.7,15.8,15,15.4,592100
AI,20191009,1.2,1.2,1.14,1.18,2446800
AIE,20191009,0.41,0.41,0.4,0.41,1760300
AIMCG,20191009,10,10,9.9,9.9,379900
AIMIRT,20191009,14.9,14.9,14.8,14.9,50200
AIRA,20191009,1.3,1.31,1.29,1.31,72300
AIT,20191009,20.5,20.5,20.1,20.3,159200
AJ,20191009,8,8.1,7.9,8.1,5200
AJA,20191009,0.18,0.2,0.18,0.18,11289200
AKP,20191009,1.33,1.33,1.3,1.3,107900
AKR,20191009,0.74,0.75,0.74,0.75,173400
ALL,20191009,4.24,4.26,4.18,4.26,1059800
ALLA,20191009,1.26,1.26,1.22,1.24,91500
ALT,20191009,2.34,2.34,2.3,2.3,19200
ALUCON,20191009,164,164,163.5,163.5,600
AMA,20191009,6.4,6.5,6.3,6.5,121300
AMANAH,20191009,3.04,3.14,2.84,3.08,80951300
AMATA,20191009,25.25,25.5,25,25.5,5741300
AMATAR,20191009,12.7,12.7,12.6,12.6,600
AMATAV,20191009,4.92,4.92,4.84,4.92,72400
AMC,20191009,1.81,1.81,1.79,1.79,99000
ANAN,20191009,3.06,3.1,3.06,3.1,978900
AOT,20191009,73.75,74.5,73.5,74.5,10744300
AP,20191009,6.55,6.55,6.45,6.5,4220100
APCO,20191009,3.4,3.4,3.28,3.4,8900
APCS,20191009,3.98,3.98,3.94,3.98,96300
APEX,20191009,0.15,0.16,0.15,0.16,1010000
APURE,20191009,0.8,0.84,0.78,0.79,1449800
AQ,20191009,0.02,0.02,0.01,0.02,1889700
AQUA,20191009,0.49,0.49,0.46,0.48,33504600
ARIN,20191009,0.65,0.65,0.62,0.64,1279500
ARIP,20191009,0.42,0.43,0.42,0.42,512300
ARROW,20191009,8.4,8.45,8.35,8.45,66300
AS,20191009,0.79,0.85,0.79,0.85,30000
ASAP,20191009,2.76,2.84,2.7,2.72,1398500
ASEFA,20191009,4.46,4.54,4.44,4.5,42500
ASIA,20191009,6.4,6.4,6.4,6.4,100
ASIAN,20191009,5.7,5.7,5.65,5.7,230300
ASIMAR,20191009,1.42,1.42,1.39,1.4,112300
ASK,20191009,26,26.25,25.5,25.75,183000
ASN,20191009,6.35,6.65,6.35,6.5,91700
ASP,20191009,1.87,1.87,1.85,1.86,2897800
ATP30,20191009,1.37,1.37,1.36,1.37,113600
AU,20191009,12.4,12.6,12.3,12.6,1346100
AUCT,20191009,8.35,8.5,8.25,8.45,3364500
AYUD,20191009,40,40,40,40,1900
B,20191009,0.28,0.29,0.28,0.28,694100
B-WORK,20191009,12.5,12.6,12.5,12.6,82000
B52,20191009,0.23,0.23,0.21,0.23,80600
BA,20191009,8.25,8.25,8.05,8.15,1090800
BAFS,20191009,32.75,33,32.75,32.75,109800
BANPU,20191009,12.5,13.4,12.1,13.3,177677000
BAY,20191009,33,33.25,32.5,32.75,127200
BBL,20191009,166,168.5,166,168.5,2871100
BCH,20191009,15.6,15.8,15.5,15.7,8256000
BCP,20191009,26.5,26.5,26,26,1040200
BCPG,20191009,18.1,18.3,17.9,18.3,2655200
BCT,20191009,44.25,44.25,43,43.5,3500
BDMS,20191009,23.5,23.5,23.2,23.4,18327700
