<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190321,11.15,11.21,11.15,11.21,1100
BMSCG,20190321,8,8.02,7.99,7.99,5400
BMSCITH,20190321,12.36,12.41,12.36,12.38,459300
BSET100,20190321,10.48,10.5,10.46,10.48,109400
CHINA,20190321,5.8,5.8,5.73,5.73,2100
ENGY,20190321,6.3,6.3,6.3,6.3,100
ENY,20190321,7.44,7.44,7.44,7.44,100
GLD,20190321,1.75,1.75,1.75,1.75,962300
TDEX,20190321,10.68,10.69,10.67,10.67,279100
TGOLDETF,20190321,3.85,3.85,3.84,3.84,65300
2S,20190321,2.2,2.2,2.2,2.2,50800
7UP,20190321,0.34,0.34,0.33,0.33,799600
A,20190321,6.45,6.45,6.4,6.4,18200
AAV,20190321,4.14,4.18,4.14,4.16,9499300
ABICO,20190321,4.44,4.5,4.42,4.48,2800
ABM,20190321,0.97,0.97,0.94,0.94,140600
ABPIF,20190321,5.55,5.6,5.5,5.55,303600
ACAP,20190321,3.9,4.12,3.88,4.12,2135400
ACC,20190321,0.74,0.74,0.64,0.68,14794100
ADB,20190321,0.87,0.88,0.86,0.87,81800
ADVANC,20190321,183,184.5,182.5,184.5,4368300
AEC,20190321,0.5,0.51,0.49,0.49,744300
AEONTS,20190321,179,181,179,180,238200
AF,20190321,0.68,0.68,0.68,0.68,10000
AFC,20190321,9,9,9,9,10000
AGE,20190321,0.9,0.91,0.9,0.91,254800
AH,20190321,18.9,19.1,18.8,19,490700
AHC,20190321,17.5,17.5,17.4,17.5,3300
AIMIRT,20190321,10.9,11,10.9,10.9,891700
AIRA,20190321,1.44,1.44,1.44,1.44,100
AIT,20190321,21.9,22,21.8,21.8,61000
AJ,20190321,7.75,7.75,7.75,7.75,5000
AJA,20190321,0.24,0.24,0.2,0.21,30887000
AKP,20190321,1.92,1.92,1.91,1.91,1900
AKR,20190321,0.8,0.85,0.8,0.81,5220500
ALLA,20190321,1.54,1.54,1.52,1.52,429400
ALT,20190321,3.08,3.08,3.06,3.06,103200
ALUCON,20190321,178.5,178.5,177.5,178,1300
AMA,20190321,4.4,4.46,4.4,4.44,234300
AMANAH,20190321,1.78,1.8,1.77,1.8,2422600
AMARIN,20190321,5,5.05,4.96,5.05,45500
AMATA,20190321,21,21.3,21,21,13900300
AMATAR,20190321,10.9,11,10.9,11,20400
AMATAV,20190321,5.3,5.45,5.25,5.3,372300
AMC,20190321,1.8,1.8,1.76,1.76,178600
ANAN,20190321,3.58,3.6,3.58,3.58,4016700
AOT,20190321,67.75,68.25,67.5,67.75,12581200
AP,20190321,6.75,6.85,6.7,6.8,10697600
APCO,20190321,4.1,4.18,4.06,4.14,228300
APCS,20190321,4.68,4.72,4.64,4.7,100300
APEX,20190321,0.19,0.2,0.19,0.2,131200
APURE,20190321,1.3,1.32,1.3,1.3,310300
AQ,20190321,0.03,0.03,0.02,0.03,781400
AQUA,20190321,0.44,0.46,0.44,0.46,6901700
ARIP,20190321,0.51,0.51,0.48,0.5,594300
ARROW,20190321,8.45,8.5,8.45,8.45,28700
ASAP,20190321,3.34,3.44,3.3,3.32,1916400
ASEFA,20190321,5.45,5.5,5.4,5.5,183000
ASIA,20190321,7.7,7.7,7.55,7.6,6900
ASIAN,20190321,7.65,7.7,7.6,7.65,975000
ASIMAR,20190321,2.04,2.06,2.02,2.04,29700
ASK,20190321,22.9,23,22.8,22.9,268100
ASN,20190321,3.5,3.54,3.5,3.5,8000
ASP,20190321,3.12,3.12,3.1,3.1,961100
ATP30,20190321,1.52,1.54,1.52,1.52,436800
AU,20190321,8.25,8.3,8.2,8.25,378300
AUCT,20190321,6,6.05,6,6.05,152300
AYUD,20190321,45.25,45.25,45,45.25,20900
B,20190321,0.48,0.48,0.47,0.48,52000
B-WORK,20190321,10.9,11,10.9,11,743300
BA,20190321,11.9,12,11.9,11.9,256500
BAFS,20190321,34.75,34.75,34.5,34.5,170000
BANPU,20190321,16,16.2,15.9,16,20870600
BAY,20190321,37.25,37.5,37.25,37.25,79900
BBL,20190321,209,210,208,208,2309100
BCH,20190321,16.6,17,16.5,16.9,27908900
BCP,20190321,33,33.25,32.5,33,3271600
BCPG,20190321,16.4,16.6,16.3,16.3,3300700
BCT,20190321,43.25,43.25,42.75,43.25,15300
BDMS,20190321,24,24.1,23.8,24.1,52495900
BEAUTY,20190321,6.7,6.75,6.65,6.7,24118200
BEC,20190321,6.7,6.9,6.65,6.8,10666100
BEM,20190321,10.1,10.1,10,10.1,16747500
BFIT,20190321,17.7,17.7,17.6,17.7,17600
BGC,20190321,11.9,12.1,11.7,12,501200
BGRIM,20190321,29.75,30,29.5,29.5,2141500
BGT,20190321,1.02,1.02,1,1,25400
BH,20190321,178,179,177,177.5,1037000
BIG,20190321,1.27,1.28,1.25,1.26,4078400
BIZ,20190321,2.84,2.86,2.82,2.84,112900
BJC,20190321,50.25,51,50,50.5,3933700
BJCHI,20190321,1.96,1.99,1.96,1.97,246400
