<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190626,11.51,11.51,11.44,11.5,7900
BMSCG,20190626,8.57,8.59,8.55,8.56,60700
BMSCITH,20190626,12.97,13.01,12.95,13,173100
BSET100,20190626,11.12,11.15,11.11,11.15,75300
CHINA,20190626,5.45,5.46,5.44,5.46,16500
EFOOD,20190626,6.15,6.15,6.15,6.15,900
ENGY,20190626,6.4,6.47,6.4,6.47,900
ENY,20190626,7.62,7.62,7.62,7.62,100
ESET50,20190626,6.07,6.07,6.05,6.05,200
GLD,20190626,1.81,1.82,1.81,1.81,299700
TDEX,20190626,11.29,11.34,11.26,11.34,658000
TGOLDETF,20190626,4,4.01,4,4,115600
2S,20190626,2.22,2.22,2.2,2.2,83200
7UP,20190626,0.27,0.28,0.26,0.28,4137100
A,20190626,6.3,6.3,6.3,6.3,10000
AAV,20190626,4.22,4.24,4.16,4.18,23789900
ABICO,20190626,4.74,4.84,4.6,4.62,530500
ABM,20190626,0.87,0.87,0.86,0.87,40100
ABPIF,20190626,6.15,6.15,6.1,6.15,123400
ACAP,20190626,3.04,3.12,3.02,3.12,2919100
ACC,20190626,0.69,0.69,0.67,0.68,306800
ADB,20190626,0.83,0.83,0.8,0.81,211500
ADVANC,20190626,205,208,205,206,6279700
AEC,20190626,0.58,0.59,0.57,0.58,1496700
AEONTS,20190626,228,228,224,224,427100
AF,20190626,0.7,0.7,0.68,0.7,75600
AFC,20190626,8,8,7.9,8,6500
AGE,20190626,1.14,1.14,1.1,1.1,7221900
AH,20190626,19.4,19.5,19.2,19.4,176400
AHC,20190626,15.9,15.9,15.9,15.9,10200
AI,20190626,1.61,1.61,1.59,1.59,18056900
AIE,20190626,0.63,0.63,0.59,0.61,15314200
AIMIRT,20190626,12.5,12.6,12.5,12.6,267200
AIRA,20190626,1.28,1.31,1.28,1.31,50900
AIT,20190626,22.9,23.2,22.9,23,386400
AJ,20190626,9.3,9.55,9.25,9.55,202500
AJA,20190626,0.2,0.22,0.2,0.21,5309300
AKP,20190626,1.61,1.62,1.56,1.58,3317500
AKR,20190626,0.77,0.8,0.76,0.77,2832400
ALL,20190626,4.52,4.56,4.5,4.52,616600
ALLA,20190626,1.39,1.39,1.37,1.37,1263400
ALT,20190626,3,3.04,2.98,3,152800
ALUCON,20190626,174.5,174.5,173.5,174,1400
AMA,20190626,6.4,6.8,6.4,6.7,4182700
AMANAH,20190626,1.95,2.12,1.94,2.06,81957300
AMARIN,20190626,4.98,4.98,4.98,4.98,3000
AMATA,20190626,24.5,24.5,24.2,24.3,7712000
AMATAR,20190626,12.2,12.2,12,12.2,129500
AMATAV,20190626,5.05,5.1,5,5.05,129000
AMC,20190626,1.75,1.75,1.74,1.74,41000
ANAN,20190626,3.86,3.92,3.86,3.88,24494300
AOT,20190626,74.5,74.75,73.5,74,55651700
AP,20190626,7.95,8,7.8,7.8,17516200
APCO,20190626,3.82,3.82,3.74,3.78,45600
APEX,20190626,0.18,0.19,0.18,0.19,945100
APURE,20190626,1.37,1.37,1.35,1.35,57500
AQ,20190626,0.03,0.03,0.02,0.03,16322200
AQUA,20190626,0.52,0.53,0.51,0.53,9693200
ARIP,20190626,0.52,0.6,0.52,0.53,12605400
ARROW,20190626,8.65,8.7,8.5,8.6,99100
AS,20190626,0.8,0.8,0.79,0.8,83400
ASAP,20190626,2.78,2.8,2.7,2.78,3594800
ASEFA,20190626,4.98,5,4.94,4.96,488600
ASIA,20190626,7.2,7.2,7.2,7.2,10000
ASIAN,20190626,7.35,7.55,7.3,7.45,3083200
ASIMAR,20190626,1.91,1.91,1.87,1.87,127600
ASK,20190626,24.2,24.3,24.2,24.3,44100
ASN,20190626,4.18,4.3,4.18,4.3,52500
ASP,20190626,2.74,2.76,2.72,2.72,912200
ATP30,20190626,1.4,1.42,1.39,1.41,884200
AU,20190626,13,13.2,12.7,13.2,5851200
AUCT,20190626,6.85,7.4,6.8,7.35,15166900
AYUD,20190626,40.5,40.75,40.5,40.5,88100
B,20190626,0.56,0.58,0.55,0.56,945400
B-WORK,20190626,12.2,12.4,12.2,12.4,337500
B52,20190626,0.29,0.29,0.29,0.29,398600
BA,20190626,11.6,11.6,11.4,11.5,760400
BAFS,20190626,35.5,35.75,35.25,35.5,196300
BANPU,20190626,14.9,15.1,14.8,15,83304100
BAY,20190626,38.75,39,38.75,38.75,250000
BBL,20190626,199,199.5,198.5,198.5,3336600
BCH,20190626,16.4,16.6,16.3,16.5,8988900
BCP,20190626,30.75,31,30.25,31,2458900
BCPG,20190626,19.9,20.6,19.8,20.6,38247800
BCT,20190626,48.25,48.25,47.75,48,21000
BDMS,20190626,25.5,25.75,25.25,25.75,34435000
BEAUTY,20190626,4.24,4.28,4.22,4.22,57450000
BEC,20190626,9.1,9.2,8.95,9.05,9963900
BEM,20190626,11.3,11.4,11.3,11.4,37278600
BFIT,20190626,18.5,18.6,18.4,18.6,175000
BGC,20190626,12,12.4,11.9,12.3,2178400
BGRIM,20190626,35,36.5,35,36.5,15540800
BGT,20190626,1.02,1.03,0.98,1,149000
BH,20190626,170.5,171,168.5,170,1238200
BIG,20190626,1.14,1.14,1.12,1.13,1391000
BIZ,20190626,2.62,2.62,2.58,2.6,122100
BJC,20190626,50.25,50.5,49.75,50,7251500
BJCHI,20190626,2.32,2.4,2.3,2.4,1467300
BKD,20190626,2.9,2.9,2.88,2.88,232900
BKI,20190626,332,332,331,331,6500
