<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190628,11.54,11.56,11.53,11.55,67500
BMSCG,20190628,8.6,8.6,8.56,8.57,92500
BMSCITH,20190628,13.08,13.1,13.07,13.08,202400
BSET100,20190628,11.2,11.23,11.2,11.2,194300
CHINA,20190628,5.5,5.54,5.49,5.49,11900
EBANK,20190628,5.72,5.72,5.72,5.72,1900
ECOMM,20190628,8.98,8.98,8.98,8.98,100
EFOOD,20190628,6.12,6.12,6.12,6.12,10200
EICT,20190628,5.09,5.15,5.09,5.15,300
ENY,20190628,7.63,7.7,7.62,7.7,390500
ESET50,20190628,6.08,6.08,6.08,6.08,200
GLD,20190628,1.82,1.83,1.81,1.82,309200
TDEX,20190628,11.4,11.4,11.35,11.37,163000
TGOLDETF,20190628,4.02,4.03,4.01,4.02,200000
2S,20190628,2.22,2.22,2.2,2.2,243300
7UP,20190628,0.3,0.32,0.3,0.31,5601300
A,20190628,6.35,6.35,6.35,6.35,13000
AAV,20190628,4.08,4.12,4.04,4.04,32595400
ABICO,20190628,4.42,4.68,4.42,4.58,181200
ABM,20190628,0.87,0.88,0.86,0.87,213100
ABPIF,20190628,6.2,6.2,6.15,6.2,354300
ACAP,20190628,3.06,3.06,2.98,2.98,1217100
ACC,20190628,0.65,0.68,0.65,0.68,2504600
ACG,20190628,1.57,1.62,1.57,1.59,52624200
ADB,20190628,0.81,0.82,0.81,0.81,265900
ADVANC,20190628,215,218,213,218,10025600
AEC,20190628,0.59,0.6,0.58,0.6,1630200
AEONTS,20190628,223,225,218,221,338600
AF,20190628,0.7,0.7,0.68,0.7,2600
AFC,20190628,8.05,8.05,8.05,8.05,500
AGE,20190628,1.1,1.13,1.1,1.12,5866100
AH,20190628,19.4,19.5,19.3,19.3,102600
AHC,20190628,15.9,15.9,15.7,15.7,36200
AI,20190628,1.6,1.6,1.56,1.56,19099000
AIE,20190628,0.59,0.59,0.55,0.56,15957900
AIMIRT,20190628,12.6,12.6,12.5,12.5,102200
AIRA,20190628,1.3,1.45,1.2,1.2,219200
AIT,20190628,23.1,23.1,23,23.1,104900
AJ,20190628,9.25,9.25,9.15,9.2,253300
AJA,20190628,0.21,0.22,0.2,0.21,4507500
AKP,20190628,1.61,1.64,1.57,1.61,599600
AKR,20190628,0.77,0.78,0.76,0.77,1530500
ALL,20190628,4.5,4.54,4.46,4.48,588600
ALLA,20190628,1.39,1.39,1.37,1.37,374400
ALT,20190628,3.02,3.04,2.98,3,545300
ALUCON,20190628,173,173,173,173,200
AMA,20190628,6.95,7.05,6.65,6.8,5101200
AMANAH,20190628,2.04,2.06,1.99,2.02,32064900
AMARIN,20190628,5.05,5.1,4.94,5.1,21300
AMATA,20190628,24.4,25,24.4,24.4,36217900
AMATAR,20190628,12.3,12.6,12.3,12.5,769800
AMATAV,20190628,5.05,5.05,5,5.05,160300
AMC,20190628,1.69,1.74,1.66,1.74,105400
ANAN,20190628,3.9,3.9,3.84,3.84,6147300
AOT,20190628,73.75,74.25,73.5,73.5,25800300
