<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190923,10.62,10.62,10.57,10.57,37400
BMSCG,20190923,8.06,8.07,7.98,8.02,34900
BMSCITH,20190923,11.99,11.99,11.88,11.89,440700
BSET100,20190923,10.59,10.59,10.5,10.51,119400
CHINA,20190923,5.41,5.41,5.31,5.39,1400
ESET50,20190923,5.78,5.78,5.78,5.78,900
GLD,20190923,1.94,1.95,1.94,1.95,130700
TDEX,20190923,10.79,10.81,10.74,10.76,126300
TGOLDETF,20190923,4.24,4.25,4.23,4.25,34200
TH100,20190923,4.73,4.73,4.73,4.73,1000
2S,20190923,2.3,2.3,2.24,2.3,51600
7UP,20190923,0.6,0.6,0.58,0.58,12609100
A,20190923,6.25,6.25,6.2,6.2,10000
AAV,20190923,3.06,3.1,3.06,3.06,4656900
ABICO,20190923,4.2,4.26,4.2,4.2,82900
ABM,20190923,0.83,0.83,0.83,0.83,30000
ABPIF,20190923,4.86,4.88,4.84,4.84,216000
ACAP,20190923,1.69,1.7,1.58,1.59,2428600
ACC,20190923,0.65,0.65,0.64,0.65,61800
ACG,20190923,1.37,1.38,1.35,1.38,218900
ADB,20190923,0.59,0.59,0.58,0.59,229300
ADVANC,20190923,221,221,211,211,13878600
AEC,20190923,0.3,0.3,0.28,0.28,716500
AEONTS,20190923,203,203,196,197.5,521400
AF,20190923,0.65,0.66,0.65,0.66,157000
AGE,20190923,0.97,0.97,0.96,0.96,230000
AH,20190923,17.6,17.8,17.6,17.8,34200
AHC,20190923,15.2,15.2,15.1,15.1,36400
AI,20190923,1.22,1.22,1.19,1.2,1434300
AIE,20190923,0.4,0.41,0.4,0.4,1823100
AIMCG,20190923,9.95,10.1,9.95,10.1,668100
AIMIRT,20190923,15,15,14.4,14.9,414800
AIRA,20190923,1.29,1.29,1.26,1.28,52200
AIT,20190923,21.3,21.3,20.8,20.9,162200
AJ,20190923,8.1,8.15,8,8.15,22500
AJA,20190923,0.18,0.19,0.18,0.18,16145600
AKP,20190923,1.39,1.39,1.39,1.39,700
AKR,20190923,0.75,0.75,0.74,0.75,224600
ALL,20190923,4.12,4.12,4.08,4.12,444200
ALLA,20190923,1.16,1.17,1.14,1.15,238500
ALT,20190923,2.44,2.48,2.44,2.48,17400
ALUCON,20190923,167,167,167,167,300
AMA,20190923,6.35,6.45,6.2,6.2,473900
AMANAH,20190923,3.18,3.32,3.08,3.12,26462200
AMARIN,20190923,4.86,4.86,4.74,4.8,27200
AMATA,20190923,24.7,24.7,24.2,24.2,10900900
AMATAR,20190923,13.3,13.3,12.8,13,25500
AMATAV,20190923,4.88,4.88,4.84,4.84,57300
AMC,20190923,1.85,1.86,1.83,1.85,82600
ANAN,20190923,3.12,3.14,3.1,3.12,1885300
AOT,20190923,74,74,72,72.5,20848300
AP,20190923,6.55,6.55,6.35,6.35,12787900
APCO,20190923,3.3,3.34,3.3,3.34,125200
APCS,20190923,4.02,4.08,4,4.08,150600
APEX,20190923,0.16,0.17,0.16,0.17,1553000
APURE,20190923,0.83,0.89,0.83,0.84,384100
AQ,20190923,0.02,0.02,0.01,0.01,174218300
AQUA,20190923,0.5,0.51,0.49,0.5,6719600
ARIN,20190923,0.58,0.59,0.56,0.57,2353100
ARIP,20190923,0.44,0.44,0.43,0.43,160800
ARROW,20190923,9.15,9.15,8.85,8.9,84100
AS,20190923,0.83,0.83,0.82,0.82,6000
ASAP,20190923,2.86,2.86,2.74,2.78,740500
ASEFA,20190923,4.6,4.66,4.6,4.66,35800
ASIA,20190923,6.4,6.4,6.4,6.4,6100
ASIAN,20190923,5.75,5.75,5.65,5.65,181600
ASIMAR,20190923,1.48,1.49,1.46,1.46,140900
ASK,20190923,26,26.5,25.5,26,237900
ASN,20190923,5.5,5.7,5.4,5.7,1800
ASP,20190923,1.99,2.02,1.99,2,2295100
ATP30,20190923,1.4,1.4,1.38,1.38,113300
AU,20190923,14.2,14.3,14,14,411400
AUCT,20190923,8.75,9.05,8.65,8.75,1496700
AYUD,20190923,41,41,41,41,7300
B,20190923,0.29,0.29,0.27,0.27,1684600
B-WORK,20190923,12.9,12.9,12.8,12.8,28000
B52,20190923,0.24,0.25,0.22,0.24,193600
BA,20190923,8.8,8.8,8.65,8.7,1114900
BAFS,20190923,33.5,33.5,32.75,33,523700
BANPU,20190923,11.8,11.9,11.6,11.8,22171300
BAY,20190923,34.25,34.25,33.75,33.75,367200
BBL,20190923,179.5,181,177,177.5,3933900
BCH,20190923,15.2,15.2,15,15.1,3832900
BCP,20190923,27.5,27.5,27,27.25,760000
BCPG,20190923,18.6,18.7,18.2,18.2,4902100
BCT,20190923,42.5,44.25,42.5,42.75,6100
BDMS,20190923,23.8,23.9,23.4,23.6,15659400
BEAUTY,20190923,2.48,2.48,2.36,2.36,53634600
BEC,20190923,7.75,7.9,7.6,7.65,7388200
BEM,20190923,10.9,11,10.8,10.9,22133200
BFIT,20190923,15.5,15.6,15,15.2,15500
BGC,20190923,14.6,14.8,14.2,14.2,1175800
BGRIM,20190923,41,41.25,40.5,40.75,6774300
BGT,20190923,1.01,1.01,0.99,0.99,800
BH,20190923,126.5,128.5,125,125.5,1328900
BIG,20190923,0.79,0.8,0.76,0.78,5691300
BIZ,20190923,2.76,2.78,2.64,2.74,566400
BJC,20190923,52.5,53.5,52.25,52.5,4957500
BJCHI,20190923,2.44,2.46,2.38,2.42,535900
BKD,20190923,2.72,2.72,2.7,2.72,70500
BKI,20190923,320,321,320,320,4500
BKKCP,20190923,13.9,13.9,13.8,13.9,6100
BLA,20190923,20,20.1,19.8,20,480600
BLAND,20190923,1.48,1.49,1.46,1.46,29324800
BM,20190923,2.1,2.1,2.1,2.1,4600
BOFFICE,20190923,16.9,17.2,16.9,17.2,14400
BOL,20190923,3,3.02,2.96,2.96,81700
BPP,20190923,19.2,19.3,19.1,19.3,2558800
BR,20190923,2.82,2.84,2.8,2.8,398700
BROOK,20190923,0.48,0.48,0.46,0.47,1782200
BRR,20190923,4.86,4.94,4.78,4.94,64200
BRRGIF,20190923,9.2,9.2,9.2,9.2,39500
BSBM,20190923,0.88,0.88,0.88,0.88,241200
BSM,20190923,0.39,0.39,0.37,0.37,244800
BTNC,20190923,18,18.2,18,18,400
BTS,20190923,13.5,13.5,13.3,13.3,23403100
BTSGIF,20190923,11.1,11.1,11,11.1,4182000
BTW,20190923,1.08,1.12,1.08,1.09,790300
BWG,20190923,0.7,0.7,0.69,0.69,2223000
CAZ,20190923,2.26,2.28,2.2,2.26,799500
CBG,20190923,77,78.5,76.5,77.5,2792600
CCET,20190923,1.81,1.81,1.78,1.8,414900
CCP,20190923,0.33,0.34,0.33,0.33,180800
CEN,20190923,0.84,0.84,0.84,0.84,62000
CENTEL,20190923,31.5,32.25,31.25,31.5,5618100
CFRESH,20190923,1.96,1.98,1.94,1.98,9300
CGD,20190923,0.97,0.99,0.94,0.99,2993500
CGH,20190923,0.84,0.86,0.83,0.85,408000
CHARAN,20190923,24,24,21.2,21.6,79600
CHAYO,20190923,4.96,5.05,4.84,4.9,2649200
CHEWA,20190923,0.69,0.69,0.67,0.68,1032600
CHG,20190923,2.32,2.34,2.3,2.3,13377100
CHO,20190923,0.84,0.84,0.83,0.84,676900
CHOTI,20190923,91,91,91,91,800
CHOW,20190923,1.85,1.86,1.83,1.83,80200
CI,20190923,0.99,1.01,0.99,1,199200
CIG,20190923,0.22,0.23,0.21,0.22,652300
CIMBT,20190923,0.65,0.66,0.65,0.65,327100
CITY,20190923,1.99,2,1.99,2,19600
CK,20190923,23.6,23.7,23.1,23.1,8190600
CKP,20190923,5.65,5.8,5.65,5.8,29463300
CM,20190923,3.16,3.22,3.16,3.16,25900
CMAN,20190923,1.94,1.95,1.93,1.94,294100
CMC,20190923,1.03,1.03,1,1.01,1943100
CMO,20190923,1.19,1.19,1.17,1.17,84800
CMR,20190923,2.24,2.28,2.22,2.28,96000
CNS,20190923,1.63,1.64,1.63,1.64,35800
CNT,20190923,1.85,1.86,1.83,1.83,645400
COL,20190923,19.5,19.8,19.4,19.4,202300
COLOR,20190923,1.12,1.14,1.12,1.14,400
COM7,20190923,23.3,23.7,23.2,23.3,5271900
COMAN,20190923,2.98,2.98,2.92,2.96,53600
COTTO,20190923,1.81,1.83,1.8,1.8,8200
CPALL,20190923,81.25,81.5,80,80.75,40178800
CPF,20190923,26,26.5,25.75,26.25,24602700
CPH,20190923,4.2,4.2,4.2,4.2,500
CPI,20190923,1.43,1.44,1.43,1.44,347200
CPL,20190923,1.19,1.2,1.17,1.19,39200
CPN,20190923,66.75,67,65.75,66.25,3586200
CPNCG,20190923,15,15.1,15,15,73800
CPNREIT,20190923,35.75,36,35.5,35.75,1363600
CPR,20190923,4.52,4.54,4.52,4.52,6800
CPT,20190923,0.93,0.94,0.92,0.94,236300
CPTGF,20190923,13.5,13.5,13.5,13.5,93000
CRANE,20190923,2,2.06,1.98,1.98,190500
CRD,20190923,0.94,0.95,0.94,0.95,41000
CRYSTAL,20190923,9,9,9,9,21800
CSC,20190923,48.25,49.25,48,49.25,1300
CSP,20190923,0.95,1.01,0.95,1,8500
CSS,20190923,1.56,1.56,1.52,1.52,485900
CTW,20190923,6.35,6.35,6.3,6.35,75900
CWT,20190923,2.88,2.92,2.86,2.88,81500
D,20190923,4.96,5.1,4.96,5,144400
DCC,20190923,2.02,2.04,2,2.02,267200
DCON,20190923,0.38,0.38,0.36,0.37,1349600
DCORP,20190923,0.45,0.46,0.42,0.44,52400
DDD,20190923,27.75,27.75,26.5,26.5,163500
DELTA,20190923,48.75,49.5,48.5,49,247400
DEMCO,20190923,3,3,2.98,3,83700
DIF,20190923,17.5,17.5,17.2,17.3,15895000
DIMET,20190923,0.82,0.85,0.8,0.81,20573700
DOD,20190923,11.5,11.5,11,11.5,1820300
DOHOME,20190923,12.1,12.1,11.4,11.4,30940300
DREIT,20190923,6.3,6.5,6.3,6.5,1975900
DRT,20190923,5.95,6,5.95,6,170700
DTAC,20190923,58,58.25,56.25,56.75,12379500
DTC,20190923,9.85,10,9.85,9.85,99500
EA,20190923,48.25,48.5,47.5,48,7565900
EASON,20190923,1.63,1.63,1.63,1.63,7000
EASTW,20190923,12.2,12.4,12.1,12.2,1616600
ECF,20190923,2.36,2.38,2.28,2.36,2514800
ECL,20190923,1.58,1.59,1.53,1.55,2111800
EE,20190923,0.6,0.63,0.59,0.6,15413000
EFORL,20190923,0.05,0.05,0.04,0.04,483600
EGATIF,20190923,13.5,13.6,13.4,13.4,1834100
EGCO,20190923,343,347,337,345,962100
EIC,20190923,0.04,0.04,0.03,0.04,53700
EKH,20190923,8.15,8.35,8.15,8.2,4160500
EMC,20190923,0.23,0.23,0.21,0.21,7757400
EPCO,20190923,3.94,4.08,3.92,4.08,7024700
EPG,20190923,6.8,6.85,6.65,6.7,2139100
ERW,20190923,5.6,5.8,5.6,5.7,13825400
ERWPF,20190923,5.25,5.25,5.25,5.25,19300
ESSO,20190923,8.45,8.55,8.35,8.45,10254400
ESTAR,20190923,0.43,0.43,0.41,0.42,2924000
ETE,20190923,0.84,0.84,0.81,0.83,256600
EVER,20190923,0.34,0.35,0.32,0.34,14073200
