<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190221,11.16,11.16,11.08,11.16,57100
BMSCG,20190221,8.16,8.2,8.16,8.2,2300
BMSCITH,20190221,12.46,12.48,12.43,12.46,409700
BSET100,20190221,10.51,10.52,10.5,10.52,65700
CHINA,20190221,5.05,5.13,5.05,5.07,60100
EBANK,20190221,5.68,5.68,5.67,5.67,200
ENGY,20190221,6.23,6.23,6.23,6.23,1100
GLD,20190221,1.75,1.76,1.74,1.74,204300
TDEX,20190221,10.73,10.73,10.68,10.68,183900
TGOLDETF,20190221,3.86,3.87,3.85,3.86,15300
2S,20190221,2.4,2.42,2.38,2.42,36200
7UP,20190221,0.41,0.42,0.4,0.41,5465300
A,20190221,6.4,6.4,6.4,6.4,9600
AAV,20190221,4.36,4.38,4.3,4.38,13360700
ABICO,20190221,4.82,4.82,4.7,4.8,89000
ABM,20190221,1.02,1.02,0.87,0.97,1710300
ABPIF,20190221,6.55,6.6,6.5,6.55,262400
ACAP,20190221,4.18,4.2,4.06,4.06,1195300
ACC,20190221,0.55,0.55,0.5,0.5,12329800
ADB,20190221,1.03,1.03,1,1,742000
ADVANC,20190221,177.5,180,177,178,6351400
AEC,20190221,0.54,0.54,0.5,0.51,1647400
AEONTS,20190221,184,184,180.5,182.5,264100
AF,20190221,0.7,0.7,0.7,0.7,100
AGE,20190221,1.01,1.02,1,1,115400
AH,20190221,23.9,24,23.6,23.7,420100
AHC,20190221,17.9,17.9,17.8,17.8,2700
AIMIRT,20190221,10.4,10.4,10.4,10.4,31000
AIRA,20190221,1.5,1.58,1.5,1.5,114000
AIT,20190221,21.1,21.1,20.9,20.9,97700
AJ,20190221,8.1,8.1,8.05,8.05,15000
AJA,20190221,0.25,0.25,0.24,0.24,4475700
AKP,20190221,1.99,2.02,1.99,1.99,98500
AKR,20190221,0.87,0.88,0.86,0.87,222200
