<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190422,11.33,11.38,11.33,11.38,15200
BMSCG,20190422,8.4,8.42,8.35,8.4,7300
BMSCITH,20190422,12.66,12.73,12.66,12.68,709900
BSET100,20190422,10.8,10.83,10.79,10.79,193900
CHINA,20190422,6.1,6.12,6.1,6.1,190800
EBANK,20190422,5.64,5.64,5.64,5.64,100
EFOOD,20190422,5.76,5.76,5.76,5.76,100
EICT,20190422,4.72,4.72,4.72,4.72,300
ENGY,20190422,6.52,6.54,6.52,6.54,5900
ENY,20190422,7.2,7.69,7.2,7.69,92900
ESET50,20190422,6,6,5.9,5.9,700
GLD,20190422,1.72,1.73,1.72,1.73,246300
TDEX,20190422,10.96,10.97,10.94,10.94,38100
TGOLDETF,20190422,3.77,3.78,3.77,3.77,16300
2S,20190422,2.34,2.48,2.28,2.28,2139200
7UP,20190422,0.29,0.29,0.28,0.29,1501200
A,20190422,6.35,6.35,6.35,6.35,10100
AAV,20190422,4.32,4.36,4.3,4.32,14641800
ABICO,20190422,4.38,4.38,4.34,4.38,5900
ABM,20190422,0.93,0.94,0.92,0.94,39000
ABPIF,20190422,5.85,5.85,5.8,5.8,252900
ACAP,20190422,3.9,3.92,3.86,3.88,572100
ACC,20190422,0.72,0.73,0.71,0.73,788000
ADB,20190422,0.89,0.91,0.89,0.89,74100
ADVANC,20190422,190.5,191,188,188,3294900
AEC,20190422,0.47,0.49,0.47,0.48,227300
AEONTS,20190422,183.5,184.5,182.5,182.5,213200
AF,20190422,0.67,0.69,0.65,0.68,38300
AGE,20190422,0.9,0.9,0.88,0.89,1431700
AH,20190422,20.3,20.4,19.9,20,536900
AHC,20190422,17.6,17.7,17.5,17.7,1600
AIMIRT,20190422,12.1,12.2,12.1,12.2,93300
AIRA,20190422,1.48,1.48,1.45,1.47,2600
AIT,20190422,21.5,21.5,21.4,21.5,501100
AJ,20190422,10.4,10.4,10.2,10.2,121500
AJA,20190422,0.21,0.21,0.2,0.2,807600
AKP,20190422,1.94,1.96,1.93,1.93,679100
AKR,20190422,0.8,0.81,0.79,0.8,552700
ALLA,20190422,1.74,1.76,1.73,1.73,2963600
ALT,20190422,2.98,3,2.98,3,31200
ALUCON,20190422,178.5,179,178.5,178.5,5300
AMA,20190422,4.46,4.5,4.32,4.34,1148800
AMANAH,20190422,1.69,1.71,1.68,1.68,1275900
AMARIN,20190422,5.25,5.25,5.15,5.25,194200
AMATA,20190422,22.7,22.7,22.1,22.2,12794900
AMATAR,20190422,11.6,11.7,11.6,11.6,99700
AMATAV,20190422,5.35,5.35,5.3,5.35,26300
AMC,20190422,1.8,1.8,1.79,1.79,62700
ANAN,20190422,4.04,4.1,4.02,4.04,9223800
AOT,20190422,69.25,69.5,68.5,68.5,18660100
AP,20190422,8.15,8.2,8,8.05,12618000
APCO,20190422,4.16,4.2,4.14,4.18,71100
APCS,20190422,4.88,4.9,4.82,4.82,84600
APEX,20190422,0.19,0.2,0.19,0.2,151600
APURE,20190422,1.29,1.3,1.29,1.3,138600
AQ,20190422,0.02,0.03,0.02,0.03,4284200
AQUA,20190422,0.54,0.57,0.53,0.55,36600200
ARIP,20190422,0.49,0.49,0.47,0.48,286000
ARROW,20190422,9.5,9.6,9.5,9.55,299100
AS,20190422,0.9,0.92,0.88,0.88,29800
ASAP,20190422,2.78,2.84,2.78,2.8,862200
ASEFA,20190422,5.7,5.75,5.55,5.55,1380200
ASIA,20190422,7.75,7.75,7.7,7.7,11700
ASIAN,20190422,7.8,7.95,7.75,7.85,1845700
ASIMAR,20190422,1.97,1.99,1.97,1.99,53400
ASK,20190422,23.1,23.5,23.1,23.4,410600
ASP,20190422,3.08,3.1,3.08,3.1,500600
ATP30,20190422,1.42,1.42,1.41,1.41,314000
AU,20190422,9.1,9.1,8.8,8.9,1471900
AUCT,20190422,6.3,6.5,6.3,6.45,2764900
AYUD,20190422,44.25,45,44.25,44.5,10200
B,20190422,0.49,0.52,0.49,0.5,2062300
B-WORK,20190422,11.1,11.1,11,11,246000
BA,20190422,12,12,11.9,11.9,296600
BAFS,20190422,37,37.25,36.75,36.75,154900
BANPU,20190422,16.5,16.5,16.3,16.4,27452100
BAT-3K,20190422,234,234,234,234,1800
BAY,20190422,38.25,38.25,37.75,38.25,1012400
BBL,20190422,211,211,209,210,4076000
BCH,20190422,17.7,17.9,17.6,17.6,8492100
BCP,20190422,33.5,33.75,33.25,33.5,4043100
BCPG,20190422,17.4,17.9,17.3,17.9,22453500
BCT,20190422,47.5,47.5,47.25,47.5,6000
BDMS,20190422,25.75,26,25.25,25.25,26851200
BEAUTY,20190422,7,7.1,6.95,7,36604300
BEC,20190422,9.15,9.3,8.7,8.75,43886700
BEM,20190422,10.2,10.5,10.2,10.3,44978500
BFIT,20190422,18.2,18.2,18,18.1,107900
BGC,20190422,11.1,11.4,11.1,11.3,1452100
BGRIM,20190422,33,33,32,32.25,13622000
BGT,20190422,1.1,1.11,1.06,1.06,638300
BH,20190422,178,179,177,178.5,711900
BIG,20190422,1.26,1.29,1.26,1.28,8992900
BIZ,20190422,3,3.02,2.94,2.96,287100
BJC,20190422,51.5,51.75,51,51,2438700
BJCHI,20190422,2.06,2.1,2.06,2.06,118800
BKD,20190422,2.94,2.94,2.9,2.9,230200
BKI,20190422,325,325,324,324,16700
BKKCP,20190422,12.6,12.6,12.6,12.6,40000
BLA,20190422,29.5,29.75,29.25,29.25,1027200
BLAND,20190422,1.6,1.61,1.6,1.6,12566000
BM,20190422,2.86,2.86,2.86,2.86,2200
BOFFICE,20190422,13.9,14,13.9,14,10800
BOL,20190422,2.2,2.2,2.16,2.2,251100
BPP,20190422,23.2,23.2,23.1,23.2,2355000
BR,20190422,3.96,3.96,3.8,3.84,4513700
BROCK,20190422,1.98,1.99,1.93,1.98,95200
BROOK,20190422,0.51,0.51,0.5,0.51,426800
BRR,20190422,6.2,6.2,6.1,6.2,74800
BRRGIF,20190422,10,10.1,10,10.1,103000
BSBM,20190422,0.92,0.92,0.91,0.92,674400
BSM,20190422,0.58,0.58,0.57,0.57,138600
BTS,20190422,11.5,11.8,11.5,11.6,29899100
BTSGIF,20190422,12.2,12.3,12.2,12.2,1113300
BTW,20190422,1.52,1.55,1.47,1.48,656300
BWG,20190422,1.12,1.13,1.11,1.11,8451900
CAZ,20190422,2.7,2.7,2.56,2.56,4416300
CBG,20190422,63,65.5,62.25,65.5,8434600
CCET,20190422,1.89,1.9,1.89,1.9,221200
CCP,20190422,0.36,0.36,0.35,0.36,967500
CEN,20190422,1.05,1.06,1.04,1.04,801500
CENTEL,20190422,44,44,43.25,43.5,5735700
CFRESH,20190422,3.84,4.06,3.8,3.94,46200
CGD,20190422,1.11,1.12,1.09,1.11,683500
CGH,20190422,0.91,0.93,0.91,0.92,346100
CHARAN,20190422,32.75,32.75,32.5,32.75,7400
CHAYO,20190422,4.76,5.15,4.72,5.1,14127700
CHEWA,20190422,1.12,1.14,1.11,1.12,7289100
CHG,20190422,1.98,2,1.98,1.99,85249000
CHO,20190422,1.13,1.14,1.13,1.13,441800
CHOTI,20190422,122.5,123,122.5,123,300
CHOW,20190422,2.46,2.46,2.42,2.44,105600
CI,20190422,1.3,1.32,1.28,1.29,105200
CIG,20190422,0.28,0.29,0.28,0.28,434600
CIMBT,20190422,0.78,0.78,0.77,0.77,438400
CITY,20190422,2.26,2.28,2.26,2.26,24800
CK,20190422,25.5,26,25.25,25.5,5670600
CKP,20190422,5.3,5.4,5.25,5.3,75644600
CM,20190422,4.14,4.16,4.12,4.14,78800
CMAN,20190422,2.66,2.7,2.64,2.64,656700
CMC,20190422,1.71,1.73,1.71,1.71,3600000
CMO,20190422,1.66,1.66,1.62,1.62,1388200
CMR,20190422,2.36,2.36,2.34,2.34,44400
CNS,20190422,1.89,1.89,1.87,1.87,105500
CNT,20190422,1.98,1.98,1.97,1.97,17800
COL,20190422,24.6,24.9,24.3,24.4,225400
COLOR,20190422,1.3,1.33,1.3,1.3,60600
COM7,20190422,18.6,19.3,18.5,19.3,18499600
COMAN,20190422,4.24,4.28,3.94,4.24,265000
COTTO,20190422,2.14,2.16,2.14,2.14,197900
CPALL,20190422,77.5,77.5,77,77.5,8604100
CPF,20190422,25.75,26,25.5,25.75,11237000
CPH,20190422,7,7,7,7,100
CPI,20190422,1.43,1.43,1.41,1.41,36300
CPL,20190422,2.04,2.04,2.04,2.04,3000
CPN,20190422,76.25,76.5,75.75,76.25,3236500
CPNCG,20190422,15.1,15.1,15.1,15.1,92800
CPNREIT,20190422,29.5,29.5,29,29.25,525300
CPR,20190422,5.25,5.3,5.15,5.15,282900
CPT,20190422,1.17,1.18,1.16,1.17,3704900
CPTGF,20190422,13,13,12.9,12.9,15900
CRANE,20190422,1.73,1.75,1.73,1.73,49500
CRD,20190422,1.02,1.02,1,1.02,85500
CRYSTAL,20190422,9.1,9.15,9.1,9.1,328600
CSC,20190422,42.5,43.25,42,43.25,4100
CSP,20190422,1.25,1.25,1.24,1.24,13000
CSS,20190422,2,2.02,2,2,641100
CTARAF,20190422,4.8,4.8,4.74,4.8,101600
CTW,20190422,7.95,8,7.9,7.95,72700
CWT,20190422,3.06,3.08,3.04,3.08,53600
D,20190422,7.25,7.25,7.15,7.2,254800
DCC,20190422,2.12,2.14,2.08,2.14,4742700
DCON,20190422,0.48,0.48,0.46,0.47,3954900
DCORP,20190422,0.55,0.57,0.53,0.53,1774600
DDD,20190422,33.5,34.25,33,33,1700100
DELTA,20190422,75.25,75.5,74.5,74.75,658500
DEMCO,20190422,2.94,3.12,2.94,3.12,6356400
DIF,20190422,15.6,15.6,15.5,15.5,3428300
DIGI,20190422,0.3,0.3,0.29,0.3,213000
DIMET,20190422,0.85,0.87,0.84,0.86,720300
DOD,20190422,10.4,10.7,10.4,10.5,2840100
DREIT,20190422,5.75,5.75,5.75,5.75,111000
DRT,20190422,5.5,5.5,5.45,5.45,154600
DTAC,20190422,54.5,55.25,54,54,4195600
DTC,20190422,10.9,11,10.7,10.9,162900
EA,20190422,53.5,53.75,52,52.25,18080900
EASON,20190422,2.3,2.3,2.22,2.22,178400
EASTW,20190422,11.6,11.7,11.6,11.6,571500
ECF,20190422,2.44,2.46,2.4,2.42,444200
ECL,20190422,1.68,1.69,1.67,1.68,3077000
EE,20190422,0.54,0.56,0.54,0.54,1277300
EFORL,20190422,0.05,0.06,0.05,0.05,1814400
EGATIF,20190422,11.9,11.9,11.8,11.8,4882900
EGCO,20190422,299,299,294,295,772700
EIC,20190422,0.05,0.05,0.04,0.04,258600
EKH,20190422,6.05,6.05,5.9,5.95,1412700
EMC,20190422,0.3,0.31,0.3,0.31,3353600
EPCO,20190422,3.54,3.54,3.5,3.5,702900
EPG,20190422,6.55,6.7,6.55,6.6,2512300
ERW,20190422,7.05,7.1,6.9,6.9,11019400
ERWPF,20190422,5.15,5.15,5.1,5.15,68000
ESSO,20190422,11.9,12.1,11.9,11.9,20190800
ESTAR,20190422,0.55,0.55,0.54,0.54,135100
ETE,20190422,1.31,1.37,1.31,1.34,1123600
EVER,20190422,0.57,0.57,0.55,0.56,14630000
F&D,20190422,17.5,17.9,17.5,17.9,400
FANCY,20190422,0.59,0.6,0.58,0.59,650000
FC,20190422,0.34,0.35,0.33,0.33,295800
FLOYD,20190422,1.98,2.02,1.97,2.02,552300
FMT,20190422,24.2,24.2,24.2,24.2,300
FN,20190422,2.06,2.06,2.02,2.02,2188100
FNS,20190422,3.56,3.56,3.5,3.56,185200
FOCUS,20190422,1.56,1.59,1.56,1.56,372300
FORTH,20190422,6.05,6.1,6.05,6.1,123600
FPI,20190422,2.3,2.32,2.28,2.3,265000
FPT,20190422,17.1,17.3,17,17,102000
FSMART,20190422,7.35,7.55,7.35,7.45,2276500
FSS,20190422,1.82,1.85,1.8,1.84,36500
FTE,20190422,2.2,2.2,2.18,2.18,183600
FTREIT,20190422,13.4,13.5,13.4,13.5,1114500
FUTUREPF,20190422,24.1,24.1,24.1,24.1,2300
FVC,20190422,0.8,0.82,0.79,0.79,3440200
GAHREIT,20190422,9.35,9.35,9.3,9.3,6400
GBX,20190422,0.6,0.6,0.59,0.59,247600
GC,20190422,5.1,5.1,5.05,5.1,54300
GCAP,20190422,2.7,2.7,2.64,2.66,2710500
GEL,20190422,0.27,0.27,0.27,0.27,513000
GENCO,20190422,0.79,0.8,0.78,0.79,566700
GFPT,20190422,15,15,14.7,14.9,1955100
GGC,20190422,12.3,12.4,12.1,12.1,1519300
GIFT,20190422,3.8,3.8,3.76,3.76,6500
GJS,20190422,0.13,0.14,0.13,0.13,6990900
GL,20190422,8,8.15,7.7,7.8,18029400
GLAND,20190422,2.62,2.64,2.62,2.64,65800
GLANDRT,20190422,13,13,12.9,12.9,7900
GLOBAL,20190422,17.6,17.8,17.5,17.7,3809900
GLOW,20190422,91.25,91.5,91.25,91.25,661600
GOLD,20190422,8.35,8.4,8.35,8.35,675900
GPI,20190422,2.12,2.14,2.08,2.1,264600
GPSC,20190422,61.5,62.25,61,61.25,2156600
GRAMMY,20190422,8.65,8.65,8.45,8.45,7500
GRAND,20190422,0.9,0.92,0.9,0.91,1844500
GREEN,20190422,1.13,1.13,1.13,1.13,30200
GSC,20190422,1.44,1.47,1.42,1.43,4656000
GTB,20190422,0.59,0.6,0.59,0.59,77800
GULF,20190422,101,101.5,100,100.5,4357100
GUNKUL,20190422,3.18,3.18,3.12,3.12,13141000
GVREIT,20190422,16,16,15.7,15.8,91700
HANA,20190422,32.5,33.25,32.25,32.75,1526900
HARN,20190422,2.42,2.44,2.4,2.42,62500
HFT,20190422,2.98,2.98,2.96,2.96,118000
HMPRO,20190422,15.4,15.6,15.3,15.5,20363600
HPF,20190422,5.3,5.3,5.3,5.3,5300
HPT,20190422,0.94,0.98,0.94,0.95,1164800
HREIT,20190422,7.8,7.85,7.8,7.85,1033400
HTC,20190422,14.8,15.1,14.8,14.8,268100
HTECH,20190422,5.1,5.25,5.1,5.25,451900
HUMAN,20190422,8.15,8.15,7.95,7.95,1864300
HYDRO,20190422,0.64,0.65,0.62,0.64,296600
ICC,20190422,39.75,39.75,39.75,39.75,100
ICHI,20190422,3.72,3.92,3.7,3.88,11146800
ICN,20190422,1.98,1.98,1.94,1.95,143500
IFS,20190422,3,3,2.98,2.98,158800
IHL,20190422,7.85,7.9,7.75,7.8,393800
III,20190422,6.25,6.25,6.15,6.15,2645000
ILINK,20190422,4.94,4.96,4.92,4.94,576800
IMPACT,20190422,23.9,24,23.8,23.8,263700
INET,20190422,3.36,3.42,3.36,3.38,205500
INGRS,20190422,0.69,0.69,0.68,0.68,529100
INOX,20190422,0.9,0.91,0.9,0.91,854600
INTUCH,20190422,59.5,59.5,58.25,58.75,8687000
IRC,20190422,18.8,18.8,18.7,18.8,6700
IRCP,20190422,0.8,0.81,0.79,0.79,343300
IRPC,20190422,5.75,5.8,5.65,5.7,108297200
IT,20190422,2.64,2.64,2.62,2.64,1700
ITD,20190422,2.38,2.42,2.38,2.4,16046600
ITEL,20190422,3.34,3.36,3.3,3.36,145200
IVL,20190422,48.5,49,48.25,48.25,9274500
J,20190422,1.15,1.15,1.1,1.1,622400
JAS,20190422,5.65,5.65,5.6,5.6,4187300
JASIF,20190422,10.3,10.4,10.3,10.3,26175200
JCK,20190422,1.63,1.66,1.62,1.64,655100
JCKH,20190422,0.86,0.9,0.86,0.87,208700
JKN,20190422,8.2,8.25,8.05,8.05,2100700
JMART,20190422,9.35,9.4,9.15,9.25,5008700
JMT,20190422,14.5,15,14.4,14.8,1979900
JSP,20190422,0.43,0.44,0.42,0.43,4241500
JTS,20190422,1.41,1.41,1.38,1.4,42400
JUBILE,20190422,14.6,14.8,14.6,14.7,133100
JWD,20190422,9.15,9.15,8.65,8.75,3421000
K,20190422,2.16,2.16,2.12,2.14,187400
KAMART,20190422,3.86,3.88,3.82,3.84,442100
KASET,20190422,2.02,2.02,2,2,16300
KBANK,20190422,190,191,190,190.5,2616700
KBS,20190422,4.1,4.1,4.04,4.1,41200
KCAR,20190422,11.6,11.7,11.6,11.6,30400
KCE,20190422,26.25,26.75,26,26.25,4016300
KCM,20190422,1.02,1.03,1.01,1.01,281500
KDH,20190422,96,96,94,94,2000
KGI,20190422,4.4,4.42,4.38,4.38,6174200
KIAT,20190422,0.44,0.44,0.44,0.44,861900
KKC,20190422,1.16,1.18,1.15,1.18,35800
KKP,20190422,70,70.5,69.25,69.5,15637600
KOOL,20190422,1.49,1.56,1.49,1.5,40012000
KPNPF,20190422,8.7,8.7,8.65,8.65,33400
KSL,20190422,3.08,3.08,3.02,3.02,1097900
KTB,20190422,19.3,19.6,19.2,19.4,82471600
KTC,20190422,39.75,40,39.25,39.25,7814200
KTIS,20190422,5.65,5.65,5.5,5.55,24900
KWC,20190422,294,294,294,294,400
KWG,20190422,1.78,1.78,1.7,1.74,180000
KWM,20190422,1.24,1.25,1.23,1.23,3190200
KYE,20190422,398,400,398,399,1200
L&E,20190422,2.82,2.84,2.78,2.8,255600
LALIN,20190422,4.76,4.8,4.76,4.76,882600
LANNA,20190422,11.7,11.7,11.7,11.7,37300
LDC,20190422,1.07,1.07,1.04,1.04,423600
LEE,20190422,2.52,2.52,2.42,2.46,214300
LH,20190422,11,11.2,11,11.2,48522500
LHFG,20190422,1.57,1.58,1.56,1.56,7719600
LHHOTEL,20190422,19,19,18.7,18.9,60600
LHK,20190422,3.86,3.9,3.86,3.9,353200
LHPF,20190422,8.55,8.55,8.55,8.55,16400
LIT,20190422,5.95,5.95,5.9,5.9,195600
LOXLEY,20190422,2.02,2.04,2,2,656800
LPH,20190422,5.45,5.5,5.4,5.4,537800
LPN,20190422,7.15,7.25,7.05,7.05,8060100
LRH,20190422,64.75,64.75,64.75,64.75,5000
LST,20190422,4.62,4.64,4.62,4.64,71800
LTX,20190422,95,95,95,95,100
LUXF,20190422,8.65,8.65,8.65,8.65,9000
M,20190422,72.5,73.25,70,70,1958300
M-PAT,20190422,9.5,9.5,9.35,9.4,68200
MACO,20190422,1.47,1.54,1.47,1.53,23525300
MAJOR,20190422,27,27.25,26.75,27,3482000
MAKRO,20190422,34.25,34.25,34,34.25,255800
MALEE,20190422,8.2,8.2,7.9,7.95,1057000
MATCH,20190422,2.1,2.1,2.1,2.1,822000
MATI,20190422,5,5.35,5,5.35,2100
