<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190624,11.48,11.48,11.43,11.43,8900
BMSCG,20190624,8.5,8.55,8.5,8.5,4100
BMSCITH,20190624,13.03,13.03,12.96,12.99,316200
BSET100,20190624,11.15,11.15,11.1,11.12,304400
CHINA,20190624,5.53,5.53,5.5,5.51,15300
ENY,20190624,7.65,7.65,7.65,7.65,1800
ESET50,20190624,6.07,6.07,6.07,6.07,400
GLD,20190624,1.8,1.82,1.8,1.81,460800
TDEX,20190624,11.34,11.34,11.26,11.27,158100
TGOLDETF,20190624,3.99,4,3.98,3.98,311000
2S,20190624,2.24,2.24,2.16,2.2,520600
7UP,20190624,0.25,0.26,0.25,0.26,1330800
A,20190624,6.35,6.35,6.35,6.35,13000
AAV,20190624,4.08,4.12,4.08,4.1,8611700
ABICO,20190624,4.16,4.5,4.1,4.3,474200
ABM,20190624,0.87,0.87,0.87,0.87,99100
ABPIF,20190624,6.15,6.15,6.1,6.1,46700
ACAP,20190624,3.06,3.14,3,3,3738500
ACC,20190624,0.7,0.7,0.68,0.7,165600
ADB,20190624,0.83,0.84,0.83,0.83,99500
ADVANC,20190624,206,207,204,205,2186800
AEC,20190624,0.57,0.58,0.56,0.58,2206200
AEONTS,20190624,229,232,227,228,254700
AF,20190624,0.71,0.71,0.68,0.7,27100
AFC,20190624,8.05,8.05,8.05,8.05,200
AGE,20190624,1.03,1.06,1.03,1.05,5323700
AH,20190624,19.4,19.4,19.3,19.4,71800
AHC,20190624,16.2,16.2,15.9,16,60700
AI,20190624,1.63,1.64,1.58,1.59,45546700
AIE,20190624,0.66,0.67,0.57,0.63,72720000
AIMIRT,20190624,12.6,12.7,12.6,12.6,70900
AIRA,20190624,1.29,1.29,1.28,1.28,81900
AIT,20190624,23.1,23.1,22.9,23,120300
AJ,20190624,9.55,9.65,9.5,9.5,35400
AJA,20190624,0.2,0.21,0.2,0.2,2857400
AKP,20190624,1.39,1.41,1.39,1.39,288400
AKR,20190624,0.78,0.78,0.75,0.76,1099400
ALL,20190624,4.6,4.6,4.42,4.5,2903600
ALLA,20190624,1.37,1.38,1.36,1.38,291000
ALT,20190624,2.96,3.02,2.94,3.02,221200
