<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190730,11.33,11.34,11.24,11.25,55100
BMSCG,20190730,8.91,8.91,8.75,8.78,36200
BMSCITH,20190730,12.53,12.53,12.44,12.45,627200
BSET100,20190730,11.05,11.06,10.96,10.96,122100
CHINA,20190730,5.5,5.61,5.5,5.61,51600
EBANK,20190730,5.57,5.57,5.57,5.57,100
EICT,20190730,5.27,5.33,5.26,5.33,500
ESET50,20190730,5.96,5.96,5.96,5.96,500
GLD,20190730,1.83,1.84,1.83,1.83,30800
TDEX,20190730,11.29,11.29,11.14,11.16,87800
TGOLDETF,20190730,4.05,4.05,4.03,4.04,127300
2S,20190730,2.32,2.32,2.26,2.28,154600
7UP,20190730,0.4,0.4,0.36,0.38,7992500
A,20190730,6.3,6.3,6.3,6.3,10000
A5,20190730,1.2,1.45,1.2,1.45,1424100
AAV,20190730,3.9,3.92,3.86,3.88,15660400
ABICO,20190730,4.64,4.66,4.5,4.5,183700
ABM,20190730,0.96,0.97,0.96,0.96,111900
ABPIF,20190730,6.4,6.4,6.3,6.35,88900
ACAP,20190730,2.78,2.78,2.72,2.72,379300
ACC,20190730,0.69,0.7,0.68,0.7,433200
ACG,20190730,1.55,1.58,1.53,1.53,2590300
ADB,20190730,0.76,0.77,0.76,0.77,29000
ADVANC,20190730,214,216,213,214,3417000
AEC,20190730,0.49,0.53,0.49,0.51,651600
AEONTS,20190730,232,233,228,231,274000
AF,20190730,0.68,0.68,0.67,0.68,31700
AFC,20190730,7.65,7.65,7.65,7.65,100
AGE,20190730,0.98,0.99,0.93,0.95,3775300
AH,20190730,19,19,18.6,18.8,346800
AHC,20190730,14.5,14.8,14.4,14.7,51500
AI,20190730,1.4,1.43,1.38,1.38,6991500
AIE,20190730,0.66,0.67,0.65,0.67,8688500
AIMCG,20190730,9.85,9.9,9.85,9.85,501000
AIMIRT,20190730,12.2,12.4,12.2,12.2,961000
AIRA,20190730,1.31,1.36,1.28,1.36,331600
AIT,20190730,23.9,23.9,23.7,23.9,561100
AJ,20190730,8.7,9,8.7,8.85,20700
AJA,20190730,0.21,0.22,0.2,0.21,5326000
AKP,20190730,1.62,1.74,1.55,1.55,5838300
AKR,20190730,0.8,0.81,0.8,0.8,1454900
ALL,20190730,4.94,4.94,4.78,4.78,4008400
ALLA,20190730,1.52,1.54,1.46,1.5,1345300
ALT,20190730,2.9,2.9,2.82,2.86,21400
ALUCON,20190730,170.5,170.5,169,169.5,10200
AMA,20190730,8.65,8.85,8.3,8.3,2369800
AMANAH,20190730,2.44,2.46,2.3,2.34,20936700
AMATA,20190730,24,24.1,23.7,23.7,7848100
AMATAR,20190730,12,12.1,12,12.1,3300
AMATAV,20190730,4.9,4.92,4.88,4.9,3180700
AMC,20190730,1.7,1.73,1.7,1.71,39500
ANAN,20190730,3.76,3.78,3.56,3.6,23100900
AOT,20190730,72,72,71.25,72,13190800
AP,20190730,7.7,7.8,7.5,7.5,13035000
APCO,20190730,3.68,3.68,3.62,3.68,14800
APCS,20190730,4.3,4.32,4.28,4.32,117600
APEX,20190730,0.18,0.19,0.17,0.19,936000
APURE,20190730,1.36,1.4,1.36,1.38,308500
AQ,20190730,0.02,0.03,0.02,0.03,8661000
AQUA,20190730,0.57,0.58,0.56,0.57,16178300
ARIN,20190730,0.97,0.98,0.94,0.94,5071600
ARIP,20190730,0.5,0.5,0.49,0.49,245200
ARROW,20190730,8.55,8.55,8.4,8.4,125600
AS,20190730,0.75,0.75,0.73,0.74,1800
ASAP,20190730,3.46,3.46,3.16,3.3,3188300
ASEFA,20190730,5.3,5.3,5.1,5.2,360200
ASIA,20190730,6.95,7,6.95,7,3000
ASIAN,20190730,6.95,7.05,6.9,6.95,534900
ASIMAR,20190730,1.9,1.9,1.87,1.87,468400
ASK,20190730,24.8,25.25,24.8,24.9,121500
ASN,20190730,5.15,6,5.15,5.5,51500
ASP,20190730,2.8,2.8,2.76,2.78,3729500
ATP30,20190730,1.49,1.51,1.48,1.49,591800
AU,20190730,17,17.2,16.6,16.7,1457200
AUCT,20190730,7.45,7.55,7.25,7.25,1097000
AYUD,20190730,41.25,41.25,41,41,23800
B,20190730,0.54,0.56,0.54,0.55,1139500
B-WORK,20190730,12.1,12.2,12,12.2,24500
B52,20190730,0.21,0.21,0.2,0.2,76100
BA,20190730,10.9,11,10.7,10.7,1406800
BAFS,20190730,36,36,35.25,35.5,522500
BANPU,20190730,14.5,14.6,14.2,14.3,46859600
BAY,20190730,40,40.25,39,39.5,366200
BBL,20190730,185.5,186,182,182.5,5880400
BCH,20190730,15.6,15.7,15.1,15.3,13002400
BCP,20190730,31.25,31.25,30.5,30.5,2358800
BCPG,20190730,19.7,20.2,19.5,19.8,13857000
BCT,20190730,46.5,47.5,46.5,47.5,6700
BDMS,20190730,25,25.25,24.8,24.8,31522200
BEAUTY,20190730,3.9,3.9,3.78,3.78,34524100
BEC,20190730,10.6,10.6,10,10.2,10264900
BEM,20190730,10.5,10.6,10.3,10.5,57793600
BFIT,20190730,17.6,17.8,17.6,17.6,38800
BGC,20190730,12.9,12.9,12.5,12.5,4027300
BGRIM,20190730,36,36.25,35,35.25,2581900
BGT,20190730,1.07,1.07,1.02,1.02,74100
BH,20190730,170.5,171,169,170.5,634500
BIG,20190730,1.21,1.25,1.2,1.22,28894700
BIZ,20190730,2.56,2.58,2.54,2.58,101700
BJC,20190730,51.75,52,51.25,51.5,2117100
BJCHI,20190730,2.8,2.84,2.7,2.76,2466200
BKD,20190730,2.88,2.88,2.84,2.84,387400
BKI,20190730,330,330,329,329,12500
BKKCP,20190730,13.3,13.5,13.3,13.5,107500
BLA,20190730,25.75,26,25.5,25.75,546300
BLAND,20190730,1.71,1.73,1.7,1.72,14419400
BLISS,20190730,0.12,0.13,0.11,0.11,99588400
BM,20190730,2.44,2.44,2.4,2.4,104600
BOFFICE,20190730,15.4,15.4,15.3,15.3,90700
BOL,20190730,2.6,2.66,2.6,2.62,170000
BPP,20190730,22.7,22.8,22.1,22.2,4220800
BR,20190730,3.34,3.36,3.28,3.3,901400
BROOK,20190730,0.53,0.53,0.51,0.51,1552100
BRR,20190730,6,6.05,6,6.05,102600
BRRGIF,20190730,9.75,9.8,9.75,9.8,11600
BSBM,20190730,0.9,0.9,0.89,0.89,221700
BSM,20190730,0.43,0.43,0.4,0.4,3015100
BTS,20190730,12.3,12.4,12.1,12.1,32969300
BTSGIF,20190730,11,11.1,11,11.1,459800
BTW,20190730,1.42,1.44,1.41,1.44,47100
BUI,20190730,12.6,12.6,12.2,12.6,68500
BWG,20190730,0.86,0.87,0.85,0.85,7377800
CAZ,20190730,2.5,2.5,2.4,2.42,3639400
CBG,20190730,79,80.5,78.25,78.5,2343800
CCET,20190730,1.76,1.77,1.75,1.76,478800
