<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191021,10.5,10.5,10.41,10.43,600
BMSCG,20191021,7.89,7.89,7.86,7.86,735500
BMSCITH,20191021,11.82,11.83,11.75,11.76,378100
BSET100,20191021,10.6,10.61,10.54,10.54,100800
CHINA,20191021,5.37,5.37,5.36,5.36,5700
EICT,20191021,6,6,5.42,5.42,700
ENGY,20191021,8.3,8.3,6.45,6.45,200
ESET50,20191021,6,6,5.79,5.79,1800
GLD,20191021,1.93,1.93,1.9,1.91,1032100
TDEX,20191021,10.84,10.86,10.78,10.78,45600
TGOLDETF,20191021,4.16,4.16,4.15,4.16,14700
2S,20191021,2.3,2.34,2.26,2.26,218100
7UP,20191021,0.51,0.52,0.51,0.51,1254500
A,20191021,6.2,6.2,6.2,6.2,9500
AAV,20191021,2.72,2.74,2.66,2.66,9630000
ABICO,20191021,4,4.18,4,4.16,63700
ABM,20191021,0.88,0.89,0.86,0.88,150200
ABPIF,20191021,4.84,4.84,4.82,4.84,101100
ACAP,20191021,1.63,1.64,1.6,1.6,1508300
ACC,20191021,0.66,0.66,0.64,0.65,29000
ACG,20191021,1.14,1.17,1.12,1.13,399500
ADB,20191021,0.61,0.62,0.6,0.62,128900
ADVANC,20191021,231,233,229,233,3109000
AEC,20191021,0.32,0.32,0.3,0.31,241500
AEONTS,20191021,210,211,208,208,96900
AF,20191021,0.66,0.67,0.64,0.64,145200
AGE,20191021,0.93,0.95,0.93,0.94,1773300
AH,20191021,15.7,15.8,15.5,15.6,202100
AI,20191021,1.16,1.16,1.14,1.15,337200
AIE,20191021,0.39,0.39,0.37,0.37,2604800
AIMCG,20191021,10,10,9.9,9.9,373500
AIMIRT,20191021,14.8,14.9,14.7,14.9,243300
AIRA,20191021,1.3,1.3,1.3,1.3,300
AIT,20191021,20.5,20.6,20.4,20.5,100500
AJ,20191021,8.2,8.2,8.2,8.2,2000
AJA,20191021,0.18,0.18,0.17,0.18,1083100
AKP,20191021,1.27,1.29,1.27,1.27,1516300
AKR,20191021,0.72,0.72,0.71,0.71,163200
ALL,20191021,4.48,4.54,4.44,4.48,3264000
ALLA,20191021,1.15,1.15,1.13,1.13,63100
ALT,20191021,2.26,2.28,2.22,2.22,43200
AMA,20191021,7.15,7.15,6.9,6.95,519300
AMANAH,20191021,3.04,3.04,2.94,2.98,20857800
AMARIN,20191021,4.8,4.8,4.74,4.74,2600
AMATA,20191021,24.9,25.25,24.9,24.9,4457700
AMATAR,20191021,12.7,12.7,12.7,12.7,8500
AMATAV,20191021,4.88,4.9,4.88,4.88,44700
