<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191028,10.32,10.32,10.31,10.31,25300
BMSCG,20191028,7.6,7.6,7.41,7.52,32600
BMSCITH,20191028,11.53,11.58,11.46,11.58,799200
BSET100,20191028,10.3,10.3,10.15,10.27,331100
CHINA,20191028,5.41,5.41,5.4,5.4,3900
EBANK,20191028,4.65,4.65,4.65,4.65,20000
ENGY,20191028,6.26,6.26,6.26,6.26,100
GLD,20191028,1.93,1.93,1.92,1.93,27400
TDEX,20191028,10.65,10.69,10.56,10.68,115800
TGOLDETF,20191028,4.18,4.2,4.18,4.2,50400
TH100,20191028,4.62,4.62,4.62,4.62,3000
2S,20191028,2.24,2.3,2.24,2.3,144900
7UP,20191028,0.51,0.51,0.49,0.51,4147100
A,20191028,6.2,6.2,6.15,6.15,8200
AAV,20191028,2.5,2.56,2.5,2.52,9551000
ABICO,20191028,3.72,4.04,3.72,4.02,8300
ABM,20191028,0.84,0.87,0.83,0.86,73700
ABPIF,20191028,4.78,4.78,4.76,4.76,94300
ACAP,20191028,1.61,1.61,1.55,1.56,1186300
ACC,20191028,0.7,0.7,0.66,0.68,48400
ACG,20191028,1.1,1.11,1.09,1.11,327500
ADB,20191028,0.6,0.6,0.55,0.58,306900
ADVANC,20191028,232,235,232,232,3980000
AEC,20191028,0.35,0.35,0.31,0.33,601600
AEONTS,20191028,207,208,204,208,248000
AF,20191028,0.67,0.67,0.63,0.64,25800
AFC,20191028,6.8,6.8,6.8,6.8,1100
AGE,20191028,0.93,0.93,0.9,0.92,673200
AH,20191028,15.1,15.2,15,15.2,106400
AHC,20191028,15,15.6,15,15.6,68800
AI,20191028,1.09,1.09,1.06,1.06,3054500
AIE,20191028,0.36,0.36,0.33,0.33,8006900
AIMCG,20191028,9.95,9.95,9.9,9.95,160000
AIMIRT,20191028,14,14,13.4,13.8,1263200
AIRA,20191028,1.29,1.3,1.28,1.3,235000
AIT,20191028,19.4,19.4,19.1,19.4,97000
AJ,20191028,8,8.1,8,8.1,13500
AJA,20191028,0.16,0.17,0.15,0.16,3581300
AKP,20191028,1.26,1.27,1.25,1.26,1556700
AKR,20191028,0.67,0.68,0.65,0.66,644600
ALL,20191028,4.38,4.44,4.34,4.44,1121500
ALLA,20191028,1.08,1.09,1.04,1.05,527400
ALT,20191028,2.12,2.18,2.12,2.18,36700
ALUCON,20191028,158,158,157,158,900
AMA,20191028,6.35,6.35,5.7,6.05,870600
AMANAH,20191028,2.92,2.96,2.76,2.88,28197500
AMARIN,20191028,4.66,4.82,4.66,4.74,10800
AMATA,20191028,24.2,24.6,24,24.3,7099300
AMATAR,20191028,12.8,12.8,12.7,12.8,25100
AMATAV,20191028,4.88,4.96,4.88,4.88,154900
AMC,20191028,1.75,1.77,1.75,1.75,127500
ANAN,20191028,3,3.02,2.96,3,10987600
AOT,20191028,76.25,77.5,75.75,77.5,16444900
AP,20191028,6.55,6.6,6.45,6.55,7136600
APCO,20191028,3.32,3.32,3.24,3.3,78600
APCS,20191028,3.9,3.9,3.9,3.9,10100
APEX,20191028,0.13,0.13,0.13,0.13,321200
APURE,20191028,0.73,0.73,0.69,0.7,949700
AQ,20191028,0.01,0.02,0.01,0.02,6495000
AQUA,20191028,0.45,0.46,0.45,0.45,6400800
ARIN,20191028,0.58,0.6,0.57,0.57,2271600
ARIP,20191028,0.44,0.44,0.42,0.42,587900
ARROW,20191028,8.25,8.4,8.2,8.3,156900
AS,20191028,0.82,0.82,0.82,0.82,122600
ASAP,20191028,2.24,2.24,2.18,2.22,900100
ASEFA,20191028,4.3,4.36,4.26,4.26,549900
ASIA,20191028,6.2,6.25,6.2,6.2,25600
ASIAN,20191028,5.15,5.15,4.96,4.98,772300
ASIMAR,20191028,1.35,1.35,1.31,1.32,198600
ASK,20191028,25.75,26,25.75,25.75,149100
ASN,20191028,6,6.45,5,6.4,63100
ASP,20191028,1.71,1.72,1.69,1.7,3415000
ATP30,20191028,1.34,1.35,1.33,1.33,85300
AU,20191028,11.3,11.6,11.1,11.4,1345200
AUCT,20191028,8.75,8.75,8.25,8.4,1537900
AWC,20191028,6.05,6.15,6,6.05,210887900
AYUD,20191028,39,39,38.75,39,17300
B,20191028,0.28,0.28,0.26,0.27,135500
B-WORK,20191028,12.8,12.8,12.6,12.7,72900
B52,20191028,0.21,0.26,0.2,0.25,1239500
BA,20191028,7.5,7.5,7.4,7.5,619500
BAFS,20191028,31.25,31.5,31.25,31.5,205500
BANPU,20191028,11.5,11.6,11.3,11.4,19740000
BAY,20191028,31.25,31.25,30.5,30.75,231500
BBL,20191028,165,165,163,165,2690200
BCH,20191028,16.5,16.8,16.2,16.7,11995400
BCP,20191028,23.8,23.8,23.4,23.6,3230300
BCPG,20191028,18.2,18.2,17.7,18,4767000
BCT,20191028,41,42.25,40,42.25,6100
BDMS,20191028,23.7,24.1,23.6,24,17016300
BEAUTY,20191028,2.24,2.32,2.16,2.28,110851000
BEC,20191028,6.4,6.55,6.2,6.55,3136200
BEM,20191028,10.8,10.9,10.7,10.8,24884200
BFIT,20191028,36.75,38.25,36.5,38.25,2560500
BGC,20191028,15.2,15.6,14.9,15.5,2217200
BGRIM,20191028,52,52.25,50.5,51.25,22196300
BGT,20191028,1.02,1.02,1.02,1.02,66400
BH,20191028,112.5,123,112.5,122,2958800
BIG,20191028,0.55,0.56,0.53,0.54,4831200
BIZ,20191028,2.6,2.6,2.52,2.56,240400
BJC,20191028,48,49,48,48.5,2964400
BJCHI,20191028,2.18,2.18,2.12,2.16,267800
BKD,20191028,2.7,2.74,2.7,2.72,46100
BKI,20191028,308,310,305,309,12800
BKKCP,20191028,14,14,13.7,14,15500
BLA,20191028,17.6,17.6,17.1,17.5,566000
BLAND,20191028,1.4,1.42,1.39,1.41,11790800
BM,20191028,1.98,2.02,1.98,2,15900
BOFFICE,20191028,17.2,17.2,17.1,17.2,161100
BOL,20191028,3.06,3.06,2.88,2.92,792000
BPP,20191028,18,18,17.5,17.7,1701200
BR,20191028,2.46,2.48,2.42,2.44,1015500
BROCK,20191028,1.83,1.84,1.83,1.84,6800
BROOK,20191028,0.44,0.44,0.42,0.43,929300
BRR,20191028,4.3,4.3,4.08,4.2,62400
BRRGIF,20191028,8.8,8.8,8.75,8.75,52700
BSBM,20191028,0.87,0.87,0.87,0.87,100
BSM,20191028,0.41,0.41,0.39,0.4,312800
BTNC,20191028,15.3,15.3,15,15,1000
BTS,20191028,13.4,13.5,13.3,13.4,19552800
BTSGIF,20191028,11,11.1,11,11,460500
BTW,20191028,0.93,1,0.91,0.95,289800
BWG,20191028,0.52,0.52,0.5,0.51,6299400
CAZ,20191028,2.06,2.08,2.02,2.06,244200
CBG,20191028,84.25,86.75,83,86.25,2897400
CCET,20191028,1.67,1.68,1.65,1.66,428500
CCP,20191028,0.3,0.3,0.29,0.3,2685500
CEN,20191028,0.73,0.74,0.71,0.71,532400
CENTEL,20191028,27,27.25,26.25,27.25,4931200
CFRESH,20191028,1.92,1.94,1.78,1.79,1061400
CGD,20191028,0.9,0.93,0.9,0.92,22072000
CGH,20191028,0.83,0.83,0.82,0.83,229700
CHARAN,20191028,22.2,22.2,22.2,22.2,100
CHAYO,20191028,4.9,5.05,4.76,5.05,3798600
CHEWA,20191028,0.63,0.64,0.63,0.63,668400
CHG,20191028,2.5,2.54,2.48,2.5,21617700
CHO,20191028,0.78,0.78,0.76,0.77,669300
CHOTI,20191028,82.25,82.25,82,82,500
CHOW,20191028,1.63,1.68,1.56,1.56,287500
CI,20191028,0.9,0.9,0.88,0.89,1411200
CIG,20191028,0.22,0.22,0.22,0.22,31700
CIMBT,20191028,0.59,0.59,0.54,0.58,1504900
CK,20191028,20.5,21,20.1,20.5,8534700
CKP,20191028,6.15,6.35,5.9,6.3,58708100
CM,20191028,2.96,3,2.94,3,62500
CMAN,20191028,1.78,1.78,1.74,1.75,162600
CMC,20191028,0.93,0.93,0.9,0.91,477400
CMO,20191028,0.88,0.88,0.85,0.86,194300
CMR,20191028,2.16,2.18,2.14,2.16,78000
CNS,20191028,2.46,2.46,2.44,2.44,514200
CNT,20191028,1.67,1.7,1.66,1.7,41300
COL,20191028,18.9,18.9,18,18.7,79000
COLOR,20191028,1.09,1.1,1.09,1.1,9500
COM7,20191028,28.5,29.25,27.5,29,4297900
COMAN,20191028,2.9,3.02,2.74,2.74,876600
COTTO,20191028,1.56,1.59,1.55,1.57,100100
CPALL,20191028,78.25,79.5,77.5,79,23137400
CPF,20191028,25,25,24,24.5,63314200
CPH,20191028,4.28,4.28,3.78,4.16,391000
CPI,20191028,1.43,1.46,1.42,1.46,62400
CPL,20191028,1.03,1.05,0.9,1.01,116700
CPN,20191028,63.5,63.75,62.5,63.5,3308500
CPNCG,20191028,14.7,14.8,14.6,14.7,139200
CPNREIT,20191028,35.75,36.5,35.75,36.25,1167500
CPR,20191028,3.46,3.52,3.38,3.4,95300
CPT,20191028,0.89,0.9,0.88,0.9,1054000
CPTGF,20191028,13.3,13.4,13.3,13.3,254500
CPW,20191028,2.2,2.24,2.14,2.2,9467800
CRANE,20191028,1.76,1.84,1.76,1.82,159100
CRD,20191028,0.87,0.88,0.87,0.88,63100
CRYSTAL,20191028,10.2,10.2,10.2,10.2,1300
CSC,20191028,46,46,46,46,100
CSP,20191028,0.81,0.81,0.8,0.8,4300
CSS,20191028,1.32,1.32,1.26,1.28,1487200
CTARAF,20191028,5.6,5.75,5.6,5.75,91000
CTW,20191028,5,5.15,5,5.1,21600
CWT,20191028,2.74,2.76,2.72,2.76,3200
D,20191028,4.24,4.28,4.24,4.26,19500
DCC,20191028,1.96,1.96,1.92,1.92,1508400
DCON,20191028,0.34,0.34,0.33,0.33,180600
DCORP,20191028,0.37,0.37,0.35,0.36,373100
DDD,20191028,26.75,28,26.75,27.75,147700
DELTA,20191028,48.75,48.75,46.5,47,682800
DEMCO,20191028,2.74,2.78,2.7,2.74,366200
DIF,20191028,17.7,17.7,17.6,17.7,3170000
DIMET,20191028,0.41,0.42,0.41,0.42,779300
DOD,20191028,8.1,8.6,8.1,8.55,1232900
DOHOME,20191028,12,12.1,11.6,12,13445600
DREIT,20191028,6.5,6.5,6.45,6.45,505900
DRT,20191028,6.05,6.05,6,6,375700
DTAC,20191028,58.5,59.75,58.25,59.75,2990900
DTC,20191028,9.9,10,9.9,10,26300
EA,20191028,47.25,47.5,46.25,47,11898300
EASON,20191028,1.49,1.49,1.47,1.48,539200
EASTW,20191028,11.9,11.9,11.8,11.8,583300
ECF,20191028,2.22,2.32,2.2,2.22,1833200
ECL,20191028,1.32,1.33,1.28,1.29,1327700
EE,20191028,0.61,0.63,0.61,0.63,2863600
EFORL,20191028,0.04,0.04,0.03,0.04,3743500
EGATIF,20191028,13.3,13.5,13.2,13.5,2408600
EGCO,20191028,378,379,372,374,1264500
EIC,20191028,0.04,0.05,0.03,0.05,1284200
EKH,20191028,7.6,7.65,7.5,7.6,519200
EMC,20191028,0.14,0.14,0.13,0.13,5981900
EPCO,20191028,3.78,3.82,3.76,3.78,1887600
EPG,20191028,7.2,7.3,7.1,7.3,3066400
ERW,20191028,5.2,5.35,5.15,5.25,7604800
ERWPF,20191028,5.25,5.25,5.25,5.25,100
ESSO,20191028,6.75,6.75,6.55,6.7,10988300
ESTAR,20191028,0.38,0.4,0.38,0.38,1611100
ETE,20191028,0.8,0.81,0.78,0.78,391400
EVER,20191028,0.27,0.29,0.26,0.28,9057800
