<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191007,10.58,10.58,10.45,10.45,32400
BMSCG,20191007,7.94,7.97,7.9,7.94,6000
BMSCITH,20191007,11.77,11.8,11.75,11.77,289200
BSET100,20191007,10.43,10.47,10.42,10.46,37100
CHINA,20191007,5.3,5.3,5.25,5.25,800
EBANK,20191007,4.96,4.96,4.92,4.92,1100
ECOMM,20191007,8.54,8.54,8.47,8.47,4800
EICT,20191007,5.24,5.24,5.24,5.24,300
ENGY,20191007,6.35,6.35,6.35,6.35,100
ENY,20191007,7.22,7.24,7.22,7.24,10100
GLD,20191007,1.96,1.96,1.94,1.95,47800
TDEX,20191007,10.75,10.75,10.67,10.7,69500
TGOLDETF,20191007,4.22,4.23,4.22,4.23,83600
TH100,20191007,4.69,4.69,4.69,4.69,200
2S,20191007,2.26,2.28,2.26,2.26,85500
7UP,20191007,0.54,0.55,0.53,0.54,8421200
A,20191007,6.25,6.25,6.25,6.25,12500
AAV,20191007,3.02,3.06,3.02,3.02,2530500
ABICO,20191007,4.14,4.28,4.14,4.14,14900
ABM,20191007,0.85,0.85,0.82,0.85,71700
ABPIF,20191007,4.9,4.92,4.88,4.92,126800
ACAP,20191007,1.72,1.77,1.67,1.68,7994000
ACC,20191007,0.64,0.66,0.64,0.66,42100
ACG,20191007,1.21,1.23,1.21,1.23,146400
ADB,20191007,0.61,0.63,0.6,0.61,26600
ADVANC,20191007,227,228,221,222,5690500
AEC,20191007,0.27,0.33,0.26,0.33,10165800
AEONTS,20191007,207,209,204,207,158400
AF,20191007,0.67,0.67,0.67,0.67,3600
AGE,20191007,0.88,0.89,0.86,0.86,1679300
AH,20191007,15.9,16.1,15.8,15.9,174400
AHC,20191007,15.3,15.6,15.3,15.6,700
AI,20191007,1.2,1.21,1.19,1.19,973700
AIE,20191007,0.42,0.42,0.41,0.41,1401200
AIMCG,20191007,9.95,10,9.95,10,321900
AIMIRT,20191007,15,15,14.8,14.9,184200
AIRA,20191007,1.3,1.3,1.3,1.3,31000
AIT,20191007,20.6,20.8,20.6,20.7,38700
AJ,20191007,8,8,7.95,8,16600
AJA,20191007,0.18,0.19,0.18,0.18,7071700
AKP,20191007,1.35,1.35,1.33,1.34,1634800
AKR,20191007,0.74,0.77,0.74,0.74,1266200
ALL,20191007,4.3,4.3,4.2,4.28,526100
ALLA,20191007,1.22,1.22,1.2,1.22,443200
ALT,20191007,2.4,2.4,2.3,2.3,70300
ALUCON,20191007,164,164,163.5,163.5,400
AMA,20191007,6.45,6.5,6.4,6.45,104900
AMANAH,20191007,3.6,3.64,3.52,3.52,21147000
AMARIN,20191007,4.8,4.84,4.8,4.82,64700
AMATA,20191007,24.3,24.7,24.3,24.6,4867800
AMATAR,20191007,12.6,12.7,12.5,12.7,55300
AMATAV,20191007,4.9,4.9,4.84,4.84,15800
AMC,20191007,1.82,1.82,1.8,1.8,165700
ANAN,20191007,3.08,3.1,3.04,3.04,2194600
AOT,20191007,73.5,74,73,74,11424200
AP,20191007,6.5,6.55,6.4,6.5,7861300
APCO,20191007,3.38,3.4,3.28,3.4,13900
APCS,20191007,3.96,4,3.92,3.96,566600
APEX,20191007,0.17,0.17,0.16,0.16,1057500
APURE,20191007,0.81,0.82,0.8,0.8,97900
AQ,20191007,0.02,0.02,0.01,0.02,3618500
AQUA,20191007,0.5,0.5,0.48,0.49,9947200
ARIN,20191007,0.64,0.65,0.63,0.63,994900
ARIP,20191007,0.44,0.44,0.42,0.42,426100
ARROW,20191007,8.65,8.65,8.35,8.5,152300
AS,20191007,0.85,0.85,0.85,0.85,200
