<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190218,11.11,11.12,11.07,11.09,25900
BMSCG,20190218,8.17,8.17,8.11,8.13,9000
BMSCITH,20190218,12.43,12.44,12.38,12.38,181100
BSET100,20190218,10.48,10.49,10.42,10.42,70600
CHINA,20190218,4.98,5.06,4.98,5.03,56000
EBANK,20190218,5.68,5.68,5.66,5.66,200
ECOMM,20190218,8.33,8.33,8.27,8.27,1200
EFOOD,20190218,5.67,5.67,5.63,5.63,1400
EICT,20190218,4.53,4.53,4.53,4.53,200
ENGY,20190218,6.2,6.2,6.17,6.18,2000
ESET50,20190218,5.74,5.74,5.74,5.74,100
GLD,20190218,1.75,1.75,1.74,1.74,113600
TDEX,20190218,10.7,10.7,10.61,10.62,736600
TGOLDETF,20190218,3.84,3.84,3.83,3.83,25300
2S,20190218,2.42,2.44,2.4,2.42,160100
7UP,20190218,0.4,0.42,0.4,0.4,1658100
A,20190218,6.4,6.4,6.4,6.4,9000
AAV,20190218,4.28,4.32,4.28,4.28,8888000
ABICO,20190218,4.9,4.9,4.82,4.86,70100
ABM,20190218,0.95,1.16,0.93,1.03,20688500
ABPIF,20190218,6.5,6.5,6.45,6.45,77000
ACAP,20190218,4.36,4.4,4.16,4.16,1794200
ACC,20190218,0.55,0.57,0.54,0.54,4246500
ADB,20190218,1.01,1.07,0.97,1.01,3809300
ADVANC,20190218,184.5,184.5,182.5,183.5,3238200
AEC,20190218,0.55,0.58,0.54,0.54,2317400
AEONTS,20190218,184,185,182,183.5,331500
AF,20190218,0.71,0.71,0.69,0.69,13500
AFC,20190218,9.15,9.15,9.1,9.15,2100
AGE,20190218,1,1.02,1,1.01,386900
AH,20190218,23.8,23.9,23.5,23.5,770700
AHC,20190218,18,18,17.9,17.9,30200
AIMIRT,20190218,10.4,10.5,10.4,10.5,25300
AIRA,20190218,1.48,1.5,1.47,1.47,11500
AIT,20190218,21,21,20.9,20.9,76200
AJ,20190218,8,8.1,8,8.05,24900
AJA,20190218,0.26,0.26,0.25,0.25,1289400
AKP,20190218,2.02,2.02,1.99,2,60800
AKR,20190218,0.88,0.91,0.87,0.87,2724200
ALLA,20190218,1.4,1.41,1.39,1.39,327300
ALT,20190218,3.48,3.48,3.42,3.42,17200
ALUCON,20190218,178,179,178,178,8600
AMA,20190218,4.46,4.46,4.38,4.4,75000
AMANAH,20190218,1.78,1.79,1.76,1.76,2059400
AMARIN,20190218,4.98,5,4.96,5,6500
