<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190612,11.15,11.2,11.15,11.2,28400
BMSCG,20190612,8.38,8.38,8.35,8.38,108900
BMSCITH,20190612,12.66,12.66,12.63,12.66,468400
BSET100,20190612,10.8,10.8,10.78,10.8,190000
CHINA,20190612,5.3,5.3,5.27,5.28,16600
EBANK,20190612,5.68,5.68,5.68,5.68,100
EFOOD,20190612,6.06,6.06,6.06,6.06,10000
EICT,20190612,4.82,4.82,4.82,4.82,100
ENGY,20190612,6.21,6.21,6.21,6.21,100
GLD,20190612,1.74,1.75,1.74,1.75,71700
TDEX,20190612,10.94,10.94,10.91,10.93,435400
TGOLDETF,20190612,3.83,3.84,3.83,3.83,14600
2S,20190612,2.26,2.26,2.24,2.24,65400
7UP,20190612,0.24,0.25,0.24,0.25,843700
A,20190612,6.35,6.35,6.35,6.35,12000
AAV,20190612,4.04,4.08,4.02,4.02,13542600
ABICO,20190612,4.1,4.1,3.9,4.04,43600
ABM,20190612,0.86,0.87,0.86,0.87,59100
ABPIF,20190612,5.9,6,5.9,5.95,666700
ACAP,20190612,3.3,3.3,3.26,3.3,934900
ACC,20190612,0.67,0.7,0.67,0.7,472100
ADB,20190612,0.83,0.88,0.83,0.83,1336600
ADVANC,20190612,196,197.5,195,197.5,3747500
AEC,20190612,0.54,0.56,0.54,0.56,2190300
AEONTS,20190612,222,223,219,220,338400
AF,20190612,0.7,0.72,0.69,0.69,59200
AGE,20190612,0.94,0.95,0.94,0.95,968900
AH,20190612,19.5,19.6,19.4,19.6,365500
AHC,20190612,16.6,16.6,16.5,16.5,500
AI,20190612,1.42,1.46,1.42,1.42,167666300
AIE,20190612,0.69,0.76,0.67,0.73,365004300
AIMIRT,20190612,12.5,12.6,12.4,12.5,153300
AIRA,20190612,1.31,1.31,1.29,1.3,26900
AIT,20190612,22.2,22.2,21.8,22.1,362600
AJ,20190612,9.25,9.35,9,9.05,118200
AJA,20190612,0.21,0.22,0.2,0.2,11754300
AKP,20190612,1.44,1.44,1.42,1.43,319200
AKR,20190612,0.7,0.71,0.69,0.69,727000
ALL,20190612,4.24,4.36,4.22,4.34,11125500
ALLA,20190612,1.38,1.4,1.37,1.37,567200
ALT,20190612,2.7,2.72,2.68,2.72,61800
ALUCON,20190612,173,173,172.5,172.5,1800
AMA,20190612,5.85,6,5.3,5.6,7170900
AMANAH,20190612,1.69,1.72,1.68,1.69,12266300
AMARIN,20190612,5,5,4.98,4.98,63800
AMATA,20190612,23.2,23.2,22.8,23,20838900
AMATAR,20190612,11.7,11.7,11.5,11.5,32400
AMATAV,20190612,4.98,5,4.96,4.98,49800
AMC,20190612,1.68,1.68,1.68,1.68,100
ANAN,20190612,3.86,3.86,3.8,3.82,4569000
AOT,20190612,66.25,66.75,66,66.5,9432500
AP,20190612,7.85,7.9,7.8,7.9,2825900
APCO,20190612,3.84,3.84,3.74,3.78,259700
APCS,20190612,4.68,4.72,4.68,4.7,14300
APEX,20190612,0.19,0.19,0.18,0.19,1063300
APURE,20190612,1.36,1.4,1.34,1.4,266400
AQ,20190612,0.02,0.03,0.02,0.03,6302200
AQUA,20190612,0.51,0.51,0.5,0.51,1648500
ARIP,20190612,0.44,0.45,0.43,0.45,105300
ARROW,20190612,8.4,8.4,8.35,8.35,46900
AS,20190612,0.87,0.95,0.82,0.82,12900
ASAP,20190612,2.76,2.86,2.76,2.8,3027700
ASEFA,20190612,4.84,4.84,4.78,4.82,165600
ASIA,20190612,7.3,7.3,7.3,7.3,12500
ASIAN,20190612,7.45,7.5,7.4,7.45,366500
ASIMAR,20190612,1.7,1.71,1.67,1.68,467300
ASK,20190612,24.3,24.3,24.2,24.3,76700
ASN,20190612,4.02,4.5,4.02,4.5,26500
ASP,20190612,2.62,2.64,2.6,2.62,2214200
ATP30,20190612,1.32,1.35,1.32,1.34,1569000
AU,20190612,10.3,10.9,10.3,10.9,4946800
AUCT,20190612,6.65,6.9,6.65,6.85,3392700
AYUD,20190612,40.5,40.5,40.25,40.5,4100
B,20190612,0.54,0.6,0.54,0.59,3251800
B-WORK,20190612,11.4,11.4,11.3,11.4,348700
B52,20190612,0.29,0.29,0.29,0.29,41300
BA,20190612,11.3,11.4,11.2,11.4,342400
BAFS,20190612,35.75,35.75,35.5,35.5,110600
BANPU,20190612,14.8,15,14.8,14.9,19304100
BAY,20190612,37.5,38.75,37.5,38.25,820300
BBL,20190612,201,201,200,200,2807400
BCH,20190612,16.6,17,16.5,16.8,10576300
BCP,20190612,29.5,29.75,29.5,29.5,1319200
BCPG,20190612,18.2,18.2,17.8,18.2,13069200
BCT,20190612,45.75,47,45.75,46.75,23000
BDMS,20190612,25.75,26.25,25.75,26,35201900
BEAUTY,20190612,4.18,4.46,4.16,4.42,348001400
BEC,20190612,9.6,9.65,9.05,9.25,45512000
BEM,20190612,11.9,11.9,11.3,11.4,256847400
BFIT,20190612,19.2,19.4,18.9,19.2,745300
BGC,20190612,11.7,11.7,11.6,11.6,990400
BGRIM,20190612,34.5,34.5,33.5,33.75,12498900
BGT,20190612,1,1,0.98,1,11800
BH,20190612,171.5,173,171.5,173,798700
BIG,20190612,1.08,1.14,1.07,1.12,20104100
BIZ,20190612,2.54,2.56,2.54,2.54,18200
BJC,20190612,47.75,49.25,47.5,49.25,11498100
BJCHI,20190612,2.22,2.22,2.18,2.2,230700
BKD,20190612,2.86,2.9,2.86,2.9,132000
BKI,20190612,326,327,326,326,4800
BKKCP,20190612,13,13,12.9,13,15200
BLA,20190612,28,28.5,28,28.5,1075200
BLAND,20190612,1.63,1.65,1.62,1.64,12204800
BM,20190612,2.14,2.16,2.14,2.16,24300
BOFFICE,20190612,15,15.2,14.9,15.2,43300
BOL,20190612,2.42,2.42,2.38,2.42,238700
BPP,20190612,20.6,20.6,20.4,20.5,3087500
BR,20190612,3.1,3.1,3.08,3.1,748700
BROCK,20190612,1.99,1.99,1.99,1.99,100
BROOK,20190612,0.47,0.5,0.46,0.48,4134400
BRR,20190612,6.2,6.2,6.1,6.2,207400
