<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190110,10.83,11.11,10.83,11.05,8000
BMSCG,20190110,7.73,7.73,7.67,7.67,14100
BMSCITH,20190110,12.07,12.15,12,12.08,727500
BSET100,20190110,10.15,10.19,10.06,10.13,468700
CHINA,20190110,4.68,4.69,4.68,4.68,7200
EICT,20190110,4.35,4.35,4.23,4.23,300
ESET50,20190110,5.6,5.6,5.52,5.52,1400
GLD,20190110,1.75,1.75,1.74,1.75,206000
TDEX,20190110,10.6,10.64,10.51,10.52,273700
TGOLDETF,20190110,3.84,3.85,3.84,3.84,10100
TH100,20190110,5,5,5,5,1000
2S,20190110,2.4,2.4,2.32,2.34,65800
7UP,20190110,0.42,0.42,0.41,0.41,723300
A,20190110,6.65,6.65,6.6,6.65,58600
AAV,20190110,4,4.04,3.98,4,5938300
ABICO,20190110,4.26,4.32,4.24,4.28,6900
ABM,20190110,0.89,0.94,0.89,0.9,316100
ABPIF,20190110,6.45,6.55,6.4,6.45,315700
ACAP,20190110,2.78,2.8,2.6,2.6,3633100
ACC,20190110,0.5,0.5,0.49,0.5,353600
ADB,20190110,0.86,0.87,0.85,0.86,93400
ADVANC,20190110,178.5,178.5,172.5,174,8214500
AEC,20190110,0.48,0.48,0.46,0.46,228200
AEONTS,20190110,189.5,191,183.5,185,627600
AF,20190110,0.64,0.65,0.62,0.64,13800
AFC,20190110,9,9,9,9,2200
AGE,20190110,0.92,0.92,0.91,0.91,109900
AH,20190110,19.1,19.3,19,19.1,572200
AHC,20190110,17,17,16,16.4,34500
AIMIRT,20190110,10.3,10.3,10.3,10.3,113500
AIRA,20190110,1.5,1.5,1.5,1.5,3300
AIT,20190110,20,20,19.9,19.9,170300
AJ,20190110,8.15,8.25,8.15,8.25,21500
AJA,20190110,0.21,0.23,0.2,0.23,108162900
AKP,20190110,1.92,1.92,1.9,1.9,33800
AKR,20190110,0.81,0.81,0.79,0.81,609200
ALLA,20190110,1.35,1.37,1.35,1.35,205200
ALT,20190110,2.98,3,2.94,2.98,103900
ALUCON,20190110,178,178.5,177.5,177.5,1500
AMA,20190110,4.6,4.64,4.6,4.62,37600
AMANAH,20190110,1.69,1.69,1.61,1.63,6098300
AMARIN,20190110,5,5,4.98,4.98,175600
AMATA,20190110,21.7,21.9,21.5,21.7,10171200
AMATAR,20190110,10.9,10.9,10.9,10.9,7500
AMATAV,20190110,4.44,4.44,4.42,4.44,142400
AMC,20190110,1.82,1.84,1.81,1.84,33500
ANAN,20190110,3.24,3.3,3.2,3.3,10584100
AOT,20190110,65.75,66.25,65.5,66,41617000
AP,20190110,6.4,6.6,6.4,6.55,14276600
APCO,20190110,4.08,4.1,4.02,4.08,74500
APCS,20190110,4.62,4.9,4.62,4.84,468200
APEX,20190110,0.2,0.2,0.2,0.2,201200
APURE,20190110,1.25,1.32,1.25,1.26,1791400
AQ,20190110,0.02,0.03,0.02,0.03,5869300
AQUA,20190110,0.4,0.41,0.39,0.4,1303000
ARIP,20190110,0.41,0.41,0.39,0.4,133500
ARROW,20190110,7.85,7.9,7.85,7.85,23600
AS,20190110,0.79,0.79,0.76,0.78,27000
ASAP,20190110,3.34,3.38,3.26,3.32,2432600
ASEFA,20190110,4.74,4.78,4.74,4.74,87500
ASIA,20190110,6.7,6.75,6.7,6.75,18000
ASIAN,20190110,7.9,8.05,7.75,7.75,4077600
ASIMAR,20190110,1.94,1.94,1.91,1.92,145900
ASK,20190110,24,24,23.7,23.7,151400
ASN,20190110,3.56,3.56,3.56,3.56,100
ASP,20190110,3.18,3.18,3.14,3.14,1379400
ATP30,20190110,1.5,1.5,1.49,1.49,78100
AU,20190110,7.05,7.1,6.95,6.95,741600
AUCT,20190110,5.15,5.2,5,5.05,522700
AYUD,20190110,40.25,40.5,40.25,40.5,4500
B,20190110,0.42,0.42,0.39,0.4,146500
B-WORK,20190110,10.8,10.8,10.7,10.8,64700
BA,20190110,11.9,11.9,11.7,11.8,1428900
BAFS,20190110,32.75,33,32.5,32.5,122900
BANPU,20190110,16.2,16.4,16.1,16.3,18761800
BAY,20190110,37.75,38,37.5,37.75,96700
BBL,20190110,207,209,205,205,3743600
BCH,20190110,15.5,15.7,14.9,15.6,64753700
BCP,20190110,33,33.5,32.5,33,2120300
BCPG,20190110,15.9,16.3,15.9,16.1,5370900
BCT,20190110,44,44.5,44,44.25,3000
BDMS,20190110,22.1,22.8,21.8,22.8,266225100
BEAUTY,20190110,6.85,6.9,6.5,6.6,148202800
BEC,20190110,4.82,4.96,4.82,4.82,11897300
BEM,20190110,9.8,9.85,9.7,9.8,43849600
BFIT,20190110,18.8,19.1,18.6,18.7,33300
BGC,20190110,10.2,10.4,10.1,10.3,835500
BGRIM,20190110,28,28.5,27.5,28,4688400
BGT,20190110,1.02,1.02,1,1.01,205000
BH,20190110,172,173,168.5,172,11793700
BIG,20190110,1.24,1.25,1.22,1.22,808800
BIZ,20190110,2.32,2.32,2.28,2.3,133100
BJC,20190110,48.25,48.75,47.25,48.25,7190400
BJCHI,20190110,1.88,1.92,1.88,1.9,99600
BKD,20190110,3.1,3.1,3.04,3.04,155400
BKI,20190110,328,329,328,329,200
BKKCP,20190110,12.3,12.4,12.3,12.4,25100
BLA,20190110,27.25,27.75,27,27.5,780100
BLAND,20190110,1.56,1.57,1.55,1.57,10949400
BM,20190110,2.96,2.96,2.96,2.96,26000
BOFFICE,20190110,12.7,12.8,12.7,12.7,121300
BOL,20190110,2.02,2.02,2.02,2.02,2500
BPP,20190110,22.1,22.4,22,22.2,1083300
BR,20190110,3.96,3.98,3.9,3.9,755800
BROCK,20190110,2.04,2.08,2.04,2.04,4700
BROOK,20190110,0.43,0.44,0.42,0.43,465100
BRR,20190110,5.9,5.95,5.85,5.9,119600
BRRGIF,20190110,9.95,9.95,9.95,9.95,2200
BSBM,20190110,0.93,0.95,0.93,0.93,41900
BSM,20190110,0.51,0.54,0.5,0.54,869500
BTS,20190110,9.5,9.6,9.4,9.55,27801300
BTSGIF,20190110,11.8,11.8,11.7,11.7,2943400
BTW,20190110,1.3,1.32,1.3,1.32,40100
BWG,20190110,1.06,1.06,1.04,1.05,10059500
CBG,20190110,33,33.5,32.5,33.25,1582000
CCET,20190110,1.73,1.73,1.7,1.71,301200
CCP,20190110,0.32,0.34,0.32,0.34,1553000
CEN,20190110,1.03,1.05,0.96,0.96,3368600
CENTEL,20190110,39.5,40.5,39.5,40,1584400
CFRESH,20190110,4.4,4.6,4.28,4.28,724900
CGD,20190110,1.29,1.35,1.29,1.34,2976100
CGH,20190110,0.98,0.99,0.96,0.96,15500
CHAYO,20190110,3.72,3.76,3.66,3.7,1268800
CHEWA,20190110,1.08,1.09,1.07,1.09,1300500
CHG,20190110,1.82,1.82,1.77,1.81,108952100
CHO,20190110,1.33,1.35,1.3,1.31,1465300
CHOTI,20190110,135,137,135,137,700
CI,20190110,1.22,1.22,1.22,1.22,81600
CIG,20190110,0.3,0.3,0.29,0.29,278200
CIMBT,20190110,0.78,0.79,0.77,0.77,112200
CITY,20190110,2.36,2.36,2.32,2.34,7300
CK,20190110,25.25,25.25,24.8,24.9,4168000
CKP,20190110,5.1,5.1,4.96,4.98,64713700
CM,20190110,3.98,4.02,3.92,3.92,42800
CMAN,20190110,2.52,2.52,2.5,2.52,156800
CMC,20190110,1.53,1.53,1.5,1.51,3461400
CMO,20190110,1.27,1.27,1.25,1.26,36600
CMR,20190110,2.48,2.48,2.38,2.38,105200
CNS,20190110,2.2,2.2,2.16,2.16,30400
CNT,20190110,2.04,2.08,2.02,2.02,58700
COL,20190110,21.7,21.9,21.7,21.8,51100
COLOR,20190110,1.3,1.3,1.27,1.28,8200
COM7,20190110,13.7,13.8,12.6,12.7,18744300
COMAN,20190110,3.12,3.2,3.08,3.12,89600
COTTO,20190110,2.02,2.04,1.99,1.99,236300
CPALL,20190110,72.75,74,72.75,74,47900800
CPF,20190110,25.25,25.75,25.25,25.75,15418700
CPH,20190110,6.2,6.45,6.15,6.45,23800
CPI,20190110,1.5,1.5,1.5,1.5,100
CPN,20190110,75,75.5,74.75,75.5,3737200
CPNCG,20190110,15.5,15.5,15.5,15.5,33800
CPNREIT,20190110,26.25,26.5,26.25,26.25,593900
CPR,20190110,5.3,5.3,5.25,5.25,10200
CPT,20190110,0.78,0.79,0.77,0.78,6096200
CRANE,20190110,2.06,2.06,2.02,2.02,400
CRD,20190110,0.96,0.96,0.94,0.96,327700
CRYSTAL,20190110,9.8,9.8,9.75,9.8,112900
CSP,20190110,1.11,1.11,1.1,1.11,13000
CSS,20190110,1.88,1.9,1.88,1.89,172500
