<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191101,10.33,10.33,10.2,10.2,24500
BMSCG,20191101,7.64,7.65,7.64,7.65,1100
BMSCITH,20191101,11.63,11.64,11.55,11.56,300500
BSET100,20191101,10.29,10.29,10.22,10.23,107100
CHINA,20191101,5.36,5.4,5.36,5.4,13400
EBANK,20191101,4.81,4.81,4.81,4.81,100
EFOOD,20191101,5.61,5.61,5.61,5.61,100
GLD,20191101,1.94,1.94,1.91,1.93,313200
TDEX,20191101,10.63,10.75,10.63,10.66,115300
TGOLDETF,20191101,4.18,4.2,4.18,4.2,257600
2S,20191101,2.26,2.26,2.24,2.24,92300
7UP,20191101,0.5,0.51,0.5,0.5,2400700
A,20191101,6.2,6.2,6.15,6.15,13500
AAV,20191101,2.54,2.56,2.52,2.52,8101000
ABICO,20191101,3.86,4.08,3.66,3.96,27800
ABM,20191101,0.84,0.85,0.83,0.83,62400
ABPIF,20191101,4.7,4.7,4.66,4.68,225800
ACAP,20191101,1.5,1.57,1.48,1.5,3308600
ACC,20191101,0.66,0.66,0.65,0.65,74500
ACG,20191101,1.06,1.06,1.02,1.03,61700
ADB,20191101,0.61,0.62,0.6,0.6,510600
ADVANC,20191101,230,231,224,225,10024200
AEC,20191101,0.33,0.34,0.33,0.33,139800
AEONTS,20191101,203,205,197.5,199,321600
AF,20191101,0.67,0.67,0.63,0.64,129600
AGE,20191101,0.94,0.94,0.92,0.92,474800
AH,20191101,14.8,14.9,14.8,14.8,87800
AHC,20191101,15.6,15.6,15.6,15.6,4100
AI,20191101,1.12,1.15,1.12,1.13,3160900
AIE,20191101,0.35,0.36,0.33,0.34,11838800
AIMCG,20191101,9.9,9.9,9.85,9.9,424800
AIMIRT,20191101,13.9,13.9,13.5,13.8,217000
AIRA,20191101,1.25,1.3,1.25,1.3,6500
AIT,20191101,19.3,19.4,19.2,19.2,78500
AJ,20191101,8.1,8.1,8.1,8.1,200
AJA,20191101,0.17,0.18,0.17,0.17,5255400
AKP,20191101,1.23,1.24,1.23,1.23,914300
AKR,20191101,0.67,0.7,0.67,0.68,574900
ALL,20191101,4.36,4.4,4.28,4.38,940300
ALLA,20191101,1.05,1.08,1.05,1.08,283700
ALT,20191101,1.96,2,1.85,1.96,153700
ALUCON,20191101,160,162,160,162,400
AMA,20191101,6.35,6.35,5.9,5.9,1059400
AMANAH,20191101,3,3,2.9,2.9,13529200
AMARIN,20191101,4.7,4.8,4.7,4.8,17600
AMATA,20191101,24.7,24.8,24.2,24.3,6759700
AMATAR,20191101,12.7,12.7,12.6,12.6,70700
AMATAV,20191101,4.88,4.9,4.88,4.9,49100
AMC,20191101,1.77,1.77,1.74,1.74,30100
ANAN,20191101,2.9,2.9,2.74,2.76,15571800
AOT,20191101,78,78.75,77.5,78,16253300
AP,20191101,6.6,6.6,6.5,6.55,1083800
APCO,20191101,3.2,3.22,3.18,3.22,55300
APCS,20191101,3.82,3.9,3.8,3.9,130300
APEX,20191101,0.14,0.14,0.12,0.12,4682400
APURE,20191101,0.63,0.64,0.6,0.6,725700
AQ,20191101,0.02,0.02,0.01,0.02,1414900
AQUA,20191101,0.44,0.44,0.4,0.43,109537400
ARIN,20191101,0.56,0.57,0.55,0.55,916800
ARIP,20191101,0.44,0.45,0.43,0.43,383200
ARROW,20191101,8.4,8.45,8.3,8.45,41600
AS,20191101,0.82,0.82,0.82,0.82,4000
ASAP,20191101,2.24,2.24,2.2,2.2,460100
ASEFA,20191101,4.16,4.28,4.12,4.22,39000
ASIA,20191101,6.15,6.15,5.8,6,51400
ASIAN,20191101,5.05,5.05,4.96,4.96,421900
ASIMAR,20191101,1.31,1.31,1.28,1.29,98300
ASK,20191101,26,26,25.5,25.5,63700
ASN,20191101,6.45,6.7,6.45,6.7,33900
ASP,20191101,1.81,1.85,1.78,1.8,4307400
ATP30,20191101,1.32,1.32,1.29,1.3,156600
AU,20191101,11.5,11.5,11.3,11.4,509000
AUCT,20191101,8.3,8.35,7.75,7.85,4481400
AWC,20191101,6.05,6.1,6,6.05,47849100
AYUD,20191101,39,39.25,39,39,1200
B,20191101,0.28,0.28,0.26,0.26,784300
B-WORK,20191101,12.7,12.8,12.6,12.8,66900
B52,20191101,0.23,0.24,0.22,0.23,447300
BA,20191101,7.65,7.65,7.45,7.5,906800
BAFS,20191101,32,32.5,32,32.25,183500
BANPU,20191101,11.7,12.3,11.6,12.3,95736200
BAY,20191101,31.75,32,31.25,31.25,76400
BBL,20191101,174.5,175.5,172.5,174,3973500
BCH,20191101,16.8,16.9,16.5,16.6,4582700
BCP,20191101,24.6,24.7,24.2,24.4,2017300
BCPG,20191101,18,18.1,17.8,18,2174400
BCT,20191101,41.75,42,41.75,42,300
BDMS,20191101,24,24.1,23.8,24,9792400
BEAUTY,20191101,2.16,2.16,2.12,2.12,34575300
BEC,20191101,6.65,6.75,6.45,6.45,5778000
BEM,20191101,10.8,10.8,10.7,10.8,23237900
BFIT,20191101,35,35.75,33.25,33.25,1855400
BGC,20191101,15.6,15.8,15.4,15.6,1375400
BGRIM,20191101,48,48.75,47.25,47.75,13254300
BGT,20191101,1.02,1.03,1.02,1.03,7000
BH,20191101,119.5,121,118.5,119.5,876300
BIG,20191101,0.53,0.55,0.53,0.53,9456400
BIZ,20191101,2.6,2.62,2.58,2.62,4700
BJC,20191101,48.25,49,48,48.75,3587600
BJCHI,20191101,2.12,2.12,2,2.04,1572800
BKD,20191101,2.76,2.76,2.7,2.76,24600
BKI,20191101,309,309,306,308,2100
BKKCP,20191101,13.9,14,13.9,13.9,5600
BLA,20191101,18.5,18.5,18.2,18.4,396200
BLAND,20191101,1.38,1.38,1.35,1.37,19660300
BM,20191101,1.99,1.99,1.98,1.98,677500
BOFFICE,20191101,17.1,17.1,17.1,17.1,55000
BOL,20191101,2.88,2.9,2.86,2.9,235900
BPP,20191101,17.4,17.7,17.4,17.5,3535400
BR,20191101,2.46,2.48,2.46,2.48,165900
