<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190725,11.55,11.6,11.54,11.55,13600
BMSCG,20190725,8.9,8.95,8.9,8.95,20600
BMSCITH,20190725,12.62,12.63,12.6,12.6,318700
BSET100,20190725,11.11,11.13,11.11,11.13,286500
CHINA,20190725,5.51,5.54,5.51,5.54,55700
ECOMM,20190725,9.05,9.05,9.05,9.05,200
ENGY,20190725,8.34,8.34,6.88,6.88,600
ESET50,20190725,6.01,6.01,6.01,6.01,100
GLD,20190725,1.85,1.85,1.83,1.84,59200
TDEX,20190725,11.26,11.28,11.26,11.27,17400
TGOLDETF,20190725,4.05,4.06,4.05,4.06,12800
TH100,20190725,4.97,4.97,4.97,4.97,100
2S,20190725,2.36,2.36,2.28,2.34,317600
7UP,20190725,0.4,0.41,0.38,0.41,6276700
A,20190725,6.3,6.3,6.3,6.3,10200
A5,20190725,1.35,1.4,1.28,1.36,677000
AAV,20190725,3.94,3.96,3.92,3.96,9740100
ABICO,20190725,4.74,4.74,4.64,4.64,359200
ABM,20190725,0.97,0.99,0.96,0.97,124600
ABPIF,20190725,6.45,6.45,6.35,6.4,248600
ACAP,20190725,2.82,2.86,2.76,2.8,1912000
ACC,20190725,0.7,0.7,0.69,0.7,137500
ACG,20190725,1.56,1.61,1.56,1.57,3703600
ADB,20190725,0.79,0.79,0.73,0.76,169700
ADVANC,20190725,216,216,213,215,2181500
AEC,20190725,0.52,0.52,0.51,0.51,151100
AEONTS,20190725,227,238,226,235,950800
AF,20190725,0.69,0.69,0.67,0.68,35800
AFC,20190725,7.55,7.55,7.5,7.5,2800
AGE,20190725,1.03,1.04,1.03,1.03,475800
AH,20190725,19.1,19.3,18.9,19.1,462700
AHC,20190725,14.4,14.5,14.2,14.2,54700
AI,20190725,1.38,1.39,1.35,1.35,13282600
AIE,20190725,0.66,0.66,0.64,0.65,3682900
AIMCG,20190725,9.9,9.9,9.85,9.9,454200
AIMIRT,20190725,12.5,12.7,12.4,12.4,1325900
AIT,20190725,23.6,23.9,23.6,23.9,422500
AJ,20190725,8.8,8.9,8.75,8.75,37900
AJA,20190725,0.22,0.23,0.21,0.21,19151800
AKP,20190725,1.56,1.6,1.56,1.57,1796300
AKR,20190725,0.81,0.84,0.8,0.8,8547800
ALL,20190725,4.9,4.9,4.84,4.88,1674400
ALLA,20190725,1.51,1.53,1.51,1.51,1294500
ALT,20190725,2.88,2.98,2.88,2.9,153900
ALUCON,20190725,173.5,173.5,173,173,800
AMA,20190725,9.15,9.35,9.05,9.05,1468300
AMANAH,20190725,2.5,2.54,2.46,2.46,26548100
AMARIN,20190725,4.98,4.98,4.98,4.98,700
AMATA,20190725,24.3,24.6,24.2,24.3,9515400
AMATAR,20190725,12.2,12.2,12.1,12.2,33100
AMATAV,20190725,4.9,4.9,4.86,4.9,343800
AMC,20190725,1.73,1.73,1.72,1.73,9300
ANAN,20190725,3.82,3.86,3.8,3.8,5502200
AOT,20190725,72.25,72.25,71.5,72,19122400
AP,20190725,7.9,8,7.8,7.85,18114100
APCO,20190725,3.64,3.68,3.62,3.68,46200
APCS,20190725,4.36,4.5,4.36,4.5,88800
APEX,20190725,0.18,0.19,0.18,0.18,258400
APURE,20190725,1.37,1.39,1.36,1.36,285400
AQ,20190725,0.02,0.03,0.02,0.02,23663900
AQUA,20190725,0.58,0.6,0.58,0.58,92392300
ARIN,20190725,1,1.03,0.98,0.98,15669800
ARIP,20190725,0.5,0.5,0.48,0.5,929400
ARROW,20190725,8.55,8.7,8.45,8.45,281900
AS,20190725,0.75,0.76,0.74,0.76,51000
ASAP,20190725,3.5,3.54,3.44,3.48,1686800
ASEFA,20190725,5.25,5.35,5.2,5.2,366100
ASIAN,20190725,7.25,7.3,7.1,7.1,2565300
ASIMAR,20190725,1.99,2,1.95,1.95,575900
ASK,20190725,24.3,25.5,24.3,24.9,999400
ASN,20190725,5.5,5.55,5.3,5.3,8900
ASP,20190725,2.8,2.82,2.78,2.8,2142300
ATP30,20190725,1.53,1.54,1.5,1.52,492100
AU,20190725,17.4,17.4,17,17,1490500
AUCT,20190725,7.45,7.6,7.45,7.6,647300
AYUD,20190725,41.5,41.5,41.5,41.5,4600
B,20190725,0.57,0.58,0.55,0.55,5155700
B-WORK,20190725,12,12.1,12,12.1,12200
B52,20190725,0.21,0.21,0.19,0.21,854900
BA,20190725,11,11.1,10.9,10.9,439900
BAFS,20190725,36,36,35.5,36,373500
BANPU,20190725,14.7,14.8,14.5,14.6,29131900
BAY,20190725,39.75,40.25,39.75,40.25,1144600
BBL,20190725,186.5,187.5,186,186.5,4465800
BCH,20190725,15.5,15.9,15.5,15.8,14920100
BCP,20190725,31.5,32,31,31.5,4635700
BCPG,20190725,18.8,19.9,18.8,19.8,44091800
BCT,20190725,48.25,48.25,47.25,47.75,11100
BDMS,20190725,24.9,25.5,24.9,25.5,20863500
BEAUTY,20190725,3.9,3.94,3.86,3.86,45835500
