<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190409,11.22,11.3,11.22,11.3,5700
BMSCG,20190409,8.1,8.15,8.1,8.15,44400
BMSCITH,20190409,12.46,12.55,12.46,12.55,568000
BSET100,20190409,10.6,10.66,10.6,10.65,636000
CHINA,20190409,6.09,6.13,6.09,6.1,145800
ECOMM,20190409,8.16,8.16,8.14,8.16,100200
EICT,20190409,4.65,4.65,4.65,4.65,1900
ENGY,20190409,6.39,6.39,6.38,6.38,600
ENY,20190409,7.48,7.5,7.48,7.5,20400
GLD,20190409,1.74,1.75,1.74,1.74,454600
TDEX,20190409,10.78,10.84,10.78,10.84,55000
TGOLDETF,20190409,3.82,3.83,3.82,3.82,10100
2S,20190409,2.3,2.32,2.28,2.3,177800
7UP,20190409,0.32,0.33,0.31,0.33,1170100
A,20190409,6.3,6.3,6.3,6.3,10000
AAV,20190409,4.12,4.14,4.1,4.12,2312300
ABICO,20190409,4.4,4.4,4.32,4.32,22700
ABM,20190409,0.95,0.95,0.95,0.95,62000
ABPIF,20190409,5.95,6,5.9,5.9,598200
ACAP,20190409,3.88,3.9,3.82,3.82,881300
ACC,20190409,0.72,0.79,0.72,0.73,3650600
ADB,20190409,0.93,0.95,0.91,0.92,325400
ADVANC,20190409,186,188,186,187.5,4898400
AEC,20190409,0.49,0.5,0.49,0.5,57200
AEONTS,20190409,179,180.5,178.5,179.5,196200
AF,20190409,0.69,0.7,0.66,0.66,8400
AGE,20190409,0.89,0.9,0.88,0.89,328400
AH,20190409,19.7,19.9,19.7,19.8,255200
AHC,20190409,17.2,17.3,17.2,17.3,900
AIMIRT,20190409,11.6,11.8,11.5,11.8,505300
AIRA,20190409,1.44,1.48,1.44,1.45,12600
AIT,20190409,22,22,21.9,22,49100
AJ,20190409,9.05,9.1,8.9,9.05,127700
AJA,20190409,0.21,0.22,0.21,0.21,2516600
AKP,20190409,1.89,1.9,1.87,1.89,67900
AKR,20190409,0.81,0.81,0.8,0.8,333600
ALLA,20190409,1.72,1.72,1.69,1.72,1399100
ALT,20190409,2.98,3.06,2.94,2.94,83600
ALUCON,20190409,178,178,178,178,900
AMA,20190409,4.4,4.4,4.38,4.4,38100
AMANAH,20190409,1.66,1.71,1.65,1.7,7796000
AMARIN,20190409,5,5.05,4.96,5.05,1500
AMATA,20190409,21.9,22.1,21.8,22,6747700
AMATAR,20190409,11.6,11.7,11.6,11.6,30400
AMATAV,20190409,5.3,5.4,5.3,5.35,207800
AMC,20190409,1.78,1.79,1.76,1.79,49300
ANAN,20190409,3.64,3.7,3.64,3.68,2620100
AOT,20190409,67.25,68.25,67.25,68,17679900
AP,20190409,7.1,7.55,7.1,7.45,34755900
APCO,20190409,4.1,4.1,4.08,4.1,8100
APCS,20190409,4.84,4.9,4.78,4.88,501500
APEX,20190409,0.19,0.2,0.19,0.2,29100
APURE,20190409,1.28,1.3,1.28,1.29,163100
AQ,20190409,0.03,0.03,0.02,0.03,1328800
AQUA,20190409,0.52,0.55,0.52,0.54,83106900
ARIP,20190409,0.49,0.49,0.48,0.48,206100
ARROW,20190409,8.8,9,8.8,8.9,154800
AS,20190409,0.8,0.87,0.8,0.84,15100
ASAP,20190409,2.92,2.92,2.88,2.88,926300
ASEFA,20190409,5.55,5.6,5.5,5.5,237800
ASIA,20190409,7.9,7.9,7.85,7.9,3300
ASIAN,20190409,7.7,7.75,7.6,7.65,1384500
ASIMAR,20190409,1.99,2,1.97,1.99,138600
ASK,20190409,23,23,22.9,23,17700
ASN,20190409,3.56,3.56,3.56,3.56,5000
ASP,20190409,3.1,3.12,3.08,3.1,1945400
ATP30,20190409,1.5,1.51,1.49,1.5,449700
AU,20190409,8.4,8.4,8.3,8.35,291900
AUCT,20190409,6,6.05,5.9,6,667800
AYUD,20190409,48.75,48.75,48,48.25,164100
B,20190409,0.48,0.49,0.47,0.47,213700
BA,20190409,11.8,11.9,11.8,11.9,185900
BAFS,20190409,35.5,36.75,35.5,36.75,668400
BANPU,20190409,15.9,16.1,15.8,16,24367100
BAY,20190409,37,37.25,37,37,300200
BBL,20190409,210,210,208,209,2804100
BCH,20190409,17.2,17.5,17.1,17.3,7294500
BCP,20190409,32.5,33,32.5,33,1818300
BCPG,20190409,16.4,16.5,16.3,16.4,2719200
BCT,20190409,43.75,45,43.25,44.75,23700
BDMS,20190409,25,25.25,24.8,24.9,45289000
BEAUTY,20190409,6.55,6.65,6.55,6.6,25592600
BEC,20190409,6.8,6.9,6.7,6.8,8698800
BEM,20190409,10,10.1,9.95,10.1,29280800
BFIT,20190409,17.7,18.2,17.7,18.1,319600
BGC,20190409,11.4,11.5,11.3,11.3,247700
BGRIM,20190409,31.75,32,31.5,32,4593100
BGT,20190409,1.02,1.02,1,1.02,1617100
BH,20190409,178,180,177.5,179.5,1040100
BIG,20190409,1.21,1.25,1.21,1.22,9199000
BIZ,20190409,2.86,2.9,2.86,2.88,12600
BJC,20190409,50.5,50.75,50,50.5,3386100
BJCHI,20190409,1.97,2.02,1.97,2,295000
BKD,20190409,3.04,3.08,3,3.02,1117100
BKI,20190409,326,327,325,327,2300
BKKCP,20190409,12.7,12.7,12.6,12.7,37400
BLA,20190409,28.5,29,28.5,28.75,1342700
