<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190625,11.42,11.48,11.42,11.48,10700
BMSCG,20190625,8.51,8.57,8.51,8.54,125000
BMSCITH,20190625,12.98,13.05,12.9,13.02,516800
BSET100,20190625,11.12,11.18,11.06,11.15,1048800
CHINA,20190625,5.5,5.5,5.41,5.45,42400
ENGY,20190625,6.74,6.74,6.5,6.5,600
ENY,20190625,7.65,7.65,7.65,7.65,100
ESET50,20190625,6.02,6.05,6.02,6.05,900
GLD,20190625,1.82,1.83,1.82,1.83,1662600
TDEX,20190625,11.34,11.34,11.25,11.29,396200
TGOLDETF,20190625,4.02,4.03,4.02,4.03,195600
2S,20190625,2.22,2.22,2.2,2.22,38800
7UP,20190625,0.26,0.27,0.25,0.27,1786800
A,20190625,6.35,6.35,6.35,6.35,10100
AAV,20190625,4.14,4.22,4.12,4.2,38819300
ABICO,20190625,4.32,4.96,4.26,4.74,2899700
ABM,20190625,0.88,0.88,0.87,0.87,343900
ABPIF,20190625,6.1,6.15,6.1,6.15,80100
ACAP,20190625,2.98,3.08,2.9,3.02,3706000
ACC,20190625,0.7,0.7,0.67,0.68,1160400
ADB,20190625,0.83,0.84,0.81,0.82,1280500
ADVANC,20190625,203,207,201,207,6293400
AEC,20190625,0.58,0.58,0.57,0.58,1593300
AEONTS,20190625,227,229,225,228,327000
AF,20190625,0.7,0.7,0.68,0.68,32400
AFC,20190625,8.05,8.1,8.05,8.1,6200
AGE,20190625,1.06,1.14,1.06,1.12,22420700
AH,20190625,19.4,19.5,19.3,19.4,157900
AHC,20190625,15.9,16.1,15.8,15.9,4800
AI,20190625,1.6,1.63,1.59,1.6,32080200
AIE,20190625,0.63,0.64,0.61,0.63,13489600
AIMIRT,20190625,12.6,12.6,12.5,12.6,182500
AIRA,20190625,1.33,1.34,1.28,1.28,48300
AIT,20190625,22.9,23,22.9,22.9,118300
AJ,20190625,9.5,9.5,9.4,9.4,12900
AJA,20190625,0.2,0.22,0.2,0.2,3860800
AKP,20190625,1.41,1.75,1.4,1.57,16713700
AKR,20190625,0.78,0.78,0.76,0.76,725400
ALL,20190625,4.46,4.58,4.46,4.54,2934300
ALLA,20190625,1.39,1.39,1.37,1.39,1468700
ALT,20190625,3.06,3.06,2.98,3,231700
ALUCON,20190625,175.5,175.5,174,174,900
AMA,20190625,6.55,6.55,6.3,6.45,2522600
AMANAH,20190625,1.92,1.92,1.88,1.88,20441700
AMARIN,20190625,4.98,5,4.98,5,10000
AMATA,20190625,24.3,24.6,24.1,24.5,22128700
AMATAR,20190625,12.1,12.2,12.1,12.2,28900
AMATAV,20190625,5.1,5.1,5,5.05,115500
AMC,20190625,1.74,1.76,1.74,1.76,200
ANAN,20190625,3.78,3.86,3.76,3.84,22506900
AOT,20190625,75.5,75.75,74.75,75,42381600
AP,20190625,8,8,7.9,7.95,4152300
APCO,20190625,3.78,3.82,3.72,3.82,417100
APCS,20190625,4.68,4.7,4.66,4.7,900
APEX,20190625,0.18,0.19,0.18,0.18,2301800
APURE,20190625,1.35,1.37,1.34,1.37,260300
AQ,20190625,0.03,0.03,0.02,0.03,10908700
AQUA,20190625,0.51,0.52,0.51,0.51,5330300
ARIP,20190625,0.53,0.54,0.51,0.52,2606100
ARROW,20190625,8.75,8.75,8.6,8.65,97500
AS,20190625,0.8,0.85,0.56,0.8,149800
ASAP,20190625,2.76,2.8,2.76,2.78,381800
ASEFA,20190625,4.88,4.98,4.88,4.94,1193300
ASIA,20190625,7.3,7.3,7,7.2,14200
ASIAN,20190625,7.2,7.35,7.2,7.35,903400
ASIMAR,20190625,1.88,1.92,1.87,1.88,436700
ASK,20190625,24,24.2,24,24.1,96600
ASN,20190625,4.1,4.3,4.1,4.22,4300
ASP,20190625,2.74,2.74,2.7,2.74,3063100
ATP30,20190625,1.41,1.41,1.39,1.4,284800
AU,20190625,12.4,13.1,12.2,13,7017100
AUCT,20190625,6.75,6.85,6.7,6.85,440900
AYUD,20190625,41.25,42,40.5,40.75,15200
B,20190625,0.57,0.57,0.55,0.57,348900
B-WORK,20190625,12.1,12.3,12.1,12.2,150100
B52,20190625,0.29,0.3,0.28,0.28,541700
BA,20190625,11.5,11.6,11.4,11.6,711000
BAFS,20190625,36,36,35.5,35.75,293000
BANPU,20190625,14.8,14.8,14.6,14.8,26118500
BAY,20190625,39.25,39.5,38.75,38.75,1014400
