<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190607,11.12,11.15,11.12,11.13,5100
BMSCG,20190607,8.26,8.28,8.25,8.25,70700
BMSCITH,20190607,12.59,12.6,12.53,12.53,102900
BSET100,20190607,10.72,10.72,10.67,10.68,67900
CHINA,20190607,5.15,5.17,5.15,5.17,5600
EFOOD,20190607,5.92,5.93,5.92,5.93,28900
EICT,20190607,4.74,4.74,4.74,4.74,100
ENY,20190607,7.29,7.29,7.29,7.29,9000
GLD,20190607,1.75,1.76,1.75,1.76,788700
TDEX,20190607,10.84,10.87,10.81,10.82,57600
TGOLDETF,20190607,3.86,3.88,3.85,3.86,256300
2S,20190607,2.2,2.26,2.2,2.24,53300
7UP,20190607,0.24,0.25,0.23,0.25,2171900
A,20190607,6.35,6.35,6.35,6.35,10200
AAV,20190607,4,4.02,3.98,3.98,9430300
ABICO,20190607,4.06,4.1,4.06,4.1,13300
ABM,20190607,0.83,0.86,0.83,0.86,1452900
ABPIF,20190607,5.95,5.95,5.9,5.95,6500
ACAP,20190607,3.4,3.44,3.34,3.42,926300
ACC,20190607,0.71,0.72,0.7,0.71,138000
ADB,20190607,0.8,0.8,0.8,0.8,380000
ADVANC,20190607,195,195,193.5,194.5,1815100
AEC,20190607,0.55,0.56,0.55,0.56,112700
AEONTS,20190607,220,228,220,224,914000
AF,20190607,0.7,0.7,0.7,0.7,13900
AFC,20190607,8.2,8.3,8.2,8.3,2200
AGE,20190607,0.95,0.95,0.93,0.94,2426100
AH,20190607,19.2,19.2,18.8,19,215100
AHC,20190607,16.7,16.7,16.7,16.7,300
AIMIRT,20190607,12.3,12.4,12.2,12.3,108900
AIRA,20190607,1.27,1.3,1.26,1.3,362500
AIT,20190607,21.6,21.8,21.6,21.8,97900
AJ,20190607,9.4,9.4,9.3,9.4,26400
AJA,20190607,0.21,0.22,0.2,0.2,8561900
AKP,20190607,1.47,1.52,1.44,1.44,822200
AKR,20190607,0.72,0.72,0.71,0.72,768400
ALL,20190607,4.14,4.16,4.08,4.1,2755600
ALLA,20190607,1.36,1.36,1.35,1.35,345700
ALT,20190607,2.76,2.76,2.72,2.72,19700
ALUCON,20190607,173.5,174,173.5,174,600
AMA,20190607,4.28,4.3,4.2,4.28,532800
AMANAH,20190607,1.64,1.65,1.61,1.62,2451800
AMARIN,20190607,4.98,5.1,4.96,4.96,109800
AMATA,20190607,23.4,23.5,23.2,23.2,7289900
AMATAR,20190607,11.8,11.8,11.8,11.8,900
AMATAV,20190607,4.98,4.98,4.96,4.98,101100
AMC,20190607,1.68,1.68,1.68,1.68,1300
ANAN,20190607,3.72,3.78,3.72,3.74,22378700
AOT,20190607,65.25,66,65,66,20259300
AP,20190607,8.05,8.1,8,8.05,7858300
APCO,20190607,3.82,3.82,3.8,3.82,83300
APCS,20190607,4.68,4.68,4.62,4.68,67900
APEX,20190607,0.19,0.2,0.19,0.2,1006200
APURE,20190607,1.44,1.46,1.42,1.42,398600
AQ,20190607,0.02,0.03,0.02,0.03,5337800
AQUA,20190607,0.5,0.5,0.49,0.5,3561500
ARIP,20190607,0.43,0.44,0.43,0.44,254400
ARROW,20190607,8.25,8.3,8.25,8.3,134400
AS,20190607,0.8,0.83,0.77,0.83,128300
ASAP,20190607,2.46,2.62,2.42,2.56,4179400
ASEFA,20190607,4.78,4.82,4.78,4.8,209000
ASIAN,20190607,7.45,7.55,7.35,7.45,1380400
ASIMAR,20190607,1.68,1.69,1.67,1.69,414000
ASK,20190607,24.2,24.3,24.1,24.1,98300
ASN,20190607,4,4,3.96,3.96,22100
ASP,20190607,2.62,2.62,2.58,2.62,7488800
ATP30,20190607,1.3,1.32,1.3,1.32,432800
AU,20190607,11.1,11.1,10.8,11.1,3039900
AUCT,20190607,6.75,6.8,6.7,6.7,340300
AYUD,20190607,40.5,40.5,40.25,40.5,15400
B,20190607,0.51,0.51,0.49,0.49,181200
