<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191008,10.5,10.5,10.5,10.5,3700
BMSCG,20191008,7.94,7.94,7.91,7.91,9600
BMSCITH,20191008,11.86,11.86,11.75,11.76,214700
BSET100,20191008,10.52,10.53,10.44,10.45,29300
CHINA,20191008,5.26,5.26,5.24,5.24,2900
EBANK,20191008,4.95,4.95,4.95,4.95,2000
ENGY,20191008,6.41,6.41,6.41,6.41,200
GLD,20191008,1.94,1.94,1.93,1.94,12600
TDEX,20191008,10.75,10.75,10.68,10.68,171100
TGOLDETF,20191008,4.19,4.21,4.19,4.21,333200
TH100,20191008,4.65,4.65,4.65,4.65,500
2S,20191008,2.24,2.34,2.24,2.32,322700
7UP,20191008,0.54,0.55,0.44,0.54,81755000
A,20191008,6.25,6.25,6.2,6.2,8000
AAV,20191008,3.04,3.06,3,3.02,4924800
ABICO,20191008,4.14,4.2,4.14,4.14,27700
ABM,20191008,0.85,0.85,0.83,0.84,42600
ABPIF,20191008,4.9,4.9,4.88,4.88,85600
ACAP,20191008,1.69,1.74,1.66,1.67,3094500
ACC,20191008,0.66,0.66,0.64,0.66,28200
ACG,20191008,1.23,1.25,1.22,1.22,62900
ADB,20191008,0.6,0.63,0.6,0.6,190700
ADVANC,20191008,224,226,223,226,3650500
AEC,20191008,0.33,0.35,0.31,0.31,3447500
AEONTS,20191008,209,218,209,213,827300
AF,20191008,0.67,0.67,0.66,0.66,51000
AFC,20191008,6.9,6.9,6.9,6.9,200
AGE,20191008,0.87,0.88,0.81,0.88,3468100
AH,20191008,15.9,16,15.8,15.8,183800
AHC,20191008,15.6,15.6,15.6,15.6,200
AI,20191008,1.2,1.21,1.19,1.19,922500
AIE,20191008,0.41,0.41,0.4,0.41,3275900
AIMCG,20191008,10,10,9.95,10,158600
AIMIRT,20191008,14.9,15,14.9,15,235800
AIRA,20191008,1.3,1.3,1.29,1.3,79400
AIT,20191008,20.7,20.8,20.5,20.5,64600
AJ,20191008,8,8.1,7.9,8.1,11700
AJA,20191008,0.18,0.18,0.17,0.17,3427500
AKP,20191008,1.33,1.34,1.33,1.33,46500
AKR,20191008,0.74,0.75,0.74,0.74,927100
ALL,20191008,4.28,4.3,4.22,4.26,1187400
ALLA,20191008,1.22,1.27,1.22,1.25,572600
ALT,20191008,2.36,2.38,2.3,2.32,32600
ALUCON,20191008,164.5,164.5,163,163,400
AMA,20191008,6.45,6.5,6.4,6.4,214100
AMANAH,20191008,3.56,3.56,3.04,3.1,71570700
AMARIN,20191008,4.82,4.82,4.82,4.82,10200
AMATA,20191008,24.7,25.5,24.7,25.25,8553500
AMATAR,20191008,12.6,12.7,12.6,12.7,5100
AMATAV,20191008,4.84,4.9,4.84,4.88,46500
AMC,20191008,1.81,1.82,1.81,1.82,60200
ANAN,20191008,3.06,3.12,3.06,3.06,2513600
AOT,20191008,74.5,74.5,73.5,73.75,8944300
AP,20191008,6.5,6.6,6.5,6.55,5613900
APCO,20191008,3.4,3.4,3.38,3.4,27800
APCS,20191008,3.94,4,3.92,4,45600
APEX,20191008,0.15,0.16,0.15,0.16,2456700
APURE,20191008,0.8,0.81,0.8,0.8,51800
AQ,20191008,0.02,0.02,0.01,0.02,1067400
AQUA,20191008,0.49,0.5,0.49,0.49,8003000
ARIN,20191008,0.63,0.67,0.63,0.64,1358400
ARIP,20191008,0.43,0.44,0.42,0.43,435600
ARROW,20191008,8.45,8.5,8.45,8.45,53200
AS,20191008,0.85,1,0.8,0.82,29300
ASAP,20191008,2.7,2.76,2.68,2.76,340900
ASEFA,20191008,4.46,4.5,4.46,4.5,52600
ASIA,20191008,6.45,6.45,6.4,6.4,2100
ASIAN,20191008,5.9,5.9,5.7,5.75,474200
ASIMAR,20191008,1.41,1.42,1.41,1.42,50700
ASK,20191008,26,26.5,26,26.5,44900
ASN,20191008,6.65,6.8,6.4,6.4,285800
ASP,20191008,1.92,1.93,1.85,1.87,12449100
ATP30,20191008,1.38,1.39,1.37,1.37,36700
AU,20191008,12.6,12.6,12.4,12.4,1721100
AUCT,20191008,9.45,9.45,8.5,8.5,6201000
AYUD,20191008,40,40,37,40,20400
B,20191008,0.29,0.3,0.27,0.27,5079800
B-WORK,20191008,12.7,12.7,12.6,12.6,54600
B52,20191008,0.23,0.23,0.21,0.23,99200
BA,20191008,8.3,8.3,8.25,8.3,549300
BAFS,20191008,32.75,33.25,32.75,33,289300
BANPU,20191008,12.7,12.7,12.2,12.4,72971700
BAY,20191008,33.25,33.5,33,33,113700
BBL,20191008,168,168,166,167,5376900
BCH,20191008,15.7,15.8,15.5,15.6,8244900
BCP,20191008,26.5,26.75,26.25,26.75,2747000
BCPG,20191008,18.1,18.3,18.1,18.1,752100
BCT,20191008,44.5,44.5,43,43.5,2100
BDMS,20191008,23.8,23.9,23.4,23.5,10014000
BEAUTY,20191008,2.32,2.34,2.26,2.26,19245400
BEC,20191008,7,7.2,6.95,7.2,6944000
BEM,20191008,10.9,11,10.8,10.9,39891300
BFIT,20191008,25,25.5,24.6,24.7,815600
BGC,20191008,14.8,15.2,14.7,15,2095000
BGRIM,20191008,43.25,44,43,43,8267700
BGT,20191008,1.03,1.03,1.02,1.02,20100
BH,20191008,124,127,124,124.5,1050600
BIG,20191008,0.68,0.69,0.66,0.67,11472400
BIZ,20191008,2.66,2.72,2.66,2.7,387700
BJC,20191008,51.5,52.25,51.25,51.5,2273800
BJCHI,20191008,2.26,2.3,2.24,2.26,203600
BKD,20191008,2.8,2.8,2.78,2.78,24600
BKI,20191008,318,318,318,318,800
BLA,20191008,19.5,19.8,19.5,19.7,327400
BLAND,20191008,1.46,1.47,1.45,1.47,5637100
BM,20191008,2,2.16,2,2.04,378300
BOFFICE,20191008,16.8,16.9,16.7,16.9,86600
BOL,20191008,3.38,3.54,3.06,3.16,1604400
BPP,20191008,18.6,18.7,18.2,18.3,4638500
BR,20191008,2.84,2.86,2.84,2.84,212800
BROOK,20191008,0.45,0.45,0.43,0.45,1641300
BRR,20191008,4.74,4.76,4.6,4.66,164300
