<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190306,11.18,11.18,11.12,11.13,4200
BMSCG,20190306,8.07,8.12,8.07,8.12,12000
BMSCITH,20190306,12.4,12.4,12.29,12.3,464700
BSET100,20190306,10.45,10.47,10.39,10.4,878200
CHINA,20190306,5.71,5.8,5.71,5.78,55200
EBANK,20190306,5.6,5.6,5.6,5.6,300
EFOOD,20190306,5.78,5.78,5.76,5.76,2000
ESET50,20190306,5.7,5.7,5.69,5.69,800
GLD,20190306,1.75,1.75,1.74,1.74,189900
TDEX,20190306,10.65,10.69,10.6,10.6,518400
TGOLDETF,20190306,3.81,3.81,3.8,3.8,43800
2S,20190306,2.2,2.22,2.18,2.2,172200
7UP,20190306,0.35,0.36,0.34,0.34,3863900
A,20190306,6.35,6.4,6.35,6.4,15000
AAV,20190306,4.26,4.28,4.16,4.24,55260900
ABICO,20190306,4.52,4.52,4.36,4.4,81600
ABM,20190306,0.94,0.96,0.93,0.94,340600
ABPIF,20190306,6.55,6.55,6.5,6.5,1002100
ACAP,20190306,3.48,3.98,3.42,3.86,7786400
ACC,20190306,0.55,0.56,0.53,0.54,15013900
ADB,20190306,0.9,0.92,0.89,0.89,197500
ADVANC,20190306,181,182.5,178.5,179,5250900
AEC,20190306,0.48,0.5,0.48,0.49,337200
AEONTS,20190306,183,183.5,182,182,89300
AF,20190306,0.66,0.69,0.65,0.69,3300
AGE,20190306,1.02,1.03,0.98,0.98,3916300
AH,20190306,23,23.1,22.3,22.3,898600
AHC,20190306,17.7,17.7,17.7,17.7,3100
AIMIRT,20190306,10.6,10.7,10.5,10.7,257400
AIRA,20190306,1.45,1.47,1.45,1.46,13200
AIT,20190306,22.4,22.5,22.1,22.3,590500
AJ,20190306,7.9,7.9,7.7,7.7,65100
AJA,20190306,0.21,0.22,0.21,0.21,1820200
AKP,20190306,1.96,1.96,1.94,1.96,36800
AKR,20190306,0.8,0.81,0.79,0.8,1042600
ALLA,20190306,1.51,1.53,1.5,1.5,763900
ALT,20190306,3.2,3.22,3.18,3.2,29000
ALUCON,20190306,178.5,178.5,178.5,178.5,1000
AMA,20190306,4.44,4.48,4.4,4.4,54600
AMANAH,20190306,1.63,1.69,1.63,1.67,1568700
AMARIN,20190306,5.15,5.3,5.1,5.1,235300
AMATA,20190306,21.1,21.4,20.7,20.9,17507400
AMATAR,20190306,10.8,10.8,10.8,10.8,4900
AMATAV,20190306,4.86,4.9,4.84,4.84,82800
AMC,20190306,1.78,1.8,1.78,1.8,42100
ANAN,20190306,3.5,3.56,3.46,3.48,3788100
AOT,20190306,67.75,68.25,67.25,67.75,24975000
AP,20190306,6.95,7.05,6.9,7.05,4109700
APCO,20190306,4.16,4.2,4.08,4.08,118300
APCS,20190306,4.68,4.7,4.68,4.7,2900
