<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190419,11.35,11.35,11.33,11.33,1700
BMSCG,20190419,8.33,8.38,8.33,8.36,108800
BMSCITH,20190419,12.64,12.69,12.63,12.65,535400
BSET100,20190419,10.77,10.8,10.76,10.78,195500
CHINA,20190419,6.02,6.14,6.02,6.13,155200
ECOMM,20190419,8.25,8.25,8.25,8.25,100
ENGY,20190419,6.5,6.5,6.5,6.5,200
ENY,20190419,7.63,7.63,7.63,7.63,4200
ESET50,20190419,5.82,5.85,5.82,5.85,2300
GLD,20190419,1.73,1.73,1.73,1.73,20600
TDEX,20190419,10.9,10.93,10.89,10.92,76400
TGOLDETF,20190419,3.75,3.77,3.75,3.77,59200
2S,20190419,2.3,2.36,2.3,2.34,511200
7UP,20190419,0.29,0.29,0.28,0.29,1241900
A,20190419,6.35,6.35,6.35,6.35,15800
AAV,20190419,4.32,4.38,4.3,4.3,5891800
ABICO,20190419,4.48,4.48,4.36,4.38,121700
ABM,20190419,0.94,0.94,0.93,0.93,62200
ABPIF,20190419,5.85,5.9,5.8,5.85,1462400
ACAP,20190419,3.88,4.02,3.86,3.88,2922700
ACC,20190419,0.71,0.73,0.71,0.73,393400
ADB,20190419,0.89,0.91,0.89,0.89,114700
ADVANC,20190419,191.5,192.5,190,190,1757400
AEC,20190419,0.49,0.49,0.48,0.48,61800
AEONTS,20190419,185.5,185.5,183,183,95500
AF,20190419,0.66,0.66,0.66,0.66,500
AFC,20190419,8.75,8.75,8.75,8.75,700
AGE,20190419,0.9,0.9,0.88,0.89,367500
AH,20190419,20,20.2,20,20.2,155400
AHC,20190419,17.6,17.6,17.5,17.6,5600
AIMIRT,20190419,12.1,12.2,12.1,12.1,141800
AIRA,20190419,1.46,1.46,1.46,1.46,200
AIT,20190419,22.1,22.1,21.9,22.1,302200
AJ,20190419,10.3,10.4,10.3,10.3,145100
AJA,20190419,0.21,0.21,0.2,0.21,1418300
AKP,20190419,1.93,1.94,1.92,1.92,107600
AKR,20190419,0.81,0.81,0.8,0.8,527000
ALLA,20190419,1.76,1.76,1.73,1.76,1638100
ALT,20190419,3.04,3.04,2.98,3,150900
ALUCON,20190419,178.5,178.5,178,178.5,7000
AMA,20190419,4.46,4.46,4.44,4.44,258200
AMANAH,20190419,1.7,1.7,1.68,1.69,855500
AMARIN,20190419,5.15,5.2,5.15,5.2,181100
AMATA,20190419,22.3,22.7,22.3,22.7,20909600
AMATAR,20190419,11.6,11.6,11.5,11.6,156200
AMATAV,20190419,5.4,5.4,5.3,5.3,53900
AMC,20190419,1.81,1.81,1.81,1.81,600
ANAN,20190419,4.06,4.1,4.04,4.04,6525900
AOT,20190419,68.75,69.5,68.5,69,31310100
AP,20190419,8,8.1,8,8.05,6941000
APCO,20190419,4.12,4.16,4.12,4.16,44700
APCS,20190419,4.88,4.88,4.86,4.86,137800
APEX,20190419,0.19,0.2,0.19,0.2,435200
APURE,20190419,1.3,1.31,1.29,1.3,52200
AQ,20190419,0.03,0.03,0.02,0.03,6046200
AQUA,20190419,0.54,0.55,0.53,0.54,7239100
ARIP,20190419,0.48,0.49,0.48,0.48,109500
ARROW,20190419,9.3,9.55,9.25,9.5,898300
AS,20190419,0.85,0.93,0.85,0.9,192500
ASAP,20190419,2.84,2.84,2.8,2.82,1010400
ASEFA,20190419,5.6,5.8,5.55,5.65,1356400
ASIA,20190419,7.8,7.8,7.8,7.8,200
ASIAN,20190419,7.9,7.95,7.8,7.85,3744300
ASIMAR,20190419,1.98,1.99,1.96,1.98,118900
ASK,20190419,23.1,23.1,23,23.1,220700
ASN,20190419,3.7,3.7,3.52,3.52,10400
ASP,20190419,3.1,3.1,3.08,3.1,3213100
ATP30,20190419,1.44,1.44,1.41,1.42,1331200
AU,20190419,9.1,9.15,8.95,9.05,3487700
AUCT,20190419,6.25,6.25,6.15,6.2,934600
AYUD,20190419,43.75,45.75,43.75,44,61000
B,20190419,0.48,0.48,0.47,0.47,23900
B-WORK,20190419,11,11.1,11,11.1,710900
BA,20190419,12.1,12.1,11.9,12,407300
BAFS,20190419,37.25,37.5,36.75,37,292800
BANPU,20190419,16,16.4,15.9,16.4,32748800
BAY,20190419,37.75,39.5,37.5,38,2557600
BBL,20190419,209,211,209,210,3052200
BCH,20190419,17.7,18,17.6,17.7,11684900
BCP,20190419,33.75,33.75,33.25,33.5,2418900
BCPG,20190419,17.3,17.4,17.2,17.3,4326900
BCT,20190419,47.75,47.75,47,47.25,7300
