<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190329,11.21,11.21,11.16,11.16,1100
BMSCG,20190329,8,8.02,8,8.01,24400
BMSCITH,20190329,12.39,12.41,12.36,12.38,137800
BSET100,20190329,10.52,10.52,10.49,10.51,292300
CHINA,20190329,5.7,5.76,5.7,5.71,75500
ENGY,20190329,6.33,6.33,6.33,6.33,100
ENY,20190329,7.4,7.4,7.4,7.4,100
ESET50,20190329,5.75,5.75,5.75,5.75,20000
GLD,20190329,1.75,1.75,1.73,1.74,221800
TDEX,20190329,10.71,10.74,10.68,10.73,40800
TGOLDETF,20190329,3.82,3.83,3.81,3.83,34400
2S,20190329,2.2,2.22,2.2,2.22,125600
7UP,20190329,0.32,0.32,0.31,0.31,2082200
A,20190329,6.3,6.35,6.3,6.3,9100
AAV,20190329,4.08,4.12,4.08,4.1,3765300
ABICO,20190329,4.28,4.32,4.2,4.24,133600
ABM,20190329,0.95,0.95,0.93,0.93,167000
ABPIF,20190329,5.55,5.6,5.5,5.55,435100
ACAP,20190329,4.04,4.04,3.96,4,495500
ACC,20190329,0.74,0.74,0.72,0.72,1643000
ADB,20190329,0.86,0.87,0.85,0.85,138000
ADVANC,20190329,185,185.5,184,184,3383600
AEC,20190329,0.5,0.5,0.49,0.49,141100
AEONTS,20190329,183,184,182.5,182.5,128400
AF,20190329,0.66,0.66,0.66,0.66,100
AFC,20190329,8.85,8.85,8.8,8.8,200
AGE,20190329,0.9,0.9,0.89,0.9,273200
AH,20190329,19.2,19.8,19.2,19.5,1261300
AHC,20190329,17,17.2,16.9,16.9,18600
AIMIRT,20190329,11.2,11.2,11.1,11.2,77100
AIRA,20190329,1.44,1.55,1.44,1.46,2600
AIT,20190329,21.6,21.7,21.6,21.6,143200
AJ,20190329,7.8,7.8,7.8,7.8,32000
AJA,20190329,0.2,0.22,0.2,0.2,11541700
AKP,20190329,1.88,1.9,1.88,1.88,71700
AKR,20190329,0.8,0.81,0.8,0.8,262500
ALLA,20190329,1.67,1.74,1.67,1.73,9944500
ALT,20190329,2.98,3.02,2.98,2.98,85600
ALUCON,20190329,178.5,178.5,178.5,178.5,400
AMA,20190329,4.4,4.42,4.34,4.38,120400
AMANAH,20190329,1.72,1.73,1.65,1.67,4928300
AMARIN,20190329,4.98,5.05,4.98,4.98,37600
AMATA,20190329,21,21.3,20.9,21.1,17086600
AMATAR,20190329,11.3,11.3,11.2,11.2,106000
AMATAV,20190329,5.3,5.3,5.2,5.2,63900
AMC,20190329,1.76,1.77,1.75,1.75,5100
ANAN,20190329,3.56,3.6,3.54,3.58,2021700
AOT,20190329,68,68.25,67.5,68,14567500
AP,20190329,6.95,7.1,6.95,7.05,6381500
APCO,20190329,4.12,4.14,4.1,4.12,40800
APCS,20190329,4.64,4.66,4.64,4.66,6000
APEX,20190329,0.19,0.2,0.19,0.2,105000
APURE,20190329,1.27,1.29,1.27,1.27,129900
