<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191025,10.38,10.38,10.33,10.33,37000
ABFTH,20191025,1404,1404,1404,1404,100
BMSCG,20191025,7.82,7.82,7.63,7.64,53000
BMSCITH,20191025,11.73,11.73,11.55,11.64,791000
BSET100,20191025,10.41,11.31,10.3,11.31,683200
CHINA,20191025,5.31,5.35,5.19,5.3,4800
EBANK,20191025,4.6,4.75,4.6,4.71,3400
ECOMM,20191025,8.39,8.39,8.39,8.39,300
EFOOD,20191025,5.47,5.62,5.47,5.62,1800
EICT,20191025,5.4,5.4,5.4,5.4,800
ENGY,20191025,7.49,7.49,6.52,6.52,24000
ENY,20191025,7.37,7.37,7.3,7.3,300
ESET50,20191025,5.71,5.71,5.66,5.66,9200
GLD,20191025,1.92,1.93,1.91,1.93,158500
TDEX,20191025,10.8,10.8,10.64,10.65,846100
TGOLDETF,20191025,4.18,4.2,4.17,4.19,87500
TH100,20191025,4.7,4.7,4.7,4.7,300
2S,20191025,2.26,2.3,2.22,2.24,354200
7UP,20191025,0.52,0.52,0.5,0.51,2840400
A,20191025,6.25,6.25,6.2,6.2,7000
AAV,20191025,2.64,2.66,2.5,2.5,14414300
ABICO,20191025,4,4.1,3.92,4.08,90800
ABM,20191025,0.85,0.86,0.82,0.85,71500
ABPIF,20191025,4.82,4.82,4.78,4.78,220700
ACAP,20191025,1.67,1.67,1.59,1.59,2473000
ACC,20191025,0.69,0.7,0.64,0.7,376700
ACG,20191025,1.13,1.15,1.09,1.1,183700
ADB,20191025,0.61,0.61,0.6,0.6,342500
ADVANC,20191025,233,234,230,232,6384900
AEC,20191025,0.34,0.35,0.33,0.34,1128600
AEONTS,20191025,210,211,205,207,338400
AF,20191025,0.64,0.64,0.63,0.63,111600
AFC,20191025,6.8,6.8,6.8,6.8,3700
AGE,20191025,0.97,0.97,0.93,0.93,2180600
AH,20191025,15.7,15.7,15,15.1,386800
AHC,20191025,15.4,15.5,15.2,15.3,16600
AI,20191025,1.11,1.12,1.09,1.09,2431000
AIE,20191025,0.37,0.37,0.35,0.36,5081200
AIMCG,20191025,9.95,9.95,9.9,9.9,499700
AIMIRT,20191025,14.5,14.5,14,14.1,888600
AIRA,20191025,1.28,1.29,1.28,1.29,31200
AIT,20191025,20.1,20.2,19.4,19.5,344300
AJ,20191025,7.9,7.95,7.9,7.95,10600
AJA,20191025,0.16,0.17,0.16,0.17,281900
AKP,20191025,1.28,1.28,1.26,1.26,102300
AKR,20191025,0.69,0.69,0.67,0.67,929400
ALL,20191025,4.48,4.5,4.34,4.44,2077200
ALLA,20191025,1.14,1.14,1.07,1.07,2548900
ALT,20191025,2.16,2.18,2.14,2.14,18800
ALUCON,20191025,158.5,158.5,158.5,158.5,200
AMA,20191025,6.5,6.55,6.25,6.3,802600
AMANAH,20191025,3.08,3.1,2.92,2.92,26427900
AMARIN,20191025,4.64,4.88,4.64,4.66,25200
AMATA,20191025,25.25,25.25,24.1,24.2,11692600
AMATAR,20191025,12.7,12.7,12.7,12.7,21600
AMATAV,20191025,4.88,4.94,4.88,4.88,307200
AMC,20191025,1.8,1.81,1.76,1.77,186200
ANAN,20191025,3.08,3.08,3,3.02,3675400
AOT,20191025,78,78.25,76,76.25,32608700
AP,20191025,6.8,6.8,6.55,6.6,3598300
APCO,20191025,3.34,3.36,3.24,3.3,97600
APCS,20191025,3.9,3.9,3.88,3.9,900
APEX,20191025,0.14,0.14,0.13,0.13,2837400
APURE,20191025,0.77,0.77,0.72,0.72,1397400
AQ,20191025,0.02,0.02,0.01,0.02,5137700
AQUA,20191025,0.47,0.47,0.45,0.45,24115800
ARIN,20191025,0.61,0.62,0.57,0.58,1894800
ARIP,20191025,0.45,0.45,0.43,0.43,404000
ARROW,20191025,8.4,8.45,8.35,8.35,39300
AS,20191025,0.81,0.81,0.81,0.81,168500
ASAP,20191025,2.28,2.38,2.22,2.26,1588500
ASEFA,20191025,4.46,4.46,4.42,4.44,12100
ASIA,20191025,6.3,6.35,6.25,6.25,20100
ASIAN,20191025,5.55,5.65,5.35,5.4,494100
ASIMAR,20191025,1.39,1.39,1.35,1.35,138500
ASK,20191025,25.75,25.75,25.5,25.5,105500
ASN,20191025,6.6,6.6,6.45,6.45,30000
ASP,20191025,1.7,1.71,1.68,1.71,6844800
ATP30,20191025,1.37,1.37,1.33,1.33,239100
AU,20191025,12,12.1,11.4,11.5,3215500
AUCT,20191025,8.8,9.25,8.65,8.65,5426500
AWC,20191025,6.1,6.15,6,6.05,220982800
AYUD,20191025,39.5,39.75,39.25,39.25,9800
B,20191025,0.27,0.28,0.26,0.28,1514800
B-WORK,20191025,12.8,12.8,12.8,12.8,27400
B52,20191025,0.21,0.23,0.2,0.22,1300700
BA,20191025,7.85,7.85,7.5,7.55,1000300
BAFS,20191025,32.25,32.25,31.5,31.75,410100
BANPU,20191025,11.8,11.8,11.3,11.5,49569300
BAY,20191025,32.5,32.5,31.25,31.25,398400
BBL,20191025,164.5,166,162.5,165,6574800
BCH,20191025,16.8,16.9,16.1,16.5,24796400
BCP,20191025,24.4,24.5,23.6,23.7,6653200
BCPG,20191025,19.3,19.3,18.1,18.2,14700000
BCT,20191025,42.5,42.5,40,41.5,31100
BDMS,20191025,23.9,24,23.7,23.8,24650600
BEAUTY,20191025,2.3,2.38,2.18,2.22,84649500
BEC,20191025,6.7,6.8,6.35,6.4,5567000
BEM,20191025,10.6,10.9,10.6,10.8,54144300
BFIT,20191025,38,39.25,35.5,36,4366100
BGC,20191025,15.6,15.7,15,15.2,3955600
BGRIM,20191025,52.5,53.75,50.25,52,34932400
BGT,20191025,1.02,1.03,1.01,1.03,80500
BH,20191025,119,120,111.5,112,2918700
BIG,20191025,0.58,0.59,0.56,0.56,5813800
BIZ,20191025,2.6,2.62,2.56,2.6,136400
BJC,20191025,49.5,49.75,47.5,48,8812600
BJCHI,20191025,2.26,2.26,2.12,2.18,632800
BKD,20191025,2.76,2.8,2.72,2.72,134800
BKI,20191025,314,314,307,312,9100
BKKCP,20191025,14,14,13.8,14,34800
BLA,20191025,18.2,18.2,17.6,17.6,700100
BLAND,20191025,1.45,1.46,1.41,1.42,13455900
BM,20191025,2,2,1.99,2,13900
BOFFICE,20191025,17.3,17.4,17.3,17.3,69000
BOL,20191025,3.12,3.14,3.1,3.1,314800
BPP,20191025,18.2,18.2,17.7,17.9,2583000
BR,20191025,2.7,2.7,2.46,2.5,4786800
BROCK,20191025,1.85,1.85,1.83,1.83,22200
BROOK,20191025,0.44,0.44,0.42,0.43,1179600
BRR,20191025,4.38,4.38,4.1,4.1,152300
