<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190227,11.26,11.26,11.19,11.23,30900
BMSCG,20190227,8.31,8.31,8.25,8.25,103800
BMSCITH,20190227,12.62,12.63,12.58,12.62,325300
BSET100,20190227,10.63,10.64,10.59,10.63,104400
CHINA,20190227,5.46,5.53,5.46,5.5,76200
ENGY,20190227,6.28,6.36,6.28,6.31,300
GLD,20190227,1.75,1.76,1.75,1.76,43000
TDEX,20190227,10.86,10.86,10.82,10.83,41300
TGOLDETF,20190227,3.87,3.87,3.86,3.86,13700
2S,20190227,2.3,2.34,2.3,2.32,93100
7UP,20190227,0.42,0.42,0.4,0.41,9887300
A,20190227,6.35,6.4,6.35,6.4,11000
AAV,20190227,4.58,4.58,4.46,4.48,16092900
ABICO,20190227,4.68,4.7,4.62,4.62,87400
ABM,20190227,0.97,0.98,0.95,0.95,122100
ABPIF,20190227,6.55,6.6,6.5,6.55,431900
ACAP,20190227,4.04,4.06,3.94,3.94,999300
ACC,20190227,0.52,0.52,0.5,0.52,3768400
ADB,20190227,0.94,0.96,0.93,0.93,1963200
ADVANC,20190227,183.5,184,182,182.5,4963500
AEC,20190227,0.51,0.52,0.5,0.5,117600
AEONTS,20190227,182.5,183,178.5,179.5,344500
AF,20190227,0.7,0.71,0.69,0.69,102400
AFC,20190227,9.05,9.05,9.05,9.05,200
AGE,20190227,0.98,0.98,0.97,0.98,21500
AH,20190227,24.2,24.6,23.7,24.3,1150500
AHC,20190227,17.9,17.9,17.7,17.8,29400
AIMIRT,20190227,10.5,10.5,10.5,10.5,324800
AIRA,20190227,1.52,1.52,1.51,1.51,200
AIT,20190227,20.6,20.9,20.5,20.7,641000
AJ,20190227,8,8.05,7.85,8.05,22100
AJA,20190227,0.23,0.24,0.23,0.23,5078100
AKP,20190227,1.97,1.99,1.95,1.96,421900
AKR,20190227,0.81,0.83,0.79,0.82,8272900
ALLA,20190227,1.51,1.53,1.49,1.52,1703700
ALT,20190227,3.24,3.26,3.24,3.26,62300
ALUCON,20190227,178.5,178.5,178.5,178.5,2900
AMA,20190227,4.52,4.66,4.52,4.66,1815800
AMANAH,20190227,1.8,1.82,1.71,1.72,3322800
AMARIN,20190227,5,5.05,5,5.05,25900
AMATA,20190227,21.9,22,21.7,21.9,6758100
AMATAR,20190227,10.8,10.9,10.7,10.9,207300
AMATAV,20190227,5.15,5.15,4.98,5,435400
AMC,20190227,2.02,2.02,1.96,1.98,150100
ANAN,20190227,3.8,3.82,3.74,3.74,16014200
AOT,20190227,68.75,69,68.5,68.75,12274100
AP,20190227,7.45,7.5,7.2,7.2,15483100
APCO,20190227,4.08,4.1,4.06,4.08,107300
APCS,20190227,4.76,4.76,4.7,4.76,102500
APEX,20190227,0.19,0.2,0.19,0.2,81000
APURE,20190227,1.33,1.33,1.28,1.3,639300
AQ,20190227,0.03,0.03,0.02,0.03,5973300
AQUA,20190227,0.44,0.44,0.43,0.43,3154800
ARIP,20190227,0.54,0.55,0.52,0.53,884600
ARROW,20190227,8.2,8.25,8.15,8.2,32700
AS,20190227,0.86,0.9,0.78,0.9,133700
ASAP,20190227,3.34,3.4,3.34,3.36,1116400
ASEFA,20190227,5.45,5.45,5.3,5.4,1109300
ASIA,20190227,7.3,7.35,7.25,7.25,113100
ASIAN,20190227,7.8,8.05,7.6,7.85,10658500
ASIMAR,20190227,2.14,2.16,2.12,2.12,92400
ASK,20190227,24.4,24.4,24.3,24.4,587100
ASN,20190227,3.6,3.64,3.6,3.64,10600
ASP,20190227,3.34,3.36,3.32,3.32,1079000
ATP30,20190227,1.56,1.58,1.56,1.56,1015700
AU,20190227,8.8,8.8,8.55,8.55,2447200
AUCT,20190227,6,6.3,5.95,6.3,5249700
AYUD,20190227,42.75,43,42.75,43,13500
B,20190227,0.5,0.5,0.48,0.48,445600
B-WORK,20190227,10.9,10.9,10.9,10.9,764600
BA,20190227,12.8,12.9,12.7,12.8,632300
BAFS,20190227,34.25,34.5,34,34.5,124500
BANPU,20190227,16.4,16.6,16.3,16.3,30114900
BAY,20190227,38.5,38.5,38.25,38.5,42700
BBL,20190227,211,212,207,208,6507000
BCH,20190227,16.7,16.7,16.1,16.3,22000400
BCP,20190227,33.25,33.25,33,33,1119900
BCPG,20190227,16.8,16.9,16.6,16.7,3265800
BCT,20190227,45.25,45.75,44.75,45.25,33900
BDMS,20190227,24,24.2,23.9,24.1,23380500
BEAUTY,20190227,7,7.1,6.7,6.75,171935800
BEC,20190227,6.45,6.6,6.3,6.4,22666800
BEM,20190227,10.7,10.8,10.6,10.6,14626400
BFIT,20190227,18.7,18.9,18.4,18.6,128300
BGC,20190227,11.9,12.6,11.9,12.3,8323300
BGRIM,20190227,29.75,29.75,29.5,29.5,1560500
BGT,20190227,1,1.01,1,1.01,70500
BH,20190227,189,190,187,188,1013500
BIG,20190227,1.33,1.35,1.32,1.33,2777100
BIZ,20190227,2.76,2.8,2.76,2.78,110200
BJC,20190227,48.25,48.75,48,48.5,4911300
BJCHI,20190227,2.02,2.02,1.99,1.99,288200
BKD,20190227,3.04,3.1,3,3.02,1783700
BKI,20190227,330,330,329,329,10200
BKKCP,20190227,12.3,12.4,12.3,12.4,80000
BLA,20190227,28.25,28.75,28.25,28.5,576400
BLAND,20190227,1.66,1.68,1.66,1.66,7792500
BM,20190227,2.96,2.96,2.96,2.96,6100
BOFFICE,20190227,13.6,13.7,13.6,13.7,150800
BOL,20190227,2.04,2.12,2,2.12,1482100
BPP,20190227,22.7,22.9,22.7,22.8,1151900
BR,20190227,4.14,4.14,4.12,4.14,189900
BROCK,20190227,2.1,2.2,2.08,2.18,209800
BROOK,20190227,0.53,0.53,0.51,0.52,1174800
BRR,20190227,6.3,6.35,6.3,6.35,3500
BRRGIF,20190227,10.1,10.2,10.1,10.1,129300
BSBM,20190227,1,1,0.95,0.96,1399400
BSM,20190227,0.62,0.64,0.62,0.64,200400
BTS,20190227,10.6,10.7,10.5,10.6,19468900
BTSGIF,20190227,11.8,11.8,11.7,11.7,3881300
BTW,20190227,1.5,1.5,1.47,1.47,20400
BWG,20190227,1.22,1.22,1.18,1.18,34382100
CAZ,20190227,4.28,4.74,4.28,4.56,17306000
CBG,20190227,55,55.75,54,54.75,5319500
CCET,20190227,1.81,1.81,1.79,1.79,461800
CCP,20190227,0.38,0.39,0.38,0.39,294600
CEN,20190227,1.09,1.1,1.09,1.09,194900
CENTEL,20190227,45.75,46.5,44.75,46,3732600
CFRESH,20190227,4.1,4.1,3.96,4,76000
CGD,20190227,1.26,1.28,1.24,1.28,842400
CGH,20190227,0.96,0.97,0.94,0.94,1738800
CHAYO,20190227,3.84,3.96,3.84,3.96,1264300
CHEWA,20190227,1.12,1.12,1.11,1.11,930400
CHG,20190227,1.84,1.87,1.84,1.84,59181800
CHO,20190227,1.38,1.38,1.32,1.32,4369000
CHOTI,20190227,127,127,126,126,300
CHOW,20190227,2.86,2.9,2.86,2.9,654500
CI,20190227,1.29,1.3,1.28,1.28,19400
CIG,20190227,0.33,0.34,0.33,0.33,620700
