<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190827,10.55,10.62,10.5,10.53,25100
BMSCG,20190827,8.18,8.21,8.18,8.21,11900
BMSCITH,20190827,11.83,11.87,11.71,11.74,751500
BSET100,20190827,10.48,10.49,10.37,10.39,82200
CHINA,20190827,5.23,5.29,5.22,5.29,6200
EBANK,20190827,5.07,5.07,5.03,5.03,200
EICT,20190827,5.46,5.52,5.46,5.5,11100
ENGY,20190827,5.82,5.98,5.82,5.98,700
GLD,20190827,1.97,1.97,1.95,1.95,347500
TDEX,20190827,10.7,10.7,10.58,10.59,342100
TGOLDETF,20190827,4.3,4.32,4.29,4.31,153100
TH100,20190827,4.67,4.67,4.67,4.67,1900
2S,20190827,2.34,2.38,2.32,2.34,316000
7UP,20190827,0.55,0.63,0.55,0.6,134567000
A,20190827,6.25,6.25,6.2,6.2,9000
AAV,20190827,3.08,3.08,3.04,3.08,10389100
ABICO,20190827,4.2,4.22,4.2,4.2,14500
ABM,20190827,0.82,0.83,0.81,0.81,43100
ABPIF,20190827,6.15,6.15,6,6.05,482000
ACAP,20190827,2.22,2.26,2.18,2.18,858800
ACC,20190827,0.65,0.67,0.64,0.67,381500
ACG,20190827,1.49,1.49,1.47,1.47,449400
ADB,20190827,0.6,0.61,0.59,0.61,648700
ADVANC,20190827,232,232,226,229,9499700
AEC,20190827,0.26,0.26,0.24,0.24,478600
AEONTS,20190827,217,218,214,217,118800
AF,20190827,0.67,0.67,0.65,0.67,63600
AGE,20190827,1.01,1.02,0.99,1,3210000
AH,20190827,17.6,17.8,17.6,17.6,187600
AHC,20190827,15.3,15.3,15.2,15.2,12100
AI,20190827,1.13,1.15,1.12,1.13,1691500
AIE,20190827,0.35,0.37,0.35,0.35,2856600
AIMCG,20190827,9.95,10.2,9.95,10.2,3663700
AIMIRT,20190827,13.8,14,13.7,14,1602200
AIRA,20190827,1.29,1.38,1.29,1.34,24700
AIT,20190827,22.2,22.3,21.8,21.9,197700
AJ,20190827,9.15,9.15,8.85,8.85,51700
AJA,20190827,0.2,0.2,0.19,0.19,1213200
AKP,20190827,1.35,1.37,1.34,1.35,1525900
AKR,20190827,0.75,0.78,0.75,0.75,2411200
ALL,20190827,4.2,4.24,4.16,4.16,471200
ALLA,20190827,1.3,1.3,1.27,1.28,187900
ALT,20190827,2.56,2.64,2.5,2.64,63000
ALUCON,20190827,167,167.5,167,167,2200
AMA,20190827,7.45,7.45,7.3,7.3,544400
AMANAH,20190827,2.32,2.4,2.32,2.38,25425500
AMARIN,20190827,4.98,4.98,4.8,4.8,37700
AMATA,20190827,26.75,27,26.25,26.75,8290500
AMATAR,20190827,12.2,12.3,12.2,12.3,46800
AMATAV,20190827,4.54,4.54,4.5,4.52,307400
AMC,20190827,1.78,1.81,1.78,1.79,94300
ANAN,20190827,3.18,3.2,3.02,3.04,20915300
AOT,20190827,70.25,71.5,70,71,32556400
AP,20190827,7.15,7.3,7,7,7078100
APCO,20190827,3.32,3.42,3.32,3.36,31500
APCS,20190827,4.18,4.24,4.14,4.2,45800
APEX,20190827,0.15,0.16,0.14,0.16,2710500
APURE,20190827,0.93,0.94,0.91,0.92,309600
AQ,20190827,0.02,0.03,0.01,0.02,23076300
AQUA,20190827,0.54,0.55,0.53,0.54,16369000
ARIN,20190827,0.76,0.77,0.75,0.75,1089800
ARIP,20190827,0.46,0.46,0.45,0.45,74500
ARROW,20190827,8.3,8.3,8.2,8.2,22000
AS,20190827,0.84,0.84,0.8,0.84,4100
ASAP,20190827,2.7,2.7,2.64,2.66,529500
ASEFA,20190827,4.6,4.68,4.6,4.68,77000
ASIA,20190827,6.8,7.1,6.8,6.95,30400
ASIAN,20190827,5.65,5.65,5.55,5.6,108900
ASIMAR,20190827,1.46,1.5,1.46,1.47,29200
ASK,20190827,24.9,25.25,24.8,25.25,113400
ASN,20190827,5.5,5.9,5.4,5.9,8000
ASP,20190827,2.42,2.44,2.4,2.42,3024600
ATP30,20190827,1.37,1.37,1.36,1.37,90800
AU,20190827,14.6,14.7,14.2,14.2,2736700
AUCT,20190827,7.6,7.6,7.5,7.6,849700
AYUD,20190827,40.25,40.25,40,40,18300
B,20190827,0.34,0.34,0.33,0.33,3711500
B-WORK,20190827,12.1,12.3,12.1,12.2,74500
B52,20190827,0.2,0.21,0.19,0.2,96600
BA,20190827,8.95,9.25,8.95,9.25,1075300
BAFS,20190827,33.5,33.75,33.25,33.75,62500
BANPU,20190827,11.6,11.7,11,11.2,57617600
BAT-3K,20190827,250,250,250,250,400
BAY,20190827,34.5,34.5,34,34,166600
BBL,20190827,169.5,170,168,169,4037200
BCH,20190827,15.7,15.9,15.7,15.7,6958100
BCP,20190827,26,26,25.5,26,7517200
BCPG,20190827,18.1,18.4,18,18.4,5541000
BCT,20190827,42.75,42.75,42.25,42.25,1600
BDMS,20190827,23.6,23.7,23.3,23.5,38671000
BEAUTY,20190827,2.84,2.92,2.8,2.8,27798100
BEC,20190827,8.1,8.2,8,8.05,6550600
BEM,20190827,11.2,11.4,11.1,11.1,113463100
BFIT,20190827,16.7,16.9,16.5,16.8,15400
BGC,20190827,13.6,14.7,13.5,14.3,13538500
BGRIM,20190827,38.25,39.25,38,38.5,10248300
BGT,20190827,0.99,1,0.97,0.99,285100
BH,20190827,136.5,138.5,135.5,135.5,2423200
BIG,20190827,0.84,0.86,0.83,0.83,3471600
BIZ,20190827,2.6,2.6,2.56,2.58,59900
BJC,20190827,55.75,56,54.75,55.25,9790700
BJCHI,20190827,2.36,2.38,2.34,2.38,235400
BKD,20190827,2.8,2.8,2.78,2.78,297100
BKI,20190827,322,322,321,322,4200
BKKCP,20190827,14.1,14.1,14,14.1,7600
BLA,20190827,20.1,20.3,19.8,20.1,917200
BLAND,20190827,1.5,1.51,1.47,1.47,15671600
BM,20190827,2.06,2.06,2.04,2.04,12300
BOFFICE,20190827,16.4,16.6,16.4,16.5,521000
BOL,20190827,2.7,2.7,2.68,2.68,48600
BPP,20190827,19.5,19.6,19.2,19.3,2739600
BR,20190827,2.82,2.88,2.8,2.8,598600
BROOK,20190827,0.48,0.5,0.47,0.49,4876600
BRR,20190827,5.3,5.35,5.05,5.1,346200
BRRGIF,20190827,9.55,9.55,9.5,9.5,170700
BSBM,20190827,0.9,0.9,0.89,0.9,35600
BSM,20190827,0.37,0.38,0.36,0.37,670500
BTS,20190827,13.3,13.7,13.3,13.4,61729800
BTSGIF,20190827,11.1,11.1,10.9,11,2559800
BTW,20190827,1.22,1.22,1.21,1.22,3600
BWG,20190827,0.7,0.71,0.69,0.7,1358000
CAZ,20190827,2.34,2.36,2.34,2.34,391600
CBG,20190827,76.5,76.75,75.75,76.75,3194200
CCET,20190827,1.82,1.82,1.79,1.8,1530000
CCP,20190827,0.35,0.35,0.33,0.33,1107300
CEN,20190827,0.92,0.92,0.9,0.91,121100
CENTEL,20190827,30.75,32,30.75,30.75,3781500
CFRESH,20190827,1.99,2,1.97,1.97,71500
CGD,20190827,1.03,1.05,1.02,1.03,2010300
CGH,20190827,0.86,0.86,0.84,0.86,753100
CHAYO,20190827,4.88,4.9,4.78,4.8,2481100
CHEWA,20190827,0.73,0.74,0.72,0.73,3115800
CHG,20190827,2.42,2.46,2.4,2.42,15680500
CHO,20190827,0.85,0.87,0.85,0.86,294400
CHOTI,20190827,96.5,96.5,96,96,600
CHOW,20190827,1.93,1.93,1.88,1.88,142300
CI,20190827,1.07,1.08,1.06,1.07,75600
CIG,20190827,0.23,0.24,0.22,0.23,452100
CIMBT,20190827,0.67,0.68,0.66,0.66,270900
CITY,20190827,2.02,2.02,2.02,2.02,1600
CK,20190827,23.1,23.2,22.8,22.8,7204000
CKP,20190827,6.2,6.25,6,6.1,28168400
CM,20190827,3.18,3.2,3.16,3.16,41400
CMAN,20190827,1.98,2.02,1.98,2.02,78700
CMC,20190827,1.09,1.12,1.09,1.1,446500
CMO,20190827,1.15,1.17,1.15,1.17,35500
CMR,20190827,2.2,2.2,2.14,2.16,112000
CNS,20190827,1.65,1.7,1.63,1.63,26300
CNT,20190827,1.84,1.86,1.82,1.86,39400
COL,20190827,20,20.1,19.9,20.1,118600
COLOR,20190827,1.2,1.2,1.2,1.2,5000
COM7,20190827,25.75,26,25.25,26,3883300
COMAN,20190827,2.96,2.98,2.9,2.98,19100
COTTO,20190827,1.79,1.8,1.76,1.78,323500
CPALL,20190827,85.75,86.25,84.5,84.75,37279700
CPF,20190827,29.5,29.75,29.25,29.75,19056500
CPH,20190827,4.22,4.48,4.22,4.22,13200
CPI,20190827,1.55,1.57,1.54,1.54,650400
CPL,20190827,1.32,1.35,1.3,1.31,23300
CPN,20190827,64.5,65.5,63,64,14063600
CPNCG,20190827,15.3,15.4,15.2,15.4,133200
CPNREIT,20190827,34.5,35,34.5,34.75,2015000
CPR,20190827,4.8,4.82,4.78,4.78,11200
CPT,20190827,0.99,0.99,0.96,0.96,810700
CPTGF,20190827,13.1,13.2,13.1,13.2,474000
CRANE,20190827,2.2,2.22,2.14,2.18,380800
CRD,20190827,0.95,0.97,0.95,0.97,43100
CRYSTAL,20190827,8.85,8.85,8.8,8.85,41500
CSC,20190827,48,48.75,48,48.75,700
CSP,20190827,1.01,1.01,1.01,1.01,3000
CSS,20190827,1.48,1.49,1.45,1.45,942800
CTARAF,20190827,5.9,5.95,5.9,5.95,416100
CTW,20190827,6.75,6.8,6.75,6.75,14100
CWT,20190827,2.84,2.86,2.76,2.8,245200
D,20190827,6.05,6.1,6,6,54800
DCC,20190827,2,2.04,1.99,1.99,2818300
DCON,20190827,0.38,0.38,0.37,0.37,276300
DCORP,20190827,0.48,0.49,0.47,0.47,295200
DDD,20190827,27.25,28.25,27.25,27.5,901500
DELTA,20190827,49.5,49.5,47.5,48,936800
DEMCO,20190827,2.98,3,2.98,3,201600
DIF,20190827,17.4,17.4,17.2,17.3,12626100
DIMET,20190827,0.83,0.84,0.78,0.79,4530300
DOD,20190827,11.3,11.3,11,11,613900
DOHOME,20190827,9.9,9.95,9.6,9.8,27237000
DREIT,20190827,6.35,6.35,6.3,6.35,392200
DRT,20190827,6.1,6.15,6.1,6.1,665300
DTAC,20190827,62.5,63,60.75,62,7671100
DTC,20190827,9.75,9.85,9.75,9.8,10600
EA,20190827,48.25,49,46.75,47.25,28000300
EASTW,20190827,12.6,12.6,12.3,12.5,2517100
ECF,20190827,2.36,2.38,2.34,2.36,1044200
ECL,20190827,1.59,1.61,1.57,1.6,1784600
EE,20190827,0.51,0.52,0.51,0.52,953700
EFORL,20190827,0.04,0.05,0.03,0.04,40129100
EGATIF,20190827,13.6,13.8,13.4,13.6,2948100
EGCO,20190827,332,335,325,331,2089000
EIC,20190827,0.04,0.05,0.04,0.04,1870700
EKH,20190827,7.75,7.8,7.6,7.6,1009900
EMC,20190827,0.23,0.23,0.22,0.23,4185500
EPCO,20190827,4,4.08,4,4.06,4374200
EPG,20190827,6.95,7.35,6.95,7.25,25551600
ERW,20190827,5.5,5.65,5.4,5.4,18692400
ERWPF,20190827,5.25,5.25,5.25,5.25,11900
ESSO,20190827,7.85,7.95,7.6,7.6,15928700
ESTAR,20190827,0.43,0.43,0.41,0.42,1257300
ETE,20190827,0.88,0.9,0.88,0.88,82200
EVER,20190827,0.37,0.37,0.36,0.36,2615100
F&D,20190827,18,18,17.2,17.2,3000
FANCY,20190827,0.71,0.74,0.7,0.71,8348600
FLOYD,20190827,1.66,1.66,1.62,1.65,36200
FN,20190827,1.83,1.83,1.74,1.76,2543200
FNS,20190827,2.98,3,2.94,3,45900
FORTH,20190827,5.7,5.9,5.7,5.85,394200
FPI,20190827,2.52,2.52,2.44,2.44,14600
FPT,20190827,18.9,19.2,18.9,19,1036700
FSMART,20190827,7.5,7.5,7.35,7.4,673500
FSS,20190827,1.68,1.7,1.68,1.69,1500
FTE,20190827,2.14,2.14,2.08,2.08,202900
FTREIT,20190827,16.3,16.4,16.1,16.4,2170800
FUTUREPF,20190827,25.75,26,25.5,26,176700
FVC,20190827,0.46,0.47,0.45,0.45,838400
GAHREIT,20190827,9.45,9.5,9.4,9.4,133000
GBX,20190827,0.53,0.53,0.53,0.53,120300
GC,20190827,5.1,5.15,5.1,5.15,127800
GCAP,20190827,2.34,2.36,2.32,2.32,264300
GEL,20190827,0.2,0.2,0.19,0.19,891500
GENCO,20190827,0.59,0.6,0.58,0.58,928500
GFPT,20190827,18.4,18.4,18.2,18.3,3593900
GGC,20190827,10.4,10.5,10.2,10.3,551600
GIFT,20190827,3.08,3.08,3.06,3.06,4500
GJS,20190827,0.14,0.14,0.13,0.13,1032000
GL,20190827,5.6,5.6,5.45,5.5,1336600
GLAND,20190827,2.7,2.8,2.7,2.72,13900
GLANDRT,20190827,13.5,13.5,13.5,13.5,110000
GLOBAL,20190827,15.2,15.4,14.9,15.1,13319800
GLOW,20190827,89.5,89.75,89.5,89.5,29900
GOLD,20190827,8.4,8.4,8.35,8.4,144600
GPI,20190827,1.93,1.94,1.92,1.93,80600
GPSC,20190827,73.75,74,73,73.75,6772400
