<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191003,10.5,10.5,10.4,10.44,49900
BMSCG,20191003,7.95,7.96,7.95,7.95,6700
BMSCITH,20191003,11.72,11.79,11.72,11.77,559400
BSET100,20191003,10.4,10.46,10.39,10.43,270900
CHINA,20191003,5.28,5.29,5.22,5.29,1800
EBANK,20191003,5.01,5.01,5.01,5.01,1000
EICT,20191003,5.23,5.23,5.23,5.23,100
ENGY,20191003,6.27,6.27,6.27,6.27,2000
ESET50,20191003,5.7,5.7,5.7,5.7,10000
GLD,20191003,1.95,1.95,1.93,1.94,88400
TDEX,20191003,10.65,10.68,10.64,10.67,136100
TGOLDETF,20191003,4.23,4.23,4.21,4.22,70400
2S,20191003,2.28,2.3,2.26,2.26,671000
7UP,20191003,0.57,0.58,0.57,0.58,6118300
A,20191003,6.25,6.25,6.25,6.25,9200
AAV,20191003,3,3.04,3,3,3210600
ABICO,20191003,4.14,4.18,4.14,4.18,1300
ABM,20191003,0.85,0.86,0.84,0.84,118900
ABPIF,20191003,4.92,4.92,4.88,4.9,2315500
ACAP,20191003,1.63,1.66,1.61,1.61,1292800
ACC,20191003,0.62,0.65,0.62,0.65,70500
ACG,20191003,1.3,1.3,1.27,1.27,233500
ADB,20191003,0.6,0.62,0.6,0.6,419300
ADVANC,20191003,221,222,219,221,3240000
AEC,20191003,0.27,0.27,0.25,0.26,240100
AEONTS,20191003,205,206,203,204,257300
AF,20191003,0.66,0.66,0.65,0.65,2500
AGE,20191003,0.93,0.93,0.91,0.92,2053300
AH,20191003,17.2,17.4,16.4,16.5,616500
AHC,20191003,15.2,15.6,15.2,15.5,3700
AI,20191003,1.2,1.21,1.2,1.2,1033200
AIE,20191003,0.41,0.42,0.41,0.42,1713200
AIMCG,20191003,9.95,9.95,9.9,9.9,316000
AIMIRT,20191003,14.8,15,14.8,15,383600
AIRA,20191003,1.3,1.33,1.29,1.3,31400
AIT,20191003,20.8,20.9,20.7,20.8,21500
AJ,20191003,8,8.15,7.95,8.1,11900
AJA,20191003,0.18,0.19,0.17,0.17,8054600
AKP,20191003,1.38,1.38,1.34,1.34,41600
AKR,20191003,0.74,0.75,0.73,0.74,230600
ALL,20191003,4.22,4.32,4.22,4.28,925000
ALLA,20191003,1.2,1.22,1.2,1.21,90300
ALT,20191003,2.44,2.44,2.38,2.4,25200
AMA,20191003,6.5,6.6,6.5,6.5,244100
AMANAH,20191003,3.8,3.84,3.56,3.56,41774600
AMARIN,20191003,4.9,4.9,4.8,4.82,31700
AMATA,20191003,24.2,24.6,24.1,24.5,5463000
AMATAR,20191003,12.7,12.7,12.6,12.6,71200
AMATAV,20191003,4.96,4.96,4.84,4.9,38900
AMC,20191003,1.79,1.8,1.76,1.79,441100
ANAN,20191003,3.06,3.1,3.06,3.06,881200
AOT,20191003,72.75,73.75,72.75,73.25,14772600
AP,20191003,6.65,6.7,6.55,6.55,4678500
APCO,20191003,3.42,3.42,3.26,3.42,139900
APCS,20191003,3.98,4.02,3.98,4.02,265400
APEX,20191003,0.15,0.17,0.15,0.17,150500
APURE,20191003,0.83,0.83,0.82,0.83,150300
AQ,20191003,0.02,0.02,0.01,0.02,632100
AQUA,20191003,0.49,0.51,0.49,0.49,13174400
ARIN,20191003,0.68,0.7,0.66,0.66,5538900
ARIP,20191003,0.46,0.47,0.45,0.45,2261300
ARROW,20191003,8.75,8.85,8.75,8.75,19600
AS,20191003,0.84,0.84,0.84,0.84,400
ASAP,20191003,2.78,2.88,2.76,2.76,1482100
ASEFA,20191003,4.52,4.54,4.5,4.5,142000
ASIA,20191003,6.55,6.55,6.55,6.55,1000
ASIAN,20191003,5.55,6,5.5,5.85,2122500
ASIMAR,20191003,1.39,1.51,1.39,1.41,2335600
ASK,20191003,26.25,26.5,26.25,26.5,152900
ASN,20191003,5.55,5.65,5.5,5.65,25200
ASP,20191003,2.02,2.04,2,2.02,1378900
ATP30,20191003,1.4,1.4,1.37,1.38,258400
AU,20191003,12.7,12.7,12.6,12.6,877700
AUCT,20191003,8.6,8.9,8.55,8.8,1086500
B,20191003,0.29,0.3,0.28,0.28,3117100
B-WORK,20191003,12.6,12.7,12.5,12.7,40000
B52,20191003,0.21,0.23,0.21,0.23,463400
BA,20191003,8.5,8.55,8.35,8.35,1388700
BAFS,20191003,32.75,33,32.5,32.75,103100
BANPU,20191003,11.8,12,11.7,11.8,21964500
BAY,20191003,33,33,32.5,32.75,175000
BBL,20191003,167.5,170,167.5,168.5,3865800
