<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190605,11.15,11.15,11.15,11.15,11900
BMSCG,20190605,8.13,8.2,8.13,8.2,9400
BMSCITH,20190605,12.55,12.57,12.51,12.54,304300
BSET100,20190605,10.67,10.67,10.64,10.67,154600
CHINA,20190605,5.28,5.29,5.04,5.16,182400
EBANK,20190605,5.62,5.62,5.62,5.62,100
ENGY,20190605,6.16,6.22,6.16,6.22,1400
ESET50,20190605,5.78,5.79,5.78,5.79,1000
GLD,20190605,1.75,1.76,1.75,1.76,433200
TDEX,20190605,10.79,10.84,10.79,10.82,237500
TGOLDETF,20190605,3.84,3.85,3.83,3.84,81500
2S,20190605,2.16,2.18,2.16,2.16,21400
7UP,20190605,0.25,0.25,0.24,0.25,1086100
A,20190605,6.35,6.35,6.35,6.35,13500
AAV,20190605,4.04,4.06,4,4.04,9696800
ABICO,20190605,4.12,4.14,4.04,4.08,30100
ABM,20190605,0.89,0.9,0.88,0.9,37000
ABPIF,20190605,5.95,5.95,5.9,5.9,39800
ACAP,20190605,3.68,3.72,3.58,3.62,604100
ACC,20190605,0.71,0.71,0.69,0.71,269800
ADB,20190605,0.85,0.85,0.82,0.83,497300
ADVANC,20190605,194.5,196,194,195,4789000
AEC,20190605,0.55,0.56,0.55,0.56,974300
AEONTS,20190605,208,214,208,212,941200
AF,20190605,0.67,0.71,0.67,0.7,86200
AFC,20190605,8.3,8.3,8.3,8.3,300
AGE,20190605,0.99,1,0.95,0.95,4151600
AH,20190605,18.8,19.1,18.7,18.7,464800
AHC,20190605,16.8,17,16.7,16.8,84900
AIMIRT,20190605,12.2,12.3,12.2,12.2,89800
AIRA,20190605,1.2,1.28,1.2,1.28,169000
AIT,20190605,21.6,21.6,21.5,21.5,23700
AJ,20190605,9.3,9.4,9.3,9.4,10000
AJA,20190605,0.21,0.21,0.19,0.2,1363200
AKP,20190605,1.54,1.56,1.52,1.54,280400
AKR,20190605,0.7,0.72,0.7,0.72,982100
ALL,20190605,3.96,4.12,3.94,4.08,10579900
ALLA,20190605,1.35,1.36,1.34,1.36,102400
ALT,20190605,2.78,2.78,2.72,2.78,37800
ALUCON,20190605,172,172,172,172,1200
AMA,20190605,4.2,4.24,4.2,4.24,182500
AMANAH,20190605,1.57,1.6,1.55,1.58,4654800
AMARIN,20190605,4.98,5,4.96,5,17400
AMATA,20190605,22.8,22.8,22.6,22.6,15947400
AMATAR,20190605,11.8,11.8,11.8,11.8,10600
AMATAV,20190605,5.05,5.05,4.98,5.05,33900
AMC,20190605,1.64,1.64,1.64,1.64,100
ANAN,20190605,3.68,3.74,3.66,3.72,5957800
AOT,20190605,65.75,65.75,64.5,64.75,28534400
AP,20190605,7.75,7.95,7.75,7.9,8463400
APCO,20190605,3.8,3.84,3.8,3.8,193100
APCS,20190605,4.74,4.74,4.66,4.74,187200
APEX,20190605,0.18,0.19,0.18,0.19,1849200
APURE,20190605,1.44,1.44,1.41,1.41,234300
AQ,20190605,0.03,0.03,0.02,0.03,3781100
AQUA,20190605,0.5,0.5,0.49,0.49,3925400
ARIP,20190605,0.42,0.42,0.41,0.42,10000
ARROW,20190605,8.2,8.25,8.15,8.15,164600
AS,20190605,0.84,0.85,0.82,0.84,11900
ASAP,20190605,2.38,2.38,2.32,2.36,740000
ASEFA,20190605,4.76,4.8,4.76,4.8,66400
ASIA,20190605,7.35,7.35,7.35,7.35,1800
ASIAN,20190605,7.2,7.35,7.15,7.25,1837100
ASIMAR,20190605,1.7,1.75,1.68,1.68,289700
ASK,20190605,23.8,23.9,23.8,23.8,114000
ASN,20190605,3.82,3.9,3.82,3.9,28700
ASP,20190605,2.66,2.66,2.6,2.6,4514300
ATP30,20190605,1.3,1.31,1.3,1.31,188700
AU,20190605,10,11.1,9.95,11,20745600
AUCT,20190605,6.65,6.7,6.55,6.55,810300
AYUD,20190605,40.75,40.75,40.5,40.5,17100
B,20190605,0.51,0.51,0.48,0.49,1310000
B-WORK,20190605,11.3,11.4,11.3,11.4,1318100
B52,20190605,0.29,0.29,0.28,0.29,42700
BA,20190605,11.1,11.3,11.1,11.2,154700
BAFS,20190605,35,35,34.5,34.5,171300
BANPU,20190605,15.1,15.3,15,15,38552500
BAY,20190605,37.25,37.5,37.25,37.25,102600
BBL,20190605,199.5,201,199,200,5471200
BCH,20190605,16.4,16.8,16.3,16.7,21887200
BCP,20190605,29.5,29.75,29,29.5,2617100
BCPG,20190605,17.8,17.8,17.6,17.6,2161600
BCT,20190605,47.25,47.5,47,47.5,10300
BDMS,20190605,26.25,26.25,25.5,26,65128700
BEAUTY,20190605,4.22,4.32,4.04,4.06,346728600
BEC,20190605,9.6,9.7,9.5,9.6,7527500
BEM,20190605,11.4,11.5,11.3,11.5,30495000
BFIT,20190605,17.9,18,17.9,17.9,57800
BGC,20190605,11.6,11.6,11.3,11.5,384400
BGRIM,20190605,33.75,34,33.5,33.75,5019000
BGT,20190605,1,1,0.98,0.99,63800
BH,20190605,173,173.5,170,171,1256800
BIG,20190605,1.02,1.02,1.01,1.01,1075400
BIZ,20190605,2.56,2.58,2.54,2.54,71600
BJC,20190605,46.75,47.5,46.75,47,13843800
BJCHI,20190605,2.1,2.14,2.08,2.12,189400
BKD,20190605,2.86,2.9,2.86,2.9,125900
BKI,20190605,324,324,324,324,2400
BKKCP,20190605,12.9,12.9,12.9,12.9,51600
BLA,20190605,27.75,28.25,27.75,28,665600
BLAND,20190605,1.6,1.62,1.59,1.59,23535900
BM,20190605,2.08,2.1,2.08,2.1,11700
BOFFICE,20190605,14.2,14.3,14.2,14.2,233100
BOL,20190605,2.4,2.42,2.4,2.4,60700
BPP,20190605,19.7,19.8,19.4,19.6,6063400
BR,20190605,3.02,3.02,2.96,2.98,3393200
BROOK,20190605,0.47,0.47,0.45,0.46,1206700
BRR,20190605,6.05,6.2,6.05,6.15,96000
BRRGIF,20190605,9.6,9.6,9.55,9.6,130300
BSBM,20190605,0.89,0.91,0.89,0.9,198000
BSM,20190605,0.51,0.51,0.5,0.5,217800
BTS,20190605,11.6,11.6,11.5,11.6,19512100
BTSGIF,20190605,10.7,10.7,10.6,10.7,10483100
BTW,20190605,1.29,1.32,1.27,1.3,89700
BWG,20190605,0.87,0.88,0.86,0.87,4502100
CAZ,20190605,2.1,2.28,2.08,2.24,9642400
CBG,20190605,68.5,68.75,67,68,5240300
CCET,20190605,1.84,1.84,1.82,1.83,255400
CCP,20190605,0.32,0.33,0.32,0.32,267000
CEN,20190605,0.98,0.99,0.98,0.99,89300
CENTEL,20190605,35,35.75,35,35.75,6938100
CFRESH,20190605,3.2,3.22,3.2,3.22,7000
CGD,20190605,1.02,1.04,1.02,1.04,148400
CGH,20190605,0.86,0.86,0.84,0.84,148100
CHAYO,20190605,4.18,4.2,4.16,4.2,1159500
CHEWA,20190605,0.82,0.82,0.81,0.82,1074100
CHG,20190605,2.24,2.28,2.22,2.28,74222700
CHO,20190605,0.92,0.92,0.88,0.9,2702700
CHOW,20190605,2.26,2.28,2.24,2.26,418600
CI,20190605,1.23,1.26,1.22,1.25,84700
CIG,20190605,0.26,0.27,0.26,0.27,218000
CIMBT,20190605,0.72,0.73,0.72,0.72,67500
CITY,20190605,2.24,2.24,2.22,2.24,14200
CK,20190605,27,27.5,27,27.25,8509600
CKP,20190605,6.4,6.45,6.25,6.3,55237600
CM,20190605,3.72,3.72,3.66,3.68,23700
CMAN,20190605,2.46,2.46,2.42,2.44,886600
CMC,20190605,1.29,1.31,1.29,1.3,781000
CMO,20190605,1.43,1.43,1.41,1.41,262900
CMR,20190605,2.34,2.34,2.32,2.34,21800
CNS,20190605,1.65,1.65,1.62,1.64,54600
CNT,20190605,1.89,1.9,1.88,1.88,108300
COL,20190605,22.5,22.5,22.3,22.5,130000
COM7,20190605,19.9,20.4,19.8,20.2,17494400
COMAN,20190605,3.2,3.28,3.2,3.22,31300
COTTO,20190605,2.06,2.06,2.02,2.04,93300
CPALL,20190605,82.25,82.25,80.5,82,37920500
CPF,20190605,28.25,28.25,27.5,27.75,24656100
CPI,20190605,1.41,1.41,1.39,1.39,79500
CPL,20190605,1.5,1.51,1.49,1.51,38600
CPN,20190605,74,75.75,73.75,75,14267900
CPNCG,20190605,15,15.1,14.9,15,436800
CPNREIT,20190605,29,29,28.5,28.75,2037200
CPR,20190605,5,5.05,4.98,5,40000
CPT,20190605,1.22,1.22,1.2,1.2,1945700
CPTGF,20190605,13,13.1,12.9,13.1,357700
CRANE,20190605,2.16,2.22,2.1,2.12,1123300
CRD,20190605,0.99,1,0.99,1,86700
CRYSTAL,20190605,8.85,9,8.85,9,114800
CSC,20190605,47,47,47,47,1000
CSP,20190605,1.06,1.09,1.06,1.09,50500
CSS,20190605,1.51,1.52,1.5,1.5,578900
CTARAF,20190605,5.05,5.05,5,5.05,294100
CTW,20190605,7.3,7.4,7.3,7.35,64800
CWT,20190605,3.08,3.08,3,3.02,146000
D,20190605,7.05,7.05,6.75,6.75,266700
DCC,20190605,1.95,1.96,1.93,1.94,5093700
DCON,20190605,0.41,0.41,0.4,0.41,2340600
DCORP,20190605,0.49,0.5,0.48,0.5,709500
DDD,20190605,22.7,25.5,22.6,25,9050300
DELTA,20190605,63,63.5,62.25,63,1246300
DEMCO,20190605,3.2,3.2,3.14,3.16,860800
DIF,20190605,16,16,15.8,16,13464800
DIMET,20190605,0.74,0.74,0.72,0.74,128200
DOD,20190605,8.4,8.8,8.35,8.65,3781900
DREIT,20190605,6,6,5.95,5.95,72500
DRT,20190605,5.85,5.85,5.75,5.8,248800
DTAC,20190605,49.75,50.5,49.25,50,9723200
DTC,20190605,10.1,10.2,10.1,10.2,32500
EA,20190605,55,55.25,54.25,54.5,18227200
EASON,20190605,2.06,2.06,2,2.04,540100
EASTW,20190605,12.1,12.1,12,12.1,699900
ECF,20190605,2.36,2.38,2.34,2.36,1471200
ECL,20190605,1.52,1.56,1.51,1.55,3092700
EE,20190605,0.49,0.49,0.48,0.49,138200
EFORL,20190605,0.04,0.05,0.04,0.04,688100
EGATIF,20190605,12.4,12.4,12.3,12.4,1855900
EGCO,20190605,298,303,296,303,2393500
EIC,20190605,0.05,0.05,0.04,0.05,2080400
EKH,20190605,6.45,6.5,6.35,6.4,2872100
EMC,20190605,0.27,0.28,0.27,0.28,4704300
EPCO,20190605,2.96,2.96,2.92,2.92,672200
EPG,20190605,5.2,5.45,5.2,5.4,13128800
ERW,20190605,6.55,6.65,6.5,6.55,7600300
ERWPF,20190605,5.2,5.25,5.2,5.25,83300
ESSO,20190605,9.7,9.95,9.7,9.85,35409700
ESTAR,20190605,0.49,0.49,0.48,0.48,856200
ETE,20190605,1.17,1.19,1.17,1.17,115000
EVER,20190605,0.41,0.42,0.4,0.41,6335900
F&D,20190605,17,17.3,17,17.3,27700
FANCY,20190605,0.5,0.5,0.46,0.48,2007200
FC,20190605,0.31,0.32,0.31,0.32,628400
FLOYD,20190605,1.74,1.74,1.68,1.68,240900
FMT,20190605,24.6,24.6,24.5,24.5,1800
FN,20190605,1.56,1.57,1.54,1.54,468300
FNS,20190605,3.44,3.46,3.3,3.3,117700
FORTH,20190605,5.75,6,5.75,5.95,233600
FPI,20190605,2.52,2.56,2.48,2.56,1554600
FPT,20190605,17.9,17.9,17.7,17.7,97500
FSMART,20190605,7,7.05,6.95,7.05,750100
FSS,20190605,1.72,1.76,1.72,1.76,112600
FTE,20190605,2.2,2.26,2.18,2.26,283100
FTREIT,20190605,14.5,14.8,14.5,14.8,584300
FUTUREPF,20190605,25.5,25.75,25.5,25.75,113200
FVC,20190605,0.63,0.63,0.59,0.59,4409800
GAHREIT,20190605,9.2,9.25,9.2,9.25,10600
GBX,20190605,0.54,0.55,0.54,0.54,154500
GC,20190605,5.2,5.2,5.15,5.2,31000
GCAP,20190605,2.26,2.3,2.26,2.28,326800
GEL,20190605,0.24,0.24,0.23,0.24,91200
GENCO,20190605,0.63,0.65,0.63,0.65,151800
GFPT,20190605,16,16.2,15.9,16.2,2280800
GGC,20190605,10.8,10.8,10.6,10.6,1992900
GIFT,20190605,3.38,3.4,3.34,3.4,2900
GJS,20190605,0.13,0.13,0.12,0.13,6467600
GL,20190605,6.4,6.5,6.35,6.35,1350500
GLAND,20190605,2.98,2.98,2.92,2.94,30900
GLANDRT,20190605,13,13.3,13,13,260700
