<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190117,11.02,11.02,11.02,11.02,2800
BMSCG,20190117,7.63,7.64,7.63,7.64,5300
BMSCITH,20190117,12.02,12.07,12.01,12.05,395600
BSET100,20190117,10.05,10.09,10.05,10.07,118900
CHINA,20190117,4.77,4.77,4.75,4.75,4200
EICT,20190117,4.09,4.09,4.09,4.09,100
ENGY,20190117,5.96,5.96,5.96,5.96,3600
ENY,20190117,7.13,7.13,7.13,7.13,200
GLD,20190117,1.74,1.74,1.74,1.74,115600
TDEX,20190117,10.51,10.54,10.5,10.52,11800
TGOLDETF,20190117,3.8,3.81,3.8,3.81,47700
2S,20190117,2.38,2.44,2.3,2.32,247500
7UP,20190117,0.39,0.39,0.38,0.39,1290600
A,20190117,6.5,6.5,6.4,6.4,10400
AAV,20190117,3.96,4,3.96,4,2929400
ABICO,20190117,4.24,4.24,4.2,4.24,1700
ABM,20190117,0.91,0.91,0.87,0.88,13500
ABPIF,20190117,6.35,6.35,6.3,6.35,33100
ACAP,20190117,2.58,2.66,2.58,2.58,708100
ACC,20190117,0.5,0.5,0.49,0.49,147000
ADB,20190117,0.89,0.89,0.85,0.86,52000
ADVANC,20190117,170,171.5,169.5,171,4140800
AEC,20190117,0.46,0.48,0.46,0.48,11800
AEONTS,20190117,168.5,173,168.5,171.5,692300
AF,20190117,0.64,0.64,0.62,0.62,9600
AFC,20190117,9.4,9.4,9.2,9.2,400
AGE,20190117,0.96,0.96,0.94,0.96,110500
AH,20190117,18.7,19.1,18.7,19,484300
AHC,20190117,16.6,16.6,16.6,16.6,200
AIMIRT,20190117,10.3,10.3,10.2,10.3,23900
AIRA,20190117,1.5,1.55,1.48,1.48,4100
AIT,20190117,20.2,20.2,20,20,92800
AJ,20190117,8,8.2,8,8.2,108800
AJA,20190117,0.23,0.28,0.23,0.27,76002600
AKP,20190117,1.86,1.87,1.85,1.87,78800
AKR,20190117,0.8,0.8,0.79,0.8,260100
ALLA,20190117,1.34,1.35,1.34,1.34,330400
ALT,20190117,3.22,3.26,3.2,3.2,168900
ALUCON,20190117,176.5,178,176.5,178,800
AMA,20190117,4.48,4.52,4.46,4.5,65900
AMANAH,20190117,1.59,1.59,1.55,1.55,1270300
AMARIN,20190117,5.05,5.05,5,5,32600
AMATA,20190117,20.8,21,20.2,20.4,22158900
AMATAR,20190117,10.9,11,10.9,11,11000
AMATAV,20190117,4.4,4.42,4.38,4.42,105200
AMC,20190117,1.85,2,1.85,1.87,1760200
ANAN,20190117,3.24,3.26,3.2,3.2,8312500
AOT,20190117,68.25,69,67.75,67.75,35445200
AP,20190117,6.6,6.85,6.6,6.75,18247500
APCO,20190117,4.12,4.18,4.1,4.1,31000
APCS,20190117,4.8,4.82,4.74,4.8,56900
APEX,20190117,0.19,0.2,0.19,0.2,443300
APURE,20190117,1.26,1.34,1.26,1.29,917100
AQ,20190117,0.02,0.03,0.02,0.03,2622000
AQUA,20190117,0.4,0.4,0.39,0.39,549900
ARIP,20190117,0.45,0.45,0.42,0.44,1640900
ARROW,20190117,7.75,7.8,7.75,7.75,23000
AS,20190117,0.79,0.8,0.77,0.78,1300
ASAP,20190117,3.24,3.24,3.12,3.2,749000
ASEFA,20190117,4.74,4.78,4.74,4.76,34700
ASIA,20190117,6.75,6.8,6.75,6.8,19000
ASIAN,20190117,8.2,8.2,8.1,8.15,2533600
ASIMAR,20190117,1.95,2,1.94,1.95,183700
ASK,20190117,23.8,24,23.8,24,7400
ASN,20190117,3.6,3.6,3.6,3.6,1000
ASP,20190117,3.16,3.18,3.14,3.18,621400
ATP30,20190117,1.51,1.52,1.5,1.5,113300
AU,20190117,7.35,7.45,7.2,7.25,621800
AUCT,20190117,5,5.1,5,5,355000
AYUD,20190117,40.25,40.25,40,40,1400
B,20190117,0.42,0.43,0.41,0.41,145600
B-WORK,20190117,10.8,10.8,10.7,10.7,210500
BA,20190117,12.4,12.6,12.4,12.6,2210800
BAFS,20190117,33,33.25,32.75,33.25,78900
BANPU,20190117,16.2,16.7,16.1,16.6,41601300
BAT-3K,20190117,238,238,238,238,200
BAY,20190117,37,37.75,37,37.25,105800
BBL,20190117,205,207,202,203,4795100
BCH,20190117,15.6,15.7,15.2,15.4,8592500
BCP,20190117,31.75,32.5,31.75,32.25,1568300
BCPG,20190117,15.2,15.3,15.1,15.1,2922100
BCT,20190117,45.5,45.5,45.5,45.5,9200
BDMS,20190117,23.7,23.8,23.3,23.6,41630000
BEAUTY,20190117,6.65,6.85,6.6,6.75,65629300
BEC,20190117,5.35,5.35,5.15,5.25,8385300
BEM,20190117,9.9,10,9.85,9.95,47078100
BFIT,20190117,18.3,19,18.2,18.8,35800
BGC,20190117,10.8,11.2,10.8,11.2,7564300
BGRIM,20190117,27.75,28,27.5,27.75,2134600
BGT,20190117,1.01,1.06,1,1.02,1402100
BH,20190117,181.5,181.5,179,181,900600
BIG,20190117,1.19,1.21,1.17,1.19,5329800
BIZ,20190117,2.3,2.4,2.3,2.32,288800
BJC,20190117,48.25,48.5,45.5,46,17263600
BJCHI,20190117,1.9,1.9,1.88,1.88,48900
BKD,20190117,3.08,3.2,3.06,3.06,519900
BKI,20190117,330,330,329,329,5900
BKKCP,20190117,12.3,12.3,12.3,12.3,36200
BLA,20190117,26.5,26.75,26,26.5,1100000
BLAND,20190117,1.53,1.55,1.53,1.53,11696000
BM,20190117,2.92,2.94,2.9,2.94,293500
BOFFICE,20190117,12.7,13,12.7,12.7,702200
BOL,20190117,2,2.02,2,2.02,17300
BPP,20190117,22.2,22.4,22,22.3,1884800
BR,20190117,3.92,3.96,3.9,3.9,555900
BROCK,20190117,2,2,2,2,22000
BROOK,20190117,0.44,0.44,0.43,0.43,466400
BRR,20190117,6.05,6.1,6.05,6.05,80300
BRRGIF,20190117,9.95,10,9.95,10,29100
BSBM,20190117,0.94,0.96,0.94,0.95,262400
BSM,20190117,0.59,0.61,0.58,0.6,2650200
BTS,20190117,9.55,9.7,9.55,9.65,26151500
BTSGIF,20190117,11.8,11.8,11.7,11.8,987600
BTW,20190117,1.32,1.32,1.3,1.31,8000
BWG,20190117,1.06,1.07,1.05,1.06,2813000
CBG,20190117,32,32.5,31.75,32.5,864800
CCET,20190117,1.67,1.7,1.67,1.69,68800
CCP,20190117,0.34,0.38,0.33,0.38,17069800
CEN,20190117,0.97,0.99,0.97,0.97,281000
CENTEL,20190117,38.75,38.75,38.25,38.25,3115500
CFRESH,20190117,4.12,4.16,4.06,4.12,143400
CGD,20190117,1.37,1.38,1.3,1.3,3387900
CGH,20190117,0.96,0.96,0.93,0.93,27200
CHAYO,20190117,3.82,3.82,3.76,3.8,348100
CHEWA,20190117,1.05,1.06,1.04,1.05,1229300
CHG,20190117,1.81,1.83,1.81,1.81,8542400
CHO,20190117,1.33,1.44,1.33,1.41,17835800
CHOTI,20190117,130,130,130,130,300
CHOW,20190117,3.82,3.82,2.6,2.6,9606500
CI,20190117,1.23,1.23,1.23,1.23,85500
CIG,20190117,0.31,0.32,0.31,0.31,1391300
CIMBT,20190117,0.77,0.79,0.76,0.79,575600
CITY,20190117,2.26,2.3,2.24,2.24,77900
CK,20190117,24.7,24.8,24.4,24.4,5250400
CKP,20190117,4.7,4.72,4.4,4.44,214675600
CM,20190117,4.06,4.06,4.02,4.04,45000
CMAN,20190117,2.42,2.44,2.4,2.42,369500
CMC,20190117,1.56,1.57,1.55,1.56,4893300
