<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190118,11,11.02,10.97,10.99,29900
BMSCG,20190118,7.62,7.69,7.62,7.66,900
BMSCITH,20190118,12.07,12.1,12.03,12.08,81400
BSET100,20190118,10.09,10.11,10.05,10.09,88700
CHINA,20190118,4.77,4.77,4.75,4.75,3600
ENGY,20190118,6.08,6.08,6.07,6.07,1400
ENY,20190118,7.21,7.21,7.21,7.21,1400
GLD,20190118,1.74,1.74,1.73,1.73,74300
TDEX,20190118,10.54,10.56,10.52,10.55,30600
TGOLDETF,20190118,3.79,3.8,3.79,3.8,18400
2S,20190118,2.3,2.36,2.28,2.28,79900
7UP,20190118,0.39,0.39,0.37,0.37,3149100
A,20190118,6.4,6.5,6.35,6.35,9900
AAV,20190118,4,4.06,3.98,4.04,5091500
ABICO,20190118,4.28,4.3,4.28,4.28,2100
ABM,20190118,0.89,0.9,0.88,0.9,173700
ABPIF,20190118,6.35,6.35,6.3,6.35,27600
ACAP,20190118,2.6,2.64,2.58,2.58,703800
ACC,20190118,0.5,0.5,0.5,0.5,47200
ADB,20190118,0.88,0.88,0.86,0.86,11400
ADVANC,20190118,170.5,172.5,170,172,3984600
AEC,20190118,0.47,0.47,0.45,0.47,253500
AEONTS,20190118,170.5,170.5,160.5,161,1124800
AF,20190118,0.63,0.63,0.62,0.62,59000
AGE,20190118,0.97,0.97,0.95,0.96,130100
AH,20190118,19.1,19.1,18.8,18.9,255500
AHC,20190118,16.7,16.9,16.7,16.9,1100
AIMIRT,20190118,10.3,10.3,10.2,10.3,345900
AIRA,20190118,1.51,1.51,1.51,1.51,500
AIT,20190118,20.2,20.2,20,20.2,21600
AJ,20190118,8,8.1,8,8,40900
AJA,20190118,0.28,0.33,0.28,0.29,145207900
AKP,20190118,1.87,1.88,1.84,1.84,67000
AKR,20190118,0.8,0.8,0.79,0.8,43800
ALLA,20190118,1.35,1.35,1.34,1.34,166000
ALT,20190118,3.24,3.26,3.24,3.26,113100
ALUCON,20190118,178.5,178.5,176,176,400
AMA,20190118,4.48,4.5,4.4,4.44,100600
AMANAH,20190118,1.57,1.57,1.55,1.55,738900
AMARIN,20190118,5.05,5.05,4.96,5.05,46100
AMATA,20190118,20.6,20.7,20.4,20.7,16296000
AMATAR,20190118,11,11.1,11,11.1,42100
AMATAV,20190118,4.42,4.56,4.42,4.54,1065300
AMC,20190118,1.88,1.89,1.87,1.87,59400
ANAN,20190118,3.22,3.24,3.16,3.18,4272300
AOT,20190118,68,68.5,67.5,68.5,16159900
AP,20190118,6.85,6.9,6.7,6.75,10213600
APCO,20190118,4.12,4.16,4.1,4.16,111900
APCS,20190118,4.78,4.8,4.78,4.8,73700
APEX,20190118,0.2,0.2,0.2,0.2,427200
APURE,20190118,1.29,1.31,1.27,1.27,158700
AQ,20190118,0.03,0.03,0.02,0.03,28152100
AQUA,20190118,0.4,0.41,0.39,0.41,4620800
