<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190124,11.26,11.29,11.22,11.26,60400
BMSCG,20190124,7.87,7.93,7.86,7.93,12900
BMSCITH,20190124,12.31,12.36,12.26,12.32,574200
BSET100,20190124,10.32,10.36,10.3,10.33,484100
CHINA,20190124,4.78,4.78,4.78,4.78,6100
EBANK,20190124,5.59,5.59,5.59,5.59,400
ECOMM,20190124,8.3,8.3,8.3,8.3,100
EFOOD,20190124,5.6,5.6,5.6,5.6,1300
EICT,20190124,4.25,4.25,4.25,4.25,1100
ENGY,20190124,6.19,6.19,6.19,6.19,1300
GLD,20190124,1.74,1.74,1.73,1.74,34100
TDEX,20190124,10.76,10.8,10.7,10.75,255000
TGOLDETF,20190124,3.79,3.79,3.78,3.78,4700
2S,20190124,2.26,2.3,2.26,2.3,62400
7UP,20190124,0.4,0.43,0.39,0.42,7347900
A,20190124,6.45,6.45,6.4,6.4,14200
AAV,20190124,4.08,4.1,4.04,4.04,7397000
ABICO,20190124,4.28,4.38,4.22,4.34,155100
ABM,20190124,0.9,0.9,0.88,0.89,6900
ABPIF,20190124,6.5,6.5,6.45,6.45,139200
ACAP,20190124,3.24,3.26,3.14,3.18,4212700
ACC,20190124,0.5,0.53,0.5,0.5,2360100
ADB,20190124,0.91,0.93,0.89,0.89,180900
ADVANC,20190124,174.5,177,173.5,177,8872800
AEC,20190124,0.46,0.46,0.45,0.45,85200
AEONTS,20190124,173.5,177,170.5,171.5,570600
AF,20190124,0.68,0.68,0.63,0.63,265800
AGE,20190124,0.98,1.05,0.97,1.04,3615900
AH,20190124,20.2,20.6,20,20,1304500
AHC,20190124,16.9,17,16.7,17,12400
AIMIRT,20190124,10.3,10.3,10.3,10.3,19500
AIRA,20190124,1.7,1.7,1.67,1.67,800
AIT,20190124,20,20,19.9,20,88100
AJ,20190124,8.05,8.1,8,8.1,44300
AJA,20190124,0.28,0.3,0.28,0.29,6453100
AKP,20190124,1.87,1.91,1.87,1.88,229400
AKR,20190124,0.8,0.8,0.79,0.8,358900
ALLA,20190124,1.36,1.41,1.34,1.35,1956700
ALT,20190124,3.36,3.44,3.36,3.44,44200
ALUCON,20190124,178,178,178,178,300
AMA,20190124,4.48,4.48,4.38,4.44,398800
AMANAH,20190124,1.65,1.68,1.63,1.65,4119400
AMARIN,20190124,5,5,4.98,5,17700
AMATA,20190124,22.1,22.2,21.8,22.1,25428900
AMATAR,20190124,10.8,10.9,10.8,10.8,5800
AMATAV,20190124,4.58,4.62,4.56,4.6,140500
AMC,20190124,1.88,1.88,1.83,1.83,70200
ANAN,20190124,3.44,3.54,3.44,3.48,9544400
