<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191017,10.45,10.46,10.44,10.45,5600
BMSCG,20191017,8,8,8,8,300
BMSCITH,20191017,11.94,11.94,11.85,11.87,180200
BSET100,20191017,10.67,10.67,10.61,10.63,198700
CHINA,20191017,5.4,5.4,5.24,5.37,11300
EICT,20191017,5.48,5.48,5.42,5.42,13400
ESET50,20191017,5.8,5.8,5.8,5.8,100
GLD,20191017,1.92,1.92,1.89,1.92,300500
TDEX,20191017,10.83,10.92,10.83,10.85,152100
TGOLDETF,20191017,4.17,4.17,4.16,4.17,67300
TH100,20191017,4.76,4.76,4.76,4.76,100
2S,20191017,2.32,2.32,2.28,2.3,264100
7UP,20191017,0.51,0.52,0.51,0.51,5510200
A,20191017,6.2,6.2,6.2,6.2,10800
AAV,20191017,2.72,2.82,2.72,2.76,9404300
ABICO,20191017,4.1,4.16,4.08,4.08,3000
ABM,20191017,0.86,0.86,0.84,0.86,110400
ABPIF,20191017,4.88,4.88,4.86,4.86,23800
ACAP,20191017,1.62,1.69,1.62,1.65,3188100
ACC,20191017,0.7,0.7,0.64,0.65,76600
ACG,20191017,1.17,1.2,1.17,1.18,110900
ADB,20191017,0.63,0.65,0.62,0.63,293200
ADVANC,20191017,238,238,228,230,10312000
AEC,20191017,0.3,0.31,0.3,0.31,398700
AEONTS,20191017,211,214,211,212,408000
AF,20191017,0.65,0.65,0.64,0.64,53500
AFC,20191017,6.85,6.85,6.85,6.85,1000
AGE,20191017,0.92,0.95,0.92,0.93,948300
AH,20191017,15.5,15.8,15.5,15.8,301600
AHC,20191017,15.5,15.5,15.2,15.5,2300
AI,20191017,1.16,1.17,1.15,1.15,550900
AIE,20191017,0.4,0.4,0.38,0.39,1256800
AIMCG,20191017,9.95,10,9.95,10,143700
AIMIRT,20191017,14.9,14.9,14.8,14.8,105400
AIRA,20191017,1.31,1.31,1.26,1.26,37700
AIT,20191017,20.6,20.6,20.4,20.6,45400
AJ,20191017,8.2,8.2,8.1,8.1,11100
AJA,20191017,0.18,0.18,0.17,0.18,532900
AKP,20191017,1.29,1.3,1.28,1.28,1524500
AKR,20191017,0.72,0.73,0.72,0.73,165500
ALL,20191017,4.46,4.5,4.44,4.44,1294100
ALLA,20191017,1.15,1.18,1.13,1.14,349900
ALT,20191017,2.28,2.3,2.28,2.28,79400
ALUCON,20191017,160.5,160.5,159,159,4000
AMA,20191017,6.5,6.85,6.5,6.7,1006300
AMANAH,20191017,3.12,3.4,3.1,3.36,56569700
AMARIN,20191017,4.76,4.82,4.76,4.76,125500
AMATA,20191017,25,25.5,24.8,25,7828900
AMATAR,20191017,12.6,12.7,12.6,12.6,13100
AMATAV,20191017,4.86,4.88,4.86,4.88,58600
AMC,20191017,1.8,1.81,1.8,1.81,41200
ANAN,20191017,3.02,3.06,3,3.06,3031800
AOT,20191017,77.5,77.75,76.5,77,27176500
AP,20191017,6.6,6.65,6.55,6.6,3229300
APCO,20191017,3.26,3.38,3.26,3.38,146900
APCS,20191017,3.94,3.96,3.94,3.96,1000
APEX,20191017,0.16,0.16,0.15,0.15,50200
APURE,20191017,0.79,0.79,0.78,0.78,169600
AQ,20191017,0.02,0.02,0.01,0.01,21935400
AQUA,20191017,0.46,0.47,0.46,0.46,5889500
ARIN,20191017,0.63,0.65,0.61,0.62,2051100
ARIP,20191017,0.47,0.47,0.45,0.45,430800
ARROW,20191017,8.55,8.7,8.55,8.65,27900
AS,20191017,0.82,0.82,0.81,0.82,17100
ASAP,20191017,2.62,2.62,2.52,2.54,747300
