<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190610,11.15,11.2,11.15,11.18,7500
ABFTH,20190610,1275,1275,1275,1275,1000
BMSCG,20190610,8.29,8.34,8.29,8.34,39700
BMSCITH,20190610,12.6,12.63,12.6,12.63,316000
BSET100,20190610,10.74,10.77,10.74,10.77,143200
CHINA,20190610,5.22,5.23,5.2,5.2,7300
EBANK,20190610,5.62,5.64,5.62,5.64,14200
ECOMM,20190610,8.47,8.47,8.47,8.47,15000
EFOOD,20190610,5.92,5.97,5.92,5.97,5100
ENGY,20190610,6.17,6.24,6.17,6.24,29000
ESET50,20190610,5.82,5.82,5.82,5.82,300
GLD,20190610,1.76,1.76,1.74,1.75,167800
TDEX,20190610,10.85,10.91,10.85,10.89,58600
TGOLDETF,20190610,3.84,3.84,3.84,3.84,42300
TH100,20190610,4.83,4.83,4.83,4.83,100
2S,20190610,2.24,2.28,2.24,2.26,310700
7UP,20190610,0.25,0.25,0.24,0.25,1083400
A,20190610,6.35,6.35,6.35,6.35,20000
AAV,20190610,4,4.02,3.98,4,11921600
ABICO,20190610,4.08,4.12,4.04,4.12,24400
ABM,20190610,0.86,0.87,0.86,0.87,51200
ABPIF,20190610,5.95,5.95,5.9,5.9,111900
ACAP,20190610,3.4,3.4,3.3,3.34,2092200
ACC,20190610,0.73,0.73,0.69,0.7,576300
ADB,20190610,0.8,0.81,0.8,0.81,128000
ADVANC,20190610,196,196,194.5,195.5,2922600
AEC,20190610,0.55,0.56,0.5,0.56,12191600
AEONTS,20190610,224,227,220,220,596700
AF,20190610,0.7,0.71,0.68,0.68,129600
AFC,20190610,8.25,8.25,8.25,8.25,100
AGE,20190610,0.95,0.95,0.93,0.95,2466000
AH,20190610,19.1,19.7,19.1,19.5,728600
AHC,20190610,16.7,16.7,16.6,16.7,5300
AI,20190610,1.3,1.41,1.29,1.31,290483200
AIE,20190610,0.4,0.68,0.39,0.68,1178045700
AIMIRT,20190610,12.3,12.4,12.3,12.4,27800
AIRA,20190610,1.3,1.3,1.28,1.3,65800
AIT,20190610,22,22.4,22,22.4,608900
AJ,20190610,9.25,9.45,9.25,9.4,22200
AJA,20190610,0.21,0.21,0.2,0.2,11586900
AKP,20190610,1.45,1.46,1.44,1.44,281300
AKR,20190610,0.72,0.72,0.7,0.71,1335500
ALL,20190610,4.1,4.18,4.06,4.16,2435600
ALLA,20190610,1.34,1.37,1.34,1.37,445800
ALT,20190610,2.74,2.74,2.68,2.72,147500
ALUCON,20190610,174.5,176,174,174,18400
AMA,20190610,4.26,5.3,4.26,5.2,7626200
AMANAH,20190610,1.63,1.65,1.61,1.63,3286600
AMARIN,20190610,4.96,5,4.96,5,30500
AMATA,20190610,23.4,23.5,23.2,23.4,11064500
AMATAR,20190610,11.8,11.8,11.7,11.8,41500
AMATAV,20190610,5,5,4.98,5,39300
AMC,20190610,1.67,1.67,1.67,1.67,1300
ANAN,20190610,3.78,3.92,3.76,3.9,20607900
AOT,20190610,66.25,66.75,65.75,66,35110100
AP,20190610,8,8,7.8,8,12755300
APCO,20190610,3.84,3.84,3.82,3.84,56800
APCS,20190610,4.7,4.74,4.7,4.72,89500
APEX,20190610,0.19,0.2,0.19,0.19,1275300
APURE,20190610,1.41,1.41,1.38,1.39,820600
AQ,20190610,0.03,0.03,0.02,0.02,5058800
AQUA,20190610,0.49,0.51,0.49,0.5,12341500
ARIP,20190610,0.44,0.44,0.43,0.44,165500
ARROW,20190610,8.3,8.4,8.3,8.35,156600
AS,20190610,0.83,0.87,0.83,0.84,14200
ASAP,20190610,2.58,2.6,2.48,2.5,1219400
ASEFA,20190610,4.8,4.84,4.8,4.84,411900
ASIA,20190610,7.35,7.35,7.35,7.35,5700
ASIAN,20190610,7.45,7.7,7.4,7.5,2708400
ASIMAR,20190610,1.68,1.72,1.68,1.7,392200
ASK,20190610,24.1,24.6,24.1,24.2,175900
ASN,20190610,4.02,4.04,4.02,4.04,35500
ASP,20190610,2.6,2.64,2.6,2.6,2421900
ATP30,20190610,1.32,1.32,1.3,1.32,247700
AU,20190610,11.1,11.1,10.8,10.9,1273300
AUCT,20190610,6.8,6.8,6.7,6.7,652500
AYUD,20190610,40.25,41.25,40.25,40.75,47300
B,20190610,0.52,0.52,0.49,0.5,486800
B-WORK,20190610,11.4,11.4,11.3,11.4,205300
B52,20190610,0.28,0.29,0.28,0.29,135800
BA,20190610,11.3,11.5,11.2,11.3,708100
BAFS,20190610,34.5,35.75,34.5,35.5,288500
BANPU,20190610,14.8,15,14.7,14.9,37079900
BAY,20190610,37.25,37.75,37.25,37.25,433000
BBL,20190610,200,200,199,200,2379200
BCH,20190610,16.7,16.9,16.5,16.7,20680200
BCP,20190610,29.5,30.25,29.5,30,3211300
BCPG,20190610,17.7,18.5,17.7,18.4,18100900
BCT,20190610,45.5,46.25,45.5,46.25,24900
BDMS,20190610,26.25,26.25,25.75,26,25456600
BEAUTY,20190610,4.14,4.2,4.1,4.14,77459800
BEC,20190610,10.4,10.5,10.1,10.3,25196900
BEM,20190610,11.7,12,11.6,11.9,51454800
BFIT,20190610,18,18,17.9,18,41000
BGC,20190610,11.9,12.2,11.8,11.8,3226900
BGRIM,20190610,33.5,34.5,33.5,34.5,7917100
BGT,20190610,1,1.02,0.99,1,55300
BH,20190610,173,173,170,171,707600
BIG,20190610,1.1,1.11,1.08,1.08,10266900
BIZ,20190610,2.56,2.56,2.56,2.56,43000
BJC,20190610,48.25,48.25,47.5,47.75,4470400
BJCHI,20190610,2.12,2.24,2.12,2.2,1629300
BKD,20190610,2.88,2.88,2.86,2.88,17000
BKI,20190610,324,325,324,324,3600
BKKCP,20190610,12.9,13,12.9,13,42100
BLA,20190610,27.75,28,27.5,27.75,265700
BLAND,20190610,1.62,1.62,1.61,1.62,12671400
BM,20190610,2.12,2.14,2.1,2.14,103100
BOFFICE,20190610,14.9,15.1,14.9,14.9,358100
BOL,20190610,2.42,2.42,2.4,2.42,93900
BPP,20190610,20.1,20.4,19.9,20.3,5822700
BR,20190610,3.08,3.12,3.08,3.12,1209400
BROCK,20190610,2.04,2.04,1.99,1.99,15500
BROOK,20190610,0.47,0.47,0.46,0.47,681700
BRR,20190610,6.25,6.25,6.2,6.25,22600
BRRGIF,20190610,9.6,9.65,9.5,9.6,837600
BSBM,20190610,0.91,0.91,0.9,0.91,22200
BSM,20190610,0.49,0.5,0.49,0.49,302500
