<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190910,10.79,10.8,10.77,10.77,22900
BMSCG,20190910,8.35,8.35,8.31,8.31,45000
BMSCITH,20190910,12.29,12.31,12.19,12.23,257800
BSET100,20190910,10.86,10.86,10.78,10.8,163800
CHINA,20190910,5.5,5.5,5.45,5.5,31900
EBANK,20190910,5.3,5.3,5.3,5.3,100
EFOOD,20190910,6.04,6.04,6.04,6.04,100
ENGY,20190910,6.41,6.47,6.41,6.47,2100
ENY,20190910,7.33,7.33,7.33,7.33,400
GLD,20190910,1.93,1.94,1.93,1.94,562700
TDEX,20190910,11.02,11.06,10.97,10.97,78900
TGOLDETF,20190910,4.22,4.23,4.21,4.23,35600
TH100,20190910,4.82,4.82,4.82,4.82,2100
2S,20190910,2.24,2.28,2.22,2.28,276900
7UP,20190910,0.6,0.61,0.59,0.6,18279000
A,20190910,6.2,6.25,6.2,6.25,12000
AAV,20190910,3.2,3.22,3.16,3.18,3123300
ABICO,20190910,4.2,4.28,4.2,4.2,26400
ABM,20190910,0.84,0.84,0.82,0.83,32000
ABPIF,20190910,6.25,6.3,6.05,6.1,1138300
ACAP,20190910,2.02,2.16,2.02,2.16,22853200
ACC,20190910,0.65,0.66,0.65,0.66,36400
ACG,20190910,1.44,1.45,1.38,1.42,2465700
ADB,20190910,0.6,0.6,0.59,0.59,57800
ADVANC,20190910,235,236,227,228,7840600
AEC,20190910,0.29,0.3,0.29,0.29,351900
AEONTS,20190910,223,223,218,219,206500
AF,20190910,0.66,0.66,0.65,0.65,20600
AGE,20190910,0.99,1.01,0.98,0.99,2004500
AH,20190910,17.9,18.2,17.7,18,479400
AHC,20190910,15.8,15.8,15.6,15.6,12100
AI,20190910,1.21,1.22,1.21,1.22,2076700
AIE,20190910,0.46,0.46,0.44,0.44,5638300
AIMCG,20190910,9.95,10,9.95,10,472800
AIMIRT,20190910,14.5,14.7,14.5,14.7,509900
AIRA,20190910,1.3,1.3,1.3,1.3,44700
AIT,20190910,22.1,22.3,21.9,21.9,124900
AJ,20190910,8.5,8.5,8.3,8.4,49700
AJA,20190910,0.2,0.2,0.19,0.19,14657600
AKP,20190910,1.38,1.39,1.37,1.38,1488300
AKR,20190910,0.77,0.77,0.76,0.76,414000
ALL,20190910,4.16,4.2,4.14,4.16,1052700
ALLA,20190910,1.25,1.27,1.23,1.23,902300
ALT,20190910,2.54,2.54,2.5,2.54,9300
AMA,20190910,8.35,8.35,8,8,4938300
AMANAH,20190910,2.72,2.82,2.72,2.82,18982900
AMARIN,20190910,4.92,4.94,4.92,4.94,12600
AMATA,20190910,27,27.25,26.25,26.25,11472700
AMATAR,20190910,12.5,12.5,12.5,12.5,118400
AMATAV,20190910,4.86,4.92,4.84,4.9,394800
AMC,20190910,1.82,1.83,1.79,1.82,88300
ANAN,20190910,3.5,3.5,3.42,3.44,2652900
AOT,20190910,74.5,74.75,73.75,74.25,16014100
AP,20190910,7.1,7.15,6.95,6.95,7290200
APCO,20190910,3.34,3.34,3.28,3.3,7800
APCS,20190910,4.2,4.2,4.16,4.16,6000
APEX,20190910,0.17,0.17,0.16,0.16,2469300
APURE,20190910,0.92,0.92,0.9,0.91,234300
AQ,20190910,0.02,0.03,0.02,0.02,4041300
AQUA,20190910,0.51,0.51,0.5,0.5,22427800
ARIN,20190910,0.72,0.72,0.69,0.69,3640700
ARIP,20190910,0.45,0.45,0.43,0.44,420800
ARROW,20190910,9.25,9.5,9.2,9.5,408100
AS,20190910,0.83,0.87,0.81,0.86,2800
ASAP,20190910,2.72,2.82,2.72,2.74,965600
ASEFA,20190910,4.7,4.72,4.68,4.7,40400
ASIA,20190910,6.7,6.7,6.6,6.6,16100
ASIAN,20190910,6.1,6.1,6.05,6.1,551600
ASIMAR,20190910,1.52,1.52,1.51,1.51,48500
ASK,20190910,27,27,26.25,26.75,414000
ASN,20190910,5.9,5.9,5.65,5.65,4700
ASP,20190910,2.32,2.34,2.3,2.32,3705500
ATP30,20190910,1.44,1.44,1.43,1.43,181500
AU,20190910,14.2,14.4,14.1,14.3,802300
AUCT,20190910,9.05,9.25,8.75,9.2,7181500
AYUD,20190910,40.75,41,40.75,41,11600
B,20190910,0.33,0.33,0.32,0.32,323400
B-WORK,20190910,12.6,12.8,12.6,12.8,257200
B52,20190910,0.23,0.24,0.22,0.24,62100
BA,20190910,9.8,9.8,9.6,9.6,191100
BAFS,20190910,33.5,33.5,33.25,33.5,211300
BANPU,20190910,12.7,12.9,12.7,12.8,23712200
BAY,20190910,34.5,35,34.5,34.75,393900
BBL,20190910,169,172.5,168.5,171,8624000
BCH,20190910,16.2,16.2,15.8,16,17720500
BCP,20190910,27,27.25,26.75,27,4333100
BCPG,20190910,19.7,19.7,19.3,19.4,7883800
BCT,20190910,42.5,42.5,41.5,42.25,6100
BDMS,20190910,24.6,24.6,24.2,24.5,24829000
BEAUTY,20190910,2.82,2.84,2.78,2.84,13626000
BEC,20190910,8.25,8.75,8.25,8.6,34591200
BEM,20190910,11.3,11.4,11.2,11.4,50910400
BFIT,20190910,15.7,15.9,15.6,15.9,23700
BGC,20190910,15.7,15.7,14.9,14.9,4751700
BGRIM,20190910,44,44,42.25,42.5,13240200
BGT,20190910,1,1,1,1,4700
BH,20190910,140,140,137.5,139,2230100
BIG,20190910,0.83,0.84,0.83,0.84,2532200
BIZ,20190910,2.6,2.62,2.58,2.6,330800
BJC,20190910,54.25,54.75,53.75,54.25,4216400
BJCHI,20190910,2.78,2.78,2.7,2.72,1253500
BKD,20190910,2.76,2.78,2.76,2.78,57300
BKI,20190910,321,321,321,321,500
BKKCP,20190910,14,14,13.9,13.9,24600
BLA,20190910,20.2,20.5,20.2,20.3,737200
BLAND,20190910,1.52,1.53,1.49,1.51,8992500
BM,20190910,2.1,2.14,2.1,2.12,70400
BOFFICE,20190910,17.5,17.6,17.4,17.6,294700
BOL,20190910,2.92,2.98,2.86,2.96,75100
BPP,20190910,20.5,20.6,19.9,20,6938500
BR,20190910,2.94,2.94,2.9,2.94,771500
BROCK,20190910,2.02,2.02,2.02,2.02,100
BROOK,20190910,0.48,0.49,0.48,0.49,420100
BRR,20190910,4.98,4.98,4.92,4.98,124500
BRRGIF,20190910,9.45,9.5,9.3,9.35,1111600
BSBM,20190910,0.9,0.9,0.9,0.9,5100
BSM,20190910,0.36,0.41,0.36,0.37,10172000
BTS,20190910,13.9,14,13.5,13.7,52463100
BTSGIF,20190910,11.1,11.1,11,11,933100
BTW,20190910,1.14,1.15,1.13,1.15,75900
BWG,20190910,0.69,0.7,0.69,0.7,1792500
CAZ,20190910,2.36,2.36,2.32,2.32,176400
CBG,20190910,81.25,81.75,79.5,79.5,2819100
CCET,20190910,1.82,1.83,1.81,1.83,410400
CCP,20190910,0.33,0.34,0.33,0.33,1369600
CEN,20190910,0.91,0.93,0.88,0.93,519600
CENTEL,20190910,34,34.75,34,34,6147000
CFRESH,20190910,2.02,2.02,1.99,2,115800
CGD,20190910,1,1.01,0.99,1.01,1553900
CGH,20190910,0.85,0.87,0.84,0.85,2591100
CHAYO,20190910,4.98,5.05,4.98,4.98,2225400
CHEWA,20190910,0.72,0.72,0.71,0.72,1038200
CHG,20190910,2.4,2.44,2.34,2.38,27213500
CHO,20190910,0.88,0.89,0.85,0.85,2156600
CHOTI,20190910,94,94,94,94,200
CHOW,20190910,1.94,1.94,1.91,1.92,67600
CI,20190910,1.06,1.12,1,1,1576200
CIG,20190910,0.24,0.24,0.23,0.24,228100
CIMBT,20190910,0.66,0.67,0.66,0.67,77300
