<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190702,11.64,11.64,11.6,11.6,9100
BMSCG,20190702,8.66,8.66,8.57,8.6,22300
BMSCITH,20190702,13.13,13.15,13.06,13.09,252000
BSET100,20190702,11.26,11.26,11.2,11.21,700700
CHINA,20190702,5.59,5.62,5.59,5.59,36300
EBANK,20190702,5.79,5.79,5.79,5.79,100
EFOOD,20190702,6.19,6.19,6.19,6.19,900
EICT,20190702,5.13,5.13,5.13,5.13,100
ENGY,20190702,6.6,6.65,6.6,6.6,800
ESET50,20190702,6.13,6.13,6.13,6.13,100
GLD,20190702,1.8,1.8,1.79,1.8,1443100
TDEX,20190702,11.43,11.43,11.38,11.41,147200
TGOLDETF,20190702,3.95,3.95,3.92,3.94,111300
TH100,20190702,5.1,5.1,5.03,5.1,6300
2S,20190702,2.2,2.24,2.2,2.2,220000
7UP,20190702,0.29,0.3,0.28,0.29,3084100
A,20190702,6.35,6.35,6.25,6.25,10100
A5,20190702,1.8,2.02,1.67,1.72,2871100
AAV,20190702,4.02,4.06,4.02,4.04,11168000
ABICO,20190702,4.44,4.52,4.38,4.4,127200
ABM,20190702,0.87,0.88,0.87,0.87,99800
ABPIF,20190702,6.25,6.3,6.2,6.25,657900
ACAP,20190702,3.04,3.06,2.94,2.94,734800
ACC,20190702,0.66,0.67,0.66,0.67,329400
ACG,20190702,1.45,1.53,1.45,1.49,21209900
ADB,20190702,0.81,0.81,0.79,0.8,329300
ADVANC,20190702,213,214,211,212,5423800
AEC,20190702,0.6,0.6,0.58,0.6,1823900
AEONTS,20190702,222,224,221,223,288500
AF,20190702,0.7,0.7,0.68,0.69,38000
AFC,20190702,8.05,8.1,8,8.1,600
AGE,20190702,1.12,1.13,1.07,1.08,4453600
AH,20190702,19.7,19.8,19.3,19.4,545600
AHC,20190702,15.7,15.7,15.5,15.6,45200
AI,20190702,1.54,1.56,1.53,1.54,22485300
AIE,20190702,0.53,0.59,0.52,0.58,28341400
AIMIRT,20190702,12.8,15.8,12.8,13.2,757100
AIRA,20190702,1.3,1.35,1.29,1.34,246000
AIT,20190702,23.1,23.1,22.8,22.9,257100
AJ,20190702,9.1,9.1,9,9,67900
AJA,20190702,0.21,0.21,0.2,0.2,2001400
AKP,20190702,1.61,1.61,1.57,1.6,1325800
AKR,20190702,0.82,0.83,0.79,0.81,2582900
ALL,20190702,4.46,4.48,4.34,4.36,2247400
ALLA,20190702,1.38,1.38,1.36,1.37,667900
ALT,20190702,3,3.04,2.92,2.98,565600
ALUCON,20190702,172.5,173,172.5,172.5,700
AMA,20190702,6.55,6.55,6.3,6.4,1789000
AMANAH,20190702,2.24,2.26,2.16,2.22,26049600
AMARIN,20190702,4.94,5,4.94,4.98,18500
AMATA,20190702,24.1,24.2,23.8,23.8,13674800
AMATAR,20190702,12.5,12.5,12.5,12.5,34600
AMATAV,20190702,5.05,5.05,4.98,5,40300
AMC,20190702,1.7,1.72,1.7,1.7,55100
ANAN,20190702,3.88,3.9,3.82,3.82,5160800
AOT,20190702,74,74.5,73.5,74,14556800
AP,20190702,7.85,7.95,7.8,7.85,10026900
APCO,20190702,3.72,3.74,3.7,3.72,162100
APCS,20190702,4.7,4.7,4.6,4.62,268400
APEX,20190702,0.18,0.19,0.17,0.19,2830100
APURE,20190702,1.33,1.33,1.3,1.32,283200
AQ,20190702,0.03,0.03,0.02,0.03,59508700
AQUA,20190702,0.53,0.53,0.51,0.53,2954400
ARIP,20190702,0.5,0.51,0.49,0.5,1155500
ARROW,20190702,8.55,8.6,8.4,8.45,132500
AS,20190702,0.76,0.78,0.76,0.78,81500
ASAP,20190702,2.74,2.74,2.66,2.68,1255600
ASEFA,20190702,4.98,4.98,4.94,4.96,80100
ASIA,20190702,7.1,7.15,7.1,7.15,5900
