<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190917,10.85,10.92,10.85,10.89,1800
BMSCG,20190917,8.31,8.32,8.26,8.3,26200
BMSCITH,20190917,12.19,12.25,12.17,12.2,303800
BSET100,20190917,10.77,10.84,10.77,10.81,206700
CHINA,20190917,5.48,5.48,5.4,5.4,3100
EICT,20190917,5.46,5.46,5.46,5.46,100
ENY,20190917,7.52,7.53,7.5,7.53,4300
ESET50,20190917,5.91,5.91,5.91,5.91,4200
GLD,20190917,1.95,1.95,1.94,1.94,138800
TDEX,20190917,10.96,11.03,10.96,11,72000
TGOLDETF,20190917,4.22,4.23,4.21,4.21,29700
2S,20190917,2.3,2.3,2.28,2.3,230500
7UP,20190917,0.6,0.61,0.59,0.6,10561800
A,20190917,6.25,6.25,6.2,6.25,10500
AAV,20190917,3.14,3.16,3.06,3.08,12717700
ABICO,20190917,4.2,4.2,4.2,4.2,49200
ABM,20190917,0.86,0.87,0.82,0.83,732000
ABPIF,20190917,4.82,4.86,4.82,4.84,481900
ACAP,20190917,1.96,1.96,1.92,1.92,2263400
ACC,20190917,0.64,0.67,0.64,0.67,186200
ACG,20190917,1.41,1.42,1.38,1.39,662600
ADB,20190917,0.6,0.6,0.59,0.59,151200
ADVANC,20190917,223,228,222,225,13219800
AEC,20190917,0.32,0.33,0.31,0.32,1388800
AEONTS,20190917,213,215,211,215,374400
AF,20190917,0.66,0.66,0.65,0.66,121400
AFC,20190917,7.5,7.5,7.5,7.5,100
AGE,20190917,1,1,0.99,1,713700
AH,20190917,18.2,18.3,18.1,18.1,644800
AHC,20190917,15.9,15.9,15.6,15.7,9500
AI,20190917,1.2,1.23,1.2,1.21,4176400
AIE,20190917,0.47,0.47,0.44,0.46,7598600
AIMCG,20190917,9.95,10,9.95,10,100200
AIMIRT,20190917,14.8,14.9,14.7,14.8,657000
AIRA,20190917,1.31,1.32,1.29,1.3,159800
AIT,20190917,21.7,21.8,21.6,21.6,103700
AJ,20190917,8.25,8.3,8.25,8.3,2800
AJA,20190917,0.19,0.19,0.18,0.19,11277000
AKP,20190917,1.4,1.41,1.39,1.39,647000
AKR,20190917,0.77,0.77,0.77,0.77,222100
ALL,20190917,4.18,4.2,4.14,4.14,733100
ALLA,20190917,1.2,1.2,1.18,1.19,405200
ALT,20190917,2.5,2.5,2.48,2.48,8500
ALUCON,20190917,166,166,166,166,800
AMA,20190917,7,7.1,6.9,7,1096500
AMANAH,20190917,3,3.16,2.98,3.16,26131700
AMARIN,20190917,4.88,4.88,4.8,4.82,13900
AMATA,20190917,25.75,26.25,25.5,26,5740900
AMATAR,20190917,12.7,12.7,12.6,12.6,68200
AMATAV,20190917,4.9,4.9,4.86,4.86,150200
AMC,20190917,1.88,1.88,1.87,1.87,107200
ANAN,20190917,3.28,3.32,3.22,3.26,3088300
AOT,20190917,73.25,74.25,73,73.5,20878100
AP,20190917,7,7,6.75,6.75,12468400
