<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190814,10.71,10.84,10.71,10.72,9700
ABFTH,20190814,1370,1370,1370,1370,50
BMSCG,20190814,8.25,8.3,8.2,8.2,51900
BMSCITH,20190814,11.93,11.98,11.81,11.88,1277600
BSET100,20190814,10.5,10.53,10.38,10.43,1670900
CHINA,20190814,5.13,5.16,5.13,5.16,7500
EBANK,20190814,5.1,5.1,5.1,5.1,400
ECOMM,20190814,8.73,8.73,8.67,8.67,400
ENGY,20190814,6.03,6.03,6.03,6.03,8000
ENY,20190814,7.12,7.12,7.1,7.1,6100
ESET50,20190814,5.66,5.66,5.65,5.65,600
GLD,20190814,1.93,1.95,1.93,1.93,810300
TDEX,20190814,10.58,10.71,10.55,10.56,470900
TGOLDETF,20190814,4.25,4.25,4.23,4.24,50000
2S,20190814,2.26,2.54,2.26,2.42,2629400
7UP,20190814,0.35,0.35,0.34,0.34,1400200
A,20190814,6.25,6.25,6.2,6.2,10700
AAV,20190814,3.32,3.4,3.18,3.28,27948400
ABICO,20190814,4.08,4.16,4.08,4.14,64100
ABM,20190814,0.87,0.9,0.87,0.87,29100
ABPIF,20190814,6.35,6.35,6.3,6.3,434500
ACAP,20190814,2.16,2.18,1.96,1.97,4295800
ACC,20190814,0.68,0.68,0.66,0.67,397200
ACG,20190814,1.52,1.53,1.51,1.51,710400
ADB,20190814,0.68,0.69,0.68,0.68,39400
ADVANC,20190814,225,226,220,224,6981100
AEC,20190814,0.39,0.39,0.27,0.27,15823800
AEONTS,20190814,222,222,211,214,723700
AF,20190814,0.67,0.69,0.66,0.69,25200
AFC,20190814,7.5,7.5,7.5,7.5,3000
AGE,20190814,1.02,1.04,1.01,1.02,2895500
AH,20190814,17.9,18.1,17.6,17.8,257200
AHC,20190814,15.3,15.7,15.3,15.4,70100
AI,20190814,1.16,1.21,1.04,1.21,24870000
AIE,20190814,0.49,0.49,0.37,0.43,65079600
AIMCG,20190814,9.75,9.75,9.7,9.75,670100
AIMIRT,20190814,12.8,12.8,12.4,12.5,790000
AIRA,20190814,1.3,1.33,1.3,1.3,10800
AIT,20190814,22.8,23.2,22.8,22.9,284200
AJ,20190814,8.4,8.85,8.35,8.85,29500
