<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190115,10.96,11,10.95,10.95,6500
BMSCG,20190115,7.63,7.7,7.63,7.64,11900
BMSCITH,20190115,12.05,12.06,11.96,11.97,386800
BSET100,20190115,10.1,10.12,10.02,10.04,939900
CHINA,20190115,4.75,4.75,4.71,4.72,10300
EICT,20190115,4.16,4.16,4.16,4.16,2400
ENY,20190115,7.09,7.13,7.09,7.13,36700
ESET50,20190115,5.52,5.52,5.52,5.52,1900
GLD,20190115,1.75,1.76,1.75,1.75,10100
TDEX,20190115,10.51,10.53,10.49,10.49,167500
TGOLDETF,20190115,3.83,3.83,3.82,3.82,1200
2S,20190115,2.32,2.36,2.3,2.32,16600
7UP,20190115,0.4,0.41,0.39,0.4,1543200
A,20190115,6.55,6.55,6.5,6.5,15000
AAV,20190115,3.98,4,3.96,3.98,2286200
ABICO,20190115,4.22,4.22,4.18,4.2,23500
ABM,20190115,0.9,0.9,0.87,0.87,68800
ABPIF,20190115,6.35,6.4,6.25,6.25,248500
ACAP,20190115,2.6,2.64,2.56,2.58,1597200
ACC,20190115,0.5,0.5,0.49,0.49,269800
ADB,20190115,0.91,0.91,0.87,0.87,52600
ADVANC,20190115,170,172.5,169.5,172,5212100
AEC,20190115,0.47,0.47,0.46,0.47,10800
AEONTS,20190115,173.5,174,171.5,172.5,319900
AF,20190115,0.64,0.64,0.61,0.62,54000
AGE,20190115,0.97,0.97,0.96,0.96,241700
AH,20190115,19.4,19.5,18.8,18.9,1584900
AHC,20190115,16.9,16.9,16.4,16.5,7000
AIMIRT,20190115,10.3,10.3,10.2,10.3,28800
AIRA,20190115,1.49,1.49,1.49,1.49,100
AIT,20190115,20,20.1,19.9,20.1,33900
AJ,20190115,8.1,8.2,8,8.2,7900
AJA,20190115,0.27,0.28,0.26,0.26,27518500
AKP,20190115,1.91,1.93,1.88,1.89,45100
AKR,20190115,0.8,0.8,0.79,0.79,386500
ALLA,20190115,1.32,1.33,1.32,1.32,239200
ALT,20190115,3.04,3.16,3.04,3.12,471300
ALUCON,20190115,176,177,176,176,700
AMA,20190115,4.64,4.64,4.54,4.54,43500
AMANAH,20190115,1.57,1.63,1.57,1.59,2526400
AMARIN,20190115,4.98,5.1,4.98,5,100700
AMATA,20190115,21.7,21.8,21.1,21.1,21664100
AMATAR,20190115,10.9,10.9,10.9,10.9,25600
