<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190611,11.21,11.22,11.19,11.22,29300
BMSCG,20190611,8.36,8.39,8.35,8.38,18600
BMSCITH,20190611,12.63,12.68,12.6,12.66,550500
BSET100,20190611,10.77,10.82,10.75,10.81,431800
CHINA,20190611,5.25,5.31,5.25,5.29,368300
EBANK,20190611,5.66,5.66,5.66,5.66,10000
EICT,20190611,4.79,4.84,4.79,4.84,4300
ENY,20190611,7.35,7.35,7.35,7.35,100
ESET50,20190611,5.84,5.84,5.84,5.84,100
GLD,20190611,1.75,1.75,1.74,1.74,62500
TDEX,20190611,10.9,10.95,10.9,10.95,266700
TGOLDETF,20190611,3.84,3.84,3.83,3.83,48000
2S,20190611,2.26,2.28,2.22,2.26,158900
7UP,20190611,0.24,0.25,0.24,0.25,720500
A,20190611,6.35,6.35,6.35,6.35,15000
AAV,20190611,4.02,4.1,4,4.06,26980900
ABICO,20190611,4.1,4.12,4.06,4.12,7500
ABM,20190611,0.87,0.88,0.86,0.86,194800
ABPIF,20190611,5.9,5.95,5.85,5.9,91800
ACAP,20190611,3.32,3.34,3.28,3.28,907400
ACC,20190611,0.7,0.7,0.69,0.69,271800
ADB,20190611,0.81,0.85,0.81,0.83,603900
ADVANC,20190611,195.5,196.5,195,196,3902200
AEC,20190611,0.55,0.56,0.54,0.55,375800
AEONTS,20190611,220,224,218,221,680200
AF,20190611,0.68,0.68,0.68,0.68,40000
AGE,20190611,0.95,0.95,0.93,0.95,563100
AH,20190611,19.5,19.7,19.4,19.5,740100
AHC,20190611,16.7,16.7,16.6,16.6,10900
AI,20190611,1.37,1.45,1.37,1.41,364219700
AIE,20190611,0.69,0.71,0.61,0.69,340547000
AIMIRT,20190611,12.4,12.5,12.4,12.4,245500
AIRA,20190611,1.3,1.3,1.29,1.29,900
AIT,20190611,22.5,22.5,22,22.2,407500
AJ,20190611,9.3,9.4,9.25,9.4,4300
AJA,20190611,0.21,0.21,0.2,0.21,5244500
AKP,20190611,1.44,1.5,1.41,1.43,1890900
AKR,20190611,0.71,0.71,0.7,0.7,527100
ALL,20190611,4.2,4.22,4.16,4.2,2665700
ALLA,20190611,1.36,1.4,1.36,1.37,611100
ALT,20190611,2.68,2.74,2.68,2.7,18800
ALUCON,20190611,174,175,172,173,2400
AMA,20190611,5.35,5.85,5.3,5.75,11899600
AMANAH,20190611,1.64,1.68,1.62,1.67,7643200
AMARIN,20190611,4.96,5,4.94,5,13400
AMATA,20190611,23.5,23.6,23.2,23.3,10660300
AMATAR,20190611,11.8,11.8,10.7,11.5,62300
AMATAV,20190611,5,5,4.98,4.98,28200
AMC,20190611,1.68,1.68,1.68,1.68,100
ANAN,20190611,3.9,3.9,3.84,3.88,10862600
AOT,20190611,66,66.75,65.5,66.25,25413900
AP,20190611,8,8,7.85,7.85,6709000
APCO,20190611,3.84,3.86,3.78,3.84,80500
APCS,20190611,4.72,4.72,4.7,4.7,1200
APEX,20190611,0.18,0.19,0.18,0.19,195500
APURE,20190611,1.4,1.4,1.36,1.37,595600
AQ,20190611,0.02,0.03,0.02,0.02,4010500
AQUA,20190611,0.5,0.51,0.5,0.51,1909700
ARIP,20190611,0.45,0.45,0.43,0.44,68700
ARROW,20190611,8.4,8.45,8.35,8.35,102500
AS,20190611,0.85,0.89,0.82,0.82,106700
ASAP,20190611,2.5,2.86,2.5,2.78,7988600
ASEFA,20190611,4.84,4.84,4.8,4.82,72100
ASIA,20190611,7.3,7.3,7.3,7.3,36500
ASIAN,20190611,7.45,7.55,7.45,7.45,493800
ASIMAR,20190611,1.7,1.71,1.67,1.71,190700
