<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190809,10.9,10.9,10.83,10.85,16900
BMSCG,20190809,8.51,8.51,8.34,8.34,17600
BMSCITH,20190809,12.2,12.2,12.08,12.08,674900
BSET100,20190809,10.75,10.77,10.59,10.59,803100
CHINA,20190809,5.18,5.18,5.11,5.11,13300
EBANK,20190809,5.57,5.57,5.35,5.35,200
EICT,20190809,5.4,5.4,5.37,5.38,3400
ENGY,20190809,6.2,6.2,6.12,6.12,400
ENY,20190809,7.15,7.15,7.15,7.15,20000
ESET50,20190809,5.84,5.84,5.8,5.8,10600
GLD,20190809,1.93,1.94,1.92,1.94,1075100
TDEX,20190809,10.87,10.93,10.79,10.8,205100
TGOLDETF,20190809,4.25,4.25,4.21,4.24,175500
2S,20190809,2.18,2.18,2.16,2.18,106600
7UP,20190809,0.37,0.37,0.35,0.37,3633700
A,20190809,6.3,6.3,6.3,6.3,15000
AAV,20190809,3.62,3.62,3.54,3.54,12245300
ABICO,20190809,4.4,4.46,4.28,4.3,91800
ABM,20190809,0.89,0.9,0.86,0.86,542900
ABPIF,20190809,6.4,6.4,6.4,6.4,120000
ACAP,20190809,2.22,2.34,2.14,2.14,2385500
ACC,20190809,0.69,0.69,0.68,0.68,96700
ACG,20190809,1.51,1.53,1.48,1.5,2984900
ADB,20190809,0.71,0.72,0.71,0.71,205600
ADVANC,20190809,220,222,218,221,8539400
AEC,20190809,0.53,0.53,0.51,0.53,6100
AEONTS,20190809,229,230,221,223,276300
AF,20190809,0.69,0.69,0.67,0.69,17800
AFC,20190809,7.55,7.55,7.55,7.55,100
AGE,20190809,1.06,1.08,1.01,1.01,6628900
AH,20190809,18.4,18.4,18.3,18.4,397500
AHC,20190809,15.5,15.5,15,15,18200
AI,20190809,1.3,1.31,1.25,1.25,5837500
AIE,20190809,0.62,0.62,0.57,0.57,14981500
AIMCG,20190809,9.75,9.8,9.7,9.75,465000
AIMIRT,20190809,12.8,12.8,12.7,12.8,497100
AIRA,20190809,1.3,1.3,1.3,1.3,10700
AIT,20190809,23.2,23.4,22.7,22.8,1805400
AJ,20190809,9,9,8.4,8.4,179800
AJA,20190809,0.21,0.22,0.19,0.19,13648500
AKP,20190809,1.55,1.55,1.44,1.5,955400
AKR,20190809,0.78,0.79,0.77,0.78,665500
ALL,20190809,4.58,4.64,4.38,4.38,1761700
ALLA,20190809,1.3,1.31,1.15,1.15,8241700
ALT,20190809,2.76,2.78,2.76,2.78,14600
ALUCON,20190809,166,168,166,168,6400
AMA,20190809,8.05,8.15,7.6,7.65,3047700
AMANAH,20190809,2.54,2.56,2.36,2.36,25726000
AMARIN,20190809,4.92,5.15,4.92,5,46500
AMATA,20190809,25.25,26,24.6,24.6,12812000
AMATAR,20190809,12.2,12.2,12.2,12.2,27800
AMATAV,20190809,4.7,4.74,4.7,4.72,238700
AMC,20190809,1.69,1.7,1.67,1.67,78900
ANAN,20190809,3.4,3.46,3.26,3.28,17746200
AOT,20190809,71.5,71.5,69.5,69.75,18692100
AP,20190809,7.6,7.6,7.5,7.5,5720900
APCO,20190809,3.66,3.66,3.52,3.62,53300
APCS,20190809,4.32,4.38,4.3,4.32,53300
APEX,20190809,0.17,0.18,0.17,0.18,255100
APURE,20190809,1.28,1.28,1.06,1.06,5838700
AQ,20190809,0.02,0.03,0.02,0.02,12576500
AQUA,20190809,0.61,0.61,0.59,0.59,34897300
ARIN,20190809,0.86,0.87,0.81,0.81,5105800
