<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190528,10.93,10.99,10.88,10.88,40700
BMSCG,20190528,7.95,8,7.95,8,13400
BMSCITH,20190528,12.4,12.44,12.34,12.44,451800
BSET100,20190528,10.51,10.55,10.47,10.55,289300
CHINA,20190528,5.34,5.35,5.33,5.35,31900
EBANK,20190528,5.59,5.59,5.54,5.54,13700
EICT,20190528,4.68,4.68,4.68,4.68,700
ENGY,20190528,6.05,6.13,6.05,6.1,3400
GLD,20190528,1.73,1.73,1.73,1.73,25300
TDEX,20190528,10.69,10.72,10.67,10.67,182600
TGOLDETF,20190528,3.79,3.8,3.79,3.8,15800
2S,20190528,2.16,2.2,2.16,2.2,132100
7UP,20190528,0.27,0.28,0.26,0.28,4850100
A,20190528,6.35,6.35,6.35,6.35,13000
AAV,20190528,4.1,4.1,4,4,45106400
ABICO,20190528,3.88,3.96,3.84,3.94,64900
ABM,20190528,0.88,0.89,0.87,0.87,24700
ABPIF,20190528,5.95,6,5.9,6,454300
ACAP,20190528,3.68,3.68,3.52,3.6,152000
ACC,20190528,0.68,0.71,0.68,0.69,1057300
ADB,20190528,0.83,0.83,0.81,0.82,282600
ADVANC,20190528,189.5,192,188.5,192,18485300
AEC,20190528,0.55,0.57,0.54,0.57,2107000
AEONTS,20190528,202,208,199.5,200,1712400
AF,20190528,0.69,0.69,0.67,0.67,77100
AGE,20190528,1,1.03,0.98,1,5371500
AH,20190528,18.3,18.6,18.1,18.6,538200
AHC,20190528,16.9,16.9,16.8,16.9,3300
AIMIRT,20190528,12.2,12.2,12.1,12.1,301500
AIRA,20190528,1.47,1.69,1.3,1.3,21400
AIT,20190528,21.3,21.4,21.3,21.3,21500
AJ,20190528,9.8,9.95,9.65,9.7,87600
AJA,20190528,0.21,0.21,0.2,0.2,1807200
AKP,20190528,1.61,1.62,1.59,1.61,6900
AKR,20190528,0.7,0.71,0.7,0.71,84400
ALL,20190528,4,4,3.94,3.94,4884800
ALLA,20190528,1.36,1.36,1.33,1.34,265400
ALT,20190528,2.7,2.74,2.7,2.74,30200
ALUCON,20190528,174,174,171.5,171.5,400
AMA,20190528,4.1,4.12,4.06,4.1,58800
AMANAH,20190528,1.6,1.6,1.54,1.57,4262100
AMARIN,20190528,5.05,5.05,4.96,5.05,10200
AMATA,20190528,22.1,22.2,21.6,22.1,27197900
AMATAR,20190528,11.9,11.9,11.9,11.9,2100
AMATAV,20190528,5,5,4.84,4.98,104100
AMC,20190528,1.68,1.68,1.66,1.68,11200
ANAN,20190528,3.7,3.72,3.66,3.66,2967800
AOT,20190528,66.25,67,66,67,41696900
AP,20190528,7.75,7.9,7.65,7.9,40496600
APCO,20190528,3.74,3.74,3.68,3.7,182300
APCS,20190528,4.74,4.74,4.66,4.66,69100
APEX,20190528,0.17,0.17,0.16,0.16,100000
APURE,20190528,1.35,1.37,1.34,1.37,649600
AQ,20190528,0.03,0.03,0.02,0.03,10915500
AQUA,20190528,0.5,0.5,0.49,0.5,1174900
ARIP,20190528,0.42,0.42,0.41,0.42,340600
ARROW,20190528,8.1,8.15,8.05,8.15,43900
AS,20190528,0.79,0.8,0.79,0.8,3000
ASAP,20190528,2.32,2.4,2.28,2.38,672900
ASEFA,20190528,4.72,4.78,4.7,4.74,221500
ASIA,20190528,7.25,7.3,7.25,7.3,11000
ASIAN,20190528,7.05,7.15,6.95,7.1,1107400
ASIMAR,20190528,1.72,1.75,1.71,1.75,69800
ASK,20190528,23.6,23.6,23.4,23.6,92400
ASN,20190528,3.98,3.98,3.96,3.98,46400
ASP,20190528,2.6,2.62,2.58,2.6,2109300
ATP30,20190528,1.31,1.32,1.3,1.31,465900
AU,20190528,9.6,9.7,9.35,9.5,2137000
AUCT,20190528,6.65,6.75,6.6,6.7,390900
AYUD,20190528,40.5,40.75,40.5,40.5,2200
B,20190528,0.47,0.47,0.45,0.46,224200
B-WORK,20190528,11.3,11.4,11.3,11.4,77100
B52,20190528,0.28,0.28,0.27,0.28,105000
BA,20190528,11,11.2,10.8,11.2,2725300
BAFS,20190528,35,35,34,34,352400
