<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190829,10.53,10.69,10.53,10.59,6700
BMSCG,20190829,8.25,8.3,8.2,8.3,155000
BMSCITH,20190829,11.79,11.95,11.79,11.95,349700
BSET100,20190829,10.47,10.58,10.45,10.58,105000
CHINA,20190829,5.23,5.23,5.22,5.22,5000
EBANK,20190829,5.1,5.1,5.08,5.08,3000
EICT,20190829,5.51,5.51,5.51,5.51,100
ENGY,20190829,5.92,6.07,5.92,6.07,1400
ENY,20190829,6.91,6.98,6.91,6.98,2500
ESET50,20190829,5.7,5.7,5.7,5.7,2000
GLD,20190829,1.97,1.99,1.97,1.99,2142100
TDEX,20190829,10.62,10.75,10.62,10.75,768400
TGOLDETF,20190829,4.34,4.36,4.34,4.35,247800
2S,20190829,2.3,2.44,2.3,2.32,1709600
7UP,20190829,0.63,0.67,0.61,0.66,151959200
A,20190829,6.25,6.25,6.25,6.25,15000
AAV,20190829,3.06,3.18,3.06,3.18,13484200
ABICO,20190829,4.2,4.28,4.14,4.26,16800
ABM,20190829,0.87,0.9,0.83,0.83,1213600
ABPIF,20190829,6.05,6.05,5.95,5.95,473500
ACAP,20190829,2.22,2.22,2.18,2.18,430000
ACC,20190829,0.67,0.68,0.65,0.67,291400
ACG,20190829,1.49,1.49,1.47,1.48,515000
ADB,20190829,0.61,0.64,0.61,0.63,282500
ADVANC,20190829,230,231,227,231,4097000
AEC,20190829,0.28,0.29,0.25,0.27,2990100
AEONTS,20190829,220,221,218,220,200100
AF,20190829,0.67,0.67,0.65,0.66,23100
AGE,20190829,1,1.01,0.98,0.99,3472000
AH,20190829,17.4,17.8,17.4,17.7,149600
AHC,20190829,15.5,15.6,15.5,15.6,13000
AI,20190829,1.25,1.27,1.22,1.24,14360300
AIE,20190829,0.44,0.46,0.42,0.43,71562700
AIMCG,20190829,10.2,10.2,10.1,10.2,1712600
AIMIRT,20190829,14.4,14.5,14.3,14.4,386500
AIT,20190829,21.7,22.4,21.2,22,146700
AJ,20190829,8.85,8.85,8.7,8.8,16000
AJA,20190829,0.2,0.2,0.18,0.19,12670100
AKP,20190829,1.35,1.38,1.35,1.38,719200
AKR,20190829,0.77,0.79,0.76,0.77,3843800
ALL,20190829,4.24,4.24,4.12,4.18,1434400
ALLA,20190829,1.29,1.29,1.26,1.29,172500
ALT,20190829,2.56,2.56,2.52,2.56,102600
ALUCON,20190829,166,166,163,163,600
AMA,20190829,7.85,8,7.8,7.9,4155700
AMANAH,20190829,2.5,2.54,2.34,2.4,36592700
AMARIN,20190829,4.82,4.9,4.8,4.88,6200
AMATA,20190829,26.5,26.75,25.75,26.5,8562900
AMATAR,20190829,12.4,12.4,12.2,12.3,9500
AMATAV,20190829,4.54,4.56,4.54,4.56,56900
AMC,20190829,1.83,1.85,1.83,1.85,112000
ANAN,20190829,3.1,3.18,3.06,3.12,7415300
AOT,20190829,71.25,71.75,71,71.25,11072300
AP,20190829,7.05,7.25,7.05,7.25,6047800
APCO,20190829,3.32,3.36,3.3,3.3,72100
APCS,20190829,4.2,4.2,4.12,4.2,321600
APEX,20190829,0.16,0.17,0.15,0.17,1905200
APURE,20190829,0.94,0.94,0.93,0.93,72800
AQ,20190829,0.02,0.03,0.01,0.02,19300200
AQUA,20190829,0.53,0.54,0.52,0.52,20156000
ARIN,20190829,0.74,0.76,0.74,0.75,2419100
ARIP,20190829,0.44,0.47,0.44,0.45,609700
ARROW,20190829,8.15,8.3,8.1,8.3,44300
AS,20190829,0.84,0.84,0.8,0.84,29200
ASAP,20190829,2.66,2.74,2.66,2.7,1744600
ASEFA,20190829,4.62,4.7,4.62,4.7,26900
ASIA,20190829,6.85,6.95,6.85,6.95,3500
ASIAN,20190829,5.65,5.65,5.6,5.65,120300
ASIMAR,20190829,1.53,1.55,1.53,1.54,254700
ASK,20190829,25.25,25.5,25,25.5,185100
ASP,20190829,2.38,2.38,2.28,2.32,5496200
ATP30,20190829,1.37,1.41,1.37,1.4,640000
AU,20190829,14.5,15,14.3,15,3601000
AUCT,20190829,7.2,7.5,7.2,7.5,1119100
AYUD,20190829,40.25,40.5,40.25,40.5,3800
B,20190829,0.34,0.36,0.33,0.34,13748200
