<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190712,11.58,11.58,11.53,11.53,104800
BMSCG,20190712,8.78,8.84,8.78,8.78,10300
BMSCITH,20190712,13.09,13.1,12.96,12.98,436100
BSET100,20190712,11.21,11.3,11.13,11.3,752000
CHINA,20190712,5.5,5.5,5.46,5.47,8000
EBANK,20190712,5.7,5.7,5.7,5.7,5000
ENGY,20190712,6.55,6.55,6.55,6.55,100
ENY,20190712,7.62,7.75,7.62,7.75,19500
GLD,20190712,1.81,1.82,1.81,1.82,26300
TDEX,20190712,11.37,11.4,11.3,11.31,54600
TGOLDETF,20190712,4.01,4.03,4,4.03,69600
2S,20190712,2.22,2.24,2.22,2.24,124600
7UP,20190712,0.29,0.3,0.29,0.29,1501800
A,20190712,6.3,6.3,6.3,6.3,10200
A5,20190712,1.15,1.27,1.15,1.25,168000
AAV,20190712,3.96,3.98,3.94,3.94,12729200
ABICO,20190712,4.6,4.64,4.54,4.58,52600
ABM,20190712,0.92,0.92,0.91,0.91,158000
ABPIF,20190712,6.55,6.6,6.45,6.5,588600
ACAP,20190712,2.96,2.98,2.94,2.94,284400
ACC,20190712,0.7,0.7,0.68,0.69,480600
ACG,20190712,1.52,1.58,1.51,1.56,18236500
ADB,20190712,0.79,0.79,0.75,0.76,1455900
ADVANC,20190712,216,217,211,212,6591100
AEC,20190712,0.55,0.55,0.53,0.53,39400
AEONTS,20190712,231,231,225,227,303200
AF,20190712,0.7,0.7,0.67,0.68,15800
AFC,20190712,7.7,7.7,7.7,7.7,500
AGE,20190712,1.08,1.09,1.05,1.06,3993900
AH,20190712,19.1,19.1,18.3,18.7,1283100
AHC,20190712,15.4,15.7,15.4,15.4,40200
AI,20190712,1.43,1.5,1.43,1.46,19301500
AIE,20190712,0.58,0.6,0.58,0.59,15922800
AIMCG,20190712,10.1,10.1,9.8,10,17495200
AIMIRT,20190712,13.9,13.9,12.9,12.9,3450500
AIRA,20190712,1.32,1.32,1.31,1.32,13100
AIT,20190712,23.3,23.3,23.2,23.3,114300
AJ,20190712,8.9,8.9,8.75,8.9,548300
AJA,20190712,0.2,0.2,0.19,0.19,19896100
AKP,20190712,1.5,1.5,1.47,1.48,363400
AKR,20190712,0.8,0.84,0.79,0.8,7243700
ALL,20190712,4.48,4.76,4.44,4.74,26433500
ALLA,20190712,1.35,1.36,1.34,1.35,592900
ALT,20190712,2.9,2.96,2.86,2.94,329700
ALUCON,20190712,174,174,173,173,800
AMA,20190712,8.05,8.5,8.05,8.35,6698400
AMANAH,20190712,2.28,2.3,2.2,2.24,15293400
AMARIN,20190712,5,5,4.96,5,11100
AMATA,20190712,24.5,24.5,23.9,24,17707700
AMATAR,20190712,12.6,12.6,12.4,12.4,31700
AMATAV,20190712,4.94,4.96,4.9,4.9,889400
AMC,20190712,1.75,1.75,1.74,1.74,900
ANAN,20190712,3.96,3.98,3.88,3.88,13134400
AOT,20190712,74,74.25,73.25,74,14659800
AP,20190712,8.15,8.15,8,8,6939800
APCO,20190712,3.74,3.74,3.64,3.64,193400
APCS,20190712,4.54,4.58,4.54,4.58,23500
APEX,20190712,0.18,0.19,0.18,0.19,330800
APURE,20190712,1.37,1.42,1.37,1.4,977300
AQ,20190712,0.03,0.03,0.02,0.03,10097200
AQUA,20190712,0.53,0.53,0.52,0.53,19652900
ARIN,20190712,1.32,1.33,1.13,1.16,51726600
ARIP,20190712,0.51,0.52,0.5,0.5,1002700
ARROW,20190712,8.4,8.45,8.4,8.45,56200
AS,20190712,0.72,0.74,0.72,0.74,34200
ASAP,20190712,3.26,3.34,3.24,3.32,8795600
ASEFA,20190712,4.88,5.2,4.88,5.15,3301300
ASIAN,20190712,7.25,7.25,7.2,7.2,208500
ASIMAR,20190712,1.92,1.93,1.88,1.9,415700
ASK,20190712,24.2,24.2,24,24.2,139400
ASN,20190712,5.8,5.8,5.5,5.5,4000
ASP,20190712,2.82,2.84,2.8,2.82,1780700
ATP30,20190712,1.41,1.47,1.4,1.47,3471200
