<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190425,11.39,11.39,11.33,11.39,51300
BMSCG,20190425,8.29,8.36,8.29,8.3,11800
BMSCITH,20190425,12.69,12.72,12.67,12.69,179900
BSET100,20190425,10.79,10.81,10.78,10.79,44500
CHINA,20190425,6.09,6.09,5.96,5.96,40000
EBANK,20190425,5.67,5.67,5.67,5.67,4000
EICT,20190425,4.78,4.78,4.78,4.78,300
ENGY,20190425,8.48,8.48,6.58,6.58,1000
ENY,20190425,7.66,7.66,7.66,7.66,9000
ESET50,20190425,5.9,5.9,5.9,5.9,1300
GLD,20190425,1.73,1.73,1.73,1.73,1500
TDEX,20190425,10.94,10.94,10.91,10.94,45000
TGOLDETF,20190425,3.79,3.79,3.78,3.78,20700
TH100,20190425,4.81,4.81,4.81,4.81,15000
2S,20190425,2.3,2.32,2.3,2.32,410900
7UP,20190425,0.28,0.28,0.27,0.28,838500
A,20190425,6.35,6.35,6.35,6.35,11000
AAV,20190425,4.26,4.32,4.24,4.26,6760700
ABICO,20190425,4.44,4.48,4.38,4.42,19500
ABM,20190425,0.93,0.94,0.93,0.93,50400
ABPIF,20190425,5.85,5.95,5.85,5.9,969900
ACAP,20190425,3.9,3.9,3.86,3.88,409000
ACC,20190425,0.73,0.73,0.71,0.72,342700
ADB,20190425,0.97,1,0.94,0.95,1727900
ADVANC,20190425,190.5,192,190,190,2815400
AEC,20190425,0.47,0.48,0.46,0.47,491300
AEONTS,20190425,181.5,182.5,180,182,315000
AF,20190425,0.66,0.66,0.66,0.66,2000
AFC,20190425,8.7,8.7,8.7,8.7,300
AGE,20190425,0.9,0.9,0.89,0.9,238500
AH,20190425,19.9,20.1,19.9,20,365900
AHC,20190425,17.8,17.8,17.8,17.8,200
AIMIRT,20190425,12.2,12.2,12.2,12.2,255100
AIRA,20190425,1.43,1.43,1.41,1.41,2000
AIT,20190425,21.4,21.4,21.2,21.3,64200
AJ,20190425,9.85,10,9.85,10,53500
AJA,20190425,0.21,0.23,0.21,0.22,8800800
AKP,20190425,1.93,1.97,1.93,1.94,310700
