<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190830,10.69,10.75,10.64,10.74,17700
BMSCG,20190830,8.37,8.37,8.32,8.32,2000
BMSCITH,20190830,12.01,12.1,11.99,12.1,888300
BSET100,20190830,10.64,10.7,10.61,10.7,2737600
CHINA,20190830,5.59,5.59,5.22,5.22,6200
EBANK,20190830,5.11,5.14,5.11,5.14,400
ECOMM,20190830,8.86,8.86,8.86,8.86,200
ENY,20190830,7.09,7.18,7.09,7.18,7000
ESET50,20190830,5.78,5.78,5.78,5.78,1400
GLD,20190830,1.97,1.99,1.97,1.99,434200
TDEX,20190830,10.78,10.85,10.78,10.85,806600
TGOLDETF,20190830,4.31,4.32,4.31,4.31,182800
TH100,20190830,4.8,4.8,4.8,4.8,200
2S,20190830,2.32,2.32,2.24,2.28,504800
7UP,20190830,0.66,0.66,0.62,0.65,73428500
A,20190830,6.25,6.25,6.25,6.25,13000
AAV,20190830,3.18,3.22,3.14,3.2,12781900
ABICO,20190830,4.2,4.3,4.2,4.28,60300
ABM,20190830,0.84,0.84,0.83,0.83,86800
ABPIF,20190830,6,6,5.95,6,196100
ACAP,20190830,2.2,2.28,2.18,2.18,747600
ACC,20190830,0.66,0.67,0.66,0.67,25700
ACG,20190830,1.49,1.5,1.47,1.47,865800
ADB,20190830,0.63,0.63,0.61,0.62,388200
ADVANC,20190830,231,232,228,232,4895300
AEC,20190830,0.27,0.33,0.26,0.3,9347100
AEONTS,20190830,222,226,219,219,665400
AF,20190830,0.65,0.66,0.64,0.64,376500
AFC,20190830,7.5,7.5,7.5,7.5,1400
AGE,20190830,0.99,0.99,0.98,0.98,1077200
AH,20190830,17.7,17.9,17.5,17.8,67100
AHC,20190830,15.6,15.6,15.4,15.6,3300
AI,20190830,1.26,1.27,1.23,1.23,7917400
AIE,20190830,0.44,0.45,0.43,0.45,25802900
AIMCG,20190830,10.2,10.2,10,10.1,1425800
AIMIRT,20190830,14.5,14.5,13.7,13.7,783600
AIT,20190830,22,22,21.7,21.7,93700
AJ,20190830,8.8,8.8,8.8,8.8,11100
AJA,20190830,0.19,0.2,0.19,0.2,9815900
AKP,20190830,1.38,1.39,1.37,1.38,1291900
AKR,20190830,0.77,0.78,0.77,0.78,239600
ALL,20190830,4.2,4.2,4.18,4.2,626000
ALLA,20190830,1.3,1.3,1.26,1.26,180300
ALT,20190830,2.6,2.6,2.5,2.52,28600
ALUCON,20190830,164.5,167,164.5,167,800
AMA,20190830,8,8.05,7.8,7.95,1833900
AMANAH,20190830,2.44,2.46,2.4,2.42,6293700
AMARIN,20190830,4.94,5.2,4.88,4.88,57100
AMATA,20190830,26.75,27,26.25,26.5,7016200
AMATAR,20190830,12.4,12.4,12.4,12.4,1100
AMATAV,20190830,4.56,4.56,4.54,4.56,34400
AMC,20190830,1.86,1.86,1.84,1.84,91000
ANAN,20190830,3.18,3.24,3.12,3.24,6726600
AOT,20190830,71.75,72.5,71,72,31340200
AP,20190830,7.3,7.45,7.25,7.3,6524800
APCO,20190830,3.36,3.36,3.24,3.3,41800
APCS,20190830,4.2,4.22,4.16,4.16,201400
APEX,20190830,0.17,0.17,0.16,0.17,2482200
APURE,20190830,0.94,0.94,0.92,0.93,270800
AQ,20190830,0.02,0.03,0.01,0.02,44920600
AQUA,20190830,0.53,0.54,0.52,0.53,25059900
ARIN,20190830,0.76,0.78,0.74,0.76,3531000
ARIP,20190830,0.45,0.46,0.45,0.45,403600
ARROW,20190830,8.45,8.45,8.35,8.35,50700
AS,20190830,0.83,0.84,0.83,0.84,37100
ASAP,20190830,2.7,2.78,2.66,2.72,1492300
ASEFA,20190830,4.7,4.72,4.62,4.72,46900
ASIA,20190830,6.95,6.95,6.95,6.95,600
ASIAN,20190830,5.7,6.5,5.65,6.35,8857100
ASIMAR,20190830,1.54,1.58,1.54,1.57,334900
ASK,20190830,25.5,25.75,25.5,25.75,149000
ASN,20190830,6,6.05,5.85,5.95,32000
ASP,20190830,2.34,2.36,2.3,2.32,3048800
ATP30,20190830,1.41,1.42,1.39,1.41,229600
AU,20190830,15,15,14.6,14.6,1938400
AUCT,20190830,7.5,7.6,7.5,7.5,964400
AYUD,20190830,40.75,45,40.75,45,9200
B,20190830,0.34,0.36,0.33,0.34,14648400
B-WORK,20190830,12.4,12.4,12.1,12.2,75700
B52,20190830,0.21,0.22,0.21,0.22,381200
BA,20190830,9.45,9.7,9.4,9.65,720300
BAFS,20190830,33.75,33.75,33.25,33.25,122500
BANPU,20190830,12.7,12.9,12.4,12.7,78096800
BAT-3K,20190830,250,260,250,260,500
BAY,20190830,34.75,35.25,34.75,35,316200
BBL,20190830,170,171.5,169.5,171,4158800
BCH,20190830,16.3,16.4,15.9,16,12440300
BCP,20190830,27.25,27.5,26.75,27.25,3121800
BCPG,20190830,18.7,18.9,18.6,18.7,7635000
BCT,20190830,42.75,43,41.75,42,7900
BDMS,20190830,23.4,23.7,23.3,23.6,38707600
BEAUTY,20190830,2.92,2.96,2.88,2.9,27561000
BEC,20190830,8.4,8.5,8.25,8.3,3926400
BEM,20190830,10.9,11.2,10.9,11.2,74919300
BFIT,20190830,16.4,16.6,16.4,16.6,31900
BGC,20190830,15.5,16.2,15.5,16,13086300
BGRIM,20190830,39.75,39.75,39,39.25,6308000
BGT,20190830,1.03,1.03,0.98,1.02,431300
BH,20190830,140.5,141.5,138,138.5,1970700
BIG,20190830,0.86,0.87,0.85,0.86,4224700
BIZ,20190830,2.6,2.62,2.6,2.6,90000
BJC,20190830,53.5,55.25,53.25,54.25,10415500
BJCHI,20190830,2.46,2.62,2.46,2.54,2528300
BKD,20190830,2.8,2.8,2.78,2.78,36000
BKI,20190830,322,322,320,321,6800
BKKCP,20190830,14,14.1,13.9,14,45900
BLA,20190830,20.1,20.8,20.1,20.5,3199000
BLAND,20190830,1.51,1.52,1.49,1.49,13232700
BM,20190830,2.06,2.1,2.04,2.06,133400
BOFFICE,20190830,16.4,16.4,16.3,16.3,30100
BOL,20190830,2.68,2.74,2.68,2.74,189900
BPP,20190830,19.8,20.1,19.7,19.8,10771900
BR,20190830,2.9,2.98,2.9,2.94,253600
BROCK,20190830,1.94,1.94,1.94,1.94,30000
BROOK,20190830,0.48,0.49,0.47,0.48,1328200
BRR,20190830,5.05,5.25,5.05,5.2,25500
BRRGIF,20190830,9.45,9.5,9.45,9.5,129200
BSBM,20190830,0.9,0.9,0.9,0.9,20700
BSM,20190830,0.36,0.37,0.36,0.36,588600
BTNC,20190830,16.3,17.1,16.3,17.1,200
BTS,20190830,13.5,13.6,13.3,13.5,26892400
BTSGIF,20190830,11,11.1,10.9,10.9,1231500
BTW,20190830,1.19,1.2,1.17,1.2,109600
BWG,20190830,0.71,0.72,0.7,0.71,5665600
CAZ,20190830,2.36,2.36,2.32,2.36,614800
CBG,20190830,76.5,77.5,75.75,76.75,3453900
CCET,20190830,1.84,1.91,1.82,1.91,4253600
CCP,20190830,0.34,0.35,0.33,0.34,1217900
CEN,20190830,0.92,0.93,0.92,0.93,71400
CENTEL,20190830,32,32.5,31.5,32,3545200
CFRESH,20190830,1.96,2.06,1.96,1.99,102100
CGD,20190830,1.01,1.02,1.01,1.02,296900
CGH,20190830,0.85,0.86,0.84,0.86,2607600
CHAYO,20190830,4.86,4.88,4.84,4.86,1619100
CHEWA,20190830,0.73,0.73,0.72,0.73,544900
CHG,20190830,2.42,2.44,2.38,2.4,27529000
CHO,20190830,0.87,0.9,0.87,0.87,2755200
CHOTI,20190830,95.25,95.25,95.25,95.25,200
CHOW,20190830,1.91,1.93,1.9,1.92,203300
CI,20190830,1.06,1.07,1.03,1.05,56800
CIG,20190830,0.25,0.25,0.24,0.24,657800
CIMBT,20190830,0.68,0.68,0.67,0.67,284300
CITY,20190830,2.02,2.02,2,2.02,11400
CK,20190830,23.4,23.5,23.1,23.3,11684600
CKP,20190830,6.2,6.2,6.05,6.1,24373700
CM,20190830,3.2,3.4,3.2,3.2,304100
CMAN,20190830,2.1,2.1,2.08,2.1,120200
CMC,20190830,1.1,1.12,1.1,1.11,817400
CMO,20190830,1.18,1.21,1.17,1.21,270900
CMR,20190830,2.2,2.2,2.16,2.16,74600
CNS,20190830,1.64,1.68,1.64,1.68,14700
CNT,20190830,1.87,1.94,1.87,1.94,9100
COL,20190830,20.1,20.2,20,20,53200
COLOR,20190830,1.22,1.22,1.2,1.2,165700
COM7,20190830,26,26.25,25.75,26,2785700
COMAN,20190830,2.92,3,2.92,2.98,43700
COTTO,20190830,1.81,1.81,1.79,1.8,131100
CPALL,20190830,84,84.5,82.5,84,34641800
CPF,20190830,29.5,29.5,29,29.5,34330400
CPH,20190830,4.24,4.26,4.2,4.26,35300
CPI,20190830,1.54,1.56,1.52,1.53,895500
CPL,20190830,1.21,1.26,1.2,1.25,155200
CPN,20190830,65.5,68.25,64.5,67.25,24552300
CPNCG,20190830,15.2,15.2,15,15.2,836300
CPNREIT,20190830,34.5,34.75,34.5,34.5,983600
CPR,20190830,4.78,4.78,4.76,4.76,16300
CPT,20190830,0.98,1.02,0.97,0.97,3407100
CPTGF,20190830,13.4,13.4,13.2,13.4,307300
CRANE,20190830,2.18,2.18,2.14,2.14,78400
CRD,20190830,0.98,0.98,0.96,0.98,69600
CRYSTAL,20190830,8.85,8.9,8.8,8.9,155600
CSC,20190830,49.25,49.25,48.75,48.75,1700
CSP,20190830,1.04,1.04,1.04,1.04,100
CSS,20190830,1.46,1.48,1.45,1.48,1029800
CTARAF,20190830,5.95,6,5.95,6,193500
CTW,20190830,6.75,6.75,6.7,6.75,60200
CWT,20190830,2.84,2.92,2.84,2.9,36700
D,20190830,6,6.1,6,6,169600
DCC,20190830,2.1,2.12,2.06,2.06,2063100
DCON,20190830,0.38,0.38,0.37,0.38,920500
DCORP,20190830,0.48,0.51,0.47,0.47,2483600
DDD,20190830,27.75,28.75,27.25,27.75,1686300
DELTA,20190830,48.5,49.25,48.25,48.75,1043900
DEMCO,20190830,3.04,3.1,3.04,3.1,679200
DIF,20190830,17,17,16.9,16.9,8129800
DIMET,20190830,0.79,0.87,0.76,0.77,28326300
DOD,20190830,11.6,12.7,11.4,12.6,14384600
DOHOME,20190830,9.5,9.5,8.85,8.85,59432300
DREIT,20190830,6,6.1,6,6.05,985400
DRT,20190830,6.2,6.25,6.15,6.15,1103900
DTAC,20190830,62.5,62.5,61.25,61.5,5177900
DTC,20190830,9.8,9.8,9.7,9.75,27900
DTCI,20190830,32,32,32,32,100
EA,20190830,46.75,47.75,46.5,47.25,15618700
EASON,20190830,1.66,1.67,1.66,1.67,22400
EASTW,20190830,12.3,12.6,12.3,12.6,792100
ECF,20190830,2.36,2.38,2.36,2.36,3206600
ECL,20190830,1.6,1.6,1.59,1.59,1697000
EE,20190830,0.52,0.52,0.52,0.52,355600
EFORL,20190830,0.04,0.05,0.04,0.04,18253100
EGATIF,20190830,13.5,13.6,13.4,13.6,3802500
EGCO,20190830,330,336,329,336,871700
EIC,20190830,0.04,0.04,0.04,0.04,5199200
EKH,20190830,7.45,7.45,7.3,7.35,1516000
EMC,20190830,0.24,0.24,0.23,0.24,410000
EPCO,20190830,4.04,4.06,4,4.02,1563500
EPG,20190830,7.3,7.65,7.3,7.55,17511600
ERW,20190830,5.9,5.95,5.75,5.85,9766100
ERWPF,20190830,5.3,5.3,5.25,5.3,24100
ESSO,20190830,8.8,8.85,8.5,8.6,30465900
ESTAR,20190830,0.43,0.44,0.43,0.43,2207200
ETE,20190830,0.88,0.93,0.88,0.93,1296800
EVER,20190830,0.34,0.35,0.33,0.33,20508200
FANCY,20190830,0.78,0.81,0.76,0.79,15516700
FLOYD,20190830,1.63,1.7,1.63,1.7,214900
FN,20190830,1.79,1.8,1.77,1.78,1573200
FNS,20190830,2.94,2.96,2.94,2.94,1700
FORTH,20190830,5.8,5.85,5.75,5.8,135000
FPI,20190830,2.5,2.5,2.44,2.5,215700
FPT,20190830,19.1,19.2,19.1,19.1,401100
FSMART,20190830,7.75,7.8,7.7,7.7,1050800
FSS,20190830,1.7,1.71,1.7,1.71,20100
FTE,20190830,2.14,2.14,2.12,2.14,47000
FTREIT,20190830,17,17.1,16.9,16.9,522200
FUTUREPF,20190830,25.5,25.75,25.5,25.75,24400
FVC,20190830,0.52,0.52,0.49,0.49,1077100
GAHREIT,20190830,9.15,9.2,9.1,9.15,92800
GBX,20190830,0.53,0.54,0.53,0.53,55200
GC,20190830,5.15,5.2,5.15,5.15,7700
GCAP,20190830,2.38,2.4,2.34,2.38,503100
GEL,20190830,0.19,0.2,0.19,0.2,3379100
GENCO,20190830,0.59,0.59,0.59,0.59,341500
GFPT,20190830,18.2,18.2,17.9,18,2899000
GGC,20190830,11.1,11.3,11,11.3,700500
GIFT,20190830,2.96,2.96,2.7,2.72,1834900
GJS,20190830,0.13,0.14,0.13,0.13,1939000
GL,20190830,5.6,5.8,5.55,5.75,4061900
GLAND,20190830,2.7,2.72,2.7,2.72,54800
GLOBAL,20190830,15.3,15.5,15.2,15.3,8808300
GLOW,20190830,89.5,89.75,89.5,89.75,1224500
GOLD,20190830,8.4,8.4,8.35,8.35,89200
GOLDPF,20190830,7.55,7.65,7.55,7.65,17500
GPI,20190830,1.93,1.95,1.89,1.91,1079900
GPSC,20190830,73.5,73.75,72.25,72.5,6215700
GRAMMY,20190830,10.8,11.5,10.8,10.9,110200
GRAND,20190830,0.77,0.8,0.76,0.79,2296100
GREEN,20190830,0.95,0.95,0.93,0.93,392600
GSC,20190830,0.91,1.05,0.9,0.97,7279400
GTB,20190830,0.66,0.68,0.63,0.64,2957500
GULF,20190830,142,145.5,141,145,12089900
GUNKUL,20190830,3.16,3.2,3.14,3.18,51530700
GVREIT,20190830,17,17.1,16.9,16.9,81700
GYT,20190830,340,340,340,340,100
HANA,20190830,28.25,28.5,28,28.5,1494100
HARN,20190830,2.3,2.3,2.28,2.28,95600
HFT,20190830,2.68,2.7,2.66,2.68,127800
HMPRO,20190830,17.8,18.2,17.7,18,46686200
HPF,20190830,4.94,4.94,4.92,4.94,82300
HPT,20190830,0.67,0.69,0.67,0.69,102800
HREIT,20190830,9.05,9.15,9.05,9.15,223800
HTC,20190830,22.9,23.2,22.9,23,393500
HTECH,20190830,3.12,3.2,3.12,3.18,259000
HUMAN,20190830,8.65,8.65,8.5,8.55,200200
HYDRO,20190830,0.37,0.38,0.37,0.38,2900
ICC,20190830,41,41,41,41,100
ICHI,20190830,7.95,8,7.75,7.75,3612900
ICN,20190830,1.68,1.7,1.68,1.7,135000
