<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191030,10.32,10.39,10.23,10.37,18700
BMSCG,20191030,7.59,7.59,7.5,7.57,87100
BMSCITH,20191030,11.56,11.66,11.54,11.66,179300
BSET100,20191030,10.25,10.31,10.22,10.31,119500
CHINA,20191030,5.27,5.38,5.27,5.32,17100
EBANK,20191030,4.54,4.74,4.54,4.74,3200
EICT,20191030,5.46,5.46,5.46,5.46,1000
ENGY,20191030,6.32,6.33,6.32,6.33,200
ENY,20191030,7.22,7.22,7.22,7.22,500
GLD,20191030,1.91,1.91,1.9,1.9,276000
TDEX,20191030,10.64,10.69,10.62,10.69,497100
TGOLDETF,20191030,4.14,4.16,4.14,4.16,51300
TH100,20191030,4.66,4.66,4.64,4.64,1000
2S,20191030,2.26,2.28,2.24,2.26,73300
7UP,20191030,0.5,0.51,0.5,0.51,1495500
A,20191030,6.2,6.2,6.2,6.2,13700
AAV,20191030,2.52,2.56,2.5,2.52,9347300
ABICO,20191030,3.88,4.02,3.88,4,11000
ABM,20191030,0.84,0.85,0.82,0.83,93200
ABPIF,20191030,4.7,4.72,4.7,4.72,201100
ACAP,20191030,1.51,1.52,1.49,1.5,1087400
ACC,20191030,0.68,0.68,0.66,0.66,12900
ACG,20191030,1.1,1.11,1.07,1.08,240200
ADB,20191030,0.58,0.6,0.58,0.59,105200
ADVANC,20191030,239,239,234,238,5115500
AEC,20191030,0.34,0.34,0.32,0.33,663600
AEONTS,20191030,206,206,202,205,212500
AF,20191030,0.64,0.66,0.64,0.66,28100
AFC,20191030,6.9,6.9,6.9,6.9,100
AGE,20191030,0.92,0.93,0.91,0.91,883800
AH,20191030,15.3,15.3,14.7,15.1,281200
AHC,20191030,15.5,15.6,15.5,15.5,12000
AI,20191030,1.07,1.1,1.06,1.09,4472900
AIE,20191030,0.34,0.37,0.33,0.35,10465100
AIMCG,20191030,9.9,9.9,9.85,9.85,100300
AIMIRT,20191030,13.8,13.9,13.7,13.8,106700
AIRA,20191030,1.29,1.29,1.29,1.29,19000
AIT,20191030,19.2,19.3,18.9,19.2,301700
AJ,20191030,8,8.25,7.9,8.25,10400
AJA,20191030,0.17,0.17,0.16,0.16,1997900
AKP,20191030,1.23,1.25,1.22,1.23,148200
AKR,20191030,0.69,0.69,0.66,0.67,484400
ALL,20191030,4.42,4.46,4.38,4.44,760700
ALLA,20191030,1.05,1.06,1.04,1.05,717700
ALT,20191030,2.08,2.08,1.85,1.88,318100
ALUCON,20191030,160,160,160,160,300
AMA,20191030,6.25,6.25,6.05,6.1,212300
AMANAH,20191030,2.9,2.96,2.84,2.94,20003800
AMARIN,20191030,4.76,4.84,4.72,4.84,43000
AMATA,20191030,24.5,25.25,24.4,25.25,9802100
AMATAR,20191030,12.7,12.8,12.7,12.7,2200
AMATAV,20191030,4.92,4.94,4.9,4.92,78800
AMC,20191030,1.77,1.77,1.75,1.77,162100
ANAN,20191030,3.02,3.02,2.96,3,5167300
AOT,20191030,78.5,79,78,78.75,19591500
AP,20191030,6.7,6.75,6.45,6.5,12620700
APCO,20191030,3.18,3.2,3.18,3.18,112900
APCS,20191030,3.9,3.9,3.82,3.9,31600
APEX,20191030,0.13,0.13,0.12,0.13,4585900
APURE,20191030,0.67,0.67,0.64,0.64,1019600
AQ,20191030,0.02,0.02,0.01,0.02,230800
AQUA,20191030,0.45,0.45,0.42,0.43,59208700
ARIN,20191030,0.56,0.58,0.56,0.56,1431100
ARIP,20191030,0.41,0.41,0.41,0.41,65400
ARROW,20191030,8.5,8.5,8.4,8.5,36100
AS,20191030,0.82,0.83,0.82,0.82,25000
ASAP,20191030,2.22,2.28,2.22,2.24,366300
ASEFA,20191030,4.12,4.28,4.1,4.22,219000
ASIA,20191030,6.15,6.15,6.05,6.05,13300
ASIAN,20191030,4.8,5.1,4.8,5,1820100
ASIMAR,20191030,1.32,1.32,1.3,1.3,60900
ASK,20191030,26,26,25.75,25.75,28100
ASN,20191030,6.7,6.7,6.3,6.65,4800
ASP,20191030,1.71,1.75,1.71,1.74,3912600
ATP30,20191030,1.34,1.34,1.3,1.32,210600
AU,20191030,11.2,11.4,10.8,11,2892200
AUCT,20191030,8.15,8.25,8,8.25,1872800
AWC,20191030,6.1,6.1,6,6.05,167011000
AYUD,20191030,39.25,39.25,39,39,2000
B,20191030,0.27,0.28,0.26,0.27,371100
B-WORK,20191030,12.7,12.8,12.7,12.8,78100
B52,20191030,0.24,0.25,0.22,0.23,403100
BA,20191030,7.45,7.75,7.3,7.75,1960100
BAFS,20191030,31.5,32,31.5,31.5,115800
BANPU,20191030,11.3,11.7,11.2,11.6,52314900
BAY,20191030,30.75,31.5,30.5,31.25,189900
BBL,20191030,167,177,167,176.5,14014200
BCH,20191030,16.9,16.9,16.6,16.7,4692800
BCP,20191030,23.6,24.1,23.6,23.9,5110400
BCPG,20191030,17.9,18.1,17.8,18.1,3683400
BCT,20191030,42,42,42,42,4700
BDMS,20191030,24,24.1,23.7,23.8,14411200
BEAUTY,20191030,2.14,2.18,2.08,2.12,65253900
BEC,20191030,6.45,6.5,6.3,6.4,2210800
BEM,20191030,11,11,10.8,10.9,30422600
BFIT,20191030,36.75,38,36.25,36.75,1885200
BGC,20191030,15.4,15.7,15.2,15.7,1527400
BGRIM,20191030,48,48,45.75,47,34205700
BGT,20191030,1.01,1.01,1.01,1.01,46000
BH,20191030,121,121,116.5,119.5,1496600
BIG,20191030,0.52,0.53,0.5,0.52,4379500
BIZ,20191030,2.6,2.62,2.56,2.58,163200
BJC,20191030,47.5,48.75,47.25,48,5806800
BJCHI,20191030,2.14,2.16,2.12,2.16,190300
BKD,20191030,2.66,2.7,2.64,2.68,192400
BKI,20191030,305,307,305,306,4500
BKKCP,20191030,13.9,14,13.9,13.9,20400
BLA,20191030,17.8,17.9,17.5,17.9,321800
BLAND,20191030,1.39,1.39,1.37,1.39,7447100
BM,20191030,2,2,1.98,1.98,30600
BOL,20191030,2.9,2.92,2.86,2.88,264600
BPP,20191030,17.6,17.9,17.6,17.8,1713200
BR,20191030,2.38,2.42,2.36,2.36,763700
BROOK,20191030,0.43,0.44,0.42,0.42,1146200
BRR,20191030,4.06,4.14,4,4.12,110900
BRRGIF,20191030,8.75,8.8,8.75,8.8,61300
BSBM,20191030,0.85,0.86,0.84,0.85,117300
BSM,20191030,0.41,0.41,0.39,0.4,139500
BTNC,20191030,16.5,17,16.5,17,200
BTS,20191030,13.4,13.5,13.3,13.4,23831800
BTSGIF,20191030,11.1,11.1,10.9,10.9,9270300
BTW,20191030,0.94,0.97,0.94,0.95,119700
BWG,20191030,0.49,0.52,0.48,0.51,8972900
CAZ,20191030,2.08,2.1,2.06,2.08,112300
CBG,20191030,85,86,80.5,81.75,4768400
CCET,20191030,1.6,1.63,1.6,1.61,160900
CCP,20191030,0.3,0.3,0.29,0.3,2081400
CEN,20191030,0.71,0.71,0.69,0.7,308800
CENTEL,20191030,26.5,27.75,26.25,27.25,4617500
CFRESH,20191030,1.84,1.87,1.81,1.82,506100
CGD,20191030,0.9,0.91,0.89,0.9,7113200
CGH,20191030,0.83,0.83,0.8,0.83,336200
CHARAN,20191030,21.4,21.9,21.4,21.9,600
CHAYO,20191030,4.94,5.15,4.94,5.05,4748400
CHEWA,20191030,0.62,0.63,0.62,0.62,283700
CHG,20191030,2.54,2.58,2.52,2.54,27727500
CHO,20191030,0.76,0.76,0.74,0.75,621800
CHOTI,20191030,82,82.5,82,82.5,300
CHOW,20191030,1.58,1.59,1.58,1.59,58700
CI,20191030,0.9,0.9,0.9,0.9,6000
CIG,20191030,0.22,0.22,0.21,0.22,629300
CIMBT,20191030,0.57,0.58,0.55,0.55,780800
CITY,20191030,1.86,2,1.86,1.98,42400
CK,20191030,20.7,20.9,20,20.2,9769800
CKP,20191030,6.25,6.25,6.1,6.1,37294700
CM,20191030,2.98,3.02,2.98,2.98,90000
CMAN,20191030,1.69,1.74,1.66,1.68,375400
CMC,20191030,0.9,0.91,0.9,0.9,248200
CMO,20191030,0.88,0.89,0.87,0.87,562100
CMR,20191030,2.14,2.18,2.14,2.18,10100
CNS,20191030,2.46,2.46,2.44,2.46,626100
CNT,20191030,1.63,1.64,1.63,1.63,2900
COL,20191030,18.8,18.8,18.7,18.7,52000
COLOR,20191030,1.09,1.11,1.07,1.1,38200
COM7,20191030,28.25,28.75,28,28.25,4631000
COMAN,20191030,2.64,2.76,2.64,2.72,33300
COTTO,20191030,1.58,1.63,1.55,1.57,674700
CPALL,20191030,78.25,78.75,78,78.5,15890100
CPF,20191030,25,25,24.8,24.9,16867100
CPH,20191030,4.18,4.18,4,4.12,900
CPI,20191030,1.44,1.44,1.43,1.44,59000
CPL,20191030,0.88,0.89,0.87,0.87,80800
CPN,20191030,63.5,64.5,63.5,64.25,4289400
CPNCG,20191030,14.8,14.8,14.6,14.6,198400
CPNREIT,20191030,36,36,35.25,35.25,1401000
CPR,20191030,3.36,3.38,3.3,3.34,86700
CPT,20191030,0.9,0.91,0.89,0.91,597600
CPTGF,20191030,13.4,13.4,13.2,13.2,351700
CPW,20191030,2.16,2.24,2.16,2.18,7993400
CRANE,20191030,1.79,1.84,1.79,1.8,37800
CRD,20191030,0.86,0.87,0.86,0.87,7100
CRYSTAL,20191030,10.1,10.3,10.1,10.3,1502200
CSC,20191030,46,46,46,46,500
CSP,20191030,0.78,0.81,0.78,0.81,4400
CSS,20191030,1.27,1.28,1.25,1.26,755400
CTARAF,20191030,5.7,5.7,5.65,5.65,84700
CTW,20191030,5.15,5.25,5.1,5.1,99000
CWT,20191030,2.76,2.76,2.76,2.76,100
D,20191030,4.2,4.22,4.14,4.18,50700
DCC,20191030,1.94,1.95,1.93,1.94,3491400
DCON,20191030,0.33,0.34,0.32,0.34,2567500
DCORP,20191030,0.33,0.34,0.32,0.32,568900
DDD,20191030,27.75,28.5,27.75,27.75,86700
DELTA,20191030,42.25,43,42,43,1123600
DEMCO,20191030,2.7,2.72,2.62,2.7,473700
DIF,20191030,17.6,17.8,17.6,17.7,10092000
DIMET,20191030,0.42,0.48,0.42,0.47,13615300
DOD,20191030,8.3,8.55,8.3,8.3,920700
DOHOME,20191030,11.9,12.3,11.8,12.2,13521900
DREIT,20191030,6.45,6.5,6.45,6.5,525200
DRT,20191030,6,6.05,5.95,6,376600
DTAC,20191030,59.75,62.5,59.75,62.25,15056700
DTC,20191030,9.95,10,9.9,10,31900
EA,20191030,44,44,41,41.5,89347600
EASON,20191030,1.46,1.47,1.46,1.47,23400
EASTW,20191030,11.8,11.9,11.6,11.6,1451300
ECF,20191030,2.2,2.24,2.18,2.2,4432600
ECL,20191030,1.31,1.34,1.3,1.31,1344900
EE,20191030,0.61,0.63,0.61,0.63,1640000
EFORL,20191030,0.04,0.04,0.03,0.04,756400
EGATIF,20191030,13.6,13.6,13.4,13.4,2314100
EGCO,20191030,359,359,348,353,2221000
EIC,20191030,0.04,0.05,0.04,0.05,1015600
EKH,20191030,7.55,7.6,7.4,7.4,1463300
EMC,20191030,0.12,0.13,0.12,0.13,4256900
EPCO,20191030,3.76,3.76,3.74,3.76,384700
EPG,20191030,7.4,7.45,7.3,7.35,3093400
ERW,20191030,5.35,5.5,5.35,5.4,6435000
ESSO,20191030,6.85,7.15,6.8,7.05,15119900
ESTAR,20191030,0.39,0.39,0.38,0.38,1140400
ETE,20191030,0.78,0.79,0.78,0.79,252400
EVER,20191030,0.26,0.26,0.23,0.25,33429900
F&D,20191030,18.2,18.3,18.2,18.3,600
FANCY,20191030,0.61,0.61,0.59,0.59,14100
FLOYD,20191030,1.61,1.65,1.61,1.61,65700
FMT,20191030,23.7,23.7,23.6,23.6,2100
FN,20191030,1.33,1.34,1.31,1.31,1130500
FNS,20191030,2.26,2.3,2.26,2.28,33900
FORTH,20191030,5.35,5.35,5.3,5.35,8700
FPI,20191030,2.26,2.28,2.16,2.26,408600
FPT,20191030,15.5,15.6,15.3,15.5,192500
FSMART,20191030,6.35,6.4,6.3,6.3,709800
FSS,20191030,1.62,1.62,1.58,1.62,41200
FTE,20191030,1.99,1.99,1.98,1.99,72800
FTREIT,20191030,17,17.1,16.8,17,787200
FUTUREPF,20191030,24.9,25,24.7,24.8,87900
FVC,20191030,0.45,0.45,0.44,0.44,442800
GBX,20191030,0.53,0.53,0.52,0.53,184900
GC,20191030,5.25,5.3,5.2,5.2,74700
GCAP,20191030,2.42,2.5,2.42,2.5,990100
GEL,20191030,0.21,0.21,0.19,0.19,8172400
GENCO,20191030,0.55,0.55,0.53,0.55,426000
GFPT,20191030,13.8,14,13.5,13.5,2511200
GGC,20191030,11.2,11.2,10.9,11,619700
GIFT,20191030,1.9,1.9,1.86,1.88,766700
GJS,20191030,0.13,0.13,0.12,0.13,522200
GL,20191030,5.1,5.4,5.1,5.2,1866900
GLAND,20191030,2.34,2.36,2.34,2.34,18400
GLANDRT,20191030,14,14.1,14,14.1,11500
GLOBAL,20191030,15,15.3,15,15.2,3790100
GLOCON,20191030,0.94,0.97,0.93,0.94,863900
GLOW,20191030,90,90.25,90,90,38700
GOLD,20191030,8.5,8.5,8.45,8.5,350200
GPI,20191030,1.85,1.87,1.85,1.87,31000
GPSC,20191030,83,84.75,79.75,83.25,67867500
GRAND,20191030,0.79,0.81,0.79,0.81,65300
GREEN,20191030,0.78,0.8,0.78,0.8,42100
GSC,20191030,0.71,0.72,0.7,0.71,148700
