<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190604,10.9,11.06,10.9,11,12900
BMSCG,20190604,8.04,8.1,8.04,8.1,6800
BMSCITH,20190604,12.36,12.48,12.34,12.46,405900
BSET100,20190604,10.49,10.59,10.49,10.59,116900
CHINA,20190604,5.3,5.3,5.24,5.25,149700
ECOMM,20190604,8.5,8.5,8.5,8.5,2000
ENGY,20190604,6.24,6.24,6.14,6.15,800
ENY,20190604,7.23,7.23,7.23,7.23,100
ESET50,20190604,5.72,5.75,5.72,5.75,200
GLD,20190604,1.75,1.76,1.74,1.75,579900
TDEX,20190604,10.71,10.77,10.69,10.75,245500
TGOLDETF,20190604,3.83,3.84,3.82,3.82,75500
2S,20190604,2.22,2.22,2.16,2.16,29900
7UP,20190604,0.23,0.25,0.23,0.25,2737900
A,20190604,6.35,6.35,6.3,6.35,15200
AAV,20190604,4,4.1,4,4.02,18444300
ABICO,20190604,4.06,4.06,3.96,4.06,32000
ABM,20190604,0.86,0.9,0.86,0.89,65000
ABPIF,20190604,5.95,5.95,5.9,5.95,123000
ACAP,20190604,3.62,3.7,3.6,3.68,634900
ACC,20190604,0.69,0.7,0.69,0.7,149400
ADB,20190604,0.85,0.9,0.84,0.84,1675600
ADVANC,20190604,194.5,196.5,193.5,193.5,8967300
AEC,20190604,0.56,0.56,0.55,0.56,2626000
AEONTS,20190604,206,207,202,206,735900
AF,20190604,0.69,0.69,0.67,0.67,23900
AFC,20190604,8.3,8.3,8.3,8.3,100
AGE,20190604,0.97,0.99,0.96,0.98,1036400
AH,20190604,18.6,18.8,18.6,18.7,288800
AHC,20190604,16.8,16.8,16.7,16.7,7300
AIMIRT,20190604,12.1,12.2,12,12.2,363500
AIRA,20190604,1.25,1.37,1.25,1.29,57300
AIT,20190604,21.3,21.6,21.3,21.5,81000
AJ,20190604,9.4,9.4,9.25,9.35,50000
AJA,20190604,0.2,0.2,0.19,0.2,1423900
AKP,20190604,1.57,1.6,1.52,1.54,1079400
AKR,20190604,0.7,0.71,0.69,0.7,150000
ALL,20190604,3.9,3.94,3.88,3.9,1776700
ALLA,20190604,1.36,1.36,1.34,1.34,855900
ALT,20190604,2.82,2.9,2.74,2.76,289700
ALUCON,20190604,173,174.5,171.5,172,1600
AMA,20190604,4.14,4.2,4.12,4.2,429200
AMANAH,20190604,1.54,1.58,1.53,1.57,4440500
AMARIN,20190604,4.98,4.98,4.92,4.98,2500
AMATA,20190604,22,22.6,21.8,22.6,36691500
AMATAR,20190604,11.8,11.8,11.7,11.7,72800
AMATAV,20190604,4.98,5.05,4.9,4.98,20700
AMC,20190604,1.64,1.65,1.64,1.64,11000
ANAN,20190604,3.62,3.7,3.62,3.64,5678400
AOT,20190604,64,65.25,63.75,65,54809300
AP,20190604,7.75,7.85,7.7,7.7,7289700
APCO,20190604,3.7,3.84,3.7,3.84,206700
APCS,20190604,4.72,4.74,4.72,4.74,1200
APEX,20190604,0.17,0.19,0.17,0.19,1165200
APURE,20190604,1.44,1.45,1.43,1.43,555500
AQ,20190604,0.02,0.03,0.02,0.03,6402500
AQUA,20190604,0.49,0.5,0.48,0.5,3504300
ARIP,20190604,0.42,0.42,0.41,0.41,4300
ARROW,20190604,8,8.2,8,8.1,35100
AS,20190604,0.82,0.85,0.78,0.83,211000
ASAP,20190604,2.34,2.38,2.34,2.36,280700
ASEFA,20190604,4.76,4.76,4.74,4.76,52200
ASIA,20190604,7.3,7.35,7.3,7.35,700
ASIAN,20190604,7.05,7.2,7,7.15,768600
ASIMAR,20190604,1.74,1.74,1.71,1.72,84200
ASK,20190604,23.6,23.8,23.6,23.8,150700
ASN,20190604,3.98,3.98,3.92,3.92,12000
ASP,20190604,2.58,2.66,2.56,2.62,3580900
ATP30,20190604,1.32,1.32,1.29,1.3,694400
AU,20190604,9.7,10,9.45,10,4987500
AUCT,20190604,6.65,6.75,6.6,6.6,558000
AYUD,20190604,41.5,41.5,40.75,40.75,6800
B,20190604,0.44,0.52,0.44,0.5,4460600
B-WORK,20190604,11.3,11.4,11.3,11.3,511600
B52,20190604,0.29,0.3,0.28,0.29,58200
BA,20190604,11,11.2,11,11.1,403300
BAFS,20190604,34.5,35,34.25,34.5,107800
BANPU,20190604,15.1,15.2,14.9,15.1,17701100
BAY,20190604,37,37.25,36.75,37,205400
BBL,20190604,197,199,197,198,5360200
BCH,20190604,16.1,16.3,16,16.2,7744900
BCP,20190604,29.25,29.75,29,29.25,4156500
BCPG,20190604,17.4,17.8,17.3,17.7,4272500
BCT,20190604,47.5,47.5,47,47.25,18600
BDMS,20190604,25.75,26.25,25.5,26.25,50162600
BEAUTY,20190604,4.3,4.36,4.18,4.18,293644300
BEC,20190604,9.55,9.75,9.45,9.5,17647800
BEM,20190604,11.3,11.4,11.2,11.4,37287800
BFIT,20190604,18,18,17.9,18,142000
BGC,20190604,11.6,11.8,11.6,11.6,302500
BGRIM,20190604,33.5,33.75,33.25,33.5,7539200
BGT,20190604,1.04,1.05,0.97,0.99,1069600
BH,20190604,169,172.5,168.5,172,1932800
BIG,20190604,1.02,1.02,1.01,1.02,1639300
BIZ,20190604,2.54,2.56,2.54,2.54,78800
BJC,20190604,45.25,46.25,45,46.25,13150900
BJCHI,20190604,2.08,2.08,2.04,2.08,64600
BKD,20190604,2.88,2.88,2.86,2.88,106900
BKI,20190604,324,324,323,324,7400
BKKCP,20190604,12.8,12.8,12.8,12.8,55000
BLA,20190604,27.5,28,27.5,27.75,356500
BLAND,20190604,1.59,1.6,1.58,1.6,23933100
BM,20190604,2.1,2.1,2.08,2.08,26400
BOFFICE,20190604,14.2,14.4,14.1,14.1,12100
BOL,20190604,2.4,2.42,2.36,2.4,246800
BPP,20190604,19.3,19.7,19.2,19.4,5660000
