<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190207,11.45,11.46,11.43,11.46,72000
BMSCG,20190207,8.27,8.29,8.21,8.25,45400
BMSCITH,20190207,12.55,12.59,12.48,12.48,578700
BSET100,20190207,10.57,10.61,10.51,10.52,431200
CHINA,20190207,4.76,4.78,4.76,4.78,50200
EBANK,20190207,5.73,5.74,5.73,5.74,37900
ECOMM,20190207,8.39,8.39,8.34,8.34,1800
EFOOD,20190207,5.67,5.67,5.67,5.67,500
EICT,20190207,4.53,4.53,4.53,4.53,1900
ENGY,20190207,6.25,6.25,6.25,6.25,800
ENY,20190207,7.38,7.38,7.38,7.38,64800
ESET50,20190207,5.79,5.79,5.78,5.78,1200
GLD,20190207,1.74,1.74,1.73,1.73,1800
TDEX,20190207,10.99,11,10.9,10.97,275300
TGOLDETF,20190207,3.8,3.8,3.79,3.8,20800
TH100,20190207,5,5,4.98,4.98,3000
2S,20190207,2.5,2.54,2.44,2.48,326200
7UP,20190207,0.41,0.43,0.4,0.4,11499400
A,20190207,6.4,6.4,6.35,6.35,14500
AAV,20190207,4.4,4.4,4.3,4.32,10057400
ABICO,20190207,4.9,4.92,4.82,4.82,79300
ABM,20190207,0.95,0.95,0.92,0.93,241300
ABPIF,20190207,6.55,6.6,6.5,6.5,102000
ACAP,20190207,4.06,4.06,3.66,3.74,4195800
ACC,20190207,0.6,0.61,0.51,0.53,17968500
ADB,20190207,0.98,0.99,0.97,0.97,165300
ADVANC,20190207,180,185,179,183.5,16660800
AEC,20190207,0.46,0.52,0.46,0.48,1147900
AEONTS,20190207,183,186.5,181.5,182,519600
AF,20190207,0.7,0.7,0.66,0.69,6100
AFC,20190207,9.05,9.05,9,9,5000
AGE,20190207,1.04,1.04,1.03,1.03,249000
AH,20190207,23.1,23.7,22.7,22.9,1507600
AHC,20190207,17.8,18.1,17.8,17.8,10300
AIMIRT,20190207,10.4,10.4,10.3,10.4,81100
AIRA,20190207,1.56,1.57,1.49,1.51,121300
AIT,20190207,21.1,21.1,20.9,20.9,162000
AJ,20190207,8,8.1,8,8.1,43900
AJA,20190207,0.27,0.28,0.26,0.27,3663400
AKP,20190207,2.02,2.04,1.99,2.02,266400
AKR,20190207,0.93,0.93,0.9,0.9,3088300
ALLA,20190207,1.42,1.44,1.4,1.4,724500
ALT,20190207,3.58,3.58,3.5,3.52,158100
AMA,20190207,4.66,4.72,4.62,4.64,1149700
AMANAH,20190207,1.72,1.76,1.72,1.73,5373600
AMARIN,20190207,5,5,5,5,103000
AMATA,20190207,22,22.2,21.8,22.1,27775100
AMATAR,20190207,10.9,11,10.9,11,52600
