<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190801,11.22,11.26,11.15,11.15,74900
BMSCG,20190801,8.78,8.78,8.6,8.65,32900
BMSCITH,20190801,12.45,12.46,12.41,12.44,454300
BSET100,20190801,10.98,10.98,10.92,10.94,155500
CHINA,20190801,5.4,5.4,5.22,5.29,500700
EFOOD,20190801,6.13,6.13,6.13,6.13,200
ENGY,20190801,6.46,6.46,6.39,6.39,7300
ESET50,20190801,5.94,5.96,5.93,5.96,2900
GLD,20190801,1.84,1.84,1.82,1.82,229700
TDEX,20190801,11.14,11.16,11.1,11.12,132600
TGOLDETF,20190801,4,4.02,4,4.02,85300
2S,20190801,2.24,2.28,2.18,2.2,436600
7UP,20190801,0.38,0.38,0.37,0.38,1306100
A,20190801,6.25,6.25,6.25,6.25,15000
AAV,20190801,3.82,3.86,3.82,3.82,5169800
ABICO,20190801,4.46,4.52,4.42,4.44,112600
ABM,20190801,0.95,0.95,0.93,0.93,182200
ABPIF,20190801,6.35,6.4,6.3,6.3,328000
ACAP,20190801,2.62,2.68,2.62,2.62,694000
ACC,20190801,0.69,0.69,0.68,0.69,121200
ACG,20190801,1.53,1.53,1.5,1.5,1047600
ADB,20190801,0.75,0.75,0.73,0.73,200300
ADVANC,20190801,212,214,210,212,4900200
AEC,20190801,0.5,0.51,0.49,0.49,14000
AEONTS,20190801,236,236,227,228,516000
AF,20190801,0.67,0.68,0.67,0.68,23000
AGE,20190801,0.97,0.99,0.96,0.96,1578000
AH,20190801,18.7,18.7,18.5,18.6,209600
AHC,20190801,15.5,15.5,15.1,15.3,25500
AI,20190801,1.39,1.39,1.33,1.35,6980300
AIE,20190801,0.66,0.66,0.64,0.65,6537500
AIMCG,20190801,9.85,9.85,9.8,9.85,908800
AIMIRT,20190801,12.3,12.4,12.1,12.4,1072200
AIRA,20190801,1.31,1.31,1.31,1.31,10000
AIT,20190801,24.2,24.2,24,24.1,250800
AJ,20190801,8.8,8.8,8.5,8.55,403400
AJA,20190801,0.22,0.22,0.21,0.21,2315500
AKP,20190801,1.58,1.59,1.54,1.55,327200
AKR,20190801,0.8,0.81,0.8,0.8,691800
ALL,20190801,4.52,4.52,4.28,4.42,9772700
ALLA,20190801,1.45,1.48,1.42,1.46,2255200
ALT,20190801,2.76,2.84,2.76,2.78,39800
ALUCON,20190801,168.5,168.5,167.5,168,6500
AMA,20190801,8.3,8.3,7,7.25,3369600
AMANAH,20190801,2.42,2.42,2.28,2.32,20018600
AMARIN,20190801,4.96,4.96,4.94,4.94,2300
AMATA,20190801,24.1,24.2,23.8,24,9696400
AMATAR,20190801,12.1,12.1,12,12,800
AMATAV,20190801,4.84,4.84,4.8,4.82,911800
