<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190502,11.34,11.4,11.34,11.4,1800
BMSCG,20190502,8.27,8.35,8.27,8.3,29700
BMSCITH,20190502,12.72,12.76,12.72,12.75,185400
BSET100,20190502,10.82,10.86,10.82,10.86,143100
CHINA,20190502,5.95,5.96,5.92,5.96,25300
EICT,20190502,4.72,4.72,4.72,4.72,1000
ENGY,20190502,6.54,6.54,6.53,6.53,400
ENY,20190502,7.66,7.66,7.65,7.66,3300
ESET50,20190502,5.93,5.93,5.88,5.88,300
GLD,20190502,1.74,1.74,1.72,1.73,128200
TDEX,20190502,10.94,10.99,10.94,10.96,121800
TGOLDETF,20190502,3.78,3.79,3.78,3.78,35600
TH100,20190502,4.88,4.88,4.88,4.88,2000
2S,20190502,2.38,2.46,2.28,2.3,2197600
7UP,20190502,0.26,0.26,0.25,0.26,2518700
A,20190502,6.35,6.35,6.35,6.35,8000
AAV,20190502,4.24,4.3,4.24,4.26,4499000
ABICO,20190502,4.42,4.42,4.38,4.38,12300
ABM,20190502,0.95,0.95,0.94,0.94,14200
ABPIF,20190502,5.9,5.9,5.85,5.85,182400
ACAP,20190502,3.9,3.94,3.9,3.92,440900
ACC,20190502,0.75,0.82,0.75,0.81,34887900
ADB,20190502,0.91,0.91,0.89,0.9,169000
ADVANC,20190502,190,192,190,190.5,2426300
AEC,20190502,0.48,0.5,0.47,0.5,840500
AEONTS,20190502,184.5,186.5,182.5,186,314800
AF,20190502,0.67,0.67,0.67,0.67,3000
AFC,20190502,8.7,8.7,8.7,8.7,2000
AGE,20190502,0.91,0.92,0.9,0.9,774500
AH,20190502,20.4,20.7,20.3,20.7,1068600
AHC,20190502,17.2,17.5,17.2,17.5,9100
AIMIRT,20190502,12.1,12.1,12.1,12.1,15000
AIRA,20190502,1.47,1.47,1.47,1.47,600
AIT,20190502,21.1,21.2,21,21.2,183500
AJ,20190502,9.9,9.95,9.9,9.9,32200
AJA,20190502,0.21,0.22,0.21,0.21,1625900
AKP,20190502,1.94,1.95,1.92,1.94,753900
AKR,20190502,0.81,0.82,0.81,0.81,2780200
ALLA,20190502,1.5,1.53,1.5,1.5,3492800
ALT,20190502,2.98,2.98,2.96,2.98,21500
ALUCON,20190502,168.5,173,168,172,17500
AMA,20190502,4.32,4.32,4.26,4.28,109500
AMANAH,20190502,1.67,1.69,1.67,1.68,1087400
AMARIN,20190502,5.25,5.25,5.15,5.2,66200
AMATA,20190502,22.4,22.6,22.3,22.4,7330900
AMATAR,20190502,11.8,11.8,11.6,11.6,1100
AMATAV,20190502,5.25,5.3,5.25,5.3,47900
AMC,20190502,1.79,1.81,1.77,1.81,99000
ANAN,20190502,3.94,3.94,3.86,3.88,8709800
AOT,20190502,68.75,69,68.5,68.75,17593200
AP,20190502,7.9,7.95,7.85,7.9,11032200
APCO,20190502,4.06,4.06,4.02,4.02,68400
APCS,20190502,4.82,4.82,4.76,4.82,83500
APEX,20190502,0.19,0.2,0.19,0.2,1159600
APURE,20190502,1.29,1.3,1.29,1.3,68800
AQ,20190502,0.02,0.03,0.02,0.03,27066000
AQUA,20190502,0.54,0.55,0.53,0.54,7656400
ARIP,20190502,0.48,0.48,0.47,0.48,51300
ARROW,20190502,9.35,9.4,9.35,9.4,73300
AS,20190502,0.84,0.89,0.82,0.86,1200
ASAP,20190502,2.92,2.98,2.92,2.94,543400
ASEFA,20190502,5.2,5.25,5.15,5.15,1623400
ASIA,20190502,7.65,7.65,7.6,7.6,39900
ASIAN,20190502,7.85,8,7.8,7.85,12282300
ASIMAR,20190502,2.04,2.04,2,2.04,84700
ASK,20190502,23.8,23.8,23.6,23.6,43900
ASN,20190502,3.78,3.78,3.72,3.74,6600
ASP,20190502,3.06,3.06,3.02,3.04,3418000
ATP30,20190502,1.4,1.4,1.39,1.4,102600
AU,20190502,9,9.1,8.9,8.95,1198900
AUCT,20190502,6.85,6.95,6.8,6.9,1370000
AYUD,20190502,43.75,44,43.5,43.5,50800
B,20190502,0.64,0.65,0.62,0.63,5613800
B-WORK,20190502,11,11,11,11,151500
BA,20190502,11.8,12,11.8,11.9,460700
BAFS,20190502,35,35.5,35,35.5,612900
BANPU,20190502,16.4,16.5,16.1,16.2,25431900
BAY,20190502,38.75,38.75,38.5,38.5,189200
BBL,20190502,204,206,203,205,3591200
BCH,20190502,18.2,18.4,17.8,18,11339400
BCP,20190502,32.5,33.25,32.5,32.75,5066300
BCPG,20190502,18.2,18.7,18.1,18.5,17185300
BCT,20190502,46.75,46.75,45.5,45.75,6000
BDMS,20190502,25.75,25.75,25.25,25.5,27996000
BEAUTY,20190502,6.95,7,6.8,6.85,53606100
BEC,20190502,9,9.1,8.9,9,11356600
BEM,20190502,10.9,11,10.9,10.9,20439600
BFIT,20190502,18,18.1,17.9,18,283400
BGC,20190502,12,12.1,11.9,12.1,1181200
BGRIM,20190502,34,34.5,33.75,34,18554400
BGT,20190502,1.08,1.11,1.05,1.08,367500
BH,20190502,176,176.5,171,172,5231300
BIG,20190502,1.24,1.25,1.22,1.24,4852200
BIZ,20190502,2.72,2.78,2.72,2.74,156900
BJC,20190502,51.75,53.25,51.5,52.75,14444200
BJCHI,20190502,2.16,2.22,2.16,2.2,846700
BKD,20190502,2.9,2.92,2.9,2.9,50700
BKI,20190502,325,325,324,325,5000
BKKCP,20190502,12.7,12.8,12.6,12.6,17100
BLA,20190502,28.5,28.75,28,28,2043300
BLAND,20190502,1.58,1.59,1.57,1.58,3978300
BM,20190502,2.84,2.86,2.84,2.86,238800
BOFFICE,20190502,13.8,14,13.8,14,162400
BOL,20190502,2.2,2.22,2.2,2.22,75200
BPP,20190502,22.8,23.1,22.8,22.9,8689200
BR,20190502,3.72,3.74,3.72,3.72,788100
BROCK,20190502,2,2,1.99,2,51200
BROOK,20190502,0.46,0.47,0.46,0.46,1122300
BRR,20190502,6.2,6.3,6.2,6.3,43100
BRRGIF,20190502,10,10.1,10,10.1,26900
BSBM,20190502,0.92,0.93,0.92,0.93,54600
BSM,20190502,0.57,0.57,0.56,0.56,146100
BTS,20190502,11.7,11.8,11.6,11.7,28009900
BTSGIF,20190502,12.4,12.4,12.3,12.3,6020100
BTW,20190502,1.48,1.5,1.47,1.47,106500
BWG,20190502,1.1,1.1,1.08,1.09,9528300
CAZ,20190502,2.4,2.44,2.38,2.38,2879400
CBG,20190502,58.5,60.25,58.5,60.25,5362300
CCET,20190502,1.9,1.92,1.89,1.9,408800
CCP,20190502,0.35,0.36,0.34,0.36,873800
CEN,20190502,1.05,1.05,1.04,1.04,137500
CENTEL,20190502,42.75,43.5,42.75,42.75,7879000
CFRESH,20190502,3.82,3.84,3.82,3.84,2500
CGD,20190502,1.08,1.12,1.08,1.09,2415000
CGH,20190502,0.86,0.87,0.82,0.85,639400
CHAYO,20190502,4.2,4.36,4.16,4.22,20756700
CHEWA,20190502,1.11,1.13,1.11,1.12,2423700
CHG,20190502,1.96,1.97,1.93,1.94,40383000
CHO,20190502,1.12,1.13,1.12,1.12,374500
CHOTI,20190502,121,125,119,119,3900
CHOW,20190502,2.46,2.56,2.44,2.56,740800
CI,20190502,1.27,1.3,1.27,1.27,4500
CIG,20190502,0.29,0.29,0.28,0.28,472900
CIMBT,20190502,0.77,0.78,0.76,0.77,401000
CITY,20190502,2.28,2.28,2.26,2.28,31000
CK,20190502,27,27.25,26.75,27,8553200
CKP,20190502,5.85,5.9,5.75,5.85,41002400
CM,20190502,4.1,4.12,4.06,4.06,66700
CMAN,20190502,2.62,2.64,2.6,2.64,588300
CMC,20190502,1.61,1.61,1.59,1.6,2419600
CMO,20190502,1.51,1.54,1.5,1.54,473100
CMR,20190502,2.32,2.34,2.32,2.34,33100
CNS,20190502,1.8,1.82,1.79,1.79,585800
CNT,20190502,1.99,1.99,1.98,1.98,18200
COL,20190502,24.8,25,24.7,24.7,342200
COLOR,20190502,1.23,1.25,1.23,1.25,86000
COM7,20190502,19.7,19.9,19.5,19.8,7528800
COMAN,20190502,4.34,4.34,4.24,4.26,28200
COTTO,20190502,2.12,2.24,2.12,2.14,1441100
CPALL,20190502,77.75,78,77.5,77.5,14357600
CPF,20190502,27.25,28.5,27.25,28.25,78607200
CPH,20190502,6.4,6.4,6.4,6.4,700
CPI,20190502,1.43,1.43,1.41,1.42,141600
CPL,20190502,1.97,1.98,1.97,1.98,74100
CPN,20190502,75.75,76,75,75.5,6463100
CPNCG,20190502,14.9,15,14.8,14.8,531900
CPNREIT,20190502,29.25,29.25,29,29.25,642500
CPR,20190502,5.2,5.25,5.15,5.2,149400
CPT,20190502,1.25,1.25,1.23,1.24,5653300
CPTGF,20190502,13,13.1,13,13.1,192700
CRANE,20190502,2.24,2.26,2.08,2.26,5907700
CRD,20190502,1.01,1.01,1,1.01,154100
CRYSTAL,20190502,9.2,9.3,9.2,9.25,132000
CSC,20190502,44.5,44.5,44.5,44.5,1800
CSP,20190502,1.18,1.18,1.18,1.18,4400
CSS,20190502,2,2.04,2,2.04,2416900
CTARAF,20190502,4.72,4.74,4.72,4.72,83700
CTW,20190502,7.9,7.95,7.9,7.9,105800
CWT,20190502,3.08,3.08,3,3.08,21300
D,20190502,7.3,7.3,7.2,7.2,171300
DCC,20190502,2.06,2.1,1.96,1.99,32031900
DCON,20190502,0.47,0.48,0.47,0.47,756700
DCORP,20190502,0.52,0.55,0.51,0.52,4937000
DDD,20190502,32.25,33,30.75,31.75,2171300
DELTA,20190502,75.25,76.5,75,76,1032200
DEMCO,20190502,3.04,3.04,3,3.02,784500
DIF,20190502,15.8,16,15.8,16,7072700
DIGI,20190502,0.3,0.31,0.3,0.31,181200
DIMET,20190502,0.84,0.85,0.83,0.83,419800
DOD,20190502,10.3,10.5,10.3,10.4,1474500
DREIT,20190502,5.8,5.8,5.75,5.75,20100
DRT,20190502,5.55,5.7,5.55,5.7,1241800
